品目,数量,単位,高値,安値,主な産地,日付,元ファイル
たこ,335,1kg,4330,1080,,令和元年9月17日（火）,suiexcel-10 (10).xls
はまぐり,230,1kg,2160,1080,,令和元年9月17日（火）,suiexcel-10 (10).xls
あさり,3748,1kg,972,200,,令和元年9月17日（火）,suiexcel-10 (10).xls
冷凍もんごいか,350,1kg,4104,702,,令和元年9月17日（火）,suiexcel-10 (10).xls
冷凍たこ,110,1kg,2484,972,,令和元年9月17日（火）,suiexcel-10 (10).xls
冷凍えび,1077,1kg,4320,864,,令和元年9月17日（火）,suiexcel-10 (10).xls
塩さば,2426,1kg,648,216,,令和元年9月17日（火）,suiexcel-10 (10).xls
塩さけ,3794,1kg,1350,620,,令和元年9月17日（火）,suiexcel-10 (10).xls
塩すけそうこ,962,1kg,4752,1080,,令和元年9月17日（火）,suiexcel-10 (10).xls
塩さんま,3680,1kg,1350,510,,令和元年9月17日（火）,suiexcel-10 (10).xls
開干さんま,610,1kg,1400,350,,令和元年9月17日（火）,suiexcel-10 (10).xls
開干あじ,315,1kg,1080,600,,令和元年9月17日（火）,suiexcel-10 (10).xls
若干かれい,200,1kg,2160,864,,令和元年9月17日（火）,suiexcel-10 (10).xls
ちりめん,2721,1kg,2000,702,,令和元年9月17日（火）,suiexcel-10 (10).xls
茹たこ,200,1kg,2160,1728,,令和元年9月17日（火）,suiexcel-10 (10).xls
きわだ,769,1kg,2320,216,,令和元年9月18日（水）,suiexcel-11 (8).xls
あじ,616,1kg,378,150,,令和元年9月18日（水）,suiexcel-11 (8).xls
さば,344,1kg,700,350,,令和元年9月18日（水）,suiexcel-11 (8).xls
まいわし,2135,1kg,900,100,,令和元年9月18日（水）,suiexcel-11 (8).xls
さんま,2476,1kg,972,60,,令和元年9月18日（水）,suiexcel-11 (8).xls
養成ぶり,448,1kg,1650,800,,令和元年9月18日（水）,suiexcel-11 (8).xls
かつお,2409,1kg,870,216,,令和元年9月18日（水）,suiexcel-11 (8).xls
養成まだい,3950,1kg,1350,200,,令和元年9月18日（水）,suiexcel-11 (8).xls
かれい,1597,1kg,1188,640,,令和元年9月18日（水）,suiexcel-11 (8).xls
養成はまち,951,1kg,1242,972,,令和元年9月18日（水）,suiexcel-11 (8).xls
養成かんぱち,871,1kg,1944,1300,,令和元年9月18日（水）,suiexcel-11 (8).xls
するめいか,250,1kg,756,648,,令和元年9月18日（水）,suiexcel-11 (8).xls
さけ,2704,1kg,1600,750,,令和元年9月18日（水）,suiexcel-11 (8).xls
たちうお,430,1kg,1800,432,,令和元年9月18日（水）,suiexcel-11 (8).xls
たこ,219,1kg,4330,1188,,令和元年9月18日（水）,suiexcel-11 (8).xls
はまぐり,210,1kg,2160,1080,,令和元年9月18日（水）,suiexcel-11 (8).xls
あさり,1710,1kg,972,360,,令和元年9月18日（水）,suiexcel-11 (8).xls
冷凍もんごいか,328,1kg,4104,702,,令和元年9月18日（水）,suiexcel-11 (8).xls
冷凍たこ,110,1kg,2484,972,,令和元年9月18日（水）,suiexcel-11 (8).xls
冷凍えび,1189,1kg,4320,864,,令和元年9月18日（水）,suiexcel-11 (8).xls
塩さば,2960,1kg,3550,400,,令和元年9月18日（水）,suiexcel-11 (8).xls
塩さけ,1802,1kg,1600,648,,令和元年9月18日（水）,suiexcel-11 (8).xls
塩すけそうこ,331,1kg,3900,1250,,令和元年9月18日（水）,suiexcel-11 (8).xls
塩さんま,45,1kg,520,520,,令和元年9月18日（水）,suiexcel-11 (8).xls
開干さんま,493,1kg,1400,550,,令和元年9月18日（水）,suiexcel-11 (8).xls
開干あじ,253,1kg,1188,600,,令和元年9月18日（水）,suiexcel-11 (8).xls
若干かれい,616,1kg,2160,460,,令和元年9月18日（水）,suiexcel-11 (8).xls
ちりめん,2500,1kg,2600,700,,令和元年9月18日（水）,suiexcel-11 (8).xls
茹たこ,100,1kg,2160,1728,,令和元年9月18日（水）,suiexcel-11 (8).xls
くろまぐろ,273,1kg,2800,2400,,令和元年9月19日（木）,suiexcel-12 (8).xls
きわだ,1370,1kg,1512,1300,,令和元年9月19日（木）,suiexcel-12 (8).xls
あじ,635,1kg,2280,230,,令和元年9月19日（木）,suiexcel-12 (8).xls
さば,487,1kg,1200,400,,令和元年9月19日（木）,suiexcel-12 (8).xls
まいわし,818,1kg,378,150,,令和元年9月19日（木）,suiexcel-12 (8).xls
さんま,1088,1kg,1250,340,,令和元年9月19日（木）,suiexcel-12 (8).xls
養成ぶり,437,1kg,2430,850,,令和元年9月19日（木）,suiexcel-12 (8).xls
かつお,1991,1kg,800,260,,令和元年9月19日（木）,suiexcel-12 (8).xls
養成まだい,3936,1kg,1350,700,,令和元年9月19日（木）,suiexcel-12 (8).xls
かれい,263,1kg,1620,400,,令和元年9月19日（木）,suiexcel-12 (8).xls
養成はまち,1042,1kg,1242,972,,令和元年9月19日（木）,suiexcel-12 (8).xls
養成かんぱち,1058,1kg,1944,1350,,令和元年9月19日（木）,suiexcel-12 (8).xls
するめいか,880,1kg,930,648,,令和元年9月19日（木）,suiexcel-12 (8).xls
さけ,3162,1kg,1680,660,,令和元年9月19日（木）,suiexcel-12 (8).xls
たちうお,260,1kg,3600,972,,令和元年9月19日（木）,suiexcel-12 (8).xls
たこ,233,1kg,4330,1080,,令和元年9月19日（木）,suiexcel-12 (8).xls
はまぐり,100,1kg,2160,1080,,令和元年9月19日（木）,suiexcel-12 (8).xls
あさり,1492,1kg,972,100,,令和元年9月19日（木）,suiexcel-12 (8).xls
冷凍もんごいか,300,1kg,4104,702,,令和元年9月19日（木）,suiexcel-12 (8).xls
冷凍たこ,110,1kg,2484,972,,令和元年9月19日（木）,suiexcel-12 (8).xls
冷凍えび,1142,1kg,4320,864,,令和元年9月19日（木）,suiexcel-12 (8).xls
塩さば,1190,1kg,3550,378,,令和元年9月19日（木）,suiexcel-12 (8).xls
塩さけ,1193,1kg,2350,750,,令和元年9月19日（木）,suiexcel-12 (8).xls
塩すけそうこ,149,1kg,2750,1700,,令和元年9月19日（木）,suiexcel-12 (8).xls
塩さんま,2708,1kg,800,360,,令和元年9月19日（木）,suiexcel-12 (8).xls
開干さんま,339,1kg,1296,350,,令和元年9月19日（木）,suiexcel-12 (8).xls
開干あじ,521,1kg,1188,140,,令和元年9月19日（木）,suiexcel-12 (8).xls
若干かれい,296,1kg,1296,972,,令和元年9月19日（木）,suiexcel-12 (8).xls
ちりめん,2866,1kg,2268,700,,令和元年9月19日（木）,suiexcel-12 (8).xls
茹たこ,100,1kg,2160,1728,,令和元年9月19日（木）,suiexcel-12 (8).xls
くろまぐろ,599,1kg,2900,2000,,令和元年9月20日（金）,suiexcel-13 (8).xls
きわだ,701,1kg,2320,540,,令和元年9月20日（金）,suiexcel-13 (8).xls
あじ,1282,1kg,2300,300,,令和元年9月20日（金）,suiexcel-13 (8).xls
さば,816,1kg,1200,350,,令和元年9月20日（金）,suiexcel-13 (8).xls
まいわし,1620,1kg,400,200,,令和元年9月20日（金）,suiexcel-13 (8).xls
さんま,6024,1kg,2750,340,,令和元年9月20日（金）,suiexcel-13 (8).xls
養成ぶり,879,1kg,1650,850,,令和元年9月20日（金）,suiexcel-13 (8).xls
かつお,1345,1kg,1450,540,,令和元年9月20日（金）,suiexcel-13 (8).xls
養成まだい,4066,1kg,1350,200,,令和元年9月20日（金）,suiexcel-13 (8).xls
かれい,111,1kg,1620,730,,令和元年9月20日（金）,suiexcel-13 (8).xls
養成はまち,1002,1kg,1242,850,,令和元年9月20日（金）,suiexcel-13 (8).xls
養成かんぱち,1288,1kg,1944,1300,,令和元年9月20日（金）,suiexcel-13 (8).xls
するめいか,802,1kg,972,864,,令和元年9月20日（金）,suiexcel-13 (8).xls
さけ,4043,1kg,1850,600,,令和元年9月20日（金）,suiexcel-13 (8).xls
たちうお,354,1kg,1080,864,,令和元年9月20日（金）,suiexcel-13 (8).xls
たこ,209,1kg,2560,1026,,令和元年9月20日（金）,suiexcel-13 (8).xls
はまぐり,155,1kg,2160,1080,,令和元年9月20日（金）,suiexcel-13 (8).xls
あさり,1479,1kg,972,360,,令和元年9月20日（金）,suiexcel-13 (8).xls
冷凍もんごいか,338,1kg,4104,702,,令和元年9月20日（金）,suiexcel-13 (8).xls
冷凍たこ,110,1kg,2484,972,,令和元年9月20日（金）,suiexcel-13 (8).xls
冷凍えび,1145,1kg,4320,720,,令和元年9月20日（金）,suiexcel-13 (8).xls
塩さば,3544,1kg,930,420,,令和元年9月20日（金）,suiexcel-13 (8).xls
塩さけ,2949,1kg,1450,800,,令和元年9月20日（金）,suiexcel-13 (8).xls
塩すけそうこ,900,1kg,2750,850,,令和元年9月20日（金）,suiexcel-13 (8).xls
塩さんま,503,1kg,510,360,,令和元年9月20日（金）,suiexcel-13 (8).xls
開干さんま,421,1kg,1400,530,,令和元年9月20日（金）,suiexcel-13 (8).xls
開干あじ,311,1kg,1188,500,,令和元年9月20日（金）,suiexcel-13 (8).xls
若干かれい,250,1kg,2700,900,,令和元年9月20日（金）,suiexcel-13 (8).xls
ちりめん,1526,1kg,11382,500,,令和元年9月20日（金）,suiexcel-13 (8).xls
茹たこ,100,1kg,2160,1728,,令和元年9月20日（金）,suiexcel-13 (8).xls
くろまぐろ,231,1kg,2900,2300,,令和元年9月21日（土）,suiexcel-14 (8).xls
きわだ,1116,1kg,2320,540,,令和元年9月21日（土）,suiexcel-14 (8).xls
あじ,1227,1kg,2430,250,,令和元年9月21日（土）,suiexcel-14 (8).xls
さば,637,1kg,1220,702,,令和元年9月21日（土）,suiexcel-14 (8).xls
まいわし,2338,1kg,800,150,,令和元年9月21日（土）,suiexcel-14 (8).xls
さんま,5174,1kg,2130,60,,令和元年9月21日（土）,suiexcel-14 (8).xls
養成ぶり,1038,1kg,2430,850,,令和元年9月21日（土）,suiexcel-14 (8).xls
かつお,2802,1kg,1580,500,,令和元年9月21日（土）,suiexcel-14 (8).xls
養成まだい,4784,1kg,3330,200,,令和元年9月21日（土）,suiexcel-14 (8).xls
かれい,552,1kg,1944,640,,令和元年9月21日（土）,suiexcel-14 (8).xls
養成はまち,1383,1kg,1242,900,,令和元年9月21日（土）,suiexcel-14 (8).xls
養成かんぱち,1415,1kg,1944,1300,,令和元年9月21日（土）,suiexcel-14 (8).xls
するめいか,980,1kg,1000,864,,令和元年9月21日（土）,suiexcel-14 (8).xls
さけ,5107,1kg,1750,400,,令和元年9月21日（土）,suiexcel-14 (8).xls
たちうお,359,1kg,4000,1080,,令和元年9月21日（土）,suiexcel-14 (8).xls
たこ,458,1kg,4330,972,,令和元年9月21日（土）,suiexcel-14 (8).xls
はまぐり,225,1kg,2160,1080,,令和元年9月21日（土）,suiexcel-14 (8).xls
あさり,1607,1kg,972,240,,令和元年9月21日（土）,suiexcel-14 (8).xls
冷凍もんごいか,364,1kg,4104,702,,令和元年9月21日（土）,suiexcel-14 (8).xls
冷凍たこ,130,1kg,2484,972,,令和元年9月21日（土）,suiexcel-14 (8).xls
冷凍えび,1547,1kg,4320,864,,令和元年9月21日（土）,suiexcel-14 (8).xls
塩さば,6728,1kg,3550,240,,令和元年9月21日（土）,suiexcel-14 (8).xls
塩さけ,2512,1kg,1650,800,,令和元年9月21日（土）,suiexcel-14 (8).xls
塩すけそうこ,1031,1kg,3410,850,,令和元年9月21日（土）,suiexcel-14 (8).xls
開干さんま,593,1kg,1400,350,,令和元年9月21日（土）,suiexcel-14 (8).xls
開干あじ,352,1kg,2000,140,,令和元年9月21日（土）,suiexcel-14 (8).xls
若干かれい,200,1kg,2700,972,,令和元年9月21日（土）,suiexcel-14 (8).xls
ちりめん,1530,1kg,3834,600,,令和元年9月21日（土）,suiexcel-14 (8).xls
茹たこ,200,1kg,3240,1728,,令和元年9月21日（土）,suiexcel-14 (8).xls
くろまぐろ,85,1kg,2900,1800,,令和元年9月24日（火）,suiexcel-15 (8).xls
きわだ,1305,1kg,2320,540,,令和元年9月24日（火）,suiexcel-15 (8).xls
あじ,816,1kg,1700,200,,令和元年9月24日（火）,suiexcel-15 (8).xls
さば,1590,1kg,840,560,,令和元年9月24日（火）,suiexcel-15 (8).xls
まいわし,796,1kg,1000,324,,令和元年9月24日（火）,suiexcel-15 (8).xls
さんま,6596,1kg,2380,310,,令和元年9月24日（火）,suiexcel-15 (8).xls
養成ぶり,881,1kg,2430,850,,令和元年9月24日（火）,suiexcel-15 (8).xls
かつお,3172,1kg,1450,280,,令和元年9月24日（火）,suiexcel-15 (8).xls
養成まだい,6096,1kg,3330,100,,令和元年9月24日（火）,suiexcel-15 (8).xls
かれい,755,1kg,1512,730,,令和元年9月24日（火）,suiexcel-15 (8).xls
養成はまち,2215,1kg,1242,700,,令和元年9月24日（火）,suiexcel-15 (8).xls
養成かんぱち,1775,1kg,1944,1300,,令和元年9月24日（火）,suiexcel-15 (8).xls
するめいか,181,1kg,2170,920,,令和元年9月24日（火）,suiexcel-15 (8).xls
さけ,5254,1kg,1850,650,,令和元年9月24日（火）,suiexcel-15 (8).xls
たちうお,68,1kg,1512,1200,,令和元年9月24日（火）,suiexcel-15 (8).xls
たこ,157,1kg,4330,1296,,令和元年9月24日（火）,suiexcel-15 (8).xls
はまぐり,220,1kg,2160,1080,,令和元年9月24日（火）,suiexcel-15 (8).xls
あさり,3873,1kg,972,200,,令和元年9月24日（火）,suiexcel-15 (8).xls
冷凍もんごいか,300,1kg,4104,702,,令和元年9月24日（火）,suiexcel-15 (8).xls
冷凍たこ,110,1kg,2484,972,,令和元年9月24日（火）,suiexcel-15 (8).xls
冷凍えび,1043,1kg,4320,864,,令和元年9月24日（火）,suiexcel-15 (8).xls
塩さば,3204,1kg,3550,410,,令和元年9月24日（火）,suiexcel-15 (8).xls
塩さけ,1105,1kg,2916,800,,令和元年9月24日（火）,suiexcel-15 (8).xls
塩すけそうこ,758,1kg,2700,950,,令和元年9月24日（火）,suiexcel-15 (8).xls
塩さんま,4478,1kg,730,470,,令和元年9月24日（火）,suiexcel-15 (8).xls
開干さんま,604,1kg,1400,350,,令和元年9月24日（火）,suiexcel-15 (8).xls
開干あじ,453,1kg,1188,600,,令和元年9月24日（火）,suiexcel-15 (8).xls
若干かれい,200,1kg,2700,972,,令和元年9月24日（火）,suiexcel-15 (8).xls
ちりめん,1803,1kg,2000,864,,令和元年9月24日（火）,suiexcel-15 (8).xls
茹たこ,100,1kg,2160,1728,,令和元年9月24日（火）,suiexcel-15 (8).xls
きわだ,400,1kg,2320,1080,,令和元年9月25日（水）,suiexcel-16 (8).xls
あじ,807,1kg,2080,170,,令和元年9月25日（水）,suiexcel-16 (8).xls
さば,740,1kg,756,350,,令和元年9月25日（水）,suiexcel-16 (8).xls
まいわし,1400,1kg,500,170,,令和元年9月25日（水）,suiexcel-16 (8).xls
さんま,3600,1kg,2630,340,,令和元年9月25日（水）,suiexcel-16 (8).xls
養成ぶり,760,1kg,1650,850,,令和元年9月25日（水）,suiexcel-16 (8).xls
かつお,1324,1kg,870,280,,令和元年9月25日（水）,suiexcel-16 (8).xls
養成まだい,3885,1kg,1350,800,,令和元年9月25日（水）,suiexcel-16 (8).xls
かれい,89,1kg,1512,730,,令和元年9月25日（水）,suiexcel-16 (8).xls
養成はまち,976,1kg,1242,972,,令和元年9月25日（水）,suiexcel-16 (8).xls
養成かんぱち,866,1kg,1944,1300,,令和元年9月25日（水）,suiexcel-16 (8).xls
するめいか,161,1kg,1030,870,,令和元年9月25日（水）,suiexcel-16 (8).xls
さけ,2438,1kg,1750,610,,令和元年9月25日（水）,suiexcel-16 (8).xls
たちうお,220,1kg,1404,1188,,令和元年9月25日（水）,suiexcel-16 (8).xls
たこ,273,1kg,4330,800,,令和元年9月25日（水）,suiexcel-16 (8).xls
はまぐり,215,1kg,2160,1080,,令和元年9月25日（水）,suiexcel-16 (8).xls
あさり,1416,1kg,972,370,,令和元年9月25日（水）,suiexcel-16 (8).xls
冷凍もんごいか,200,1kg,4104,702,,令和元年9月25日（水）,suiexcel-16 (8).xls
冷凍たこ,100,1kg,2484,972,,令和元年9月25日（水）,suiexcel-16 (8).xls
冷凍えび,877,1kg,4320,720,,令和元年9月25日（水）,suiexcel-16 (8).xls
塩さば,1544,1kg,3550,410,,令和元年9月25日（水）,suiexcel-16 (8).xls
塩さけ,2192,1kg,1450,650,,令和元年9月25日（水）,suiexcel-16 (8).xls
塩すけそうこ,202,1kg,1750,750,,令和元年9月25日（水）,suiexcel-16 (8).xls
開干さんま,510,1kg,1400,550,,令和元年9月25日（水）,suiexcel-16 (8).xls
開干あじ,255,1kg,1188,600,,令和元年9月25日（水）,suiexcel-16 (8).xls
若干かれい,2140,1kg,2700,70,,令和元年9月25日（水）,suiexcel-16 (8).xls
ちりめん,2170,1kg,2000,700,,令和元年9月25日（水）,suiexcel-16 (8).xls
茹たこ,100,1kg,2160,1728,,令和元年9月25日（水）,suiexcel-16 (8).xls
くろまぐろ,186,1kg,2800,2500,,令和元年9月26日（木）,suiexcel-17 (8).xls
きわだ,1180,1kg,2230,648,,令和元年9月26日（木）,suiexcel-17 (8).xls
あじ,1679,1kg,2500,130,,令和元年9月26日（木）,suiexcel-17 (8).xls
さば,1157,1kg,1400,320,,令和元年9月26日（木）,suiexcel-17 (8).xls
まいわし,1580,1kg,378,170,,令和元年9月26日（木）,suiexcel-17 (8).xls
さんま,2933,1kg,2250,280,,令和元年9月26日（木）,suiexcel-17 (8).xls
養成ぶり,633,1kg,1630,850,,令和元年9月26日（木）,suiexcel-17 (8).xls
かつお,543,1kg,1000,540,,令和元年9月26日（木）,suiexcel-17 (8).xls
養成まだい,3985,1kg,1350,100,,令和元年9月26日（木）,suiexcel-17 (8).xls
かれい,207,1kg,1512,500,,令和元年9月26日（木）,suiexcel-17 (8).xls
養成はまち,860,1kg,1242,972,,令和元年9月26日（木）,suiexcel-17 (8).xls
養成かんぱち,962,1kg,1944,1300,,令和元年9月26日（木）,suiexcel-17 (8).xls
するめいか,540,1kg,648,540,,令和元年9月26日（木）,suiexcel-17 (8).xls
さけ,4605,1kg,1600,670,,令和元年9月26日（木）,suiexcel-17 (8).xls
たちうお,230,1kg,3500,740,,令和元年9月26日（木）,suiexcel-17 (8).xls
たこ,440,1kg,4330,700,,令和元年9月26日（木）,suiexcel-17 (8).xls
はまぐり,228,1kg,2160,800,,令和元年9月26日（木）,suiexcel-17 (8).xls
あさり,1522,1kg,972,200,,令和元年9月26日（木）,suiexcel-17 (8).xls
冷凍もんごいか,230,1kg,4104,702,,令和元年9月26日（木）,suiexcel-17 (8).xls
冷凍たこ,110,1kg,2484,972,,令和元年9月26日（木）,suiexcel-17 (8).xls
冷凍えび,866,1kg,4500,864,,令和元年9月26日（木）,suiexcel-17 (8).xls
塩さば,1686,1kg,648,324,,令和元年9月26日（木）,suiexcel-17 (8).xls
塩さけ,1745,1kg,1700,720,,令和元年9月26日（木）,suiexcel-17 (8).xls
塩すけそうこ,336,1kg,2380,780,,令和元年9月26日（木）,suiexcel-17 (8).xls
開干さんま,337,1kg,1400,350,,令和元年9月26日（木）,suiexcel-17 (8).xls
開干あじ,371,1kg,1188,600,,令和元年9月26日（木）,suiexcel-17 (8).xls
若干かれい,200,1kg,1620,972,,令和元年9月26日（木）,suiexcel-17 (8).xls
ちりめん,1974,1kg,3240,750,,令和元年9月26日（木）,suiexcel-17 (8).xls
茹たこ,100,1kg,2160,1728,,令和元年9月26日（木）,suiexcel-17 (8).xls
くろまぐろ,293,1kg,2900,2450,,令和元年9月27日（金）,suiexcel-18 (8).xls
きわだ,1091,1kg,2320,300,,令和元年9月27日（金）,suiexcel-18 (8).xls
あじ,2139,1kg,2500,180,,令和元年9月27日（金）,suiexcel-18 (8).xls
さば,3340,1kg,1330,220,,令和元年9月27日（金）,suiexcel-18 (8).xls
まいわし,2221,1kg,800,150,,令和元年9月27日（金）,suiexcel-18 (8).xls
さんま,3281,1kg,2130,340,,令和元年9月27日（金）,suiexcel-18 (8).xls
養成ぶり,1009,1kg,2430,850,,令和元年9月27日（金）,suiexcel-18 (8).xls
かつお,642,1kg,2400,730,,令和元年9月27日（金）,suiexcel-18 (8).xls
養成まだい,4218,1kg,3320,510,,令和元年9月27日（金）,suiexcel-18 (8).xls
かれい,167,1kg,1404,730,,令和元年9月27日（金）,suiexcel-18 (8).xls
養成はまち,945,1kg,1242,972,,令和元年9月27日（金）,suiexcel-18 (8).xls
養成かんぱち,1151,1kg,1944,1300,,令和元年9月27日（金）,suiexcel-18 (8).xls
するめいか,660,1kg,972,860,,令和元年9月27日（金）,suiexcel-18 (8).xls
さけ,3260,1kg,1850,350,,令和元年9月27日（金）,suiexcel-18 (8).xls
たちうお,322,1kg,3500,972,,令和元年9月27日（金）,suiexcel-18 (8).xls
たこ,362,1kg,3000,430,,令和元年9月27日（金）,suiexcel-18 (8).xls
はまぐり,170,1kg,2160,1080,,令和元年9月27日（金）,suiexcel-18 (8).xls
あさり,1445,1kg,972,360,,令和元年9月27日（金）,suiexcel-18 (8).xls
冷凍もんごいか,200,1kg,4104,702,,令和元年9月27日（金）,suiexcel-18 (8).xls
冷凍たこ,100,1kg,2484,972,,令和元年9月27日（金）,suiexcel-18 (8).xls
冷凍えび,964,1kg,4320,864,,令和元年9月27日（金）,suiexcel-18 (8).xls
塩さば,1888,1kg,648,420,,令和元年9月27日（金）,suiexcel-18 (8).xls
塩さけ,8,1kg,1350,1350,,令和元年9月27日（金）,suiexcel-18 (8).xls
塩すけそうこ,550,1kg,2376,900,,令和元年9月27日（金）,suiexcel-18 (8).xls
開干さんま,503,1kg,1300,350,,令和元年9月27日（金）,suiexcel-18 (8).xls
開干あじ,353,1kg,1188,140,,令和元年9月27日（金）,suiexcel-18 (8).xls
若干かれい,200,1kg,1620,972,,令和元年9月27日（金）,suiexcel-18 (8).xls
ちりめん,1591,1kg,3240,500,,令和元年9月27日（金）,suiexcel-18 (8).xls
茹たこ,100,1kg,2160,1728,,令和元年9月27日（金）,suiexcel-18 (8).xls
くろまぐろ,116,1kg,3406.2956521739134,2900,,令和元年9月28日（土）,suiexcel-19 (8).xls
きわだ,1702,1kg,2954.1428571428573,255,,令和元年9月28日（土）,suiexcel-19 (8).xls
あじ,2146,1kg,691.270738377393,200,,令和元年9月28日（土）,suiexcel-19 (8).xls
さば,3727,1kg,540,315.75319753671243,,令和元年9月28日（土）,suiexcel-19 (8).xls
まいわし,2033,1kg,324,216,,令和元年9月28日（土）,suiexcel-19 (8).xls
さんま,5764,1kg,1753.3698630136987,905,,令和元年9月28日（土）,suiexcel-19 (8).xls
養成ぶり,879,1kg,1730.8454258675079,800,,令和元年9月28日（土）,suiexcel-19 (8).xls
かつお,1075,1kg,1054.2568807339449,700,,令和元年9月28日（土）,suiexcel-19 (8).xls
養成まだい,5103,1kg,2022.5223420647148,918,,令和元年9月28日（土）,suiexcel-19 (8).xls
かれい,1310,1kg,1404,938.2775510204082,,令和元年9月28日（土）,suiexcel-19 (8).xls
養成はまち,1306,1kg,1242,972,,令和元年9月28日（土）,suiexcel-19 (8).xls
養成かんぱち,1559,1kg,2331.5400696864112,1300,,令和元年9月28日（土）,suiexcel-19 (8).xls
するめいか,496,1kg,2339.972222222222,864,,令和元年9月28日（土）,suiexcel-19 (8).xls
さけ,5042,1kg,1296,900,,令和元年9月28日（土）,suiexcel-19 (8).xls
たちうお,236,1kg,5200,1188,,令和元年9月28日（土）,suiexcel-19 (8).xls
たこ,314,1kg,10000,1296,,令和元年9月28日（土）,suiexcel-19 (8).xls
はまぐり,717,1kg,1944,920,,令和元年9月28日（土）,suiexcel-19 (8).xls
あさり,4727,1kg,985.5733333333333,130,,令和元年9月28日（土）,suiexcel-19 (8).xls
冷凍もんごいか,300,1kg,4104,702,,令和元年9月28日（土）,suiexcel-19 (8).xls
冷凍たこ,110,1kg,2484,972,,令和元年9月28日（土）,suiexcel-19 (8).xls
冷凍えび,1165,1kg,4320,864,,令和元年9月28日（土）,suiexcel-19 (8).xls
塩さば,1405,1kg,648,432,,令和元年9月28日（土）,suiexcel-19 (8).xls
塩さけ,220,1kg,1720.7111111111112,950,,令和元年9月28日（土）,suiexcel-19 (8).xls
塩すけそうこ,263,1kg,3575.9806763285023,1873,,令和元年9月28日（土）,suiexcel-19 (8).xls
塩さんま,2213,1kg,387.4428377767736,387.4428377767736,,令和元年9月28日（土）,suiexcel-19 (8).xls
開干さんま,527,1kg,1513.099099099099,774,,令和元年9月28日（土）,suiexcel-19 (8).xls
開干あじ,289,1kg,1431.370786516854,746,,令和元年9月28日（土）,suiexcel-19 (8).xls
若干かれい,215,1kg,1620,972,,令和元年9月28日（土）,suiexcel-19 (8).xls
ちりめん,2030,1kg,3780,864,,令和元年9月28日（土）,suiexcel-19 (8).xls
茹たこ,100,1kg,2160,1728,,令和元年9月28日（土）,suiexcel-19 (8).xls
くろまぐろ,63,1kg,2800,2800,,令和元年9月30日（月）,suiexcel-20 (6).xls
きわだ,1879,1kg,2320,430,,令和元年9月30日（月）,suiexcel-20 (6).xls
あじ,2266,1kg,700,120,,令和元年9月30日（月）,suiexcel-20 (6).xls
さば,3791,1kg,1200,200,,令和元年9月30日（月）,suiexcel-20 (6).xls
まいわし,1506,1kg,950,216,,令和元年9月30日（月）,suiexcel-20 (6).xls
さんま,6342,1kg,2450,280,,令和元年9月30日（月）,suiexcel-20 (6).xls
養成ぶり,835,1kg,1650,800,,令和元年9月30日（月）,suiexcel-20 (6).xls
かつお,2489,1kg,870,324,,令和元年9月30日（月）,suiexcel-20 (6).xls
養成まだい,5461,1kg,1350,400,,令和元年9月30日（月）,suiexcel-20 (6).xls
かれい,975,1kg,1188,500,,令和元年9月30日（月）,suiexcel-20 (6).xls
養成はまち,1334,1kg,1242,900,,令和元年9月30日（月）,suiexcel-20 (6).xls
養成かんぱち,1601,1kg,1944,1300,,令和元年9月30日（月）,suiexcel-20 (6).xls
するめいか,1010,1kg,940,660,,令和元年9月30日（月）,suiexcel-20 (6).xls
さけ,3430,1kg,1850,350,,令和元年9月30日（月）,suiexcel-20 (6).xls
たちうお,151,1kg,3000,756,,令和元年9月30日（月）,suiexcel-20 (6).xls
たこ,375,1kg,1944,880,,令和元年9月30日（月）,suiexcel-20 (6).xls
はまぐり,325,1kg,1944,800,,令和元年9月30日（月）,suiexcel-20 (6).xls
あさり,2457,1kg,972,240,,令和元年9月30日（月）,suiexcel-20 (6).xls
冷凍もんごいか,310,1kg,4104,702,,令和元年9月30日（月）,suiexcel-20 (6).xls
冷凍たこ,110,1kg,2484,972,,令和元年9月30日（月）,suiexcel-20 (6).xls
冷凍えび,1061,1kg,4320,720,,令和元年9月30日（月）,suiexcel-20 (6).xls
塩さば,2357,1kg,3650,410,,令和元年9月30日（月）,suiexcel-20 (6).xls
塩さけ,1566,1kg,1050,740,,令和元年9月30日（月）,suiexcel-20 (6).xls
塩すけそうこ,183,1kg,5500,1250,,令和元年9月30日（月）,suiexcel-20 (6).xls
塩さんま,1343,1kg,360,360,,令和元年9月30日（月）,suiexcel-20 (6).xls
開干さんま,454,1kg,1400,350,,令和元年9月30日（月）,suiexcel-20 (6).xls
開干あじ,667,1kg,1188,100,,令和元年9月30日（月）,suiexcel-20 (6).xls
若干かれい,200,1kg,1620,972,,令和元年9月30日（月）,suiexcel-20 (6).xls
ちりめん,1663,1kg,2000,700,,令和元年9月30日（月）,suiexcel-20 (6).xls
茹たこ,100,1kg,2160,1728,,令和元年9月30日（月）,suiexcel-20 (6).xls
くろまぐろ,112,1kg,1800,1800,,令和元年10月1日（火）,suiexcel (59).xls
きわだ,2125,1kg,2320,100,,令和元年10月1日（火）,suiexcel (59).xls
あじ,1940,1kg,2500,180,,令和元年10月1日（火）,suiexcel (59).xls
さば,5385,1kg,1000,20,,令和元年10月1日（火）,suiexcel (59).xls
