品目,数量,単位,高値,安値,主な産地,日付,元ファイル
養成かんぱち,1318,1kg,1944,1300,,令和元年6月27日（木）,suiexcel-18 (5).xls
するめいか,2495,1kg,720,400,,令和元年6月27日（木）,suiexcel-18 (5).xls
いさぎ,944,1kg,1300,490,,令和元年6月27日（木）,suiexcel-18 (5).xls
さけ,3623,1kg,2670,700,,令和元年6月27日（木）,suiexcel-18 (5).xls
はも,1481,1kg,2000,200,,令和元年6月27日（木）,suiexcel-18 (5).xls
あさり,2938,1kg,972,360,,令和元年6月27日（木）,suiexcel-18 (5).xls
あゆ,974,1kg,1500,500,,令和元年6月27日（木）,suiexcel-18 (5).xls
冷凍たこ,150,1kg,2484,1188,,令和元年6月27日（木）,suiexcel-18 (5).xls
冷凍えび,1234,1kg,3780,720,,令和元年6月27日（木）,suiexcel-18 (5).xls
冷凍うなぎ蒲焼,812,1kg,9180,2050,,令和元年6月27日（木）,suiexcel-18 (5).xls
塩さば,5567,1kg,760,60,,令和元年6月27日（木）,suiexcel-18 (5).xls
塩さけ,2008,1kg,1650,830,,令和元年6月27日（木）,suiexcel-18 (5).xls
塩すけそうこ,471,1kg,3460,1700,,令和元年6月27日（木）,suiexcel-18 (5).xls
開干さんま,286,1kg,1400,350,,令和元年6月27日（木）,suiexcel-18 (5).xls
開干あじ,753,1kg,1080,300,,令和元年6月27日（木）,suiexcel-18 (5).xls
若干かれい,50,1kg,2376,864,,令和元年6月27日（木）,suiexcel-18 (5).xls
ちりめん,3403,1kg,4860,540,,令和元年6月27日（木）,suiexcel-18 (5).xls
なまりぶし,28,1kg,1250,800,,令和元年6月27日（木）,suiexcel-18 (5).xls
茹たこ,661,1kg,2750,1420,,令和元年6月27日（木）,suiexcel-18 (5).xls
くろまぐろ,6,1kg,6500,6000,,令和元年6月28日（金）,suiexcel-19 (5).xls
きわだ,1770,1kg,2320,200,,令和元年6月28日（金）,suiexcel-19 (5).xls
あじ,1031,1kg,1100,300,,令和元年6月28日（金）,suiexcel-19 (5).xls
さば,1870,1kg,378,240,,令和元年6月28日（金）,suiexcel-19 (5).xls
まいわし,2256,1kg,600,250,,令和元年6月28日（金）,suiexcel-19 (5).xls
養成ぶり,442,1kg,1650,900,,令和元年6月28日（金）,suiexcel-19 (5).xls
かつお,2110,1kg,1450,260,,令和元年6月28日（金）,suiexcel-19 (5).xls
養成まだい,3847,1kg,1404,700,,令和元年6月28日（金）,suiexcel-19 (5).xls
さわら,648,1kg,756,360,,令和元年6月28日（金）,suiexcel-19 (5).xls
かれい,280,1kg,1100,216,,令和元年6月28日（金）,suiexcel-19 (5).xls
養成はまち,571,1kg,1242,700,,令和元年6月28日（金）,suiexcel-19 (5).xls
養成かんぱち,1161,1kg,1944,1300,,令和元年6月28日（金）,suiexcel-19 (5).xls
するめいか,3030,1kg,640,432,,令和元年6月28日（金）,suiexcel-19 (5).xls
いさぎ,883,1kg,800,540,,令和元年6月28日（金）,suiexcel-19 (5).xls
さけ,2314,1kg,2830,700,,令和元年6月28日（金）,suiexcel-19 (5).xls
はも,806,1kg,2200,400,,令和元年6月28日（金）,suiexcel-19 (5).xls
あさり,1951,1kg,900,430,,令和元年6月28日（金）,suiexcel-19 (5).xls
あゆ,1301,1kg,1580,330,,令和元年6月28日（金）,suiexcel-19 (5).xls
冷凍えび,262,1kg,3780,810,,令和元年6月28日（金）,suiexcel-19 (5).xls
冷凍うなぎ蒲焼,104,1kg,9180,2100,,令和元年6月28日（金）,suiexcel-19 (5).xls
塩さば,5420,1kg,760,340,,令和元年6月28日（金）,suiexcel-19 (5).xls
塩さけ,88,1kg,1180,1150,,令和元年6月28日（金）,suiexcel-19 (5).xls
塩すけそうこ,222,1kg,2700,1188,,令和元年6月28日（金）,suiexcel-19 (5).xls
開干さんま,223,1kg,1296,280,,令和元年6月28日（金）,suiexcel-19 (5).xls
開干あじ,74,1kg,2000,850,,令和元年6月28日（金）,suiexcel-19 (5).xls
ちりめん,1731,1kg,2484,800,,令和元年6月28日（金）,suiexcel-19 (5).xls
なまりぶし,46,1kg,1470,800,,令和元年6月28日（金）,suiexcel-19 (5).xls
茹たこ,694,1kg,2300,1000,,令和元年6月28日（金）,suiexcel-19 (5).xls
くろまぐろ,133,1kg,2900,2800,,令和元年6月29日（土）,suiexcel-20 (3).xls
きわだ,1419,1kg,2320,324,,令和元年6月29日（土）,suiexcel-20 (3).xls
あじ,1426,1kg,1500,180,,令和元年6月29日（土）,suiexcel-20 (3).xls
さば,1940,1kg,500,120,,令和元年6月29日（土）,suiexcel-20 (3).xls
まいわし,2300,1kg,378,180,,令和元年6月29日（土）,suiexcel-20 (3).xls
養成ぶり,408,1kg,1750,850,,令和元年6月29日（土）,suiexcel-20 (3).xls
かつお,1945,1kg,1450,290,,令和元年6月29日（土）,suiexcel-20 (3).xls
養成まだい,4740,1kg,1404,700,,令和元年6月29日（土）,suiexcel-20 (3).xls
さわら,1118,1kg,700,432,,令和元年6月29日（土）,suiexcel-20 (3).xls
かれい,259,1kg,1000,216,,令和元年6月29日（土）,suiexcel-20 (3).xls
養成はまち,848,1kg,1242,972,,令和元年6月29日（土）,suiexcel-20 (3).xls
養成かんぱち,1280,1kg,1944,1300,,令和元年6月29日（土）,suiexcel-20 (3).xls
するめいか,1000,1kg,972,864,,令和元年6月29日（土）,suiexcel-20 (3).xls
いさぎ,617,1kg,1200,540,,令和元年6月29日（土）,suiexcel-20 (3).xls
さけ,2962,1kg,1800,700,,令和元年6月29日（土）,suiexcel-20 (3).xls
はも,644,1kg,3000,310,,令和元年6月29日（土）,suiexcel-20 (3).xls
あさり,1501,1kg,972,360,,令和元年6月29日（土）,suiexcel-20 (3).xls
あゆ,962,1kg,1500,550,,令和元年6月29日（土）,suiexcel-20 (3).xls
冷凍えび,208,1kg,3780,720,,令和元年6月29日（土）,suiexcel-20 (3).xls
冷凍うなぎ蒲焼,574,1kg,9180,2160,,令和元年6月29日（土）,suiexcel-20 (3).xls
塩さば,1535,1kg,4060,400,,令和元年6月29日（土）,suiexcel-20 (3).xls
塩さけ,808,1kg,1450,880,,令和元年6月29日（土）,suiexcel-20 (3).xls
塩すけそうこ,424,1kg,2250,850,,令和元年6月29日（土）,suiexcel-20 (3).xls
開干さんま,434,1kg,1296,350,,令和元年6月29日（土）,suiexcel-20 (3).xls
開干あじ,210,1kg,1080,150,,令和元年6月29日（土）,suiexcel-20 (3).xls
ちりめん,2007,1kg,2500,1100,,令和元年6月29日（土）,suiexcel-20 (3).xls
なまりぶし,24,1kg,1250,900,,令和元年6月29日（土）,suiexcel-20 (3).xls
茹たこ,775,1kg,2650,1000,,令和元年6月29日（土）,suiexcel-20 (3).xls
くろまぐろ,69,1kg,2800,2800,,令和元年7月1日（月）,suiexcel (56).xls
きわだ,1259,1kg,2320,432,,令和元年7月1日（月）,suiexcel (56).xls
あじ,1790,1kg,2000,190,,令和元年7月1日（月）,suiexcel (56).xls
さば,2663,1kg,900,180,,令和元年7月1日（月）,suiexcel (56).xls
まいわし,2800,1kg,324,130,,令和元年7月1日（月）,suiexcel (56).xls
養成ぶり,417,1kg,1650,870,,令和元年7月1日（月）,suiexcel (56).xls
かつお,2822,1kg,1200,324,,令和元年7月1日（月）,suiexcel (56).xls
養成まだい,4659,1kg,1404,700,,令和元年7月1日（月）,suiexcel (56).xls
養成はまち,1050,1kg,1242,950,,令和元年7月1日（月）,suiexcel (56).xls
養成かんぱち,1317,1kg,1944,1300,,令和元年7月1日（月）,suiexcel (56).xls
するめいか,1575,1kg,810,380,,令和元年7月1日（月）,suiexcel (56).xls
さけ,3468,1kg,2670,700,,令和元年7月1日（月）,suiexcel (56).xls
はも,1499,1kg,2700,540,,令和元年7月1日（月）,suiexcel (56).xls
たちうお,73,1kg,2400,756,,令和元年7月1日（月）,suiexcel (56).xls
たこ,514,1kg,1900,1080,,令和元年7月1日（月）,suiexcel (56).xls
あさり,3003,1kg,972,300,,令和元年7月1日（月）,suiexcel (56).xls
養成うなぎ,60,1kg,6102,4300,,令和元年7月1日（月）,suiexcel (56).xls
あゆ,779,1kg,1500,420,,令和元年7月1日（月）,suiexcel (56).xls
冷凍たこ,100,1kg,2376,1296,,令和元年7月1日（月）,suiexcel (56).xls
冷凍えび,1111,1kg,3780,720,,令和元年7月1日（月）,suiexcel (56).xls
冷凍うなぎ蒲焼,460,1kg,8694,2160,,令和元年7月1日（月）,suiexcel (56).xls
塩さば,1202,1kg,648,420,,令和元年7月1日（月）,suiexcel (56).xls
塩さけ,4469,1kg,1750,799,,令和元年7月1日（月）,suiexcel (56).xls
塩すけそうこ,1269,1kg,2750,1080,,令和元年7月1日（月）,suiexcel (56).xls
丸干いわし,1469,1kg,3240,550,,令和元年7月1日（月）,suiexcel (56).xls
開干さんま,921,1kg,1400,350,,令和元年7月1日（月）,suiexcel (56).xls
開干あじ,365,1kg,1100,550,,令和元年7月1日（月）,suiexcel (56).xls
若干かれい,189,1kg,2160,864,,令和元年7月1日（月）,suiexcel (56).xls
ちりめん,3058,1kg,2700,702,,令和元年7月1日（月）,suiexcel (56).xls
なまりぶし,12,1kg,1100,1050,,令和元年7月1日（月）,suiexcel (56).xls
きわだ,2006,1kg,2320,540,,令和元年7月2日（火）,suiexcel-1 (8).xls
あじ,2760,1kg,1800,340,,令和元年7月2日（火）,suiexcel-1 (8).xls
さば,1980,1kg,800,130,,令和元年7月2日（火）,suiexcel-1 (8).xls
まいわし,3776,1kg,500,170,,令和元年7月2日（火）,suiexcel-1 (8).xls
養成ぶり,489,1kg,2430,870,,令和元年7月2日（火）,suiexcel-1 (8).xls
かつお,2623,1kg,1450,240,,令和元年7月2日（火）,suiexcel-1 (8).xls
養成まだい,3843,1kg,1404,800,,令和元年7月2日（火）,suiexcel-1 (8).xls
養成はまち,549,1kg,1242,1000,,令和元年7月2日（火）,suiexcel-1 (8).xls
養成かんぱち,900,1kg,1944,1300,,令和元年7月2日（火）,suiexcel-1 (8).xls
するめいか,200,1kg,972,850,,令和元年7月2日（火）,suiexcel-1 (8).xls
さけ,3565,1kg,2670,700,,令和元年7月2日（火）,suiexcel-1 (8).xls
はも,1715,1kg,2200,200,,令和元年7月2日（火）,suiexcel-1 (8).xls
たちうお,101,1kg,2400,540,,令和元年7月2日（火）,suiexcel-1 (8).xls
たこ,1166,1kg,4330,500,,令和元年7月2日（火）,suiexcel-1 (8).xls
あさり,2138,1kg,972,300,,令和元年7月2日（火）,suiexcel-1 (8).xls
養成うなぎ,200,1kg,6102,4370,,令和元年7月2日（火）,suiexcel-1 (8).xls
あゆ,918,1kg,1300,350,,令和元年7月2日（火）,suiexcel-1 (8).xls
冷凍たこ,200,1kg,2376,1296,,令和元年7月2日（火）,suiexcel-1 (8).xls
冷凍えび,1044,1kg,3780,756,,令和元年7月2日（火）,suiexcel-1 (8).xls
冷凍うなぎ蒲焼,2140,1kg,8694,2000,,令和元年7月2日（火）,suiexcel-1 (8).xls
塩さば,4592,1kg,760,400,,令和元年7月2日（火）,suiexcel-1 (8).xls
塩さけ,1496,1kg,1500,800,,令和元年7月2日（火）,suiexcel-1 (8).xls
塩すけそうこ,670,1kg,2750,850,,令和元年7月2日（火）,suiexcel-1 (8).xls
丸干いわし,1693,1kg,3240,250,,令和元年7月2日（火）,suiexcel-1 (8).xls
開干さんま,364,1kg,1400,350,,令和元年7月2日（火）,suiexcel-1 (8).xls
開干あじ,342,1kg,1080,100,,令和元年7月2日（火）,suiexcel-1 (8).xls
若干かれい,300,1kg,972,864,,令和元年7月2日（火）,suiexcel-1 (8).xls
ちりめん,3316,1kg,4860,702,,令和元年7月2日（火）,suiexcel-1 (8).xls
なまりぶし,34,1kg,900,800,,令和元年7月2日（火）,suiexcel-1 (8).xls
くろまぐろ,404,1kg,2800,300,,令和元年7月4日（木）,suiexcel-2 (8).xls
きわだ,1852,1kg,2640,648,,令和元年7月4日（木）,suiexcel-2 (8).xls
あじ,3901,1kg,2500,210,,令和元年7月4日（木）,suiexcel-2 (8).xls
さば,3172,1kg,660,200,,令和元年7月4日（木）,suiexcel-2 (8).xls
まいわし,1591,1kg,600,120,,令和元年7月4日（木）,suiexcel-2 (8).xls
養成ぶり,498,1kg,1650,880,,令和元年7月4日（木）,suiexcel-2 (8).xls
かつお,3142,1kg,900,260,,令和元年7月4日（木）,suiexcel-2 (8).xls
養成まだい,4486,1kg,1404,830,,令和元年7月4日（木）,suiexcel-2 (8).xls
養成はまち,1014,1kg,1242,950,,令和元年7月4日（木）,suiexcel-2 (8).xls
養成かんぱち,1250,1kg,1944,800,,令和元年7月4日（木）,suiexcel-2 (8).xls
するめいか,1920,1kg,840,580,,令和元年7月4日（木）,suiexcel-2 (8).xls
さけ,2898,1kg,3100,630,,令和元年7月4日（木）,suiexcel-2 (8).xls
はも,2367,1kg,2200,250,,令和元年7月4日（木）,suiexcel-2 (8).xls
たちうお,241,1kg,4000,850,,令和元年7月4日（木）,suiexcel-2 (8).xls
たこ,912,1kg,1900,330,,令和元年7月4日（木）,suiexcel-2 (8).xls
あさり,3627,1kg,972,360,,令和元年7月4日（木）,suiexcel-2 (8).xls
養成うなぎ,217,1kg,6102,900,,令和元年7月4日（木）,suiexcel-2 (8).xls
あゆ,900,1kg,1300,400,,令和元年7月4日（木）,suiexcel-2 (8).xls
冷凍たこ,200,1kg,2376,1296,,令和元年7月4日（木）,suiexcel-2 (8).xls
冷凍えび,1010,1kg,3800,720,,令和元年7月4日（木）,suiexcel-2 (8).xls
冷凍うなぎ蒲焼,1900,1kg,8694,1920,,令和元年7月4日（木）,suiexcel-2 (8).xls
塩さば,4403,1kg,760,330,,令和元年7月4日（木）,suiexcel-2 (8).xls
塩さけ,1842,1kg,2052,1050,,令和元年7月4日（木）,suiexcel-2 (8).xls
塩すけそうこ,974,1kg,3900,850,,令和元年7月4日（木）,suiexcel-2 (8).xls
丸干いわし,1286,1kg,2800,400,,令和元年7月4日（木）,suiexcel-2 (8).xls
開干さんま,270,1kg,1400,350,,令和元年7月4日（木）,suiexcel-2 (8).xls
開干あじ,310,1kg,1080,240,,令和元年7月4日（木）,suiexcel-2 (8).xls
若干かれい,230,1kg,972,864,,令和元年7月4日（木）,suiexcel-2 (8).xls
ちりめん,1950,1kg,4320,600,,令和元年7月4日（木）,suiexcel-2 (8).xls
なまりぶし,40,1kg,1100,800,,令和元年7月4日（木）,suiexcel-2 (8).xls
くろまぐろ,131,1kg,2900,1650,,令和元年7月5日（金）,suiexcel-3 (8).xls
きわだ,2020,1kg,2320,300,,令和元年7月5日（金）,suiexcel-3 (8).xls
あじ,3085,1kg,400,100,,令和元年7月5日（金）,suiexcel-3 (8).xls
さば,3359,1kg,600,110,,令和元年7月5日（金）,suiexcel-3 (8).xls
まいわし,3010,1kg,600,150,,令和元年7月5日（金）,suiexcel-3 (8).xls
養成ぶり,361,1kg,1630,900,,令和元年7月5日（金）,suiexcel-3 (8).xls
かつお,2041,1kg,1450,300,,令和元年7月5日（金）,suiexcel-3 (8).xls
養成まだい,3944,1kg,1404,700,,令和元年7月5日（金）,suiexcel-3 (8).xls
養成はまち,791,1kg,1242,1000,,令和元年7月5日（金）,suiexcel-3 (8).xls
養成かんぱち,1051,1kg,1944,800,,令和元年7月5日（金）,suiexcel-3 (8).xls
するめいか,2812,1kg,2170,480,,令和元年7月5日（金）,suiexcel-3 (8).xls
さけ,3165,1kg,2360,700,,令和元年7月5日（金）,suiexcel-3 (8).xls
はも,1677,1kg,1800,200,,令和元年7月5日（金）,suiexcel-3 (8).xls
たちうお,65,1kg,4000,1296,,令和元年7月5日（金）,suiexcel-3 (8).xls
たこ,644,1kg,1900,300,,令和元年7月5日（金）,suiexcel-3 (8).xls
あさり,2179,1kg,972,360,,令和元年7月5日（金）,suiexcel-3 (8).xls
養成うなぎ,210,1kg,6102,4370,,令和元年7月5日（金）,suiexcel-3 (8).xls
あゆ,953,1kg,1300,400,,令和元年7月5日（金）,suiexcel-3 (8).xls
冷凍たこ,200,1kg,2376,1296,,令和元年7月5日（金）,suiexcel-3 (8).xls
冷凍えび,1050,1kg,3780,720,,令和元年7月5日（金）,suiexcel-3 (8).xls
冷凍うなぎ蒲焼,850,1kg,8694,2160,,令和元年7月5日（金）,suiexcel-3 (8).xls
塩さば,2420,1kg,740,324,,令和元年7月5日（金）,suiexcel-3 (8).xls
塩さけ,1718,1kg,3564,830,,令和元年7月5日（金）,suiexcel-3 (8).xls
塩すけそうこ,400,1kg,2916,1080,,令和元年7月5日（金）,suiexcel-3 (8).xls
丸干いわし,1091,1kg,2800,550,,令和元年7月5日（金）,suiexcel-3 (8).xls
開干さんま,948,1kg,1400,350,,令和元年7月5日（金）,suiexcel-3 (8).xls
開干あじ,374,1kg,1080,120,,令和元年7月5日（金）,suiexcel-3 (8).xls
若干かれい,208,1kg,1296,972,,令和元年7月5日（金）,suiexcel-3 (8).xls
ちりめん,1406,1kg,3564,702,,令和元年7月5日（金）,suiexcel-3 (8).xls
なまりぶし,18,1kg,1250,800,,令和元年7月5日（金）,suiexcel-3 (8).xls
くろまぐろ,523,1kg,2900,800,,令和元年7月6日（土）,suiexcel-4 (8).xls
きわだ,1119,1kg,2320,864,,令和元年7月6日（土）,suiexcel-4 (8).xls
あじ,2029,1kg,500,180,,令和元年7月6日（土）,suiexcel-4 (8).xls
さば,2799,1kg,440,100,,令和元年7月6日（土）,suiexcel-4 (8).xls
まいわし,3992,1kg,500,120,,令和元年7月6日（土）,suiexcel-4 (8).xls
養成ぶり,387,1kg,2430,950,,令和元年7月6日（土）,suiexcel-4 (8).xls
かつお,1705,1kg,1200,160,,令和元年7月6日（土）,suiexcel-4 (8).xls
養成まだい,5122,1kg,1404,800,,令和元年7月6日（土）,suiexcel-4 (8).xls
養成はまち,974,1kg,1242,1000,,令和元年7月6日（土）,suiexcel-4 (8).xls
養成かんぱち,1280,1kg,1944,1300,,令和元年7月6日（土）,suiexcel-4 (8).xls
するめいか,1025,1kg,756,570,,令和元年7月6日（土）,suiexcel-4 (8).xls
さけ,2916,1kg,2670,970,,令和元年7月6日（土）,suiexcel-4 (8).xls
はも,1786,1kg,1800,200,,令和元年7月6日（土）,suiexcel-4 (8).xls
たちうお,358,1kg,4000,864,,令和元年7月6日（土）,suiexcel-4 (8).xls
たこ,740,1kg,1800,756,,令和元年7月6日（土）,suiexcel-4 (8).xls
あさり,2071,1kg,972,360,,令和元年7月6日（土）,suiexcel-4 (8).xls
養成うなぎ,180,1kg,6102,4300,,令和元年7月6日（土）,suiexcel-4 (8).xls
あゆ,912,1kg,1300,600,,令和元年7月6日（土）,suiexcel-4 (8).xls
冷凍たこ,200,1kg,2376,1296,,令和元年7月6日（土）,suiexcel-4 (8).xls
冷凍えび,1065,1kg,3780,720,,令和元年7月6日（土）,suiexcel-4 (8).xls
冷凍うなぎ蒲焼,1900,1kg,8694,2160,,令和元年7月6日（土）,suiexcel-4 (8).xls
塩さば,2766,1kg,648,180,,令和元年7月6日（土）,suiexcel-4 (8).xls
塩さけ,821,1kg,2500,940,,令和元年7月6日（土）,suiexcel-4 (8).xls
塩すけそうこ,841,1kg,2750,850,,令和元年7月6日（土）,suiexcel-4 (8).xls
丸干いわし,557,1kg,2700,1080,,令和元年7月6日（土）,suiexcel-4 (8).xls
開干さんま,436,1kg,1400,550,,令和元年7月6日（土）,suiexcel-4 (8).xls
開干あじ,560,1kg,1080,150,,令和元年7月6日（土）,suiexcel-4 (8).xls
若干かれい,328,1kg,1296,972,,令和元年7月6日（土）,suiexcel-4 (8).xls
ちりめん,1933,1kg,2916,900,,令和元年7月6日（土）,suiexcel-4 (8).xls
なまりぶし,18,1kg,800,800,,令和元年7月6日（土）,suiexcel-4 (8).xls
くろまぐろ,495,1kg,2700,1110,,令和元年7月8日（月）,suiexcel-5 (8).xls
きわだ,2247,1kg,2640,324,,令和元年7月8日（月）,suiexcel-5 (8).xls
あじ,1959,1kg,670,324,,令和元年7月8日（月）,suiexcel-5 (8).xls
さば,1800,1kg,440,240,,令和元年7月8日（月）,suiexcel-5 (8).xls
まいわし,3458,1kg,324,100,,令和元年7月8日（月）,suiexcel-5 (8).xls
養成ぶり,523,1kg,2430,920,,令和元年7月8日（月）,suiexcel-5 (8).xls
かつお,2697,1kg,1450,290,,令和元年7月8日（月）,suiexcel-5 (8).xls
養成まだい,4896,1kg,1404,600,,令和元年7月8日（月）,suiexcel-5 (8).xls
養成はまち,1519,1kg,1242,950,,令和元年7月8日（月）,suiexcel-5 (8).xls
養成かんぱち,1311,1kg,1944,1300,,令和元年7月8日（月）,suiexcel-5 (8).xls
するめいか,1431,1kg,840,540,,令和元年7月8日（月）,suiexcel-5 (8).xls
さけ,2779,1kg,2670,700,,令和元年7月8日（月）,suiexcel-5 (8).xls
はも,2499,1kg,1800,170,,令和元年7月8日（月）,suiexcel-5 (8).xls
たちうお,388,1kg,4000,850,,令和元年7月8日（月）,suiexcel-5 (8).xls
たこ,625,1kg,1900,600,,令和元年7月8日（月）,suiexcel-5 (8).xls
あさり,3001,1kg,972,310,,令和元年7月8日（月）,suiexcel-5 (8).xls
養成うなぎ,150,1kg,6102,3820,,令和元年7月8日（月）,suiexcel-5 (8).xls
あゆ,969,1kg,1300,100,,令和元年7月8日（月）,suiexcel-5 (8).xls
冷凍たこ,100,1kg,2376,1296,,令和元年7月8日（月）,suiexcel-5 (8).xls
冷凍えび,536,1kg,3780,756,,令和元年7月8日（月）,suiexcel-5 (8).xls
冷凍うなぎ蒲焼,1130,1kg,8694,2000,,令和元年7月8日（月）,suiexcel-5 (8).xls
塩さば,2604,1kg,3550,324,,令和元年7月8日（月）,suiexcel-5 (8).xls
塩さけ,1254,1kg,1700,940,,令和元年7月8日（月）,suiexcel-5 (8).xls
塩すけそうこ,868,1kg,3900,1080,,令和元年7月8日（月）,suiexcel-5 (8).xls
丸干いわし,732,1kg,2700,400,,令和元年7月8日（月）,suiexcel-5 (8).xls
開干さんま,407,1kg,1400,350,,令和元年7月8日（月）,suiexcel-5 (8).xls
開干あじ,389,1kg,1900,200,,令和元年7月8日（月）,suiexcel-5 (8).xls
若干かれい,223,1kg,2160,972,,令和元年7月8日（月）,suiexcel-5 (8).xls
ちりめん,1505,1kg,3100,540,,令和元年7月8日（月）,suiexcel-5 (8).xls
なまりぶし,34,1kg,1100,800,,令和元年7月8日（月）,suiexcel-5 (8).xls
くろまぐろ,91,1kg,1400,1400,,令和元年7月9日（火）,suiexcel-6 (8).xls
きわだ,1492,1kg,2640,200,,令和元年7月9日（火）,suiexcel-6 (8).xls
あじ,997,1kg,2500,250,,令和元年7月9日（火）,suiexcel-6 (8).xls
さば,4162,1kg,900,130,,令和元年7月9日（火）,suiexcel-6 (8).xls
まいわし,3700,1kg,324,100,,令和元年7月9日（火）,suiexcel-6 (8).xls
養成ぶり,479,1kg,2430,900,,令和元年7月9日（火）,suiexcel-6 (8).xls
かつお,2854,1kg,1450,180,,令和元年7月9日（火）,suiexcel-6 (8).xls
養成まだい,3848,1kg,1404,200,,令和元年7月9日（火）,suiexcel-6 (8).xls
養成はまち,696,1kg,1242,1000,,令和元年7月9日（火）,suiexcel-6 (8).xls
養成かんぱち,807,1kg,1944,1300,,令和元年7月9日（火）,suiexcel-6 (8).xls
するめいか,2170,1kg,756,510,,令和元年7月9日（火）,suiexcel-6 (8).xls
さけ,4074,1kg,1850,450,,令和元年7月9日（火）,suiexcel-6 (8).xls
はも,2539,1kg,1800,180,,令和元年7月9日（火）,suiexcel-6 (8).xls
たちうお,329,1kg,4000,864,,令和元年7月9日（火）,suiexcel-6 (8).xls
たこ,969,1kg,1900,648,,令和元年7月9日（火）,suiexcel-6 (8).xls
あさり,2324,1kg,972,250,,令和元年7月9日（火）,suiexcel-6 (8).xls
養成うなぎ,180,1kg,6102,900,,令和元年7月9日（火）,suiexcel-6 (8).xls
あゆ,900,1kg,1300,400,,令和元年7月9日（火）,suiexcel-6 (8).xls
冷凍たこ,200,1kg,2376,1296,,令和元年7月9日（火）,suiexcel-6 (8).xls
冷凍えび,1379,1kg,3780,720,,令和元年7月9日（火）,suiexcel-6 (8).xls
冷凍うなぎ蒲焼,1090,1kg,8694,1950,,令和元年7月9日（火）,suiexcel-6 (8).xls
塩さば,3964,1kg,3550,420,,令和元年7月9日（火）,suiexcel-6 (8).xls
塩さけ,666,1kg,1600,972,,令和元年7月9日（火）,suiexcel-6 (8).xls
塩すけそうこ,582,1kg,5500,1134,,令和元年7月9日（火）,suiexcel-6 (8).xls
丸干いわし,544,1kg,2700,1080,,令和元年7月9日（火）,suiexcel-6 (8).xls
開干さんま,410,1kg,1400,350,,令和元年7月9日（火）,suiexcel-6 (8).xls
開干あじ,180,1kg,1080,550,,令和元年7月9日（火）,suiexcel-6 (8).xls
若干かれい,50,1kg,1620,972,,令和元年7月9日（火）,suiexcel-6 (8).xls
ちりめん,2101,1kg,2500,324,,令和元年7月9日（火）,suiexcel-6 (8).xls
なまりぶし,24,1kg,1250,800,,令和元年7月9日（火）,suiexcel-6 (8).xls
くろまぐろ,238,1kg,2800,1190,,令和元年7月11日（木）,suiexcel-7 (8).xls
きわだ,1386,1kg,2640,400,,令和元年7月11日（木）,suiexcel-7 (8).xls
あじ,1976,1kg,930,30,,令和元年7月11日（木）,suiexcel-7 (8).xls
さば,3920,1kg,378,240,,令和元年7月11日（木）,suiexcel-7 (8).xls
まいわし,3740,1kg,500,100,,令和元年7月11日（木）,suiexcel-7 (8).xls
養成ぶり,392,1kg,1650,920,,令和元年7月11日（木）,suiexcel-7 (8).xls
かつお,2643,1kg,1000,190,,令和元年7月11日（木）,suiexcel-7 (8).xls
養成まだい,4637,1kg,1404,100,,令和元年7月11日（木）,suiexcel-7 (8).xls
養成はまち,1200,1kg,1242,700,,令和元年7月11日（木）,suiexcel-7 (8).xls
養成かんぱち,1237,1kg,1944,1300,,令和元年7月11日（木）,suiexcel-7 (8).xls
するめいか,1980,1kg,840,490,,令和元年7月11日（木）,suiexcel-7 (8).xls
さけ,4013,1kg,1850,700,,令和元年7月11日（木）,suiexcel-7 (8).xls
はも,1842,1kg,2000,432,,令和元年7月11日（木）,suiexcel-7 (8).xls
たちうお,68,1kg,3110,1500,,令和元年7月11日（木）,suiexcel-7 (8).xls
たこ,946,1kg,1900,480,,令和元年7月11日（木）,suiexcel-7 (8).xls
あさり,2705,1kg,972,330,,令和元年7月11日（木）,suiexcel-7 (8).xls
養成うなぎ,100,1kg,6102,5076,,令和元年7月11日（木）,suiexcel-7 (8).xls
あゆ,879,1kg,1300,480,,令和元年7月11日（木）,suiexcel-7 (8).xls
冷凍たこ,200,1kg,2376,1296,,令和元年7月11日（木）,suiexcel-7 (8).xls
冷凍えび,973,1kg,3780,756,,令和元年7月11日（木）,suiexcel-7 (8).xls
冷凍うなぎ蒲焼,500,1kg,8694,2160,,令和元年7月11日（木）,suiexcel-7 (8).xls
塩さば,1976,1kg,648,420,,令和元年7月11日（木）,suiexcel-7 (8).xls
塩さけ,2614,1kg,1450,780,,令和元年7月11日（木）,suiexcel-7 (8).xls
塩すけそうこ,581,1kg,2750,560,,令和元年7月11日（木）,suiexcel-7 (8).xls
丸干いわし,904,1kg,2800,300,,令和元年7月11日（木）,suiexcel-7 (8).xls
開干さんま,354,1kg,1400,350,,令和元年7月11日（木）,suiexcel-7 (8).xls
開干あじ,454,1kg,1080,130,,令和元年7月11日（木）,suiexcel-7 (8).xls
若干かれい,100,1kg,2160,972,,令和元年7月11日（木）,suiexcel-7 (8).xls
ちりめん,1606,1kg,4320,702,,令和元年7月11日（木）,suiexcel-7 (8).xls
なまりぶし,21,1kg,920,800,,令和元年7月11日（木）,suiexcel-7 (8).xls
くろまぐろ,560,1kg,2900,750,,令和元年7月12日（金）,suiexcel-8 (8).xls
