品目,数量,単位,高値,安値,主な産地,日付,元ファイル
さば,6110,1kg,630,378,,平成28年1月12日（火）,suiexcel5 (12).xls
まいわし,2894,1kg,270,158,,平成28年1月12日（火）,suiexcel5 (12).xls
養成ぶり,12456,1kg,1188,600,,平成28年1月12日（火）,suiexcel5 (12).xls
養成まだい,8182,1kg,1404,500,,平成28年1月12日（火）,suiexcel5 (12).xls
さごし,1404,1kg,540,324,,平成28年1月12日（火）,suiexcel5 (12).xls
養成はまち,1025,1kg,1454.6259097525472,700,,平成28年1月12日（火）,suiexcel5 (12).xls
養成かんぱち,2685,1kg,2254.58297078931,1296,,平成28年1月12日（火）,suiexcel5 (12).xls
するめいか,5620,1kg,702,450,,平成28年1月12日（火）,suiexcel5 (12).xls
さけ,3573,1kg,2110.9110981987214,1203,,平成28年1月12日（火）,suiexcel5 (12).xls
養成ふぐ,1054,1kg,6102,2900,,平成28年1月12日（火）,suiexcel5 (12).xls
たこ,394,1kg,12300,648,,平成28年1月12日（火）,suiexcel5 (12).xls
かに,317,1kg,5339.13829787234,2735,,平成28年1月12日（火）,suiexcel5 (12).xls
はまぐり,625,1kg,1944,432,,平成28年1月12日（火）,suiexcel5 (12).xls
あさり,3776,1kg,1107.5427542754276,432,,平成28年1月12日（火）,suiexcel5 (12).xls
かき,5495,1kg,2808,1080,,平成28年1月12日（火）,suiexcel5 (12).xls
冷凍もんごいか,273,1kg,3045,630,,平成28年1月12日（火）,suiexcel5 (12).xls
冷凍たこ,200,1kg,945,756,,平成28年1月12日（火）,suiexcel5 (12).xls
冷凍えび,1181,1kg,4691.049913941481,788,,平成28年1月12日（火）,suiexcel5 (12).xls
塩さば,4386,1kg,1145.2205438066464,432,,平成28年1月12日（火）,suiexcel5 (12).xls
塩さけ,933,1kg,2400,2400,,平成28年1月12日（火）,suiexcel5 (12).xls
塩すけそうこ,844,1kg,4752,1242,,平成28年1月12日（火）,suiexcel5 (12).xls
塩いわし,2930,1kg,1058.4464163822527,608,,平成28年1月12日（火）,suiexcel5 (12).xls
開干あじ,75,1kg,1415.2,743,,平成28年1月12日（火）,suiexcel5 (12).xls
若干かれい,186,1kg,1359.5294117647059,680,,平成28年1月12日（火）,suiexcel5 (12).xls
ちりめん,4009,1kg,3693.563275434243,864,,平成28年1月12日（火）,suiexcel5 (12).xls
かますごかまあげ,50,1kg,756,648,,平成28年1月12日（火）,suiexcel5 (12).xls
くろまぐろ,138,1kg,3615,3615,,平成28年1月13日（水）,suiexcel6 (12).xls
きわだ,893,1kg,2978.239864864865,594,,平成28年1月13日（水）,suiexcel6 (12).xls
あじ,2024,1kg,3700,432,,平成28年1月13日（水）,suiexcel6 (12).xls
さば,3652,1kg,1000,270,,平成28年1月13日（水）,suiexcel6 (12).xls
まいわし,3000,1kg,350,108,,平成28年1月13日（水）,suiexcel6 (12).xls
養成ぶり,4620,1kg,1188,600,,平成28年1月13日（水）,suiexcel6 (12).xls
養成まだい,4808,1kg,1513.357199681782,857,,平成28年1月13日（水）,suiexcel6 (12).xls
さごし,1110,1kg,1700,324,,平成28年1月13日（水）,suiexcel6 (12).xls
養成はまち,546,1kg,1451.1764705882351,600,,平成28年1月13日（水）,suiexcel6 (12).xls
養成かんぱち,1394,1kg,1823.018779342723,900,,平成28年1月13日（水）,suiexcel6 (12).xls
するめいか,1365,1kg,800,428,,平成28年1月13日（水）,suiexcel6 (12).xls
さけ,1432,1kg,1395.0628491620114,680,,平成28年1月13日（水）,suiexcel6 (12).xls
養成ふぐ,231,1kg,6261.942857142857,2916,,平成28年1月13日（水）,suiexcel6 (12).xls
たこ,428,1kg,8800,756,,平成28年1月13日（水）,suiexcel6 (12).xls
かに,182,1kg,5996.365853658536,2160,,平成28年1月13日（水）,suiexcel6 (12).xls
はまぐり,440,1kg,1836,432,,平成28年1月13日（水）,suiexcel6 (12).xls
あさり,2426,1kg,972,432,,平成28年1月13日（水）,suiexcel6 (12).xls
かき,2831,1kg,2808,1080,,平成28年1月13日（水）,suiexcel6 (12).xls
冷凍もんごいか,255,1kg,3045,630,,平成28年1月13日（水）,suiexcel6 (12).xls
冷凍たこ,200,1kg,945,756,,平成28年1月13日（水）,suiexcel6 (12).xls
冷凍えび,905,1kg,3670.577049180328,788,,平成28年1月13日（水）,suiexcel6 (12).xls
塩さば,3474,1kg,944.8284960422163,110,,平成28年1月13日（水）,suiexcel6 (12).xls
塩さけ,56,1kg,957,957,,平成28年1月13日（水）,suiexcel6 (12).xls
塩すけそうこ,209,1kg,4555.835443037975,2325,,平成28年1月13日（水）,suiexcel6 (12).xls
塩いわし,10,1kg,448,200,,平成28年1月13日（水）,suiexcel6 (12).xls
開干あじ,81,1kg,1100,527,,平成28年1月13日（水）,suiexcel6 (12).xls
若干かれい,108,1kg,2213,1107,,平成28年1月13日（水）,suiexcel6 (12).xls
ちりめん,2706,1kg,4047.489414694894,1080,,平成28年1月13日（水）,suiexcel6 (12).xls
かますごかまあげ,50,1kg,648,648,,平成28年1月13日（水）,suiexcel6 (12).xls
くろまぐろ,140,1kg,3980.379562043796,2000,,平成28年1月14日（木）,suiexcel7 (12).xls
きわだ,912,1kg,2213.5842450765863,972,,平成28年1月14日（木）,suiexcel7 (12).xls
あじ,820,1kg,4000,324,,平成28年1月14日（木）,suiexcel7 (12).xls
さば,2540,1kg,1000,270,,平成28年1月14日（木）,suiexcel7 (12).xls
まいわし,1790,1kg,350,136,,平成28年1月14日（木）,suiexcel7 (12).xls
養成ぶり,6812,1kg,1188,450,,平成28年1月14日（木）,suiexcel7 (12).xls
養成まだい,4583,1kg,1404,864,,平成28年1月14日（木）,suiexcel7 (12).xls
さごし,480,1kg,648,432,,平成28年1月14日（木）,suiexcel7 (12).xls
養成はまち,719,1kg,1424.9186602870814,600,,平成28年1月14日（木）,suiexcel7 (12).xls
養成かんぱち,1513,1kg,1820.3570057581574,800,,平成28年1月14日（木）,suiexcel7 (12).xls
するめいか,1277,1kg,771.5094339622642,450,,平成28年1月14日（木）,suiexcel7 (12).xls
さけ,987,1kg,1439.1115926327193,1100,,平成28年1月14日（木）,suiexcel7 (12).xls
養成ふぐ,603,1kg,6464.331877729258,2517,,平成28年1月14日（木）,suiexcel7 (12).xls
たこ,705,1kg,11900,670,,平成28年1月14日（木）,suiexcel7 (12).xls
かに,245,1kg,4104,1872,,平成28年1月14日（木）,suiexcel7 (12).xls
はまぐり,357,1kg,1836,432,,平成28年1月14日（木）,suiexcel7 (12).xls
あさり,1861,1kg,1109.316348195329,432,,平成28年1月14日（木）,suiexcel7 (12).xls
かき,2884,1kg,2808,1080,,平成28年1月14日（木）,suiexcel7 (12).xls
冷凍もんごいか,253,1kg,3045,630,,平成28年1月14日（木）,suiexcel7 (12).xls
冷凍たこ,200,1kg,945,756,,平成28年1月14日（木）,suiexcel7 (12).xls
冷凍えび,814,1kg,3951.140186915888,788,,平成28年1月14日（木）,suiexcel7 (12).xls
塩さば,2191,1kg,1016.2030456852792,378,,平成28年1月14日（木）,suiexcel7 (12).xls
塩さけ,279,1kg,2500,1048,,平成28年1月14日（木）,suiexcel7 (12).xls
塩すけそうこ,322,1kg,3843.1558935361218,1967,,平成28年1月14日（木）,suiexcel7 (12).xls
塩いわし,490,1kg,1240.4571428571428,620,,平成28年1月14日（木）,suiexcel7 (12).xls
開干あじ,479,1kg,1080,852,,平成28年1月14日（木）,suiexcel7 (12).xls
ちりめん,1834,1kg,3911.3378746594008,1080,,平成28年1月14日（木）,suiexcel7 (12).xls
かますごかまあげ,50,1kg,648,648,,平成28年1月14日（木）,suiexcel7 (12).xls
くろまぐろ,229,1kg,4261.781659388646,3350,,平成28年1月15日（金）,suiexcel8 (12).xls
きわだ,1069,1kg,2832.638655462185,540,,平成28年1月15日（金）,suiexcel8 (12).xls
あじ,466,1kg,1872.909090909091,324,,平成28年1月15日（金）,suiexcel8 (12).xls
さば,2585,1kg,378,270,,平成28年1月15日（金）,suiexcel8 (12).xls
まいわし,3380,1kg,350,162,,平成28年1月15日（金）,suiexcel8 (12).xls
養成ぶり,7401,1kg,1188,610,,平成28年1月15日（金）,suiexcel8 (12).xls
養成まだい,4944,1kg,1745.415877640204,864,,平成28年1月15日（金）,suiexcel8 (12).xls
さごし,1620,1kg,648,432,,平成28年1月15日（金）,suiexcel8 (12).xls
養成はまち,929,1kg,1605.1393442622953,940,,平成28年1月15日（金）,suiexcel8 (12).xls
養成かんぱち,1843,1kg,1926.4770642201834,800,,平成28年1月15日（金）,suiexcel8 (12).xls
するめいか,1027,1kg,1100,648,,平成28年1月15日（金）,suiexcel8 (12).xls
さけ,1859,1kg,1846.341327384272,1098,,平成28年1月15日（金）,suiexcel8 (12).xls
養成ふぐ,829,1kg,4200,3050,,平成28年1月15日（金）,suiexcel8 (12).xls
たこ,362,1kg,6000,756,,平成28年1月15日（金）,suiexcel8 (12).xls
かに,269,1kg,5312.953125,2160,,平成28年1月15日（金）,suiexcel8 (12).xls
はまぐり,414,1kg,1944,432,,平成28年1月15日（金）,suiexcel8 (12).xls
あさり,1689,1kg,1093.434650455927,432,,平成28年1月15日（金）,suiexcel8 (12).xls
かき,3632,1kg,2808,1075,,平成28年1月15日（金）,suiexcel8 (12).xls
冷凍もんごいか,228,1kg,3045,630,,平成28年1月15日（金）,suiexcel8 (12).xls
冷凍たこ,200,1kg,945,756,,平成28年1月15日（金）,suiexcel8 (12).xls
冷凍えび,829,1kg,3171.070707070707,788,,平成28年1月15日（金）,suiexcel8 (12).xls
塩さば,1708,1kg,904.8382687927108,432,,平成28年1月15日（金）,suiexcel8 (12).xls
塩さけ,1858,1kg,1400,887,,平成28年1月15日（金）,suiexcel8 (12).xls
塩すけそうこ,593,1kg,3646.6388308977034,1242,,平成28年1月15日（金）,suiexcel8 (12).xls
塩いわし,806,1kg,533,533,,平成28年1月15日（金）,suiexcel8 (12).xls
開干あじ,134,1kg,1080,259,,平成28年1月15日（金）,suiexcel8 (12).xls
若干かれい,116,1kg,2376.125,864,,平成28年1月15日（金）,suiexcel8 (12).xls
ちりめん,2566,1kg,2484,1296,,平成28年1月15日（金）,suiexcel8 (12).xls
かますごかまあげ,60,1kg,2592,648,,平成28年1月15日（金）,suiexcel8 (12).xls
くろまぐろ,179,1kg,3664,3664,,平成28年1月16日（土）,suiexcel9 (12).xls
きわだ,1438,1kg,3100.881773399015,216,,平成28年1月16日（土）,suiexcel9 (12).xls
あじ,1823,1kg,4800,486,,平成28年1月16日（土）,suiexcel9 (12).xls
さば,6524,1kg,500,210,,平成28年1月16日（土）,suiexcel9 (12).xls
まいわし,2188,1kg,350,108,,平成28年1月16日（土）,suiexcel9 (12).xls
養成ぶり,8927,1kg,1188,640,,平成28年1月16日（土）,suiexcel9 (12).xls
養成まだい,6095,1kg,1404,700,,平成28年1月16日（土）,suiexcel9 (12).xls
さごし,1170,1kg,540,324,,平成28年1月16日（土）,suiexcel9 (12).xls
養成はまち,1030,1kg,1362.4181184668992,800,,平成28年1月16日（土）,suiexcel9 (12).xls
養成かんぱち,2320,1kg,1869.1123919308357,900,,平成28年1月16日（土）,suiexcel9 (12).xls
するめいか,1765,1kg,2500,648,,平成28年1月16日（土）,suiexcel9 (12).xls
さけ,2512,1kg,2098.5491379310347,1143,,平成28年1月16日（土）,suiexcel9 (12).xls
養成ふぐ,623,1kg,6942.215909090909,3132,,平成28年1月16日（土）,suiexcel9 (12).xls
たこ,554,1kg,10200,778,,平成28年1月16日（土）,suiexcel9 (12).xls
かに,392,1kg,4067.88622754491,2106,,平成28年1月16日（土）,suiexcel9 (12).xls
はまぐり,664,1kg,1836,432,,平成28年1月16日（土）,suiexcel9 (12).xls
あさり,2019,1kg,1104.6462264150944,432,,平成28年1月16日（土）,suiexcel9 (12).xls
かき,5863,1kg,2808,1013,,平成28年1月16日（土）,suiexcel9 (12).xls
冷凍もんごいか,249,1kg,3045,630,,平成28年1月16日（土）,suiexcel9 (12).xls
冷凍たこ,200,1kg,945,756,,平成28年1月16日（土）,suiexcel9 (12).xls
冷凍えび,1509,1kg,3290.8810572687225,788,,平成28年1月16日（土）,suiexcel9 (12).xls
塩さば,4376,1kg,964.6341929321873,125,,平成28年1月16日（土）,suiexcel9 (12).xls
塩さけ,1375,1kg,2500,828,,平成28年1月16日（土）,suiexcel9 (12).xls
塩すけそうこ,1480,1kg,2776.6281755196305,1413,,平成28年1月16日（土）,suiexcel9 (12).xls
塩いわし,960,1kg,605,605,,平成28年1月16日（土）,suiexcel9 (12).xls
開干あじ,142,1kg,1080,801.7619047619048,,平成28年1月16日（土）,suiexcel9 (12).xls
若干かれい,82,1kg,2376,864,,平成28年1月16日（土）,suiexcel9 (12).xls
ちりめん,4220,1kg,2538.360227272727,864,,平成28年1月16日（土）,suiexcel9 (12).xls
かますごかまあげ,50,1kg,756,648,,平成28年1月16日（土）,suiexcel9 (12).xls
くろまぐろ,183,1kg,4188,2000,,平成28年1月18日（月）,suiexcel10 (12).xls
きわだ,2030,1kg,2427.219110378913,1000,,平成28年1月18日（月）,suiexcel10 (12).xls
あじ,5656,1kg,5000,270,,平成28年1月18日（月）,suiexcel10 (12).xls
さば,4327,1kg,650,210,,平成28年1月18日（月）,suiexcel10 (12).xls
まいわし,2750,1kg,350,108,,平成28年1月18日（月）,suiexcel10 (12).xls
養成ぶり,10146,1kg,1188,650,,平成28年1月18日（月）,suiexcel10 (12).xls
養成まだい,5885,1kg,1634.6706844597504,864,,平成28年1月18日（月）,suiexcel10 (12).xls
さごし,2669,1kg,2300,200,,平成28年1月18日（月）,suiexcel10 (12).xls
養成はまち,946,1kg,1491.6079295154186,600,,平成28年1月18日（月）,suiexcel10 (12).xls
養成かんぱち,2010,1kg,1831.503434739941,900,,平成28年1月18日（月）,suiexcel10 (12).xls
するめいか,3512,1kg,1000,594,,平成28年1月18日（月）,suiexcel10 (12).xls
さけ,1441,1kg,1835.674655047204,1278,,平成28年1月18日（月）,suiexcel10 (12).xls
養成ふぐ,355,1kg,5454,2500,,平成28年1月18日（月）,suiexcel10 (12).xls
たこ,357,1kg,10100,745,,平成28年1月18日（月）,suiexcel10 (12).xls
かに,476,1kg,6041.144,2160,,平成28年1月18日（月）,suiexcel10 (12).xls
はまぐり,649,1kg,1944,432,,平成28年1月18日（月）,suiexcel10 (12).xls
あさり,2867,1kg,1095.8006535947713,432,,平成28年1月18日（月）,suiexcel10 (12).xls
