品目,数量,単位,高値,安値,主な産地,日付,元ファイル
冷凍もんごいか,400,1kg,3456,756,,平成28年3月31日（木）,suiexcel22 (5).xls
冷凍たこ,400,1kg,1296,1080,,平成28年3月31日（木）,suiexcel22 (5).xls
冷凍えび,3000,1kg,4230.027586206897,1080,,平成28年3月31日（木）,suiexcel22 (5).xls
塩さば,1688,1kg,756,324,,平成28年3月31日（木）,suiexcel22 (5).xls
塩さけ,16,1kg,1509.75,842,,平成28年3月31日（木）,suiexcel22 (5).xls
塩すけそうこ,106,1kg,2094.020618556701,2000,,平成28年3月31日（木）,suiexcel22 (5).xls
塩さんま,158,1kg,521.3614457831326,303,,平成28年3月31日（木）,suiexcel22 (5).xls
開干さんま,310,1kg,2130,572,,平成28年3月31日（木）,suiexcel22 (5).xls
開干あじ,60,1kg,1080,864,,平成28年3月31日（木）,suiexcel22 (5).xls
ちりめん,4402,1kg,4565.830798479087,864,,平成28年3月31日（木）,suiexcel22 (5).xls
かなぎちりめん,45,1kg,1620,1620,,平成28年3月31日（木）,suiexcel22 (5).xls
かますごかまあげ,85,1kg,2451.6,648,,平成28年3月31日（木）,suiexcel22 (5).xls
くろまぐろ,193,1kg,3982.6839378238346,3300,,平成28年4月1日（金）,suiexcel (15).xls
きわだ,2157,1kg,2232.566964285714,400,,平成28年4月1日（金）,suiexcel (15).xls
あじ,12483,1kg,4800,162,,平成28年4月1日（金）,suiexcel (15).xls
さば,4599,1kg,369.48740740740743,162,,平成28年4月1日（金）,suiexcel (15).xls
まいわし,1938,1kg,270,146.40320000000003,,平成28年4月1日（金）,suiexcel (15).xls
養成ぶり,4693,1kg,1188,540,,平成28年4月1日（金）,suiexcel (15).xls
かつお,3158,1kg,756,450,,平成28年4月1日（金）,suiexcel (15).xls
養成まだい,4845,1kg,1527.0632506004804,300,,平成28年4月1日（金）,suiexcel (15).xls
さわら,1394,1kg,1080,700,,平成28年4月1日（金）,suiexcel (15).xls
かれい,1452,1kg,8000,200,,平成28年4月1日（金）,suiexcel (15).xls
養成はまち,1130,1kg,1470.6716981132076,600,,平成28年4月1日（金）,suiexcel (15).xls
養成かんぱち,1773,1kg,1778.5061728395062,1000,,平成28年4月1日（金）,suiexcel (15).xls
さけ,3210,1kg,2246.5805435210714,1273,,平成28年4月1日（金）,suiexcel (15).xls
たこ,348,1kg,12000,691,,平成28年4月1日（金）,suiexcel (15).xls
はまぐり,434,1kg,1944,432,,平成28年4月1日（金）,suiexcel (15).xls
しじみ,200,1kg,5200,5200,,平成28年4月1日（金）,suiexcel (15).xls
あさり,4572,1kg,972,110,,平成28年4月1日（金）,suiexcel (15).xls
ほたて貝,2176,1kg,1208.5174825174824,648,,平成28年4月1日（金）,suiexcel (15).xls
冷凍もんごいか,823,1kg,3456,756,,平成28年4月1日（金）,suiexcel (15).xls
冷凍たこ,400,1kg,1404,1080,,平成28年4月1日（金）,suiexcel (15).xls
冷凍えび,2762,1kg,4385.074074074074,1188,,平成28年4月1日（金）,suiexcel (15).xls
塩さば,12576,1kg,1800,324,,平成28年4月1日（金）,suiexcel (15).xls
塩さけ,1327,1kg,1869.392523364486,864,,平成28年4月1日（金）,suiexcel (15).xls
塩すけそうこ,3453,1kg,3450.9612244897958,1296,,平成28年4月1日（金）,suiexcel (15).xls
開干さんま,836,1kg,1042.5936395759718,559,,平成28年4月1日（金）,suiexcel (15).xls
開干あじ,647,1kg,1667.7988165680474,864,,平成28年4月1日（金）,suiexcel (15).xls
若干かれい,130,1kg,2000,648,,平成28年4月1日（金）,suiexcel (15).xls
ちりめん,4409,1kg,3100.782241014799,648,,平成28年4月1日（金）,suiexcel (15).xls
なまりぶし,125,1kg,2139.3894736842103,864,,平成28年4月1日（金）,suiexcel (15).xls
ほたるいか,1000,1kg,2160,432,,平成28年4月1日（金）,suiexcel (15).xls
くろまぐろ,140,1kg,3915.3142857142857,3350,,平成28年4月2日（土）,suiexcel1 (15).xls
きわだ,2860,1kg,2438.574275362319,216,,平成28年4月2日（土）,suiexcel1 (15).xls
あじ,3555,1kg,1200,162,,平成28年4月2日（土）,suiexcel1 (15).xls
さば,3511,1kg,1800,211,,平成28年4月2日（土）,suiexcel1 (15).xls
まいわし,4570,1kg,324,100,,平成28年4月2日（土）,suiexcel1 (15).xls
養成ぶり,4811,1kg,1188,480,,平成28年4月2日（土）,suiexcel1 (15).xls
かつお,5681,1kg,864,400,,平成28年4月2日（土）,suiexcel1 (15).xls
養成まだい,6201,1kg,1648.4536741214058,864,,平成28年4月2日（土）,suiexcel1 (15).xls
さわら,922,1kg,2052.6550218340612,1256,,平成28年4月2日（土）,suiexcel1 (15).xls
かれい,2213,1kg,5500,240,,平成28年4月2日（土）,suiexcel1 (15).xls
養成はまち,1279,1kg,1391.6337209302324,750,,平成28年4月2日（土）,suiexcel1 (15).xls
養成かんぱち,2418,1kg,1749.1308016877638,1000,,平成28年4月2日（土）,suiexcel1 (15).xls
さけ,2635,1kg,2417.9108337048597,1244,,平成28年4月2日（土）,suiexcel1 (15).xls
たこ,540,1kg,13600,907,,平成28年4月2日（土）,suiexcel1 (15).xls
はまぐり,466,1kg,1836,432,,平成28年4月2日（土）,suiexcel1 (15).xls
しじみ,1510,1kg,1600,324,,平成28年4月2日（土）,suiexcel1 (15).xls
あさり,5248,1kg,1020.2873563218391,432,,平成28年4月2日（土）,suiexcel1 (15).xls
ほたて貝,2949,1kg,1592.296793437733,648,,平成28年4月2日（土）,suiexcel1 (15).xls
冷凍もんごいか,1599,1kg,4193.23782234957,756,,平成28年4月2日（土）,suiexcel1 (15).xls
冷凍たこ,510,1kg,1404,1080,,平成28年4月2日（土）,suiexcel1 (15).xls
冷凍えび,3284,1kg,3935.44262295082,1188,,平成28年4月2日（土）,suiexcel1 (15).xls
塩さば,5101,1kg,1800,324,,平成28年4月2日（土）,suiexcel1 (15).xls
塩さけ,1987,1kg,1618.9614994934143,864,,平成28年4月2日（土）,suiexcel1 (15).xls
塩すけそうこ,1182,1kg,4320,1188,,平成28年4月2日（土）,suiexcel1 (15).xls
開干さんま,616,1kg,864,442,,平成28年4月2日（土）,suiexcel1 (15).xls
開干あじ,165,1kg,1408.8490566037735,752,,平成28年4月2日（土）,suiexcel1 (15).xls
若干かれい,148,1kg,2600,1080,,平成28年4月2日（土）,suiexcel1 (15).xls
ちりめん,1535,1kg,2356.951515151515,972,,平成28年4月2日（土）,suiexcel1 (15).xls
なまりぶし,79,1kg,1177.142857142857,864,,平成28年4月2日（土）,suiexcel1 (15).xls
ほたるいか,2422,1kg,3809.2926829268295,432,,平成28年4月2日（土）,suiexcel1 (15).xls
くろまぐろ,137,1kg,3664,3664,,平成28年4月4日（月）,suiexcel2 (15).xls
きわだ,1198,1kg,2204.8770053475937,540,,平成28年4月4日（月）,suiexcel2 (15).xls
あじ,621,1kg,864,500,,平成28年4月4日（月）,suiexcel2 (15).xls
さば,3642,1kg,477.49295774647885,216,,平成28年4月4日（月）,suiexcel2 (15).xls
まいわし,3228,1kg,400,108,,平成28年4月4日（月）,suiexcel2 (15).xls
養成ぶり,4998,1kg,1188,520,,平成28年4月4日（月）,suiexcel2 (15).xls
かつお,3169,1kg,724,415,,平成28年4月4日（月）,suiexcel2 (15).xls
養成まだい,5885,1kg,1404,600,,平成28年4月4日（月）,suiexcel2 (15).xls
さわら,387,1kg,1620,650,,平成28年4月4日（月）,suiexcel2 (15).xls
かれい,1354,1kg,6000,594,,平成28年4月4日（月）,suiexcel2 (15).xls
養成はまち,1117,1kg,1655.42301458671,940,,平成28年4月4日（月）,suiexcel2 (15).xls
養成かんぱち,2110,1kg,1756.406342913776,907,,平成28年4月4日（月）,suiexcel2 (15).xls
さけ,2462,1kg,2518.035989717224,1353,,平成28年4月4日（月）,suiexcel2 (15).xls
たこ,284,1kg,7500,907,,平成28年4月4日（月）,suiexcel2 (15).xls
はまぐり,422,1kg,2000,432,,平成28年4月4日（月）,suiexcel2 (15).xls
しじみ,1260,1kg,5200,324,,平成28年4月4日（月）,suiexcel2 (15).xls
あさり,5277,1kg,1090.2699289660616,432,,平成28年4月4日（月）,suiexcel2 (15).xls
ほたて貝,2203,1kg,1112.2300683371298,648,,平成28年4月4日（月）,suiexcel2 (15).xls
冷凍もんごいか,671,1kg,3456,700,,平成28年4月4日（月）,suiexcel2 (15).xls
冷凍たこ,320,1kg,1404,1080,,平成28年4月4日（月）,suiexcel2 (15).xls
冷凍えび,1920,1kg,3186,1188,,平成28年4月4日（月）,suiexcel2 (15).xls
塩さば,7850,1kg,1800,324,,平成28年4月4日（月）,suiexcel2 (15).xls
塩さけ,3280,1kg,2268,640,,平成28年4月4日（月）,suiexcel2 (15).xls
塩すけそうこ,935,1kg,3862.3724137931035,1242,,平成28年4月4日（月）,suiexcel2 (15).xls
開干さんま,538,1kg,1042.48125,559,,平成28年4月4日（月）,suiexcel2 (15).xls
開干あじ,328,1kg,1235.929203539823,638,,平成28年4月4日（月）,suiexcel2 (15).xls
若干かれい,100,1kg,1080,648,,平成28年4月4日（月）,suiexcel2 (15).xls
ちりめん,1446,1kg,2275.5891238670697,540,,平成28年4月4日（月）,suiexcel2 (15).xls
なまりぶし,127,1kg,2276.0779220779223,864,,平成28年4月4日（月）,suiexcel2 (15).xls
ほたるいか,1000,1kg,2160,432,,平成28年4月4日（月）,suiexcel2 (15).xls
きわだ,1240,1kg,2235.429234338747,216,,平成28年4月5日（火）,suiexcel3 (15).xls
あじ,1572,1kg,7000,324,,平成28年4月5日（火）,suiexcel3 (15).xls
さば,2237,1kg,1800,432,,平成28年4月5日（火）,suiexcel3 (15).xls
まいわし,2963,1kg,500,108,,平成28年4月5日（火）,suiexcel3 (15).xls
養成ぶり,4250,1kg,1188,470,,平成28年4月5日（火）,suiexcel3 (15).xls
かつお,3089,1kg,947.6785714285713,432,,平成28年4月5日（火）,suiexcel3 (15).xls
養成まだい,4650,1kg,1411.1121583411875,864,,平成28年4月5日（火）,suiexcel3 (15).xls
さわら,1024,1kg,1620,1154,,平成28年4月5日（火）,suiexcel3 (15).xls
かれい,1072,1kg,983.8125,450,,平成28年4月5日（火）,suiexcel3 (15).xls
養成はまち,855,1kg,1475.9703703703703,940,,平成28年4月5日（火）,suiexcel3 (15).xls
養成かんぱち,1512,1kg,1800.6004319654426,1000,,平成28年4月5日（火）,suiexcel3 (15).xls
さけ,2386,1kg,1635.676724137931,968,,平成28年4月5日（火）,suiexcel3 (15).xls
たこ,272,1kg,12000,1080,,平成28年4月5日（火）,suiexcel3 (15).xls
はまぐり,384,1kg,1944,432,,平成28年4月5日（火）,suiexcel3 (15).xls
しじみ,1390,1kg,1500,324,,平成28年4月5日（火）,suiexcel3 (15).xls
あさり,5157,1kg,1011.2159783344619,432,,平成28年4月5日（火）,suiexcel3 (15).xls
ほたて貝,2814,1kg,1223.7026022304833,648,,平成28年4月5日（火）,suiexcel3 (15).xls
冷凍もんごいか,1004,1kg,3456,753,,平成28年4月5日（火）,suiexcel3 (15).xls
冷凍たこ,500,1kg,1404,1080,,平成28年4月5日（火）,suiexcel3 (15).xls
冷凍えび,3234,1kg,3620.8867924528304,1188,,平成28年4月5日（火）,suiexcel3 (15).xls
塩さば,3515,1kg,2600,324,,平成28年4月5日（火）,suiexcel3 (15).xls
塩さけ,437,1kg,1049.854721549637,650,,平成28年4月5日（火）,suiexcel3 (15).xls
塩すけそうこ,268,1kg,3812.763819095477,1991,,平成28年4月5日（火）,suiexcel3 (15).xls
開干さんま,454,1kg,1092.6440677966102,579,,平成28年4月5日（火）,suiexcel3 (15).xls
開干あじ,160,1kg,1634.686274509804,864,,平成28年4月5日（火）,suiexcel3 (15).xls
若干かれい,148,1kg,1404,648,,平成28年4月5日（火）,suiexcel3 (15).xls
ちりめん,1303,1kg,4445.3975903614455,918,,平成28年4月5日（火）,suiexcel3 (15).xls
なまりぶし,147,1kg,1988.3711340206187,864,,平成28年4月5日（火）,suiexcel3 (15).xls
ほたるいか,2000,1kg,2160,432,,平成28年4月5日（火）,suiexcel3 (15).xls
くろまぐろ,639,1kg,5007.60580912863,1800,,平成28年4月7日（木）,suiexcel4 (15).xls
きわだ,1803,1kg,2373.617777777778,500,,平成28年4月7日（木）,suiexcel4 (15).xls
あじ,5454,1kg,6000,324,,平成28年4月7日（木）,suiexcel4 (15).xls
さば,3484,1kg,800,216,,平成28年4月7日（木）,suiexcel4 (15).xls
まいわし,2583,1kg,400,162,,平成28年4月7日（木）,suiexcel4 (15).xls
養成ぶり,5029,1kg,1188,480,,平成28年4月7日（木）,suiexcel4 (15).xls
かつお,3317,1kg,900,408,,平成28年4月7日（木）,suiexcel4 (15).xls
養成まだい,5630,1kg,1404,600,,平成28年4月7日（木）,suiexcel4 (15).xls
さわら,2184,1kg,1769.4320557491287,1000,,平成28年4月7日（木）,suiexcel4 (15).xls
かれい,1427,1kg,7500,440,,平成28年4月7日（木）,suiexcel4 (15).xls
養成はまち,982,1kg,1543.4268292682927,600,,平成28年4月7日（木）,suiexcel4 (15).xls
養成かんぱち,2012,1kg,1746.6853932584268,1000,,平成28年4月7日（木）,suiexcel4 (15).xls
さけ,2196,1kg,1912.692,650,,平成28年4月7日（木）,suiexcel4 (15).xls
たこ,408,1kg,14000,907,,平成28年4月7日（木）,suiexcel4 (15).xls
はまぐり,426,1kg,2000,432,,平成28年4月7日（木）,suiexcel4 (15).xls
しじみ,1280,1kg,6800,270,,平成28年4月7日（木）,suiexcel4 (15).xls
あさり,6061,1kg,1082.8931419457736,432,,平成28年4月7日（木）,suiexcel4 (15).xls
ほたて貝,1954,1kg,1551.3493723849374,594,,平成28年4月7日（木）,suiexcel4 (15).xls
冷凍もんごいか,802,1kg,3456,700,,平成28年4月7日（木）,suiexcel4 (15).xls
冷凍たこ,400,1kg,1404,1080,,平成28年4月7日（木）,suiexcel4 (15).xls
冷凍えび,2617,1kg,3576.42,250,,平成28年4月7日（木）,suiexcel4 (15).xls
塩さば,4842,1kg,1800,324,,平成28年4月7日（木）,suiexcel4 (15).xls
塩さけ,3055,1kg,895.1423895253683,750,,平成28年4月7日（木）,suiexcel4 (15).xls
塩すけそうこ,893,1kg,3253.7212543554006,1404,,平成28年4月7日（木）,suiexcel4 (15).xls
開干さんま,430,1kg,1136.6173913043478,601,,平成28年4月7日（木）,suiexcel4 (15).xls
開干あじ,756,1kg,1508.0813953488373,792,,平成28年4月7日（木）,suiexcel4 (15).xls
若干かれい,136,1kg,1200,648,,平成28年4月7日（木）,suiexcel4 (15).xls
ちりめん,5002,1kg,2724.6466973886327,756,,平成28年4月7日（木）,suiexcel4 (15).xls
なまりぶし,92,1kg,2290.8064516129034,864,,平成28年4月7日（木）,suiexcel4 (15).xls
ほたるいか,2422,1kg,4320,432,,平成28年4月7日（木）,suiexcel4 (15).xls
くろまぐろ,360,1kg,4018.148387096774,3300,,平成28年4月8日（金）,suiexcel5 (15).xls
きわだ,1836,1kg,2535.4567474048445,216,,平成28年4月8日（金）,suiexcel5 (15).xls
あじ,1231,1kg,594,393,,平成28年4月8日（金）,suiexcel5 (15).xls
さば,3776,1kg,507.625,200,,平成28年4月8日（金）,suiexcel5 (15).xls
まいわし,2327,1kg,270,162,,平成28年4月8日（金）,suiexcel5 (15).xls
養成ぶり,3571,1kg,1188,540,,平成28年4月8日（金）,suiexcel5 (15).xls
かつお,2918,1kg,800,227,,平成28年4月8日（金）,suiexcel5 (15).xls
養成まだい,4853,1kg,1739.673949579832,864,,平成28年4月8日（金）,suiexcel5 (15).xls
さわら,960,1kg,1623.7180156657964,1000,,平成28年4月8日（金）,suiexcel5 (15).xls
かれい,1191,1kg,3000,400,,平成28年4月8日（金）,suiexcel5 (15).xls
養成はまち,1005,1kg,1242,940,,平成28年4月8日（金）,suiexcel5 (15).xls
養成かんぱち,1758,1kg,1760.4893617021276,1000,,平成28年4月8日（金）,suiexcel5 (15).xls
さけ,1853,1kg,2364.6825,1332,,平成28年4月8日（金）,suiexcel5 (15).xls
たこ,301,1kg,12000,1177,,平成28年4月8日（金）,suiexcel5 (15).xls
はまぐり,238,1kg,2000,432,,平成28年4月8日（金）,suiexcel5 (15).xls
しじみ,1110,1kg,1400,324,,平成28年4月8日（金）,suiexcel5 (15).xls
あさり,3826,1kg,972,432,,平成28年4月8日（金）,suiexcel5 (15).xls
ほたて貝,1886,1kg,1571.4848143982003,594,,平成28年4月8日（金）,suiexcel5 (15).xls
冷凍もんごいか,806,1kg,3456,700,,平成28年4月8日（金）,suiexcel5 (15).xls
冷凍たこ,390,1kg,1404,1080,,平成28年4月8日（金）,suiexcel5 (15).xls
冷凍えび,3254,1kg,5106.0161290322585,1188,,平成28年4月8日（金）,suiexcel5 (15).xls
塩さば,2654,1kg,2600,324,,平成28年4月8日（金）,suiexcel5 (15).xls
塩さけ,616,1kg,1052.9155844155844,780,,平成28年4月8日（金）,suiexcel5 (15).xls
塩すけそうこ,222,1kg,3971.869565217391,1296,,平成28年4月8日（金）,suiexcel5 (15).xls
開干さんま,720,1kg,1073.8280701754386,65,,平成28年4月8日（金）,suiexcel5 (15).xls
開干あじ,393,1kg,1094.5051194539249,572,,平成28年4月8日（金）,suiexcel5 (15).xls
若干かれい,196,1kg,2374,648,,平成28年4月8日（金）,suiexcel5 (15).xls
ちりめん,2519,1kg,3017.6481149012566,756,,平成28年4月8日（金）,suiexcel5 (15).xls
なまりぶし,123,1kg,1756.1917808219177,864,,平成28年4月8日（金）,suiexcel5 (15).xls
ほたるいか,1422,1kg,4320,432,,平成28年4月8日（金）,suiexcel5 (15).xls
くろまぐろ,245,1kg,4635.634408602151,1800,,平成28年4月9日（土）,suiexcel6 (15).xls
きわだ,1085,1kg,1944,540,,平成28年4月9日（土）,suiexcel6 (15).xls
あじ,512,1kg,1032.7615062761506,400,,平成28年4月9日（土）,suiexcel6 (15).xls
さば,2731,1kg,1104.1935483870968,270,,平成28年4月9日（土）,suiexcel6 (15).xls
まいわし,2963,1kg,400,162,,平成28年4月9日（土）,suiexcel6 (15).xls
養成ぶり,4999,1kg,1188,480,,平成28年4月9日（土）,suiexcel6 (15).xls
かつお,2777,1kg,1100,450,,平成28年4月9日（土）,suiexcel6 (15).xls
養成まだい,5972,1kg,1404,500,,平成28年4月9日（土）,suiexcel6 (15).xls
さわら,1082,1kg,1684.1475054229936,950,,平成28年4月9日（土）,suiexcel6 (15).xls
かれい,1695,1kg,6600,645,,平成28年4月9日（土）,suiexcel6 (15).xls
養成はまち,1209,1kg,1296.7154471544713,940,,平成28年4月9日（土）,suiexcel6 (15).xls
養成かんぱち,2621,1kg,1847.5484727755643,900,,平成28年4月9日（土）,suiexcel6 (15).xls
さけ,3218,1kg,2047.1313274336285,1189,,平成28年4月9日（土）,suiexcel6 (15).xls
たこ,362,1kg,15600,907,,平成28年4月9日（土）,suiexcel6 (15).xls
はまぐり,488,1kg,1836,432,,平成28年4月9日（土）,suiexcel6 (15).xls
しじみ,1540,1kg,1296,324,,平成28年4月9日（土）,suiexcel6 (15).xls
あさり,4036,1kg,1015.2445464982779,420,,平成28年4月9日（土）,suiexcel6 (15).xls
ほたて貝,2507,1kg,1639.4249404289117,594,,平成28年4月9日（土）,suiexcel6 (15).xls
冷凍もんごいか,1119,1kg,3456,756,,平成28年4月9日（土）,suiexcel6 (15).xls
冷凍たこ,580,1kg,1404,1080,,平成28年4月9日（土）,suiexcel6 (15).xls
冷凍えび,3802,1kg,3519.417218543046,1188,,平成28年4月9日（土）,suiexcel6 (15).xls
塩さば,3037,1kg,820,324,,平成28年4月9日（土）,suiexcel6 (15).xls
塩さけ,664,1kg,991.0783132530121,650,,平成28年4月9日（土）,suiexcel6 (15).xls
塩すけそうこ,185,1kg,3926.2395209580836,2018,,平成28年4月9日（土）,suiexcel6 (15).xls
開干さんま,818,1kg,1092.4418604651162,579,,平成28年4月9日（土）,suiexcel6 (15).xls
開干あじ,282,1kg,2004,864,,平成28年4月9日（土）,suiexcel6 (15).xls
若干かれい,248,1kg,2160,1080,,平成28年4月9日（土）,suiexcel6 (15).xls
ちりめん,870,1kg,3031.934328358209,1188,,平成28年4月9日（土）,suiexcel6 (15).xls
なまりぶし,116,1kg,918,650,,平成28年4月9日（土）,suiexcel6 (15).xls
ほたるいか,1500,1kg,4320,540,,平成28年4月9日（土）,suiexcel6 (15).xls
くろまぐろ,144,1kg,3677,3677,,平成28年4月11日（月）,suiexcel7 (15).xls
きわだ,1407,1kg,2707.7226463104325,540,,平成28年4月11日（月）,suiexcel7 (15).xls
あじ,6225,1kg,5500,216,,平成28年4月11日（月）,suiexcel7 (15).xls
さば,5669,1kg,650,216,,平成28年4月11日（月）,suiexcel7 (15).xls
まいわし,2981,1kg,450,162,,平成28年4月11日（月）,suiexcel7 (15).xls
養成ぶり,5504,1kg,1188,480,,平成28年4月11日（月）,suiexcel7 (15).xls
かつお,3724,1kg,864,450,,平成28年4月11日（月）,suiexcel7 (15).xls
養成まだい,5883,1kg,1621.4037600716204,864,,平成28年4月11日（月）,suiexcel7 (15).xls
さわら,1097,1kg,1489.6650485436894,870,,平成28年4月11日（月）,suiexcel7 (15).xls
かれい,1924,1kg,8000,500,,平成28年4月11日（月）,suiexcel7 (15).xls
養成はまち,1034,1kg,1405.3650254668933,750,,平成28年4月11日（月）,suiexcel7 (15).xls
養成かんぱち,2166,1kg,1752.207870837538,1000,,平成28年4月11日（月）,suiexcel7 (15).xls
さけ,1891,1kg,2391.9890530925013,1355,,平成28年4月11日（月）,suiexcel7 (15).xls
たこ,204,1kg,3590.1521739130435,907,,平成28年4月11日（月）,suiexcel7 (15).xls
はまぐり,390,1kg,1944,432,,平成28年4月11日（月）,suiexcel7 (15).xls
しじみ,1094,1kg,1296,270,,平成28年4月11日（月）,suiexcel7 (15).xls
あさり,5655,1kg,1014.2199261992621,432,,平成28年4月11日（月）,suiexcel7 (15).xls
ほたて貝,1787,1kg,1748.4839094159715,594,,平成28年4月11日（月）,suiexcel7 (15).xls
冷凍もんごいか,1167,1kg,3456,700,,平成28年4月11日（月）,suiexcel7 (15).xls
冷凍たこ,570,1kg,1404,1080,,平成28年4月11日（月）,suiexcel7 (15).xls
冷凍えび,3814,1kg,4147.914285714286,1188,,平成28年4月11日（月）,suiexcel7 (15).xls
塩さば,3768,1kg,1800,324,,平成28年4月11日（月）,suiexcel7 (15).xls
塩さけ,1414,1kg,1486.4920863309353,831,,平成28年4月11日（月）,suiexcel7 (15).xls
塩すけそうこ,1111,1kg,3670.912844036697,1242,,平成28年4月11日（月）,suiexcel7 (15).xls
開干さんま,733,1kg,1100.8520084566596,583,,平成28年4月11日（月）,suiexcel7 (15).xls
開干あじ,783,1kg,1445.7480106100795,740,,平成28年4月11日（月）,suiexcel7 (15).xls
若干かれい,132,1kg,2160,864,,平成28年4月11日（月）,suiexcel7 (15).xls
ちりめん,1535,1kg,2462,486,,平成28年4月11日（月）,suiexcel7 (15).xls
なまりぶし,148,1kg,1709.6326530612246,864,,平成28年4月11日（月）,suiexcel7 (15).xls
ほたるいか,1000,1kg,1628,432,,平成28年4月11日（月）,suiexcel7 (15).xls
きわだ,1611,1kg,2508.6033966033965,216,,平成28年4月12日（火）,suiexcel8 (15).xls
あじ,4473,1kg,810.065934065934,162,,平成28年4月12日（火）,suiexcel8 (15).xls
さば,4422,1kg,324,195,,平成28年4月12日（火）,suiexcel8 (15).xls
まいわし,3888,1kg,400,162,,平成28年4月12日（火）,suiexcel8 (15).xls
養成ぶり,3866,1kg,1188,520,,平成28年4月12日（火）,suiexcel8 (15).xls
かつお,3996,1kg,900,324,,平成28年4月12日（火）,suiexcel8 (15).xls
養成まだい,4790,1kg,1404,600,,平成28年4月12日（火）,suiexcel8 (15).xls
さわら,704,1kg,1395,864,,平成28年4月12日（火）,suiexcel8 (15).xls
かれい,2369,1kg,6800,611,,平成28年4月12日（火）,suiexcel8 (15).xls
養成はまち,779,1kg,1497.094017094017,600,,平成28年4月12日（火）,suiexcel8 (15).xls
養成かんぱち,1556,1kg,1879.4897494305237,900,,平成28年4月12日（火）,suiexcel8 (15).xls
さけ,2488,1kg,1844.580357142857,1012,,平成28年4月12日（火）,suiexcel8 (15).xls
たこ,293,1kg,10200,864,,平成28年4月12日（火）,suiexcel8 (15).xls
はまぐり,485,1kg,1944,432,,平成28年4月12日（火）,suiexcel8 (15).xls
しじみ,1690,1kg,1296,324,,平成28年4月12日（火）,suiexcel8 (15).xls
あさり,5023,1kg,994.6094276094277,432,,平成28年4月12日（火）,suiexcel8 (15).xls
ほたて貝,2304,1kg,1753.2043596730246,540,,平成28年4月12日（火）,suiexcel8 (15).xls
冷凍もんごいか,1898,1kg,3456,756,,平成28年4月12日（火）,suiexcel8 (15).xls
冷凍たこ,1010,1kg,1404,1080,,平成28年4月12日（火）,suiexcel8 (15).xls
冷凍えび,6641,1kg,3963.7558139534885,1188,,平成28年4月12日（火）,suiexcel8 (15).xls
塩さば,3195,1kg,1800,324,,平成28年4月12日（火）,suiexcel8 (15).xls
塩さけ,600,1kg,948.2951388888889,750,,平成28年4月12日（火）,suiexcel8 (15).xls
塩すけそうこ,540,1kg,3363.89898989899,1080,,平成28年4月12日（火）,suiexcel8 (15).xls
開干さんま,575,1kg,1106.1326315789474,588,,平成28年4月12日（火）,suiexcel8 (15).xls
開干あじ,208,1kg,1080,512,,平成28年4月12日（火）,suiexcel8 (15).xls
若干かれい,112,1kg,1080,648,,平成28年4月12日（火）,suiexcel8 (15).xls
ちりめん,3693,1kg,3918.0114068441067,356,,平成28年4月12日（火）,suiexcel8 (15).xls
なまりぶし,156,1kg,1601.6415094339623,864,,平成28年4月12日（火）,suiexcel8 (15).xls
ほたるいか,2000,1kg,2700,432,,平成28年4月12日（火）,suiexcel8 (15).xls
くろまぐろ,274,1kg,3922.5766423357663,3350,,平成28年4月14日（木）,suiexcel9 (15).xls
きわだ,2392,1kg,2462.5238540692235,540,,平成28年4月14日（木）,suiexcel9 (15).xls
あじ,4067,1kg,1217.5425101214576,270,,平成28年4月14日（木）,suiexcel9 (15).xls
さば,4342,1kg,348,150,,平成28年4月14日（木）,suiexcel9 (15).xls
まいわし,2888,1kg,400,108,,平成28年4月14日（木）,suiexcel9 (15).xls
養成ぶり,3603,1kg,1188,470,,平成28年4月14日（木）,suiexcel9 (15).xls
かつお,3998,1kg,800,216,,平成28年4月14日（木）,suiexcel9 (15).xls
養成まだい,5610,1kg,1411.7534516765286,864,,平成28年4月14日（木）,suiexcel9 (15).xls
さわら,3271,1kg,1487.260700389105,969,,平成28年4月14日（木）,suiexcel9 (15).xls
かれい,1633,1kg,7200,410,,平成28年4月14日（木）,suiexcel9 (15).xls
養成はまち,882,1kg,1464.0189573459716,700,,平成28年4月14日（木）,suiexcel9 (15).xls
養成かんぱち,1959,1kg,1744.810551558753,1000,,平成28年4月14日（木）,suiexcel9 (15).xls
さけ,2698,1kg,1829.1020092735703,1005,,平成28年4月14日（木）,suiexcel9 (15).xls
たこ,316,1kg,14000,886,,平成28年4月14日（木）,suiexcel9 (15).xls
はまぐり,522,1kg,2000,432,,平成28年4月14日（木）,suiexcel9 (15).xls
しじみ,1140,1kg,1296,540,,平成28年4月14日（木）,suiexcel9 (15).xls
あさり,6068,1kg,1051.3799772468715,432,,平成28年4月14日（木）,suiexcel9 (15).xls
ほたて貝,1989,1kg,1592.1247216035636,540,,平成28年4月14日（木）,suiexcel9 (15).xls
冷凍もんごいか,846,1kg,3456,700,,平成28年4月14日（木）,suiexcel9 (15).xls
冷凍たこ,440,1kg,1404,1080,,平成28年4月14日（木）,suiexcel9 (15).xls
冷凍えび,2922,1kg,4366.256880733945,1188,,平成28年4月14日（木）,suiexcel9 (15).xls
塩さば,4809,1kg,1029.8566751546016,324,,平成28年4月14日（木）,suiexcel9 (15).xls
