品目,数量,単位,高値,安値,主な産地,日付,元ファイル
養成かんぱち,1384,1kg,1700.6112600536194,700,,平成29年2月9日（木）,suiexcel6 (25).xls
するめいか,125,1kg,1123,864,,平成29年2月9日（木）,suiexcel6 (25).xls
さけ,942,1kg,2522.112920738328,1486,,平成29年2月9日（木）,suiexcel6 (25).xls
たこ,274,1kg,5600,1600,,平成29年2月9日（木）,suiexcel6 (25).xls
かに,193,1kg,3720.2111801242236,150,,平成29年2月9日（木）,suiexcel6 (25).xls
はまぐり,788,1kg,2160,540,,平成29年2月9日（木）,suiexcel6 (25).xls
あさり,2190,1kg,992.7138461538461,432,,平成29年2月9日（木）,suiexcel6 (25).xls
かき,3161,1kg,2526.922855773838,972,,平成29年2月9日（木）,suiexcel6 (25).xls
冷凍もんごいか,978,1kg,3240,810,,平成29年2月9日（木）,suiexcel6 (25).xls
冷凍たこ,600,1kg,1242,972,,平成29年2月9日（木）,suiexcel6 (25).xls
冷凍えび,2087,1kg,5076,1715,,平成29年2月9日（木）,suiexcel6 (25).xls
塩さば,4013,1kg,648,432,,平成29年2月9日（木）,suiexcel6 (25).xls
塩さけ,1354,1kg,747,747,,平成29年2月9日（木）,suiexcel6 (25).xls
塩すけそうこ,597,1kg,2700,432,,平成29年2月9日（木）,suiexcel6 (25).xls
塩さんま,23,1kg,563,563,,平成29年2月9日（木）,suiexcel6 (25).xls
開干さんま,708,1kg,1096.3130841121495,571,,平成29年2月9日（木）,suiexcel6 (25).xls
開干あじ,288,1kg,1411.0425531914893,648,,平成29年2月9日（木）,suiexcel6 (25).xls
若干かれい,116,1kg,1242,648,,平成29年2月9日（木）,suiexcel6 (25).xls
ちりめん,1545,1kg,2201.0721893491123,864,,平成29年2月9日（木）,suiexcel6 (25).xls
かますごかまあげ,50,1kg,1080,864,,平成29年2月9日（木）,suiexcel6 (25).xls
くろまぐろ,260,1kg,3518,2800,,平成29年2月10日（金）,suiexcel7 (25).xls
きわだ,2961,1kg,3418.3147208121827,200,,平成29年2月10日（金）,suiexcel7 (25).xls
あじ,240,1kg,1075.1525423728813,230,,平成29年2月10日（金）,suiexcel7 (25).xls
さば,10919,1kg,378,270,,平成29年2月10日（金）,suiexcel7 (25).xls
まいわし,3453,1kg,324,216,,平成29年2月10日（金）,suiexcel7 (25).xls
養成ぶり,5715,1kg,1188,700,,平成29年2月10日（金）,suiexcel7 (25).xls
養成まだい,4711,1kg,1624.3363636363636,864,,平成29年2月10日（金）,suiexcel7 (25).xls
さごし,670,1kg,972,621,,平成29年2月10日（金）,suiexcel7 (25).xls
かれい,1431,1kg,6600,508,,平成29年2月10日（金）,suiexcel7 (25).xls
養成はまち,801,1kg,1667.2227074235807,500,,平成29年2月10日（金）,suiexcel7 (25).xls
養成かんぱち,1702,1kg,1782.792,750,,平成29年2月10日（金）,suiexcel7 (25).xls
するめいか,465,1kg,970,810,,平成29年2月10日（金）,suiexcel7 (25).xls
さけ,2117,1kg,2346.7053736874614,756,,平成29年2月10日（金）,suiexcel7 (25).xls
たこ,166,1kg,8200,1700,,平成29年2月10日（金）,suiexcel7 (25).xls
かに,455,1kg,4493.94623655914,2319,,平成29年2月10日（金）,suiexcel7 (25).xls
はまぐり,1015,1kg,2160,432,,平成29年2月10日（金）,suiexcel7 (25).xls
あさり,2657,1kg,996.5740956826137,432,,平成29年2月10日（金）,suiexcel7 (25).xls
かき,6755,1kg,1944,933,,平成29年2月10日（金）,suiexcel7 (25).xls
冷凍もんごいか,1030,1kg,3240,810,,平成29年2月10日（金）,suiexcel7 (25).xls
冷凍たこ,612,1kg,1242,702,,平成29年2月10日（金）,suiexcel7 (25).xls
冷凍えび,2256,1kg,5076,1573,,平成29年2月10日（金）,suiexcel7 (25).xls
塩さば,4013,1kg,648,432,,平成29年2月10日（金）,suiexcel7 (25).xls
塩さけ,1354,1kg,747,747,,平成29年2月10日（金）,suiexcel7 (25).xls
塩すけそうこ,597,1kg,2700,432,,平成29年2月10日（金）,suiexcel7 (25).xls
塩さんま,23,1kg,563,563,,平成29年2月10日（金）,suiexcel7 (25).xls
開干さんま,708,1kg,1096.3130841121495,571,,平成29年2月10日（金）,suiexcel7 (25).xls
開干あじ,388,1kg,1411.0425531914893,648,,平成29年2月10日（金）,suiexcel7 (25).xls
若干かれい,116,1kg,2160,864,,平成29年2月10日（金）,suiexcel7 (25).xls
ちりめん,1645,1kg,2201.0721893491123,864,,平成29年2月10日（金）,suiexcel7 (25).xls
かますごかまあげ,100,1kg,1080,648,,平成29年2月10日（金）,suiexcel7 (25).xls
くろまぐろ,206,1kg,3836.5436893203887,2400,,平成29年2月13日（月）,suiexcel8 (25).xls
きわだ,1370,1kg,2063.614349775785,360,,平成29年2月13日（月）,suiexcel8 (25).xls
あじ,510,1kg,1350,999,,平成29年2月13日（月）,suiexcel8 (25).xls
さば,6258,1kg,864.4310606060606,324,,平成29年2月13日（月）,suiexcel8 (25).xls
まいわし,3275,1kg,216,108,,平成29年2月13日（月）,suiexcel8 (25).xls
養成ぶり,7492,1kg,1188,700,,平成29年2月13日（月）,suiexcel8 (25).xls
養成まだい,6070,1kg,1847.1544324107501,864,,平成29年2月13日（月）,suiexcel8 (25).xls
さごし,116,1kg,908,745,,平成29年2月13日（月）,suiexcel8 (25).xls
かれい,1978,1kg,972,742,,平成29年2月13日（月）,suiexcel8 (25).xls
養成はまち,1297,1kg,1641.0608930987823,500,,平成29年2月13日（月）,suiexcel8 (25).xls
養成かんぱち,2351,1kg,1697.600293901543,800,,平成29年2月13日（月）,suiexcel8 (25).xls
するめいか,155,1kg,1103,1103,,平成29年2月13日（月）,suiexcel8 (25).xls
さけ,2191,1kg,2105.8278965129357,756,,平成29年2月13日（月）,suiexcel8 (25).xls
たこ,166,1kg,13000,1719,,平成29年2月13日（月）,suiexcel8 (25).xls
かに,481,1kg,3348.2791519434627,1188,,平成29年2月13日（月）,suiexcel8 (25).xls
はまぐり,948,1kg,2160,432,,平成29年2月13日（月）,suiexcel8 (25).xls
あさり,4572,1kg,1066.9217877094973,100,,平成29年2月13日（月）,suiexcel8 (25).xls
かき,8203,1kg,1944,837,,平成29年2月13日（月）,suiexcel8 (25).xls
冷凍もんごいか,964,1kg,3240,810,,平成29年2月13日（月）,suiexcel8 (25).xls
冷凍たこ,600,1kg,1242,972,,平成29年2月13日（月）,suiexcel8 (25).xls
冷凍えび,1943,1kg,5076,1472,,平成29年2月13日（月）,suiexcel8 (25).xls
塩さば,2882,1kg,864,540,,平成29年2月13日（月）,suiexcel8 (25).xls
塩さけ,2263,1kg,3196.8947368421054,864,,平成29年2月13日（月）,suiexcel8 (25).xls
塩すけそうこ,662,1kg,2916,519,,平成29年2月13日（月）,suiexcel8 (25).xls
塩さんま,956,1kg,1576.94769874477,876,,平成29年2月13日（月）,suiexcel8 (25).xls
開干さんま,100,1kg,1080,648,,平成29年2月13日（月）,suiexcel8 (25).xls
開干あじ,272,1kg,1080,411,,平成29年2月13日（月）,suiexcel8 (25).xls
若干かれい,100,1kg,864,648,,平成29年2月13日（月）,suiexcel8 (25).xls
ちりめん,1312,1kg,3565.662551440329,1480,,平成29年2月13日（月）,suiexcel8 (25).xls
かますごかまあげ,100,1kg,864,864,,平成29年2月13日（月）,suiexcel8 (25).xls
くろまぐろ,6,1kg,8126,8126,,平成29年2月14日（火）,suiexcel9 (25).xls
きわだ,745,1kg,3285.5926773455376,540,,平成29年2月14日（火）,suiexcel9 (25).xls
あじ,998,1kg,1182,756,,平成29年2月14日（火）,suiexcel9 (25).xls
さば,8249,1kg,594,350,,平成29年2月14日（火）,suiexcel9 (25).xls
まいわし,3403,1kg,338.2523076923077,108,,平成29年2月14日（火）,suiexcel9 (25).xls
養成ぶり,5577,1kg,1188,750,,平成29年2月14日（火）,suiexcel9 (25).xls
養成まだい,4412,1kg,1404,800,,平成29年2月14日（火）,suiexcel9 (25).xls
さごし,1087,1kg,1080,664,,平成29年2月14日（火）,suiexcel9 (25).xls
かれい,2749,1kg,1080,862,,平成29年2月14日（火）,suiexcel9 (25).xls
養成はまち,750,1kg,1535.8064516129032,500,,平成29年2月14日（火）,suiexcel9 (25).xls
養成かんぱち,1412,1kg,1726.994708994709,750,,平成29年2月14日（火）,suiexcel9 (25).xls
するめいか,1030,1kg,908,702,,平成29年2月14日（火）,suiexcel9 (25).xls
さけ,1509,1kg,2138.1647727272725,756,,平成29年2月14日（火）,suiexcel9 (25).xls
たこ,186,1kg,13500,2050,,平成29年2月14日（火）,suiexcel9 (25).xls
かに,364,1kg,5559.976744186047,2852,,平成29年2月14日（火）,suiexcel9 (25).xls
はまぐり,983,1kg,2160,432,,平成29年2月14日（火）,suiexcel9 (25).xls
あさり,3088,1kg,998.2532402791626,100,,平成29年2月14日（火）,suiexcel9 (25).xls
かき,4687,1kg,1944,972,,平成29年2月14日（火）,suiexcel9 (25).xls
冷凍もんごいか,934,1kg,3240,650,,平成29年2月14日（火）,suiexcel9 (25).xls
冷凍たこ,610,1kg,1242,842,,平成29年2月14日（火）,suiexcel9 (25).xls
冷凍えび,1841,1kg,5076,1871,,平成29年2月14日（火）,suiexcel9 (25).xls
塩さば,1888,1kg,864,540,,平成29年2月14日（火）,suiexcel9 (25).xls
塩さけ,3749,1kg,1620,463,,平成29年2月14日（火）,suiexcel9 (25).xls
塩すけそうこ,808,1kg,3421.168458781362,540,,平成29年2月14日（火）,suiexcel9 (25).xls
塩さんま,2265,1kg,405,405,,平成29年2月14日（火）,suiexcel9 (25).xls
開干さんま,644,1kg,1080,477,,平成29年2月14日（火）,suiexcel9 (25).xls
開干あじ,538,1kg,1354.3236714975844,648,,平成29年2月14日（火）,suiexcel9 (25).xls
若干かれい,100,1kg,864,648,,平成29年2月14日（火）,suiexcel9 (25).xls
ちりめん,1408,1kg,2484,1810,,平成29年2月14日（火）,suiexcel9 (25).xls
かますごかまあげ,100,1kg,864,864,,平成29年2月14日（火）,suiexcel9 (25).xls
くろまぐろ,221,1kg,3921.4660633484164,2400,,平成29年2月16日（木）,suiexcel10 (25).xls
きわだ,1695,1kg,3289.149927219796,1080,,平成29年2月16日（木）,suiexcel10 (25).xls
あじ,1192,1kg,648,540,,平成29年2月16日（木）,suiexcel10 (25).xls
さば,9000,1kg,732.8687950165466,378,,平成29年2月16日（木）,suiexcel10 (25).xls
まいわし,2675,1kg,324,202.234545454545,,平成29年2月16日（木）,suiexcel10 (25).xls
養成ぶり,6262,1kg,1188,730,,平成29年2月16日（木）,suiexcel10 (25).xls
養成まだい,5004,1kg,1816.9847009735745,864,,平成29年2月16日（木）,suiexcel10 (25).xls
さごし,492,1kg,972,648,,平成29年2月16日（木）,suiexcel10 (25).xls
かれい,2551,1kg,8900,720.4416365824308,,平成29年2月16日（木）,suiexcel10 (25).xls
養成はまち,808,1kg,1242,900,,平成29年2月16日（木）,suiexcel10 (25).xls
養成かんぱち,1735,1kg,1580.6293103448274,1000,,平成29年2月16日（木）,suiexcel10 (25).xls
するめいか,920,1kg,972,864,,平成29年2月16日（木）,suiexcel10 (25).xls
さけ,6683,1kg,2212.189051343081,756,,平成29年2月16日（木）,suiexcel10 (25).xls
たこ,303,1kg,20000,540,,平成29年2月16日（木）,suiexcel10 (25).xls
かに,611,1kg,3275.27,1713,,平成29年2月16日（木）,suiexcel10 (25).xls
はまぐり,962,1kg,2160,432,,平成29年2月16日（木）,suiexcel10 (25).xls
あさり,3734,1kg,1000.8069620253164,378,,平成29年2月16日（木）,suiexcel10 (25).xls
かき,5982,1kg,1944,187,,平成29年2月16日（木）,suiexcel10 (25).xls
冷凍もんごいか,1372,1kg,3240,801,,平成29年2月16日（木）,suiexcel10 (25).xls
冷凍たこ,600,1kg,1242,972,,平成29年2月16日（木）,suiexcel10 (25).xls
冷凍えび,2482,1kg,5076,1996,,平成29年2月16日（木）,suiexcel10 (25).xls
塩さば,4458,1kg,648,432,,平成29年2月16日（木）,suiexcel10 (25).xls
塩さけ,2688,1kg,1024.3995535714287,700,,平成29年2月16日（木）,suiexcel10 (25).xls
塩すけそうこ,1117,1kg,3740.211699164345,1080,,平成29年2月16日（木）,suiexcel10 (25).xls
開干さんま,867,1kg,1080,506,,平成29年2月16日（木）,suiexcel10 (25).xls
開干あじ,245,1kg,1370.6,648,,平成29年2月16日（木）,suiexcel10 (25).xls
若干かれい,200,1kg,1080,648,,平成29年2月16日（木）,suiexcel10 (25).xls
ちりめん,1198,1kg,2618.712543554007,1100,,平成29年2月16日（木）,suiexcel10 (25).xls
かますごかまあげ,400,1kg,1080,1080,,平成29年2月16日（木）,suiexcel10 (25).xls
くろまぐろ,135,1kg,5663.104,1400,,平成29年2月17日（金）,suiexcel11 (25).xls
きわだ,1239,1kg,3620.3987240829347,840,,平成29年2月17日（金）,suiexcel11 (25).xls
あじ,657,1kg,810,368,,平成29年2月17日（金）,suiexcel11 (25).xls
さば,4697,1kg,754.1064780342517,324,,平成29年2月17日（金）,suiexcel11 (25).xls
まいわし,2608,1kg,270,162,,平成29年2月17日（金）,suiexcel11 (25).xls
養成ぶり,4307,1kg,1188,750,,平成29年2月17日（金）,suiexcel11 (25).xls
養成まだい,4593,1kg,1404,700,,平成29年2月17日（金）,suiexcel11 (25).xls
さごし,434,1kg,972,756,,平成29年2月17日（金）,suiexcel11 (25).xls
かれい,2963,1kg,3300,500,,平成29年2月17日（金）,suiexcel11 (25).xls
養成はまち,829,1kg,1639.0344827586205,500,,平成29年2月17日（金）,suiexcel11 (25).xls
養成かんぱち,1731,1kg,1588.0583333333334,1000,,平成29年2月17日（金）,suiexcel11 (25).xls
するめいか,1885,1kg,886,756,,平成29年2月17日（金）,suiexcel11 (25).xls
さけ,1550,1kg,1713.8370635631154,756,,平成29年2月17日（金）,suiexcel11 (25).xls
たこ,276,1kg,21000,1728,,平成29年2月17日（金）,suiexcel11 (25).xls
かに,310,1kg,4969.25,2557,,平成29年2月17日（金）,suiexcel11 (25).xls
はまぐり,951,1kg,2160,432,,平成29年2月17日（金）,suiexcel11 (25).xls
あさり,2308,1kg,972,378,,平成29年2月17日（金）,suiexcel11 (25).xls
かき,3463,1kg,1944,961,,平成29年2月17日（金）,suiexcel11 (25).xls
冷凍もんごいか,930,1kg,3240,761,,平成29年2月17日（金）,suiexcel11 (25).xls
冷凍たこ,630,1kg,1242,842,,平成29年2月17日（金）,suiexcel11 (25).xls
冷凍えび,1782,1kg,5076,1531,,平成29年2月17日（金）,suiexcel11 (25).xls
塩さば,3636,1kg,648,378,,平成29年2月17日（金）,suiexcel11 (25).xls
塩さけ,1055,1kg,1564.9545023696683,870,,平成29年2月17日（金）,suiexcel11 (25).xls
塩すけそうこ,678,1kg,3542.3267605633805,756,,平成29年2月17日（金）,suiexcel11 (25).xls
塩さんま,375,1kg,446,446,,平成29年2月17日（金）,suiexcel11 (25).xls
開干さんま,663,1kg,1080,496,,平成29年2月17日（金）,suiexcel11 (25).xls
開干あじ,720,1kg,1590.8785942492013,648,,平成29年2月17日（金）,suiexcel11 (25).xls
若干かれい,116,1kg,2376,648,,平成29年2月17日（金）,suiexcel11 (25).xls
ちりめん,722,1kg,2525.121338912134,650,,平成29年2月17日（金）,suiexcel11 (25).xls
かますごかまあげ,240,1kg,3736,800,,平成29年2月17日（金）,suiexcel11 (25).xls
くろまぐろ,343,1kg,3884.274052478134,2500,,平成29年2月18日（土）,suiexcel12 (25).xls
きわだ,851,1kg,2958.906444906445,1296,,平成29年2月18日（土）,suiexcel12 (25).xls
あじ,1053,1Kg,1150,200,,平成29年2月18日（土）,suiexcel12 (25).xls
さば,7012,1Kg,581.2117647058824,216,,平成29年2月18日（土）,suiexcel12 (25).xls
まいわし,3736,1Kg,320.1548387096774,100,,平成29年2月18日（土）,suiexcel12 (25).xls
養成ぶり,4620,1Kg,1188,730,,平成29年2月18日（土）,suiexcel12 (25).xls
養成まだい,5944,1Kg,1614.303310238645,864,,平成29年2月18日（土）,suiexcel12 (25).xls
さごし,540,1Kg,972,540,,平成29年2月18日（土）,suiexcel12 (25).xls
かれい,1231,1Kg,4000,600,,平成29年2月18日（土）,suiexcel12 (25).xls
養成はまち,922,1Kg,1273.2965517241378,900,,平成29年2月18日（土）,suiexcel12 (25).xls
養成かんぱち,2292,1Kg,1984.5687732342008,500,,平成29年2月18日（土）,suiexcel12 (25).xls
するめいか,950,1Kg,876.096,702,,平成29年2月18日（土）,suiexcel12 (25).xls
さけ,1922,1kg,2231.191135734072,756,,平成29年2月18日（土）,suiexcel12 (25).xls
たこ,376,1kg,16000,1296,,平成29年2月18日（土）,suiexcel12 (25).xls
かに,611,1Kg,4380.479166666667,2052,,平成29年2月18日（土）,suiexcel12 (25).xls
はまぐり,972,1Kg,2160,432,,平成29年2月18日（土）,suiexcel12 (25).xls
あさり,2529,1Kg,1007.7591036414565,378,,平成29年2月18日（土）,suiexcel12 (25).xls
かき,6476,1kg,1944,887,,平成29年2月18日（土）,suiexcel12 (25).xls
冷凍もんごいか,1087,1Kg,3240,712.7452830188679,,平成29年2月18日（土）,suiexcel12 (25).xls
冷凍たこ,600,1Kg,1242,972,,平成29年2月18日（土）,suiexcel12 (25).xls
冷凍えび,2185,1Kg,5076,1794,,平成29年2月18日（土）,suiexcel12 (25).xls
塩さば,3208,1kg,648,432,,平成29年2月18日（土）,suiexcel12 (25).xls
塩さけ,872,1kg,906.505733944954,906.5057339449542,,平成29年2月18日（土）,suiexcel12 (25).xls
塩すけそうこ,1176,1Kg,3240,540,,平成29年2月18日（土）,suiexcel12 (25).xls
開干さんま,846,1kg,1080,516,,平成29年2月18日（土）,suiexcel12 (25).xls
開干あじ,487,1kg,1163.8482490272374,609,,平成29年2月18日（土）,suiexcel12 (25).xls
若干かれい,300,1Kg,1080,864,,平成29年2月18日（土）,suiexcel12 (25).xls
ちりめん,968,1kg,2733.534090909091,691,,平成29年2月18日（土）,suiexcel12 (25).xls
かますごかまあげ,200,1Kg,2160,1080,,平成29年2月18日（土）,suiexcel12 (25).xls
くろまぐろ,60,1kg,3662.5333333333338,3000,,平成29年2月20日（月）,suiexcel13 (25).xls
きわだ,1193,1kg,3040.513368983957,400,,平成29年2月20日（月）,suiexcel13 (25).xls
あじ,891,1kg,756,471.746192893401,,平成29年2月20日（月）,suiexcel13 (25).xls
さば,2847,1Kg,511.27929901423875,324,,平成29年2月20日（月）,suiexcel13 (25).xls
まいわし,2303,1Kg,270,162,,平成29年2月20日（月）,suiexcel13 (25).xls
養成ぶり,4810,1Kg,1188,700,,平成29年2月20日（月）,suiexcel13 (25).xls
養成まだい,5329,1kg,1404,800,,平成29年2月20日（月）,suiexcel13 (25).xls
さごし,96,1kg,1037,821,,平成29年2月20日（月）,suiexcel13 (25).xls
かれい,1698,1Kg,1026,621.797822706065,,平成29年2月20日（月）,suiexcel13 (25).xls
養成はまち,1349,1kg,1348.3053221288515,849,,平成29年2月20日（月）,suiexcel13 (25).xls
養成かんぱち,1908,1Kg,1738.2067183462532,800,,平成29年2月20日（月）,suiexcel13 (25).xls
するめいか,2060,1kg,972,824.606763285024,,平成29年2月20日（月）,suiexcel13 (25).xls
さけ,1775,1kg,2109.6167039522743,756,,平成29年2月20日（月）,suiexcel13 (25).xls
たこ,187,1kg,19200,864,,平成29年2月20日（月）,suiexcel13 (25).xls
かに,419,1Kg,6606.6551724137935,1620,,平成29年2月20日（月）,suiexcel13 (25).xls
はまぐり,677,1Kg,2160,432,,平成29年2月20日（月）,suiexcel13 (25).xls
あさり,3798,1Kg,999.9661335841956,378,,平成29年2月20日（月）,suiexcel13 (25).xls
かき,3626,1kg,1944,965,,平成29年2月20日（月）,suiexcel13 (25).xls
冷凍もんごいか,1163,1Kg,3240,810,,平成29年2月20日（月）,suiexcel13 (25).xls
冷凍たこ,600,1Kg,1242,972,,平成29年2月20日（月）,suiexcel13 (25).xls
冷凍えび,1991,1Kg,5076,1783,,平成29年2月20日（月）,suiexcel13 (25).xls
塩さば,3250,1kg,648,385.0795918367347,,平成29年2月20日（月）,suiexcel13 (25).xls
塩さけ,1250,1kg,1756.7616,966,,平成29年2月20日（月）,suiexcel13 (25).xls
塩すけそうこ,1505,1Kg,3240,703,,平成29年2月20日（月）,suiexcel13 (25).xls
塩さんま,45,1kg,400.555555555556,400.55555555555554,,平成29年2月20日（月）,suiexcel13 (25).xls
開干さんま,200,1Kg,1080,648,,平成29年2月20日（月）,suiexcel13 (25).xls
開干あじ,692,1kg,1080,508,,平成29年2月20日（月）,suiexcel13 (25).xls
若干かれい,527,1kg,1080,512,,平成29年2月20日（月）,suiexcel13 (25).xls
ちりめん,2197,1kg,3311.685990338164,324,,平成29年2月20日（月）,suiexcel13 (25).xls
かますごかまあげ,201,1Kg,850,700,,平成29年2月20日（月）,suiexcel13 (25).xls
くろまぐろ,6,1kg,8078.33333333333,8078.333333333333,,平成29年2月21日（火）,suiexcel14 (25).xls
きわだ,1101,1Kg,3038.548672566372,1080,,平成29年2月21日（火）,suiexcel14 (25).xls
あじ,307,1Kg,1188,401.381443298969,,平成29年2月21日（火）,suiexcel14 (25).xls
さば,4740,1Kg,695.8243029984219,302,,平成29年2月21日（火）,suiexcel14 (25).xls
まいわし,2638,1Kg,302,86,,平成29年2月21日（火）,suiexcel14 (25).xls
養成ぶり,5513,1Kg,1227.4801801801802,500,,平成29年2月21日（火）,suiexcel14 (25).xls
養成まだい,4441,1Kg,1404,800,,平成29年2月21日（火）,suiexcel14 (25).xls
さごし,310,1Kg,972,756,,平成29年2月21日（火）,suiexcel14 (25).xls
かれい,2018,1Kg,5000,907,,平成29年2月21日（火）,suiexcel14 (25).xls
養成はまち,719,1Kg,1242,972,,平成29年2月21日（火）,suiexcel14 (25).xls
養成かんぱち,1465,1Kg,1776.8404255319151,800,,平成29年2月21日（火）,suiexcel14 (25).xls
するめいか,300,1kg,1166,932.55652173913,,平成29年2月21日（火）,suiexcel14 (25).xls
さけ,1353,1kg,2559.608269858542,756,,平成29年2月21日（火）,suiexcel14 (25).xls
たこ,199,1kg,17100,1080,,平成29年2月21日（火）,suiexcel14 (25).xls
かに,357,1Kg,4849.440677966101,2484,,平成29年2月21日（火）,suiexcel14 (25).xls
はまぐり,655,1Kg,2160,432,,平成29年2月21日（火）,suiexcel14 (25).xls
あさり,3339,1Kg,1026.5551601423488,378,,平成29年2月21日（火）,suiexcel14 (25).xls
かき,5649,1kg,1944,890,,平成29年2月21日（火）,suiexcel14 (25).xls
冷凍もんごいか,2057,1Kg,5768.500886450234,810,,平成29年2月21日（火）,suiexcel14 (25).xls
冷凍たこ,600,1Kg,1242,972,,平成29年2月21日（火）,suiexcel14 (25).xls
冷凍えび,2050,1Kg,5076,1331,,平成29年2月21日（火）,suiexcel14 (25).xls
塩さば,2206,1Kg,648,432,,平成29年2月21日（火）,suiexcel14 (25).xls
塩さけ,2245,1kg,2160,580,,平成29年2月21日（火）,suiexcel14 (25).xls
塩すけそうこ,548,1Kg,3674.135746606335,972,,平成29年2月21日（火）,suiexcel14 (25).xls
開干さんま,938,1kg,1080,512,,平成29年2月21日（火）,suiexcel14 (25).xls
開干あじ,538,1kg,1428.7166123778502,648,,平成29年2月21日（火）,suiexcel14 (25).xls
若干かれい,100,1Kg,2160,1080,,平成29年2月21日（火）,suiexcel14 (25).xls
ちりめん,2380,1kg,3579.6339869281046,864,,平成29年2月21日（火）,suiexcel14 (25).xls
かますごかまあげ,180,1Kg,1566,756,,平成29年2月21日（火）,suiexcel14 (25).xls
くろまぐろ,290,1kg,3631.645569620253,3000,,平成29年2月23日（木）,suiexcel15 (25).xls
きわだ,773,1kg,3332.980198019802,864,,平成29年2月23日（木）,suiexcel15 (25).xls
あじ,540,1kg,1404,324,,平成29年2月23日（木）,suiexcel15 (25).xls
さば,4940,1kg,735.6351197263398,200,,平成29年2月23日（木）,suiexcel15 (25).xls
まいわし,2305,1kg,324,216,,平成29年2月23日（木）,suiexcel15 (25).xls
養成ぶり,4861,1kg,1188,730,,平成29年2月23日（木）,suiexcel15 (25).xls
養成まだい,5115,1kg,1514.9380300065231,400,,平成29年2月23日（木）,suiexcel15 (25).xls
さごし,454,1kg,1080,845,,平成29年2月23日（木）,suiexcel15 (25).xls
かれい,2484,1kg,4500,669,,平成29年2月23日（木）,suiexcel15 (25).xls
養成はまち,935,1kg,1597.8935185185187,500,,平成29年2月23日（木）,suiexcel15 (25).xls
養成かんぱち,1823,1kg,1666.1327683615818,900,,平成29年2月23日（木）,suiexcel15 (25).xls
するめいか,1255,1kg,1134,947,,平成29年2月23日（木）,suiexcel15 (25).xls
さけ,1503,1kg,2406.9917469050893,1281,,平成29年2月23日（木）,suiexcel15 (25).xls
たこ,288,1kg,16000,1350,,平成29年2月23日（木）,suiexcel15 (25).xls
かに,443,1kg,4279.71974522293,2215,,平成29年2月23日（木）,suiexcel15 (25).xls
はまぐり,775,1kg,2160,432,,平成29年2月23日（木）,suiexcel15 (25).xls
あさり,3881,1kg,981.4224751066856,378,,平成29年2月23日（木）,suiexcel15 (25).xls
かき,3586,1kg,2127.6283084004604,972,,平成29年2月23日（木）,suiexcel15 (25).xls
冷凍もんごいか,954,1kg,3240,756,,平成29年2月23日（木）,suiexcel15 (25).xls
冷凍たこ,610,1kg,1242,842,,平成29年2月23日（木）,suiexcel15 (25).xls
冷凍えび,1653,1kg,5076,1636,,平成29年2月23日（木）,suiexcel15 (25).xls
塩さば,4650,1kg,648,432,,平成29年2月23日（木）,suiexcel15 (25).xls
塩さけ,960,1kg,929.332627118644,700,,平成29年2月23日（木）,suiexcel15 (25).xls
塩すけそうこ,418,1kg,2368.427440633245,1269,,平成29年2月23日（木）,suiexcel15 (25).xls
塩さんま,45,1kg,672,672,,平成29年2月23日（木）,suiexcel15 (25).xls
開干さんま,549,1kg,1011.3136246786632,528,,平成29年2月23日（木）,suiexcel15 (25).xls
開干あじ,553,1kg,1332.836120401338,648,,平成29年2月23日（木）,suiexcel15 (25).xls
若干かれい,258,1kg,1950.2068965517242,648,,平成29年2月23日（木）,suiexcel15 (25).xls
ちりめん,3013,1kg,3647.121140142518,864,,平成29年2月23日（木）,suiexcel15 (25).xls
かますごかまあげ,150,1kg,756,756,,平成29年2月23日（木）,suiexcel15 (25).xls
くろまぐろ,232,1kg,3865.7844827586205,2400,,平成29年2月24日（金）,suiexcel16 (25).xls
きわだ,2335,1Kg,3097.121718377088,540,,平成29年2月24日（金）,suiexcel16 (25).xls
あじ,330,1kg,341.672727272727,341.6727272727273,,平成29年2月24日（金）,suiexcel16 (25).xls
さば,8258,1kg,485.06139438085324,324,,平成29年2月24日（金）,suiexcel16 (25).xls
まいわし,1880,1Kg,270,162,,平成29年2月24日（金）,suiexcel16 (25).xls
養成ぶり,4567,1Kg,1188,750,,平成29年2月24日（金）,suiexcel16 (25).xls
養成まだい,5235,1kg,1404,768,,平成29年2月24日（金）,suiexcel16 (25).xls
さごし,594,1Kg,972,756,,平成29年2月24日（金）,suiexcel16 (25).xls
かれい,383,1Kg,6600,400,,平成29年2月24日（金）,suiexcel16 (25).xls
養成はまち,772,1Kg,1444.0852713178297,700,,平成29年2月24日（金）,suiexcel16 (25).xls
養成かんぱち,1739,1Kg,1701.913606911447,900,,平成29年2月24日（金）,suiexcel16 (25).xls
するめいか,1900,1Kg,918,810,,平成29年2月24日（金）,suiexcel16 (25).xls
さけ,1342,1kg,1699.0399159663866,756,,平成29年2月24日（金）,suiexcel16 (25).xls
たこ,201,1kg,12600,1620,,平成29年2月24日（金）,suiexcel16 (25).xls
かに,563,1Kg,3674.736040609137,1910,,平成29年2月24日（金）,suiexcel16 (25).xls
はまぐり,873,1Kg,2160,432,,平成29年2月24日（金）,suiexcel16 (25).xls
あさり,2438,1Kg,1027.3380084151472,378,,平成29年2月24日（金）,suiexcel16 (25).xls
