品目,数量,単位,高値,安値,主な産地,日付,元ファイル
養成ふぐ,4584,1kg,3600,1080,,令和3年1月6日（水）,suiexcel-1 (26).xls
たこ,149,1kg,1700,740,,令和3年1月6日（水）,suiexcel-1 (26).xls
かに,98,1kg,6480,1650,,令和3年1月6日（水）,suiexcel-1 (26).xls
はまぐり,377,1kg,1944,450,,令和3年1月6日（水）,suiexcel-1 (26).xls
あさり,1508,1kg,1080,324,,令和3年1月6日（水）,suiexcel-1 (26).xls
かき,2233,1kg,3600,550,,令和3年1月6日（水）,suiexcel-1 (26).xls
冷凍もんごいか,438,1kg,3456,972,,令和3年1月6日（水）,suiexcel-1 (26).xls
冷凍たこ,200,1kg,2376,1080,,令和3年1月6日（水）,suiexcel-1 (26).xls
冷凍えび,1296,1kg,3996,648,,令和3年1月6日（水）,suiexcel-1 (26).xls
塩さば,2676,1kg,648,300,,令和3年1月6日（水）,suiexcel-1 (26).xls
塩さけ,1318,1kg,1300,600,,令和3年1月6日（水）,suiexcel-1 (26).xls
塩すけそうこ,205,1kg,2200,1250,,令和3年1月6日（水）,suiexcel-1 (26).xls
開干あじ,259,1kg,1620,650,,令和3年1月6日（水）,suiexcel-1 (26).xls
若干かれい,280,1kg,1800,864,,令和3年1月6日（水）,suiexcel-1 (26).xls
ちりめん,610,1kg,3780,1000,,令和3年1月6日（水）,suiexcel-1 (26).xls
かますごかまあげ,100,1kg,1080,1080,,令和3年1月6日（水）,suiexcel-1 (26).xls
くろまぐろ,70,1kg,2900,2900,,令和3年1月7日（木）,suiexcel-2 (26).xls
きわだ,665,1kg,1900,864,,令和3年1月7日（木）,suiexcel-2 (26).xls
あじ,1496,1kg,1400,250,,令和3年1月7日（木）,suiexcel-2 (26).xls
さば,4283,1kg,1800,300,,令和3年1月7日（木）,suiexcel-2 (26).xls
まいわし,1302,1kg,270,162,,令和3年1月7日（木）,suiexcel-2 (26).xls
養成ぶり,2817,1kg,1188,550,,令和3年1月7日（木）,suiexcel-2 (26).xls
養成まだい,4910,1kg,1188,540,,令和3年1月7日（木）,suiexcel-2 (26).xls
さごし,1620,1kg,432,216,,令和3年1月7日（木）,suiexcel-2 (26).xls
養成はまち,346,1kg,1134,900,,令和3年1月7日（木）,suiexcel-2 (26).xls
養成かんぱち,977,1kg,1512,850,,令和3年1月7日（木）,suiexcel-2 (26).xls
するめいか,730,1kg,918,810,,令和3年1月7日（木）,suiexcel-2 (26).xls
さけ,2751,1kg,1600,500,,令和3年1月7日（木）,suiexcel-2 (26).xls
養成ふぐ,213,1kg,3240,1080,,令和3年1月7日（木）,suiexcel-2 (26).xls
たこ,290,1kg,1512,864,,令和3年1月7日（木）,suiexcel-2 (26).xls
かに,168,1kg,5400,1500,,令和3年1月7日（木）,suiexcel-2 (26).xls
はまぐり,374,1kg,2700,540,,令和3年1月7日（木）,suiexcel-2 (26).xls
あさり,1936,1kg,972,324,,令和3年1月7日（木）,suiexcel-2 (26).xls
かき,2879,1kg,3600,300,,令和3年1月7日（木）,suiexcel-2 (26).xls
冷凍もんごいか,408,1kg,3456,972,,令和3年1月7日（木）,suiexcel-2 (26).xls
冷凍たこ,200,1kg,2376,1080,,令和3年1月7日（木）,suiexcel-2 (26).xls
冷凍えび,1218,1kg,3996,648,,令和3年1月7日（木）,suiexcel-2 (26).xls
塩さば,3410,1kg,648,300,,令和3年1月7日（木）,suiexcel-2 (26).xls
塩さけ,2148,1kg,1188,600,,令和3年1月7日（木）,suiexcel-2 (26).xls
塩すけそうこ,868,1kg,1950,1250,,令和3年1月7日（木）,suiexcel-2 (26).xls
開干あじ,237,1kg,1620,650,,令和3年1月7日（木）,suiexcel-2 (26).xls
若干かれい,216,1kg,1620,864,,令和3年1月7日（木）,suiexcel-2 (26).xls
ちりめん,654,1kg,3780,1200,,令和3年1月7日（木）,suiexcel-2 (26).xls
茹かに,10,1kg,5400,5400,,令和3年1月7日（木）,suiexcel-2 (26).xls
かますごかまあげ,100,1kg,1080,1080,,令和3年1月7日（木）,suiexcel-2 (26).xls
くろまぐろ,103,1kg,2100,2100,,令和3年1月8日（金）,suiexcel-3 (26).xls
きわだ,1170,1kg,2100,432,,令和3年1月8日（金）,suiexcel-3 (26).xls
あじ,390,1kg,1250,594,,令和3年1月8日（金）,suiexcel-3 (26).xls
さば,4396,1kg,1800,300,,令和3年1月8日（金）,suiexcel-3 (26).xls
まいわし,1300,1kg,324,200,,令和3年1月8日（金）,suiexcel-3 (26).xls
養成ぶり,3504,1kg,1188,550,,令和3年1月8日（金）,suiexcel-3 (26).xls
養成まだい,5074,1kg,1188,540,,令和3年1月8日（金）,suiexcel-3 (26).xls
さごし,1283,1kg,432,216,,令和3年1月8日（金）,suiexcel-3 (26).xls
養成はまち,442,1kg,1134,900,,令和3年1月8日（金）,suiexcel-3 (26).xls
養成かんぱち,919,1kg,1512,850,,令和3年1月8日（金）,suiexcel-3 (26).xls
するめいか,420,1kg,1080,750,,令和3年1月8日（金）,suiexcel-3 (26).xls
さけ,2296,1kg,1600,550,,令和3年1月8日（金）,suiexcel-3 (26).xls
養成ふぐ,890,1kg,3500,2000,,令和3年1月8日（金）,suiexcel-3 (26).xls
たこ,223,1kg,1600,756,,令和3年1月8日（金）,suiexcel-3 (26).xls
かに,129,1kg,5400,1500,,令和3年1月8日（金）,suiexcel-3 (26).xls
はまぐり,340,1kg,2700,540,,令和3年1月8日（金）,suiexcel-3 (26).xls
あさり,2124,1kg,1100,324,,令和3年1月8日（金）,suiexcel-3 (26).xls
かき,2986,1kg,3600,300,,令和3年1月8日（金）,suiexcel-3 (26).xls
冷凍もんごいか,500,1kg,3456,972,,令和3年1月8日（金）,suiexcel-3 (26).xls
冷凍たこ,200,1kg,2376,1080,,令和3年1月8日（金）,suiexcel-3 (26).xls
冷凍えび,1601,1kg,3996,648,,令和3年1月8日（金）,suiexcel-3 (26).xls
塩さば,4452,1kg,648,300,,令和3年1月8日（金）,suiexcel-3 (26).xls
塩さけ,1590,1kg,1080,600,,令和3年1月8日（金）,suiexcel-3 (26).xls
塩すけそうこ,376,1kg,1800,1250,,令和3年1月8日（金）,suiexcel-3 (26).xls
塩いわし,1200,1kg,648,540,,令和3年1月8日（金）,suiexcel-3 (26).xls
開干あじ,385,1kg,1620,600,,令和3年1月8日（金）,suiexcel-3 (26).xls
若干かれい,100,1kg,2376,864,,令和3年1月8日（金）,suiexcel-3 (26).xls
ちりめん,265,1kg,2000,1400,,令和3年1月8日（金）,suiexcel-3 (26).xls
茹かに,20,1kg,4860,4860,,令和3年1月8日（金）,suiexcel-3 (26).xls
かますごかまあげ,100,1kg,1080,1080,,令和3年1月8日（金）,suiexcel-3 (26).xls
くろまぐろ,71,1kg,2900,2900,,令和3年1月9日（土）,suiexcel-4 (26).xls
きわだ,1410,1kg,2100,540,,令和3年1月9日（土）,suiexcel-4 (26).xls
さば,3911,1kg,1800,250,,令和3年1月9日（土）,suiexcel-4 (26).xls
まいわし,1700,1kg,378,200,,令和3年1月9日（土）,suiexcel-4 (26).xls
養成ぶり,8115,1kg,1188,550,,令和3年1月9日（土）,suiexcel-4 (26).xls
養成まだい,7500,1kg,1188,540,,令和3年1月9日（土）,suiexcel-4 (26).xls
さごし,940,1kg,450,300,,令和3年1月9日（土）,suiexcel-4 (26).xls
養成はまち,469,1kg,1134,900,,令和3年1月9日（土）,suiexcel-4 (26).xls
養成かんぱち,1101,1kg,1512,850,,令和3年1月9日（土）,suiexcel-4 (26).xls
するめいか,900,1kg,756,648,,令和3年1月9日（土）,suiexcel-4 (26).xls
さけ,3402,1kg,1600,550,,令和3年1月9日（土）,suiexcel-4 (26).xls
養成ふぐ,1124,1kg,3600,2050,,令和3年1月9日（土）,suiexcel-4 (26).xls
たこ,246,1kg,1512,756,,令和3年1月9日（土）,suiexcel-4 (26).xls
かに,138,1kg,7020,1500,,令和3年1月9日（土）,suiexcel-4 (26).xls
はまぐり,458,1kg,2700,540,,令和3年1月9日（土）,suiexcel-4 (26).xls
あさり,2013,1kg,1100,324,,令和3年1月9日（土）,suiexcel-4 (26).xls
かき,5458,1kg,4500,300,,令和3年1月9日（土）,suiexcel-4 (26).xls
冷凍もんごいか,500,1kg,3456,972,,令和3年1月9日（土）,suiexcel-4 (26).xls
冷凍たこ,200,1kg,2376,1080,,令和3年1月9日（土）,suiexcel-4 (26).xls
冷凍えび,1691,1kg,3996,648,,令和3年1月9日（土）,suiexcel-4 (26).xls
塩さば,2572,1kg,1200,432,,令和3年1月9日（土）,suiexcel-4 (26).xls
塩さけ,224,1kg,1188,756,,令和3年1月9日（土）,suiexcel-4 (26).xls
塩すけそうこ,580,1kg,2500,1350,,令和3年1月9日（土）,suiexcel-4 (26).xls
塩いわし,770,1kg,700,550,,令和3年1月9日（土）,suiexcel-4 (26).xls
開干あじ,288,1kg,1620,600,,令和3年1月9日（土）,suiexcel-4 (26).xls
若干かれい,215,1kg,1296,756,,令和3年1月9日（土）,suiexcel-4 (26).xls
ちりめん,664,1kg,3564,1100,,令和3年1月9日（土）,suiexcel-4 (26).xls
かますごかまあげ,100,1kg,1080,756,,令和3年1月9日（土）,suiexcel-4 (26).xls
くろまぐろ,77,1kg,2900,2900,,令和3年1月12日（火）,suiexcel-5 (26).xls
きわだ,1366,1kg,2500,540,,令和3年1月12日（火）,suiexcel-5 (26).xls
あじ,912,1kg,1400,200,,令和3年1月12日（火）,suiexcel-5 (26).xls
さば,5534,1kg,1800,250,,令和3年1月12日（火）,suiexcel-5 (26).xls
まいわし,1737,1kg,350,162,,令和3年1月12日（火）,suiexcel-5 (26).xls
養成ぶり,7525,1kg,1188,550,,令和3年1月12日（火）,suiexcel-5 (26).xls
養成まだい,9306,1kg,1188,540,,令和3年1月12日（火）,suiexcel-5 (26).xls
さごし,1680,1kg,648,432,,令和3年1月12日（火）,suiexcel-5 (26).xls
養成はまち,940,1kg,1134,540,,令和3年1月12日（火）,suiexcel-5 (26).xls
養成かんぱち,1340,1kg,1512,850,,令和3年1月12日（火）,suiexcel-5 (26).xls
するめいか,415,1kg,864,756,,令和3年1月12日（火）,suiexcel-5 (26).xls
さけ,4819,1kg,1300,550,,令和3年1月12日（火）,suiexcel-5 (26).xls
養成ふぐ,657,1kg,3600,2000,,令和3年1月12日（火）,suiexcel-5 (26).xls
たこ,350,1kg,1600,756,,令和3年1月12日（火）,suiexcel-5 (26).xls
かに,122,1kg,5400,1500,,令和3年1月12日（火）,suiexcel-5 (26).xls
はまぐり,343,1kg,2700,540,,令和3年1月12日（火）,suiexcel-5 (26).xls
あさり,2560,1kg,1100,324,,令和3年1月12日（火）,suiexcel-5 (26).xls
かき,5217,1kg,3600,300,,令和3年1月12日（火）,suiexcel-5 (26).xls
冷凍もんごいか,400,1kg,3456,972,,令和3年1月12日（火）,suiexcel-5 (26).xls
冷凍たこ,200,1kg,2376,1080,,令和3年1月12日（火）,suiexcel-5 (26).xls
冷凍えび,1491,1kg,3996,648,,令和3年1月12日（火）,suiexcel-5 (26).xls
塩さば,2800,1kg,648,300,,令和3年1月12日（火）,suiexcel-5 (26).xls
塩さけ,1000,1kg,1300,700,,令和3年1月12日（火）,suiexcel-5 (26).xls
塩すけそうこ,1116,1kg,1900,1250,,令和3年1月12日（火）,suiexcel-5 (26).xls
塩いわし,10,1kg,550,550,,令和3年1月12日（火）,suiexcel-5 (26).xls
開干あじ,866,1kg,1620,450,,令和3年1月12日（火）,suiexcel-5 (26).xls
若干かれい,342,1kg,1620,850,,令和3年1月12日（火）,suiexcel-5 (26).xls
ちりめん,909,1kg,2592,1000,,令和3年1月12日（火）,suiexcel-5 (26).xls
かますごかまあげ,100,1kg,1080,1080,,令和3年1月12日（火）,suiexcel-5 (26).xls
きわだ,504,1kg,1620,540,,令和3年1月13日（水）,suiexcel-6 (26).xls
あじ,1471,1kg,1000,300,,令和3年1月13日（水）,suiexcel-6 (26).xls
さば,3835,1kg,700,250,,令和3年1月13日（水）,suiexcel-6 (26).xls
まいわし,1213,1kg,324,150,,令和3年1月13日（水）,suiexcel-6 (26).xls
養成ぶり,3588,1kg,1188,550,,令和3年1月13日（水）,suiexcel-6 (26).xls
養成まだい,4462,1kg,1188,540,,令和3年1月13日（水）,suiexcel-6 (26).xls
さごし,1560,1kg,648,400,,令和3年1月13日（水）,suiexcel-6 (26).xls
養成はまち,419,1kg,1134,900,,令和3年1月13日（水）,suiexcel-6 (26).xls
養成かんぱち,735,1kg,1512,850,,令和3年1月13日（水）,suiexcel-6 (26).xls
するめいか,1190,1kg,1350,540,,令和3年1月13日（水）,suiexcel-6 (26).xls
さけ,1714,1kg,1300,550,,令和3年1月13日（水）,suiexcel-6 (26).xls
養成ふぐ,270,1kg,3600,1500,,令和3年1月13日（水）,suiexcel-6 (26).xls
たこ,124,1kg,1600,972,,令和3年1月13日（水）,suiexcel-6 (26).xls
かに,82,1kg,6480,1500,,令和3年1月13日（水）,suiexcel-6 (26).xls
はまぐり,257,1kg,2700,540,,令和3年1月13日（水）,suiexcel-6 (26).xls
あさり,1689,1kg,1000,324,,令和3年1月13日（水）,suiexcel-6 (26).xls
かき,2628,1kg,3000,300,,令和3年1月13日（水）,suiexcel-6 (26).xls
冷凍もんごいか,438,1kg,3456,972,,令和3年1月13日（水）,suiexcel-6 (26).xls
冷凍たこ,200,1kg,2376,1080,,令和3年1月13日（水）,suiexcel-6 (26).xls
冷凍えび,1292,1kg,3996,648,,令和3年1月13日（水）,suiexcel-6 (26).xls
塩さば,1298,1kg,648,300,,令和3年1月13日（水）,suiexcel-6 (26).xls
塩さけ,148,1kg,1188,400,,令和3年1月13日（水）,suiexcel-6 (26).xls
塩すけそうこ,202,1kg,2200,1700,,令和3年1月13日（水）,suiexcel-6 (26).xls
開干あじ,375,1kg,1620,650,,令和3年1月13日（水）,suiexcel-6 (26).xls
若干かれい,115,1kg,1620,756,,令和3年1月13日（水）,suiexcel-6 (26).xls
ちりめん,1359,1kg,3240,864,,令和3年1月13日（水）,suiexcel-6 (26).xls
かますごかまあげ,100,1kg,1080,864,,令和3年1月13日（水）,suiexcel-6 (26).xls
くろまぐろ,116,1kg,2900,2200,,令和3年1月14日（木）,suiexcel-7 (26).xls
きわだ,1572,1kg,2000,540,,令和3年1月14日（木）,suiexcel-7 (26).xls
あじ,1165,1kg,1800,300,,令和3年1月14日（木）,suiexcel-7 (26).xls
さば,5926,1kg,1800,216,,令和3年1月14日（木）,suiexcel-7 (26).xls
まいわし,1356,1kg,324,150,,令和3年1月14日（木）,suiexcel-7 (26).xls
養成ぶり,6091,1kg,1188,550,,令和3年1月14日（木）,suiexcel-7 (26).xls
養成まだい,3479,1kg,1188,540,,令和3年1月14日（木）,suiexcel-7 (26).xls
さごし,678,1kg,540,324,,令和3年1月14日（木）,suiexcel-7 (26).xls
養成はまち,450,1kg,1134,540,,令和3年1月14日（木）,suiexcel-7 (26).xls
養成かんぱち,692,1kg,1512,850,,令和3年1月14日（木）,suiexcel-7 (26).xls
するめいか,585,1kg,850,702,,令和3年1月14日（木）,suiexcel-7 (26).xls
さけ,1674,1kg,1450,550,,令和3年1月14日（木）,suiexcel-7 (26).xls
養成ふぐ,458,1kg,3240,2052,,令和3年1月14日（木）,suiexcel-7 (26).xls
たこ,428,1kg,1670,756,,令和3年1月14日（木）,suiexcel-7 (26).xls
かに,90,1kg,4750,2150,,令和3年1月14日（木）,suiexcel-7 (26).xls
はまぐり,312,1kg,2700,300,,令和3年1月14日（木）,suiexcel-7 (26).xls
あさり,2055,1kg,972,324,,令和3年1月14日（木）,suiexcel-7 (26).xls
かき,3232,1kg,3000,300,,令和3年1月14日（木）,suiexcel-7 (26).xls
冷凍もんごいか,400,1kg,3456,972,,令和3年1月14日（木）,suiexcel-7 (26).xls
冷凍たこ,200,1kg,2376,1080,,令和3年1月14日（木）,suiexcel-7 (26).xls
冷凍えび,1471,1kg,3996,648,,令和3年1月14日（木）,suiexcel-7 (26).xls
塩さば,1212,1kg,648,324,,令和3年1月14日（木）,suiexcel-7 (26).xls
塩さけ,1256,1kg,1700,400,,令和3年1月14日（木）,suiexcel-7 (26).xls
塩すけそうこ,378,1kg,2160,1242,,令和3年1月14日（木）,suiexcel-7 (26).xls
塩いわし,1000,1kg,650,550,,令和3年1月14日（木）,suiexcel-7 (26).xls
開干あじ,135,1kg,1620,650,,令和3年1月14日（木）,suiexcel-7 (26).xls
若干かれい,100,1kg,1620,756,,令和3年1月14日（木）,suiexcel-7 (26).xls
ちりめん,842,1kg,3456,756,,令和3年1月14日（木）,suiexcel-7 (26).xls
かますごかまあげ,50,1kg,1080,1080,,令和3年1月14日（木）,suiexcel-7 (26).xls
くろまぐろ,119,1kg,2900,2000,,令和3年1月15日（金）,suiexcel-8 (26).xls
きわだ,1381,1kg,1950,540,,令和3年1月15日（金）,suiexcel-8 (26).xls
あじ,1816,1kg,2500,150,,令和3年1月15日（金）,suiexcel-8 (26).xls
さば,6726,1kg,1800,216,,令和3年1月15日（金）,suiexcel-8 (26).xls
まいわし,1167,1kg,432,150,,令和3年1月15日（金）,suiexcel-8 (26).xls
養成ぶり,5882,1kg,1188,550,,令和3年1月15日（金）,suiexcel-8 (26).xls
養成まだい,4804,1kg,1188,540,,令和3年1月15日（金）,suiexcel-8 (26).xls
さごし,1070,1kg,648,400,,令和3年1月15日（金）,suiexcel-8 (26).xls
養成はまち,469,1kg,1134,540,,令和3年1月15日（金）,suiexcel-8 (26).xls
養成かんぱち,841,1kg,1512,850,,令和3年1月15日（金）,suiexcel-8 (26).xls
するめいか,975,1kg,810,702,,令和3年1月15日（金）,suiexcel-8 (26).xls
さけ,1734,1kg,1600,550,,令和3年1月15日（金）,suiexcel-8 (26).xls
養成ふぐ,635,1kg,3500,2052,,令和3年1月15日（金）,suiexcel-8 (26).xls
たこ,332,1kg,1404,420,,令和3年1月15日（金）,suiexcel-8 (26).xls
かに,164,1kg,4550,2150,,令和3年1月15日（金）,suiexcel-8 (26).xls
はまぐり,370,1kg,2700,300,,令和3年1月15日（金）,suiexcel-8 (26).xls
あさり,2058,1kg,972,324,,令和3年1月15日（金）,suiexcel-8 (26).xls
かき,3153,1kg,3000,300,,令和3年1月15日（金）,suiexcel-8 (26).xls
冷凍もんごいか,400,1kg,3456,972,,令和3年1月15日（金）,suiexcel-8 (26).xls
冷凍たこ,200,1kg,2376,1080,,令和3年1月15日（金）,suiexcel-8 (26).xls
冷凍えび,1343,1kg,3996,648,,令和3年1月15日（金）,suiexcel-8 (26).xls
塩さば,1026,1kg,750,400,,令和3年1月15日（金）,suiexcel-8 (26).xls
塩さけ,3316,1kg,1188,400,,令和3年1月15日（金）,suiexcel-8 (26).xls
塩すけそうこ,305,1kg,2000,1350,,令和3年1月15日（金）,suiexcel-8 (26).xls
塩いわし,10,1kg,550,550,,令和3年1月15日（金）,suiexcel-8 (26).xls
開干あじ,247,1kg,1620,650,,令和3年1月15日（金）,suiexcel-8 (26).xls
若干かれい,215,1kg,1404,864,,令和3年1月15日（金）,suiexcel-8 (26).xls
ちりめん,595,1kg,3672,540,,令和3年1月15日（金）,suiexcel-8 (26).xls
かますごかまあげ,50,1kg,1080,1080,,令和3年1月15日（金）,suiexcel-8 (26).xls
くろまぐろ,70,1kg,2900,2900,,令和3年1月16日（土）,suiexcel-9 (26).xls
きわだ,1061,1kg,1296,540,,令和3年1月16日（土）,suiexcel-9 (26).xls
あじ,1268,1kg,1300,200,,令和3年1月16日（土）,suiexcel-9 (26).xls
さば,4183,1kg,1800,162,,令和3年1月16日（土）,suiexcel-9 (26).xls
まいわし,1653,1kg,270,150,,令和3年1月16日（土）,suiexcel-9 (26).xls
養成ぶり,7987,1kg,1188,550,,令和3年1月16日（土）,suiexcel-9 (26).xls
養成まだい,6148,1kg,1188,540,,令和3年1月16日（土）,suiexcel-9 (26).xls
さごし,630,1kg,648,432,,令和3年1月16日（土）,suiexcel-9 (26).xls
養成はまち,507,1kg,1134,900,,令和3年1月16日（土）,suiexcel-9 (26).xls
養成かんぱち,1030,1kg,1512,432,,令和3年1月16日（土）,suiexcel-9 (26).xls
するめいか,1511,1kg,1300,540,,令和3年1月16日（土）,suiexcel-9 (26).xls
さけ,2292,1kg,1300,550,,令和3年1月16日（土）,suiexcel-9 (26).xls
養成ふぐ,1178,1kg,3500,2052,,令和3年1月16日（土）,suiexcel-9 (26).xls
たこ,304,1kg,1620,540,,令和3年1月16日（土）,suiexcel-9 (26).xls
かに,103,1kg,5000,1800,,令和3年1月16日（土）,suiexcel-9 (26).xls
はまぐり,380,1kg,2700,540,,令和3年1月16日（土）,suiexcel-9 (26).xls
あさり,2090,1kg,1000,324,,令和3年1月16日（土）,suiexcel-9 (26).xls
かき,5506,1kg,3000,300,,令和3年1月16日（土）,suiexcel-9 (26).xls
冷凍もんごいか,400,1kg,3456,972,,令和3年1月16日（土）,suiexcel-9 (26).xls
冷凍たこ,360,1kg,2376,800,,令和3年1月16日（土）,suiexcel-9 (26).xls
冷凍えび,1363,1kg,3996,648,,令和3年1月16日（土）,suiexcel-9 (26).xls
塩さば,3348,1kg,650,400,,令和3年1月16日（土）,suiexcel-9 (26).xls
塩さけ,2884,1kg,1404,400,,令和3年1月16日（土）,suiexcel-9 (26).xls
塩すけそうこ,808,1kg,2100,1200,,令和3年1月16日（土）,suiexcel-9 (26).xls
塩いわし,1950,1kg,702,540,,令和3年1月16日（土）,suiexcel-9 (26).xls
開干あじ,257,1kg,1620,650,,令和3年1月16日（土）,suiexcel-9 (26).xls
若干かれい,100,1kg,1620,864,,令和3年1月16日（土）,suiexcel-9 (26).xls
ちりめん,315,1kg,2000,1000,,令和3年1月16日（土）,suiexcel-9 (26).xls
かますごかまあげ,100,1kg,1080,1080,,令和3年1月16日（土）,suiexcel-9 (26).xls
くろまぐろ,38,1kg,2800,2300,,令和3年1月18日（月）,suiexcel-10 (26).xls
きわだ,1453,1kg,1600,540,,令和3年1月18日（月）,suiexcel-10 (26).xls
あじ,1463,1kg,600,270,,令和3年1月18日（月）,suiexcel-10 (26).xls
さば,3350,1kg,450,250,,令和3年1月18日（月）,suiexcel-10 (26).xls
まいわし,1490,1kg,432,150,,令和3年1月18日（月）,suiexcel-10 (26).xls
養成ぶり,7364,1kg,1188,550,,令和3年1月18日（月）,suiexcel-10 (26).xls
養成まだい,5208,1kg,1188,540,,令和3年1月18日（月）,suiexcel-10 (26).xls
さごし,250,1kg,648,432,,令和3年1月18日（月）,suiexcel-10 (26).xls
養成はまち,832,1kg,1134,540,,令和3年1月18日（月）,suiexcel-10 (26).xls
養成かんぱち,1017,1kg,1512,648,,令和3年1月18日（月）,suiexcel-10 (26).xls
するめいか,945,1kg,1150,648,,令和3年1月18日（月）,suiexcel-10 (26).xls
さけ,3569,1kg,1600,550,,令和3年1月18日（月）,suiexcel-10 (26).xls
養成ふぐ,222,1kg,3300,2052,,令和3年1月18日（月）,suiexcel-10 (26).xls
たこ,175,1kg,1620,756,,令和3年1月18日（月）,suiexcel-10 (26).xls
かに,139,1kg,5000,2100,,令和3年1月18日（月）,suiexcel-10 (26).xls
はまぐり,799,1kg,2700,300,,令和3年1月18日（月）,suiexcel-10 (26).xls
あさり,2512,1kg,1100,324,,令和3年1月18日（月）,suiexcel-10 (26).xls
かき,3477,1kg,3300,300,,令和3年1月18日（月）,suiexcel-10 (26).xls
冷凍もんごいか,500,1kg,3456,972,,令和3年1月18日（月）,suiexcel-10 (26).xls
冷凍たこ,200,1kg,2376,1080,,令和3年1月18日（月）,suiexcel-10 (26).xls
冷凍えび,1653,1kg,3996,648,,令和3年1月18日（月）,suiexcel-10 (26).xls
塩さば,2624,1kg,648,324,,令和3年1月18日（月）,suiexcel-10 (26).xls
塩さけ,776,1kg,1188,550,,令和3年1月18日（月）,suiexcel-10 (26).xls
塩すけそうこ,299,1kg,3250,1100,,令和3年1月18日（月）,suiexcel-10 (26).xls
塩いわし,5100,1kg,702,300,,令和3年1月18日（月）,suiexcel-10 (26).xls
開干あじ,252,1kg,1620,600,,令和3年1月18日（月）,suiexcel-10 (26).xls
若干かれい,216,1kg,1836,864,,令和3年1月18日（月）,suiexcel-10 (26).xls
ちりめん,732,1kg,3240,540,,令和3年1月18日（月）,suiexcel-10 (26).xls
かますごかまあげ,100,1kg,1080,1080,,令和3年1月18日（月）,suiexcel-10 (26).xls
きわだ,2108,1kg,1836,500,,令和3年1月19日（火）,suiexcel-11 (24).xls
