品目,数量,単位,高値,安値,主な産地,日付,元ファイル
きわだ,1992,1kg,1500,432,,令和3年2月16日（火）,suiexcel-11 (28).xls
あじ,575,1kg,2000,300,,令和3年2月16日（火）,suiexcel-11 (28).xls
さば,4741,1kg,1800,150,,令和3年2月16日（火）,suiexcel-11 (28).xls
まいわし,1009,1kg,250,108,,令和3年2月16日（火）,suiexcel-11 (28).xls
養成ぶり,3587,1kg,1188,500,,令和3年2月16日（火）,suiexcel-11 (28).xls
養成まだい,5247,1kg,1188,540,,令和3年2月16日（火）,suiexcel-11 (28).xls
さごし,360,1kg,756,540,,令和3年2月16日（火）,suiexcel-11 (28).xls
かれい,7632,1kg,2000,150,,令和3年2月16日（火）,suiexcel-11 (28).xls
養成はまち,464,1kg,1134,850,,令和3年2月16日（火）,suiexcel-11 (28).xls
養成かんぱち,695,1kg,1300,850,,令和3年2月16日（火）,suiexcel-11 (28).xls
するめいか,3026,1kg,850,594,,令和3年2月16日（火）,suiexcel-11 (28).xls
さけ,2292,1kg,1600,500,,令和3年2月16日（火）,suiexcel-11 (28).xls
たこ,191,1kg,3000,648,,令和3年2月16日（火）,suiexcel-11 (28).xls
かに,228,1kg,5000,1800,,令和3年2月16日（火）,suiexcel-11 (28).xls
はまぐり,335,1kg,2700,540,,令和3年2月16日（火）,suiexcel-11 (28).xls
あさり,3012,1kg,1100,324,,令和3年2月16日（火）,suiexcel-11 (28).xls
かき,3311,1kg,2400,300,,令和3年2月16日（火）,suiexcel-11 (28).xls
冷凍もんごいか,458,1kg,3456,1026,,令和3年2月16日（火）,suiexcel-11 (28).xls
冷凍たこ,200,1kg,2160,756,,令和3年2月16日（火）,suiexcel-11 (28).xls
冷凍えび,1572,1kg,3780,756,,令和3年2月16日（火）,suiexcel-11 (28).xls
塩さば,1834,1kg,750,400,,令和3年2月16日（火）,suiexcel-11 (28).xls
塩さけ,2750,1kg,1620,540,,令和3年2月16日（火）,suiexcel-11 (28).xls
塩すけそうこ,379,1kg,2300,850,,令和3年2月16日（火）,suiexcel-11 (28).xls
開干さんま,301,1kg,1800,600,,令和3年2月16日（火）,suiexcel-11 (28).xls
開干あじ,663,1kg,1620,600,,令和3年2月16日（火）,suiexcel-11 (28).xls
若干かれい,243,1kg,1944,864,,令和3年2月16日（火）,suiexcel-11 (28).xls
ちりめん,592,1kg,3240,1150,,令和3年2月16日（火）,suiexcel-11 (28).xls
かますごかまあげ,136,1kg,1620,864,,令和3年2月16日（火）,suiexcel-11 (28).xls
くろまぐろ,154,1kg,2750,1300,,令和3年3月29日（月）,suiexcel-19 (26).xls
きわだ,1081,1kg,2300,540,,令和3年3月29日（月）,suiexcel-19 (26).xls
あじ,1401,1kg,600,250,,令和3年3月29日（月）,suiexcel-19 (26).xls
さば,2251,1kg,1800,200,,令和3年3月29日（月）,suiexcel-19 (26).xls
まいわし,2662,1kg,216,100,,令和3年3月29日（月）,suiexcel-19 (26).xls
養成ぶり,732,1kg,1188,600,,令和3年3月29日（月）,suiexcel-19 (26).xls
養成まだい,7068,1kg,1188,250,,令和3年3月29日（月）,suiexcel-19 (26).xls
さごし,500,1kg,1080,864,,令和3年3月29日（月）,suiexcel-19 (26).xls
かれい,1220,1kg,800,324,,令和3年3月29日（月）,suiexcel-19 (26).xls
養成はまち,899,1kg,1134,540,,令和3年3月29日（月）,suiexcel-19 (26).xls
養成かんぱち,1090,1kg,1300,700,,令和3年3月29日（月）,suiexcel-19 (26).xls
するめいか,3040,1kg,850,450,,令和3年3月29日（月）,suiexcel-19 (26).xls
さけ,3049,1kg,1700,1000,,令和3年3月29日（月）,suiexcel-19 (26).xls
たこ,154,1kg,4300,1000,,令和3年3月29日（月）,suiexcel-19 (26).xls
かに,469,1kg,4550,432,,令和3年3月29日（月）,suiexcel-19 (26).xls
はまぐり,349,1kg,2700,648,,令和3年3月29日（月）,suiexcel-19 (26).xls
あさり,4155,1kg,972,324,,令和3年3月29日（月）,suiexcel-19 (26).xls
かき,1717,1kg,2400,400,,令和3年3月29日（月）,suiexcel-19 (26).xls
冷凍もんごいか,300,1kg,3348,972,,令和3年3月29日（月）,suiexcel-19 (26).xls
冷凍たこ,1645,1kg,2376,900,,令和3年3月29日（月）,suiexcel-19 (26).xls
冷凍えび,1644,1kg,3780,648,,令和3年3月29日（月）,suiexcel-19 (26).xls
塩さば,2330,1kg,750,250,,令和3年3月29日（月）,suiexcel-19 (26).xls
塩さけ,3680,1kg,1000,300,,令和3年3月29日（月）,suiexcel-19 (26).xls
塩すけそうこ,361,1kg,2200,800,,令和3年3月29日（月）,suiexcel-19 (26).xls
開干さんま,263,1kg,1620,350,,令和3年3月29日（月）,suiexcel-19 (26).xls
開干あじ,303,1kg,3200,600,,令和3年3月29日（月）,suiexcel-19 (26).xls
ちりめん,1115,1kg,2592,800,,令和3年3月29日（月）,suiexcel-19 (26).xls
かますごかまあげ,160,1kg,1800,1250,,令和3年3月29日（月）,suiexcel-19 (26).xls
くろまぐろ,109,1kg,2500,2200,,令和3年2月18日（木）,suiexcel-12 (28).xls
きわだ,1527,1kg,1404,400,,令和3年2月18日（木）,suiexcel-12 (28).xls
あじ,1389,1kg,1150,300,,令和3年2月18日（木）,suiexcel-12 (28).xls
さば,4318,1kg,1800,150,,令和3年2月18日（木）,suiexcel-12 (28).xls
まいわし,208,1kg,432,324,,令和3年2月18日（木）,suiexcel-12 (28).xls
養成ぶり,3746,1kg,1188,500,,令和3年2月18日（木）,suiexcel-12 (28).xls
養成まだい,5118,1kg,1188,540,,令和3年2月18日（木）,suiexcel-12 (28).xls
さごし,220,1kg,648,432,,令和3年2月18日（木）,suiexcel-12 (28).xls
かれい,2285,1kg,1750,216,,令和3年2月18日（木）,suiexcel-12 (28).xls
養成はまち,696,1kg,1134,850,,令和3年2月18日（木）,suiexcel-12 (28).xls
養成かんぱち,996,1kg,1300,850,,令和3年2月18日（木）,suiexcel-12 (28).xls
するめいか,2330,1kg,950,550,,令和3年2月18日（木）,suiexcel-12 (28).xls
さけ,2596,1kg,1450,500,,令和3年2月18日（木）,suiexcel-12 (28).xls
たこ,179,1kg,2000,648,,令和3年2月18日（木）,suiexcel-12 (28).xls
かに,305,1kg,4600,900,,令和3年2月18日（木）,suiexcel-12 (28).xls
はまぐり,315,1kg,3240,540,,令和3年2月18日（木）,suiexcel-12 (28).xls
あさり,3216,1kg,972,324,,令和3年2月18日（木）,suiexcel-12 (28).xls
かき,3432,1kg,2160,300,,令和3年2月18日（木）,suiexcel-12 (28).xls
冷凍もんごいか,400,1kg,3456,1026,,令和3年2月18日（木）,suiexcel-12 (28).xls
冷凍たこ,200,1kg,2160,756,,令和3年2月18日（木）,suiexcel-12 (28).xls
冷凍えび,1974,1kg,3780,756,,令和3年2月18日（木）,suiexcel-12 (28).xls
塩さば,3372,1kg,648,324,,令和3年2月18日（木）,suiexcel-12 (28).xls
塩さけ,2510,1kg,1188,550,,令和3年2月18日（木）,suiexcel-12 (28).xls
塩すけそうこ,520,1kg,2300,850,,令和3年2月18日（木）,suiexcel-12 (28).xls
開干さんま,432,1kg,1620,350,,令和3年2月18日（木）,suiexcel-12 (28).xls
開干あじ,251,1kg,1620,600,,令和3年2月18日（木）,suiexcel-12 (28).xls
若干かれい,431,1kg,1620,864,,令和3年2月18日（木）,suiexcel-12 (28).xls
ちりめん,400,1kg,3564,702,,令和3年2月18日（木）,suiexcel-12 (28).xls
かますごかまあげ,202,1kg,1296,756,,令和3年2月18日（木）,suiexcel-12 (28).xls
くろまぐろ,57,1kg,2000,2000,,令和3年2月19日（金）,suiexcel-13 (28).xls
きわだ,1895,1kg,1700,540,,令和3年2月19日（金）,suiexcel-13 (28).xls
あじ,413,1kg,1650,540,,令和3年2月19日（金）,suiexcel-13 (28).xls
さば,4432,1kg,1800,150,,令和3年2月19日（金）,suiexcel-13 (28).xls
まいわし,660,1kg,432,200,,令和3年2月19日（金）,suiexcel-13 (28).xls
養成ぶり,2898,1kg,1188,500,,令和3年2月19日（金）,suiexcel-13 (28).xls
養成まだい,4406,1kg,1188,540,,令和3年2月19日（金）,suiexcel-13 (28).xls
さごし,450,1kg,756,540,,令和3年2月19日（金）,suiexcel-13 (28).xls
かれい,339,1kg,2000,108,,令和3年2月19日（金）,suiexcel-13 (28).xls
養成はまち,471,1kg,1134,850,,令和3年2月19日（金）,suiexcel-13 (28).xls
養成かんぱち,818,1kg,1300,850,,令和3年2月19日（金）,suiexcel-13 (28).xls
するめいか,1345,1kg,950,648,,令和3年2月19日（金）,suiexcel-13 (28).xls
さけ,2370,1kg,1600,500,,令和3年2月19日（金）,suiexcel-13 (28).xls
たこ,138,1kg,1800,756,,令和3年2月19日（金）,suiexcel-13 (28).xls
かに,254,1kg,4550,900,,令和3年2月19日（金）,suiexcel-13 (28).xls
はまぐり,300,1kg,3240,540,,令和3年2月19日（金）,suiexcel-13 (28).xls
あさり,3004,1kg,1200,324,,令和3年2月19日（金）,suiexcel-13 (28).xls
かき,2924,1kg,5000,300,,令和3年2月19日（金）,suiexcel-13 (28).xls
冷凍もんごいか,400,1kg,3456,1026,,令和3年2月19日（金）,suiexcel-13 (28).xls
冷凍たこ,200,1kg,2160,756,,令和3年2月19日（金）,suiexcel-13 (28).xls
冷凍えび,1518,1kg,3780,756,,令和3年2月19日（金）,suiexcel-13 (28).xls
塩さば,2282,1kg,750,400,,令和3年2月19日（金）,suiexcel-13 (28).xls
塩さけ,1504,1kg,1188,550,,令和3年2月19日（金）,suiexcel-13 (28).xls
塩すけそうこ,313,1kg,1850,1650,,令和3年2月19日（金）,suiexcel-13 (28).xls
開干さんま,262,1kg,1620,350,,令和3年2月19日（金）,suiexcel-13 (28).xls
開干あじ,329,1kg,1620,600,,令和3年2月19日（金）,suiexcel-13 (28).xls
若干かれい,388,1kg,1620,972,,令和3年2月19日（金）,suiexcel-13 (28).xls
ちりめん,506,1kg,2500,900,,令和3年2月19日（金）,suiexcel-13 (28).xls
かますごかまあげ,140,1kg,1188,850,,令和3年2月19日（金）,suiexcel-13 (28).xls
きわだ,962,1kg,1900,540,,令和3年3月30日（火）,suiexcel-20 (20).xls
あじ,2276,1kg,600,250,,令和3年3月30日（火）,suiexcel-20 (20).xls
さば,2938,1kg,1800,200,,令和3年3月30日（火）,suiexcel-20 (20).xls
まいわし,2247,1kg,216,100,,令和3年3月30日（火）,suiexcel-20 (20).xls
養成ぶり,1126,1kg,1188,650,,令和3年3月30日（火）,suiexcel-20 (20).xls
養成まだい,6266,1kg,1296,300,,令和3年3月30日（火）,suiexcel-20 (20).xls
さごし,740,1kg,756,400,,令和3年3月30日（火）,suiexcel-20 (20).xls
かれい,3104,1kg,2400,300,,令和3年3月30日（火）,suiexcel-20 (20).xls
養成はまち,521,1kg,1134,648,,令和3年3月30日（火）,suiexcel-20 (20).xls
養成かんぱち,803,1kg,1300,650,,令和3年3月30日（火）,suiexcel-20 (20).xls
するめいか,1965,1kg,1050,550,,令和3年3月30日（火）,suiexcel-20 (20).xls
さけ,2764,1kg,1600,350,,令和3年3月30日（火）,suiexcel-20 (20).xls
たこ,173,1kg,4300,400,,令和3年3月30日（火）,suiexcel-20 (20).xls
かに,151,1kg,4550,500,,令和3年3月30日（火）,suiexcel-20 (20).xls
はまぐり,377,1kg,2700,648,,令和3年3月30日（火）,suiexcel-20 (20).xls
あさり,3773,1kg,972,324,,令和3年3月30日（火）,suiexcel-20 (20).xls
かき,1609,1kg,2400,400,,令和3年3月30日（火）,suiexcel-20 (20).xls
冷凍もんごいか,308,1kg,3348,972,,令和3年3月30日（火）,suiexcel-20 (20).xls
冷凍たこ,195,1kg,2376,700,,令和3年3月30日（火）,suiexcel-20 (20).xls
冷凍えび,1487,1kg,3780,648,,令和3年3月30日（火）,suiexcel-20 (20).xls
塩さば,2998,1kg,750,250,,令和3年3月30日（火）,suiexcel-20 (20).xls
塩さけ,340,1kg,1080,700,,令和3年3月30日（火）,suiexcel-20 (20).xls
塩すけそうこ,737,1kg,2000,550,,令和3年3月30日（火）,suiexcel-20 (20).xls
開干さんま,338,1kg,1900,350,,令和3年3月30日（火）,suiexcel-20 (20).xls
開干あじ,223,1kg,1620,650,,令和3年3月30日（火）,suiexcel-20 (20).xls
ちりめん,230,1kg,3672,500,,令和3年3月30日（火）,suiexcel-20 (20).xls
きわだ,1815,1kg,1500,432,,令和3年2月20日（土）,suiexcel-14 (28).xls
あじ,451,1kg,2000,810,,令和3年2月20日（土）,suiexcel-14 (28).xls
さば,4993,1kg,1800,150,,令和3年2月20日（土）,suiexcel-14 (28).xls
まいわし,1620,1kg,324,200,,令和3年2月20日（土）,suiexcel-14 (28).xls
養成ぶり,4557,1kg,1188,500,,令和3年2月20日（土）,suiexcel-14 (28).xls
養成まだい,7169,1kg,1188,540,,令和3年2月20日（土）,suiexcel-14 (28).xls
さごし,400,1kg,756,540,,令和3年2月20日（土）,suiexcel-14 (28).xls
かれい,411,1kg,2000,400,,令和3年2月20日（土）,suiexcel-14 (28).xls
養成はまち,1004,1kg,1134,702,,令和3年2月20日（土）,suiexcel-14 (28).xls
養成かんぱち,1030,1kg,1300,850,,令和3年2月20日（土）,suiexcel-14 (28).xls
するめいか,1410,1kg,950,650,,令和3年2月20日（土）,suiexcel-14 (28).xls
さけ,3302,1kg,1600,500,,令和3年2月20日（土）,suiexcel-14 (28).xls
たこ,151,1kg,2000,756,,令和3年2月20日（土）,suiexcel-14 (28).xls
かに,379,1kg,5000,750,,令和3年2月20日（土）,suiexcel-14 (28).xls
はまぐり,248,1kg,3240,540,,令和3年2月20日（土）,suiexcel-14 (28).xls
あさり,2832,1kg,1200,324,,令和3年2月20日（土）,suiexcel-14 (28).xls
かき,4653,1kg,3000,300,,令和3年2月20日（土）,suiexcel-14 (28).xls
冷凍もんごいか,300,1kg,3456,1026,,令和3年2月20日（土）,suiexcel-14 (28).xls
冷凍たこ,200,1kg,2160,756,,令和3年2月20日（土）,suiexcel-14 (28).xls
冷凍えび,1285,1kg,3780,756,,令和3年2月20日（土）,suiexcel-14 (28).xls
塩さば,2811,1kg,1050,400,,令和3年2月20日（土）,suiexcel-14 (28).xls
塩さけ,2776,1kg,1250,550,,令和3年2月20日（土）,suiexcel-14 (28).xls
塩すけそうこ,561,1kg,2400,1150,,令和3年2月20日（土）,suiexcel-14 (28).xls
開干さんま,387,1kg,1900,350,,令和3年2月20日（土）,suiexcel-14 (28).xls
開干あじ,289,1kg,1620,600,,令和3年2月20日（土）,suiexcel-14 (28).xls
若干かれい,200,1kg,1620,972,,令和3年2月20日（土）,suiexcel-14 (28).xls
ちりめん,153,1kg,2400,900,,令和3年2月20日（土）,suiexcel-14 (28).xls
かますごかまあげ,54,1kg,1296,1050,,令和3年2月20日（土）,suiexcel-14 (28).xls
きわだ,1908,1kg,1500,432,,令和3年2月22日（月）,suiexcel-15 (28).xls
あじ,3645,1kg,1000,324,,令和3年2月22日（月）,suiexcel-15 (28).xls
さば,1530,1kg,378,270,,令和3年2月22日（月）,suiexcel-15 (28).xls
まいわし,600,1kg,267,234,,令和3年2月22日（月）,suiexcel-15 (28).xls
養成ぶり,4931,1kg,1188,500,,令和3年2月22日（月）,suiexcel-15 (28).xls
養成まだい,6609,1kg,1188,540,,令和3年2月22日（月）,suiexcel-15 (28).xls
さごし,600,1kg,756,540,,令和3年2月22日（月）,suiexcel-15 (28).xls
かれい,1800,1kg,972,756,,令和3年2月22日（月）,suiexcel-15 (28).xls
養成はまち,781,1kg,1134,850,,令和3年2月22日（月）,suiexcel-15 (28).xls
養成かんぱち,1033,1kg,1300,850,,令和3年2月22日（月）,suiexcel-15 (28).xls
するめいか,670,1kg,1040,900,,令和3年2月22日（月）,suiexcel-15 (28).xls
さけ,3864,1kg,1600,500,,令和3年2月22日（月）,suiexcel-15 (28).xls
たこ,223,1kg,2000,540,,令和3年2月22日（月）,suiexcel-15 (28).xls
かに,50,1kg,4752,4536,,令和3年2月22日（月）,suiexcel-15 (28).xls
はまぐり,380,1kg,3780,540,,令和3年2月22日（月）,suiexcel-15 (28).xls
あさり,3306,1kg,1200,324,,令和3年2月22日（月）,suiexcel-15 (28).xls
かき,3211,1kg,3000,300,,令和3年2月22日（月）,suiexcel-15 (28).xls
冷凍もんごいか,416,1kg,3456,1026,,令和3年2月22日（月）,suiexcel-15 (28).xls
冷凍たこ,200,1kg,2160,756,,令和3年2月22日（月）,suiexcel-15 (28).xls
冷凍えび,1497,1kg,3780,756,,令和3年2月22日（月）,suiexcel-15 (28).xls
塩さば,1974,1kg,1050,400,,令和3年2月22日（月）,suiexcel-15 (28).xls
塩さけ,1904,1kg,1250,550,,令和3年2月22日（月）,suiexcel-15 (28).xls
塩すけそうこ,393,1kg,2400,1150,,令和3年2月22日（月）,suiexcel-15 (28).xls
開干さんま,357,1kg,1900,350,,令和3年2月22日（月）,suiexcel-15 (28).xls
開干あじ,446,1kg,1620,600,,令和3年2月22日（月）,suiexcel-15 (28).xls
若干かれい,200,1kg,1620,756,,令和3年2月22日（月）,suiexcel-15 (28).xls
ちりめん,567,1kg,2400,1250,,令和3年2月22日（月）,suiexcel-15 (28).xls
かますごかまあげ,230,1kg,1188,1000,,令和3年2月22日（月）,suiexcel-15 (28).xls
くろまぐろ,136,1kg,1700,1500,,令和3年2月24日（水）,suiexcel-16 (28).xls
きわだ,1106,1kg,1700,432,,令和3年2月24日（水）,suiexcel-16 (28).xls
あじ,2314,1kg,1200,300,,令和3年2月24日（水）,suiexcel-16 (28).xls
さば,4046,1kg,850,250,,令和3年2月24日（水）,suiexcel-16 (28).xls
まいわし,1911,1kg,300,162,,令和3年2月24日（水）,suiexcel-16 (28).xls
養成ぶり,3484,1kg,1188,500,,令和3年2月24日（水）,suiexcel-16 (28).xls
養成まだい,5941,1kg,1188,540,,令和3年2月24日（水）,suiexcel-16 (28).xls
さごし,507,1kg,864,648,,令和3年2月24日（水）,suiexcel-16 (28).xls
かれい,2628,1kg,2000,550,,令和3年2月24日（水）,suiexcel-16 (28).xls
養成はまち,682,1kg,1134,850,,令和3年2月24日（水）,suiexcel-16 (28).xls
養成かんぱち,895,1kg,1300,850,,令和3年2月24日（水）,suiexcel-16 (28).xls
するめいか,1969,1kg,2150,550,,令和3年2月24日（水）,suiexcel-16 (28).xls
さけ,2070,1kg,1600,500,,令和3年2月24日（水）,suiexcel-16 (28).xls
たこ,214,1kg,2500,540,,令和3年2月24日（水）,suiexcel-16 (28).xls
かに,155,1kg,4550,1800,,令和3年2月24日（水）,suiexcel-16 (28).xls
はまぐり,384,1kg,3240,540,,令和3年2月24日（水）,suiexcel-16 (28).xls
あさり,3121,1kg,1200,324,,令和3年2月24日（水）,suiexcel-16 (28).xls
かき,3753,1kg,2400,300,,令和3年2月24日（水）,suiexcel-16 (28).xls
冷凍もんごいか,400,1kg,3456,1026,,令和3年2月24日（水）,suiexcel-16 (28).xls
冷凍たこ,200,1kg,2160,756,,令和3年2月24日（水）,suiexcel-16 (28).xls
冷凍えび,1718,1kg,3780,756,,令和3年2月24日（水）,suiexcel-16 (28).xls
塩さば,2412,1kg,650,324,,令和3年2月24日（水）,suiexcel-16 (28).xls
塩さけ,1289,1kg,1200,550,,令和3年2月24日（水）,suiexcel-16 (28).xls
塩すけそうこ,242,1kg,2800,1000,,令和3年2月24日（水）,suiexcel-16 (28).xls
開干さんま,317,1kg,1900,350,,令和3年2月24日（水）,suiexcel-16 (28).xls
開干あじ,401,1kg,1620,600,,令和3年2月24日（水）,suiexcel-16 (28).xls
若干かれい,319,1kg,2300,756,,令和3年2月24日（水）,suiexcel-16 (28).xls
ちりめん,404,1kg,3024,1050,,令和3年2月24日（水）,suiexcel-16 (28).xls
かますごかまあげ,48,1kg,2160,1150,,令和3年2月24日（水）,suiexcel-16 (28).xls
くろまぐろ,102,1kg,2200,2000,,令和3年2月25日（木）,suiexcel-17 (28).xls
きわだ,1692,1kg,1800,300,,令和3年2月25日（木）,suiexcel-17 (28).xls
あじ,1736,1kg,648,250,,令和3年2月25日（木）,suiexcel-17 (28).xls
さば,3263,1kg,1800,150,,令和3年2月25日（木）,suiexcel-17 (28).xls
まいわし,1694,1kg,250,108,,令和3年2月25日（木）,suiexcel-17 (28).xls
養成ぶり,3072,1kg,1188,500,,令和3年2月25日（木）,suiexcel-17 (28).xls
養成まだい,4498,1kg,1188,540,,令和3年2月25日（木）,suiexcel-17 (28).xls
さごし,814,1kg,756,500,,令和3年2月25日（木）,suiexcel-17 (28).xls
かれい,860,1kg,864,550,,令和3年2月25日（木）,suiexcel-17 (28).xls
養成はまち,407,1kg,1134,648,,令和3年2月25日（木）,suiexcel-17 (28).xls
養成かんぱち,712,1kg,1300,850,,令和3年2月25日（木）,suiexcel-17 (28).xls
するめいか,900,1kg,1050,700,,令和3年2月25日（木）,suiexcel-17 (28).xls
さけ,3094,1kg,1600,500,,令和3年2月25日（木）,suiexcel-17 (28).xls
たこ,159,1kg,3000,756,,令和3年2月25日（木）,suiexcel-17 (28).xls
かに,219,1kg,5000,2150,,令和3年2月25日（木）,suiexcel-17 (28).xls
はまぐり,389,1kg,3780,540,,令和3年2月25日（木）,suiexcel-17 (28).xls
あさり,3179,1kg,1200,324,,令和3年2月25日（木）,suiexcel-17 (28).xls
かき,2614,1kg,2600,300,,令和3年2月25日（木）,suiexcel-17 (28).xls
冷凍もんごいか,300,1kg,3456,1026,,令和3年2月25日（木）,suiexcel-17 (28).xls
冷凍たこ,200,1kg,2160,756,,令和3年2月25日（木）,suiexcel-17 (28).xls
冷凍えび,1683,1kg,3780,600,,令和3年2月25日（木）,suiexcel-17 (28).xls
塩さば,2282,1kg,750,400,,令和3年2月25日（木）,suiexcel-17 (28).xls
塩さけ,1256,1kg,1200,550,,令和3年2月25日（木）,suiexcel-17 (28).xls
塩すけそうこ,349,1kg,2800,1250,,令和3年2月25日（木）,suiexcel-17 (28).xls
開干さんま,439,1kg,1900,350,,令和3年2月25日（木）,suiexcel-17 (28).xls
開干あじ,209,1kg,1620,650,,令和3年2月25日（木）,suiexcel-17 (28).xls
若干かれい,100,1kg,2484,864,,令和3年2月25日（木）,suiexcel-17 (28).xls
ちりめん,646,1kg,2376,432,,令和3年2月25日（木）,suiexcel-17 (28).xls
くろまぐろ,43,1kg,2100,2100,,令和3年4月1日（木）,suiexcel (79).xls
きわだ,999,1kg,2300,540,,令和3年4月1日（木）,suiexcel (79).xls
あじ,2493,1kg,1150,250,,令和3年4月1日（木）,suiexcel (79).xls
さば,2184,1kg,1050,200,,令和3年4月1日（木）,suiexcel (79).xls
まいわし,1749,1kg,350,150,,令和3年4月1日（木）,suiexcel (79).xls
養成ぶり,1059,1kg,1188,500,,令和3年4月1日（木）,suiexcel (79).xls
かつお,3852,1kg,1000,216,,令和3年4月1日（木）,suiexcel (79).xls
養成まだい,6130,1kg,1296,250,,令和3年4月1日（木）,suiexcel (79).xls
さわら,1560,1kg,1404,750,,令和3年4月1日（木）,suiexcel (79).xls
かれい,2989,1kg,2000,200,,令和3年4月1日（木）,suiexcel (79).xls
養成はまち,801,1kg,1134,600,,令和3年4月1日（木）,suiexcel (79).xls
養成かんぱち,1108,1kg,2350,650,,令和3年4月1日（木）,suiexcel (79).xls
さけ,3499,1kg,2050,450,,令和3年4月1日（木）,suiexcel (79).xls
たこ,226,1kg,2484,800,,令和3年4月1日（木）,suiexcel (79).xls
はまぐり,255,1kg,1728,648,,令和3年4月1日（木）,suiexcel (79).xls
しじみ,586,1kg,1296,648,,令和3年4月1日（木）,suiexcel (79).xls
あさり,5519,1kg,1200,432,,令和3年4月1日（木）,suiexcel (79).xls
ほたて貝,780,1kg,4400,432,,令和3年4月1日（木）,suiexcel (79).xls
冷凍もんごいか,300,1kg,3240,972,,令和3年4月1日（木）,suiexcel (79).xls
冷凍たこ,100,1kg,2484,1296,,令和3年4月1日（木）,suiexcel (79).xls
冷凍えび,1652,1kg,3780,648,,令和3年4月1日（木）,suiexcel (79).xls
塩さば,18904,1kg,1050,300,,令和3年4月1日（木）,suiexcel (79).xls
塩さけ,2852,1kg,1250,550,,令和3年4月1日（木）,suiexcel (79).xls
塩すけそうこ,3190,1kg,2916,550,,令和3年4月1日（木）,suiexcel (79).xls
開干さんま,433,1kg,1900,350,,令和3年4月1日（木）,suiexcel (79).xls
開干あじ,433,1kg,1620,650,,令和3年4月1日（木）,suiexcel (79).xls
若干かれい,259,1kg,2250,864,,令和3年4月1日（木）,suiexcel (79).xls
ちりめん,10295,1kg,3672,400,,令和3年4月1日（木）,suiexcel (79).xls
なまりぶし,56,1kg,2050,900,,令和3年4月1日（木）,suiexcel (79).xls
ほたるいか,540,1kg,3500,600,,令和3年4月1日（木）,suiexcel (79).xls
くろまぐろ,92,1kg,2500,2100,,令和3年2月26日（金）,suiexcel-18 (28).xls
きわだ,1439,1kg,1700,250,,令和3年2月26日（金）,suiexcel-18 (28).xls
あじ,701,1kg,1500,300,,令和3年2月26日（金）,suiexcel-18 (28).xls
さば,6400,1kg,1800,200,,令和3年2月26日（金）,suiexcel-18 (28).xls
まいわし,2242,1kg,324,150,,令和3年2月26日（金）,suiexcel-18 (28).xls
養成ぶり,2780,1kg,1188,500,,令和3年2月26日（金）,suiexcel-18 (28).xls
養成まだい,5623,1kg,1188,540,,令和3年2月26日（金）,suiexcel-18 (28).xls
さごし,1050,1kg,600,324,,令和3年2月26日（金）,suiexcel-18 (28).xls
かれい,4530,1kg,1550,250,,令和3年2月26日（金）,suiexcel-18 (28).xls
養成はまち,440,1kg,1134,540,,令和3年2月26日（金）,suiexcel-18 (28).xls
養成かんぱち,846,1kg,1300,850,,令和3年2月26日（金）,suiexcel-18 (28).xls
するめいか,641,1kg,1080,700,,令和3年2月26日（金）,suiexcel-18 (28).xls
さけ,2832,1kg,1600,500,,令和3年2月26日（金）,suiexcel-18 (28).xls
たこ,239,1kg,3000,540,,令和3年2月26日（金）,suiexcel-18 (28).xls
かに,192,1kg,5000,1800,,令和3年2月26日（金）,suiexcel-18 (28).xls
はまぐり,344,1kg,3780,540,,令和3年2月26日（金）,suiexcel-18 (28).xls
あさり,3093,1kg,972,324,,令和3年2月26日（金）,suiexcel-18 (28).xls
かき,2808,1kg,4600,300,,令和3年2月26日（金）,suiexcel-18 (28).xls
冷凍もんごいか,408,1kg,3456,1026,,令和3年2月26日（金）,suiexcel-18 (28).xls
冷凍たこ,300,1kg,2160,756,,令和3年2月26日（金）,suiexcel-18 (28).xls
冷凍えび,1360,1kg,3780,756,,令和3年2月26日（金）,suiexcel-18 (28).xls
塩さば,1618,1kg,850,400,,令和3年2月26日（金）,suiexcel-18 (28).xls
塩さけ,582,1kg,1200,550,,令和3年2月26日（金）,suiexcel-18 (28).xls
塩すけそうこ,402,1kg,2800,1250,,令和3年2月26日（金）,suiexcel-18 (28).xls
開干さんま,356,1kg,1900,350,,令和3年2月26日（金）,suiexcel-18 (28).xls
開干あじ,367,1kg,1620,500,,令和3年2月26日（金）,suiexcel-18 (28).xls
若干かれい,200,1kg,1620,1080,,令和3年2月26日（金）,suiexcel-18 (28).xls
ちりめん,510,1kg,2160,864,,令和3年2月26日（金）,suiexcel-18 (28).xls
かますごかまあげ,12,1kg,2000,2000,,令和3年2月26日（金）,suiexcel-18 (28).xls
くろまぐろ,116,1kg,2750,1800,,令和3年4月2日（金）,suiexcel-1 (31).xls
きわだ,1399,1kg,2300,300,,令和3年4月2日（金）,suiexcel-1 (31).xls
あじ,987,1kg,900,250,,令和3年4月2日（金）,suiexcel-1 (31).xls
さば,2843,1kg,1800,250,,令和3年4月2日（金）,suiexcel-1 (31).xls
まいわし,2131,1kg,324,150,,令和3年4月2日（金）,suiexcel-1 (31).xls
養成ぶり,869,1kg,1188,500,,令和3年4月2日（金）,suiexcel-1 (31).xls
