品目,数量,単位,高値,安値,主な産地,日付,元ファイル
冷凍もんごいか,955,1kg,3564,864,,平成30年1月6日（土）,suiexcel1 (36).xls
冷凍たこ,300,1kg,1350,1242,,平成30年1月6日（土）,suiexcel1 (36).xls
冷凍えび,3113,1kg,3231.4294294294295,1296,,平成30年1月6日（土）,suiexcel1 (36).xls
塩さば,6932,1kg,702,324,,平成30年1月6日（土）,suiexcel1 (36).xls
塩さけ,2336,1kg,902,902,,平成30年1月6日（土）,suiexcel1 (36).xls
塩すけそうこ,944,1kg,3805.603896103896,1404,,平成30年1月6日（土）,suiexcel1 (36).xls
塩いわし,20,1kg,518,518,,平成30年1月6日（土）,suiexcel1 (36).xls
開干あじ,618,1kg,1304.1649484536083,648,,平成30年1月6日（土）,suiexcel1 (36).xls
若干かれい,16,1kg,1188,1188,,平成30年1月6日（土）,suiexcel1 (36).xls
ちりめん,1184,1kg,5400,1998,,平成30年1月6日（土）,suiexcel1 (36).xls
茹かに,10,1kg,4860,4860,,平成30年1月6日（土）,suiexcel1 (36).xls
かますごかまあげ,200,1kg,1620,1620,,平成30年1月6日（土）,suiexcel1 (36).xls
くろまぐろ,102,1kg,5115.084337349397,2800,,平成30年1月9日（火）,suiexcel2 (36).xls
きわだ,1357,1kg,2805.89449003517,390,,平成30年1月9日（火）,suiexcel2 (36).xls
あじ,4037,1kg,432,324,,平成30年1月9日（火）,suiexcel2 (36).xls
さば,10505,1kg,381,270,,平成30年1月9日（火）,suiexcel2 (36).xls
まいわし,4126,1kg,270,162,,平成30年1月9日（火）,suiexcel2 (36).xls
養成ぶり,6228,1kg,1188,830,,平成30年1月9日（火）,suiexcel2 (36).xls
養成まだい,6952,1kg,2187.56270096463,972,,平成30年1月9日（火）,suiexcel2 (36).xls
さごし,135,1kg,832,616,,平成30年1月9日（火）,suiexcel2 (36).xls
養成はまち,1016,1kg,1568.128712871287,700,,平成30年1月9日（火）,suiexcel2 (36).xls
養成かんぱち,2267,1kg,1767.8818040435458,700,,平成30年1月9日（火）,suiexcel2 (36).xls
するめいか,2670,1kg,810,702,,平成30年1月9日（火）,suiexcel2 (36).xls
さけ,3460,1kg,1833.2373380447584,1082,,平成30年1月9日（火）,suiexcel2 (36).xls
養成ふぐ,1329,1kg,3547.259009009009,1500,,平成30年1月9日（火）,suiexcel2 (36).xls
たこ,509,1kg,13600,1080,,平成30年1月9日（火）,suiexcel2 (36).xls
かに,125,1kg,8316,3226,,平成30年1月9日（火）,suiexcel2 (36).xls
はまぐり,4343,1kg,2160,432,,平成30年1月9日（火）,suiexcel2 (36).xls
あさり,3012,1kg,1057.054794520548,324,,平成30年1月9日（火）,suiexcel2 (36).xls
かき,6486,1kg,2592,972,,平成30年1月9日（火）,suiexcel2 (36).xls
冷凍もんごいか,1036,1kg,3584.323529411765,864,,平成30年1月9日（火）,suiexcel2 (36).xls
冷凍たこ,300,1kg,1350,1242,,平成30年1月9日（火）,suiexcel2 (36).xls
冷凍えび,2234,1kg,2700,1296,,平成30年1月9日（火）,suiexcel2 (36).xls
塩さば,5898,1kg,648,432,,平成30年1月9日（火）,suiexcel2 (36).xls
塩さけ,1634,1kg,1012,1012,,平成30年1月9日（火）,suiexcel2 (36).xls
塩すけそうこ,601,1kg,3676.1992882562276,1080,,平成30年1月9日（火）,suiexcel2 (36).xls
塩いわし,30,1kg,626,626,,平成30年1月9日（火）,suiexcel2 (36).xls
開干あじ,625,1kg,1080,639,,平成30年1月9日（火）,suiexcel2 (36).xls
若干かれい,280,1Kg,1080,756,,平成30年1月9日（火）,suiexcel2 (36).xls
ちりめん,725,1kg,3078,2160,,平成30年1月9日（火）,suiexcel2 (36).xls
かますごかまあげ,83,1kg,1260,864,,平成30年1月9日（火）,suiexcel2 (36).xls
くろまぐろ,71,1kg,3114,3114,,平成30年1月10日（水）,suiexcel3 (36).xls
きわだ,1234,1kg,3586.0105263157893,1080,,平成30年1月10日（水）,suiexcel3 (36).xls
あじ,1192,1kg,4000,432,,平成30年1月10日（水）,suiexcel3 (36).xls
さば,4109,1kg,432,324,,平成30年1月10日（水）,suiexcel3 (36).xls
まいわし,1622,1kg,270,162,,平成30年1月10日（水）,suiexcel3 (36).xls
養成ぶり,2263,1kg,1188,620,,平成30年1月10日（水）,suiexcel3 (36).xls
養成まだい,4351,1kg,1922.9447852760736,300,,平成30年1月10日（水）,suiexcel3 (36).xls
さごし,231,1kg,832,605,,平成30年1月10日（水）,suiexcel3 (36).xls
養成はまち,632,1kg,1659.5496688741723,300,,平成30年1月10日（水）,suiexcel3 (36).xls
養成かんぱち,1309,1kg,1685.4916201117317,700,,平成30年1月10日（水）,suiexcel3 (36).xls
するめいか,1600,1kg,934,648,,平成30年1月10日（水）,suiexcel3 (36).xls
さけ,1295,1kg,1772.1920069504777,1064,,平成30年1月10日（水）,suiexcel3 (36).xls
養成ふぐ,434,1kg,3451.654054054054,713,,平成30年1月10日（水）,suiexcel3 (36).xls
たこ,282,1kg,12200,1188,,平成30年1月10日（水）,suiexcel3 (36).xls
かに,381,1kg,4372.285714285715,756,,平成30年1月10日（水）,suiexcel3 (36).xls
はまぐり,4114,1kg,2160,432,,平成30年1月10日（水）,suiexcel3 (36).xls
あさり,2473,1kg,1019.0991501416431,324,,平成30年1月10日（水）,suiexcel3 (36).xls
かき,3109,1kg,2592,972,,平成30年1月10日（水）,suiexcel3 (36).xls
冷凍もんごいか,900,1kg,3564,864,,平成30年1月10日（水）,suiexcel3 (36).xls
冷凍たこ,300,1kg,1350,1242,,平成30年1月10日（水）,suiexcel3 (36).xls
冷凍えび,2376,1kg,3302.5309734513276,1296,,平成30年1月10日（水）,suiexcel3 (36).xls
塩さば,1790,1kg,648,432,,平成30年1月10日（水）,suiexcel3 (36).xls
塩さけ,1876,1kg,1879.362473347548,940,,平成30年1月10日（水）,suiexcel3 (36).xls
塩すけそうこ,371,1kg,3255.58,1080,,平成30年1月10日（水）,suiexcel3 (36).xls
開干あじ,929,1kg,1080,607,,平成30年1月10日（水）,suiexcel3 (36).xls
若干かれい,252,1Kg,1553.5384615384614,756,,平成30年1月10日（水）,suiexcel3 (36).xls
ちりめん,1197,1kg,4716.562358276644,2160,,平成30年1月10日（水）,suiexcel3 (36).xls
かますごかまあげ,20,1kg,864,864,,平成30年1月10日（水）,suiexcel3 (36).xls
くろまぐろ,73,1kg,3078,3078,,平成30年1月11日（木）,suiexcel4 (36).xls
きわだ,740,1kg,4651.0526315789475,1296,,平成30年1月11日（木）,suiexcel4 (36).xls
あじ,720,1kg,756,500,,平成30年1月11日（木）,suiexcel4 (36).xls
さば,3838,1kg,616.3628647214854,190,,平成30年1月11日（木）,suiexcel4 (36).xls
まいわし,396,1kg,279,279,,平成30年1月11日（木）,suiexcel4 (36).xls
養成ぶり,2410,1kg,1503.988950276243,600,,平成30年1月11日（木）,suiexcel4 (36).xls
養成まだい,4357,1kg,1404,900,,平成30年1月11日（木）,suiexcel4 (36).xls
さごし,361,1kg,832,450,,平成30年1月11日（木）,suiexcel4 (36).xls
養成はまち,606,1kg,1797.246753246753,350,,平成30年1月11日（木）,suiexcel4 (36).xls
養成かんぱち,1246,1kg,1813.2493438320212,600,,平成30年1月11日（木）,suiexcel4 (36).xls
するめいか,985,1kg,932,648,,平成30年1月11日（木）,suiexcel4 (36).xls
さけ,1840,1kg,1612.6948873007148,270,,平成30年1月11日（木）,suiexcel4 (36).xls
養成ふぐ,757,1kg,3064.8389513108614,540,,平成30年1月11日（木）,suiexcel4 (36).xls
たこ,323,1kg,10000,600,,平成30年1月11日（木）,suiexcel4 (36).xls
かに,137,1kg,6563.180327868852,3357,,平成30年1月11日（木）,suiexcel4 (36).xls
はまぐり,3163,1kg,1836,432,,平成30年1月11日（木）,suiexcel4 (36).xls
あさり,2018,1kg,972.514563106796,324,,平成30年1月11日（木）,suiexcel4 (36).xls
かき,3688,1kg,2700,972,,平成30年1月11日（木）,suiexcel4 (36).xls
冷凍もんごいか,900,1kg,3564,864,,平成30年1月11日（木）,suiexcel4 (36).xls
冷凍たこ,300,1kg,1350,1242,,平成30年1月11日（木）,suiexcel4 (36).xls
冷凍えび,1986,1kg,2700,1296,,平成30年1月11日（木）,suiexcel4 (36).xls
塩さば,3538,1kg,648,324,,平成30年1月11日（木）,suiexcel4 (36).xls
塩さけ,756,1kg,1063,1063,,平成30年1月11日（木）,suiexcel4 (36).xls
塩すけそうこ,137,1kg,3303.536,1677,,平成30年1月11日（木）,suiexcel4 (36).xls
塩いわし,20,1kg,255,255,,平成30年1月11日（木）,suiexcel4 (36).xls
開干あじ,430,1kg,1080,577,,平成30年1月11日（木）,suiexcel4 (36).xls
若干かれい,125,1Kg,1080,864,,平成30年1月11日（木）,suiexcel4 (36).xls
ちりめん,541,1kg,5855.281524926686,2052,,平成30年1月11日（木）,suiexcel4 (36).xls
かますごかまあげ,102,1kg,1314,1314,,平成30年1月11日（木）,suiexcel4 (36).xls
くろまぐろ,75,1kg,4109.761194029851,2650,,平成30年1月12日（金）,suiexcel5 (36).xls
きわだ,1136,1kg,3250.5848303393213,1080,,平成30年1月12日（金）,suiexcel5 (36).xls
あじ,849,1kg,756,648,,平成30年1月12日（金）,suiexcel5 (36).xls
さば,1645,1kg,627.7922480620155,350,,平成30年1月12日（金）,suiexcel5 (36).xls
まいわし,2835,1kg,324,187,,平成30年1月12日（金）,suiexcel5 (36).xls
養成ぶり,3775,1kg,1188,700,,平成30年1月12日（金）,suiexcel5 (36).xls
養成まだい,4749,1kg,2145.6052141527002,972,,平成30年1月12日（金）,suiexcel5 (36).xls
さごし,73,1kg,1188,704,,平成30年1月12日（金）,suiexcel5 (36).xls
養成はまち,704,1kg,1641.7860465116278,600,,平成30年1月12日（金）,suiexcel5 (36).xls
養成かんぱち,1708,1kg,1772.6765327695562,700,,平成30年1月12日（金）,suiexcel5 (36).xls
するめいか,500,1kg,918,810,,平成30年1月12日（金）,suiexcel5 (36).xls
さけ,1709,1kg,2318.4127174565087,1134,,平成30年1月12日（金）,suiexcel5 (36).xls
養成ふぐ,964,1kg,3933.0707070707067,1400,,平成30年1月12日（金）,suiexcel5 (36).xls
たこ,229,1kg,8900,918,,平成30年1月12日（金）,suiexcel5 (36).xls
かに,97,1kg,6410.4,3280,,平成30年1月12日（金）,suiexcel5 (36).xls
はまぐり,4058,1kg,1836,432,,平成30年1月12日（金）,suiexcel5 (36).xls
あさり,1893,1kg,953.5342465753424,324,,平成30年1月12日（金）,suiexcel5 (36).xls
かき,3378,1kg,2376,864,,平成30年1月12日（金）,suiexcel5 (36).xls
冷凍もんごいか,1018,1kg,3564,648,,平成30年1月12日（金）,suiexcel5 (36).xls
冷凍たこ,300,1kg,1350,1242,,平成30年1月12日（金）,suiexcel5 (36).xls
冷凍えび,3735,1kg,3766.2868686868687,1296,,平成30年1月12日（金）,suiexcel5 (36).xls
塩さば,7745,1kg,648,324,,平成30年1月12日（金）,suiexcel5 (36).xls
塩さけ,2072,1kg,1084,1084,,平成30年1月12日（金）,suiexcel5 (36).xls
塩すけそうこ,254,1kg,3340.4155844155844,1080,,平成30年1月12日（金）,suiexcel5 (36).xls
開干あじ,162,1kg,1080,648,,平成30年1月12日（金）,suiexcel5 (36).xls
若干かれい,100,1Kg,1080,864,,平成30年1月12日（金）,suiexcel5 (36).xls
ちりめん,713,1Kg,3888,2160,,平成30年1月12日（金）,suiexcel5 (36).xls
茹かに,10,1Kg,3780,2700,,平成30年1月12日（金）,suiexcel5 (36).xls
くろまぐろ,401,1kg,3709.0495626822158,2500,,平成30年1月13日（土）,suiexcel6 (36).xls
きわだ,783,1kg,3619.546875,540,,平成30年1月13日（土）,suiexcel6 (36).xls
あじ,304,1kg,5000,864,,平成30年1月13日（土）,suiexcel6 (36).xls
さば,2845,1kg,648,540,,平成30年1月13日（土）,suiexcel6 (36).xls
まいわし,1006,1kg,432,252,,平成30年1月13日（土）,suiexcel6 (36).xls
養成ぶり,4358,1kg,1302.7442827442828,700,,平成30年1月13日（土）,suiexcel6 (36).xls
養成まだい,5803,1kg,1404,900,,平成30年1月13日（土）,suiexcel6 (36).xls
さごし,48,1kg,1015,713,,平成30年1月13日（土）,suiexcel6 (36).xls
養成はまち,1098,1kg,1305.0657439446368,950,,平成30年1月13日（土）,suiexcel6 (36).xls
養成かんぱち,2151,1kg,1751.9187279151943,700,,平成30年1月13日（土）,suiexcel6 (36).xls
するめいか,490,1kg,810,702,,平成30年1月13日（土）,suiexcel6 (36).xls
さけ,1790,1kg,1437.3443935926775,950,,平成30年1月13日（土）,suiexcel6 (36).xls
養成ふぐ,1386,1kg,3931.89918699187,756,,平成30年1月13日（土）,suiexcel6 (36).xls
たこ,313,1kg,14000,1080,,平成30年1月13日（土）,suiexcel6 (36).xls
かに,155,1kg,6655.876288659794,3403,,平成30年1月13日（土）,suiexcel6 (36).xls
はまぐり,4104,1kg,1836,432,,平成30年1月13日（土）,suiexcel6 (36).xls
あさり,1843,1kg,1050.7769784172663,270,,平成30年1月13日（土）,suiexcel6 (36).xls
かき,8055,1kg,2376,864,,平成30年1月13日（土）,suiexcel6 (36).xls
冷凍もんごいか,975,1kg,3564,864,,平成30年1月13日（土）,suiexcel6 (36).xls
冷凍たこ,300,1kg,1350,1242,,平成30年1月13日（土）,suiexcel6 (36).xls
冷凍えび,2180,1kg,4037.6000000000004,1296,,平成30年1月13日（土）,suiexcel6 (36).xls
塩さば,2264,1kg,648,432,,平成30年1月13日（土）,suiexcel6 (36).xls
塩さけ,1104,1kg,971,971,,平成30年1月13日（土）,suiexcel6 (36).xls
塩すけそうこ,551,1kg,2431.8269617706237,1241,,平成30年1月13日（土）,suiexcel6 (36).xls
塩いわし,30,1kg,518,518,,平成30年1月13日（土）,suiexcel6 (36).xls
開干あじ,178,1kg,1080,634,,平成30年1月13日（土）,suiexcel6 (36).xls
若干かれい,50,1Kg,1080,648,,平成30年1月13日（土）,suiexcel6 (36).xls
ちりめん,389,1kg,5517.799283154121,2160,,平成30年1月13日（土）,suiexcel6 (36).xls
かますごかまあげ,96,1kg,1283,1283,,平成30年1月13日（土）,suiexcel6 (36).xls
くろまぐろ,98,1kg,3468.1020408163267,2150,,平成30年1月15日（月）,suiexcel7 (36).xls
きわだ,1876,1kg,2494.4585034013608,210,,平成30年1月15日（月）,suiexcel7 (36).xls
あじ,1170,1kg,1080,421,,平成30年1月15日（月）,suiexcel7 (36).xls
さば,7989,1kg,432,324,,平成30年1月15日（月）,suiexcel7 (36).xls
まいわし,1931,1kg,226,108,,平成30年1月15日（月）,suiexcel7 (36).xls
養成ぶり,3737,1kg,1188,800,,平成30年1月15日（月）,suiexcel7 (36).xls
養成まだい,5202,1kg,1724.5469135802468,500,,平成30年1月15日（月）,suiexcel7 (36).xls
さごし,28,1kg,994,778,,平成30年1月15日（月）,suiexcel7 (36).xls
養成はまち,952,1kg,1645.7994722955145,600,,平成30年1月15日（月）,suiexcel7 (36).xls
養成かんぱち,1798,1kg,1697.7509247842172,750,,平成30年1月15日（月）,suiexcel7 (36).xls
するめいか,2470,1kg,756,648,,平成30年1月15日（月）,suiexcel7 (36).xls
さけ,1545,1kg,1666.423435419441,900,,平成30年1月15日（月）,suiexcel7 (36).xls
養成ふぐ,374,1kg,3623.948051948052,1300,,平成30年1月15日（月）,suiexcel7 (36).xls
たこ,409,1kg,14600,864,,平成30年1月15日（月）,suiexcel7 (36).xls
かに,75,1kg,7236,2278,,平成30年1月15日（月）,suiexcel7 (36).xls
はまぐり,4176,1kg,1836,432,,平成30年1月15日（月）,suiexcel7 (36).xls
あさり,2109,1kg,1048.8622047244094,270,,平成30年1月15日（月）,suiexcel7 (36).xls
かき,4360,1kg,2376,864,,平成30年1月15日（月）,suiexcel7 (36).xls
冷凍もんごいか,1015,1kg,4161.653333333334,864,,平成30年1月15日（月）,suiexcel7 (36).xls
冷凍たこ,300,1kg,1350,1242,,平成30年1月15日（月）,suiexcel7 (36).xls
冷凍えび,1967,1kg,2700,1296,,平成30年1月15日（月）,suiexcel7 (36).xls
塩さば,4452,1kg,1558.5679513184584,324,,平成30年1月15日（月）,suiexcel7 (36).xls
塩さけ,1048,1kg,2093.7727272727275,1047,,平成30年1月15日（月）,suiexcel7 (36).xls
塩すけそうこ,403,1kg,3501.862258953168,1776,,平成30年1月15日（月）,suiexcel7 (36).xls
開干あじ,170,1kg,1080,522,,平成30年1月15日（月）,suiexcel7 (36).xls
若干かれい,100,1Kg,1080,648,,平成30年1月15日（月）,suiexcel7 (36).xls
ちりめん,860,1kg,3888,1728,,平成30年1月15日（月）,suiexcel7 (36).xls
かますごかまあげ,30,1Kg,648,648,,平成30年1月15日（月）,suiexcel7 (36).xls
くろまぐろ,10,1kg,7727,7727,,平成30年1月16日（火）,suiexcel8 (36).xls
きわだ,1951,1kg,2710.4220430107525,220,,平成30年1月16日（火）,suiexcel8 (36).xls
あじ,1216,1kg,5500,359,,平成30年1月16日（火）,suiexcel8 (36).xls
さば,9689,1kg,844.427901157335,102,,平成30年1月16日（火）,suiexcel8 (36).xls
まいわし,3508,1kg,324,197,,平成30年1月16日（火）,suiexcel8 (36).xls
養成ぶり,2834,1kg,1268.5627563576702,750,,平成30年1月16日（火）,suiexcel8 (36).xls
養成まだい,4730,1kg,1818.968139773895,972,,平成30年1月16日（火）,suiexcel8 (36).xls
さごし,550,1kg,918,642,,平成30年1月16日（火）,suiexcel8 (36).xls
養成はまち,595,1kg,1780.703296703297,1065,,平成30年1月16日（火）,suiexcel8 (36).xls
養成かんぱち,1383,1kg,1594.7978142076504,800,,平成30年1月16日（火）,suiexcel8 (36).xls
するめいか,2073,1kg,690,540,,平成30年1月16日（火）,suiexcel8 (36).xls
さけ,2305,1kg,2063.56789031402,1056,,平成30年1月16日（火）,suiexcel8 (36).xls
養成ふぐ,642,1kg,2916,648,,平成30年1月16日（火）,suiexcel8 (36).xls
たこ,399,1kg,10100,972,,平成30年1月16日（火）,suiexcel8 (36).xls
かに,116,1kg,8316,2744,,平成30年1月16日（火）,suiexcel8 (36).xls
はまぐり,4059,1kg,1836,432,,平成30年1月16日（火）,suiexcel8 (36).xls
あさり,2746,1kg,1053.544776119403,324,,平成30年1月16日（火）,suiexcel8 (36).xls
かき,5383,1kg,2700,864,,平成30年1月16日（火）,suiexcel8 (36).xls
冷凍もんごいか,908,1kg,3564,864,,平成30年1月16日（火）,suiexcel8 (36).xls
冷凍たこ,300,1kg,1350,1242,,平成30年1月16日（火）,suiexcel8 (36).xls
冷凍えび,3783,1kg,3073.174231332357,1296,,平成30年1月16日（火）,suiexcel8 (36).xls
塩さば,5284,1kg,648,324,,平成30年1月16日（火）,suiexcel8 (36).xls
塩さけ,2620,1kg,949,949,,平成30年1月16日（火）,suiexcel8 (36).xls
塩すけそうこ,1253,1kg,4298,1080,,平成30年1月16日（火）,suiexcel8 (36).xls
塩いわし,2520,1kg,480,480,,平成30年1月16日（火）,suiexcel8 (36).xls
開干あじ,405,1kg,1080,648,,平成30年1月16日（火）,suiexcel8 (36).xls
若干かれい,116,1Kg,1188,864,,平成30年1月16日（火）,suiexcel8 (36).xls
ちりめん,1039,1kg,5327.650793650793,2052,,平成30年1月16日（火）,suiexcel8 (36).xls
かますごかまあげ,150,1Kg,1728,1728,,平成30年1月16日（火）,suiexcel8 (36).xls
くろまぐろ,320,1kg,3539.7011494252874,2500,,平成30年1月18日（木）,suiexcel9 (36).xls
きわだ,1572,1kg,2453.20701754386,216,,平成30年1月18日（木）,suiexcel9 (36).xls
あじ,1484,1kg,540,373,,平成30年1月18日（木）,suiexcel9 (36).xls
さば,4512,1kg,378,270,,平成30年1月18日（木）,suiexcel9 (36).xls
まいわし,2838,1kg,378,180,,平成30年1月18日（木）,suiexcel9 (36).xls
養成ぶり,3149,1kg,1418.5251101321587,650,,平成30年1月18日（木）,suiexcel9 (36).xls
養成まだい,5103,1kg,2003.677966101695,972,,平成30年1月18日（木）,suiexcel9 (36).xls
さごし,360,1kg,918,492,,平成30年1月18日（木）,suiexcel9 (36).xls
養成はまち,926,1kg,1860.5236907730673,350,,平成30年1月18日（木）,suiexcel9 (36).xls
養成かんぱち,1735,1kg,1756.5853658536585,700,,平成30年1月18日（木）,suiexcel9 (36).xls
するめいか,2590,1kg,807,594,,平成30年1月18日（木）,suiexcel9 (36).xls
さけ,1801,1kg,1926.8883953359245,1085,,平成30年1月18日（木）,suiexcel9 (36).xls
養成ふぐ,791,1kg,2929.1805555555557,1200,,平成30年1月18日（木）,suiexcel9 (36).xls
たこ,332,1kg,7600,1296,,平成30年1月18日（木）,suiexcel9 (36).xls
かに,236,1kg,6717.401709401709,2500,,平成30年1月18日（木）,suiexcel9 (36).xls
はまぐり,4092,1kg,1836,432,,平成30年1月18日（木）,suiexcel9 (36).xls
あさり,3183,1kg,1052.4277715565509,324,,平成30年1月18日（木）,suiexcel9 (36).xls
かき,4253,1kg,2376,864,,平成30年1月18日（木）,suiexcel9 (36).xls
冷凍もんごいか,937,1kg,3564,864,,平成30年1月18日（木）,suiexcel9 (36).xls
冷凍たこ,300,1kg,1350,1242,,平成30年1月18日（木）,suiexcel9 (36).xls
冷凍えび,1975,1kg,2726.08,1296,,平成30年1月18日（木）,suiexcel9 (36).xls
塩さば,4422,1kg,648,324,,平成30年1月18日（木）,suiexcel9 (36).xls
塩さけ,1668,1kg,1894.148681055156,976,,平成30年1月18日（木）,suiexcel9 (36).xls
塩すけそうこ,774,1kg,4298,1080,,平成30年1月18日（木）,suiexcel9 (36).xls
塩いわし,49,1kg,527,527,,平成30年1月18日（木）,suiexcel9 (36).xls
開干あじ,653,1kg,1080,648,,平成30年1月18日（木）,suiexcel9 (36).xls
若干かれい,100,1Kg,1836,648,,平成30年1月18日（木）,suiexcel9 (36).xls
ちりめん,6045,1Kg,4698,1674,,平成30年1月18日（木）,suiexcel9 (36).xls
かますごかまあげ,200,1Kg,1512,1512,,平成30年1月18日（木）,suiexcel9 (36).xls
くろまぐろ,153,1kg,3860.0138888888887,2650,,平成30年1月19日（金）,suiexcel10 (36).xls
きわだ,2025,1kg,2757.567391304348,324,,平成30年1月19日（金）,suiexcel10 (36).xls
あじ,1238,1kg,1027.313432835821,486,,平成30年1月19日（金）,suiexcel10 (36).xls
さば,6087,1kg,486,350,,平成30年1月19日（金）,suiexcel10 (36).xls
まいわし,2210,1kg,270,162,,平成30年1月19日（金）,suiexcel10 (36).xls
養成ぶり,2695,1kg,1216.4293537787514,600,,平成30年1月19日（金）,suiexcel10 (36).xls
養成まだい,4497,1kg,1930.9178228388473,200,,平成30年1月19日（金）,suiexcel10 (36).xls
さごし,10,1kg,918,702,,平成30年1月19日（金）,suiexcel10 (36).xls
養成はまち,651,1kg,1674.626865671642,600,,平成30年1月19日（金）,suiexcel10 (36).xls
養成かんぱち,1631,1kg,1708.5313174946004,700,,平成30年1月19日（金）,suiexcel10 (36).xls
するめいか,740,1kg,808,594,,平成30年1月19日（金）,suiexcel10 (36).xls
さけ,1526,1kg,2307.621917808219,1314,,平成30年1月19日（金）,suiexcel10 (36).xls
養成ふぐ,908,1kg,3487.396153846154,648,,平成30年1月19日（金）,suiexcel10 (36).xls
たこ,414,1kg,12500,972,,平成30年1月19日（金）,suiexcel10 (36).xls
かに,102,1kg,6515.12,3333,,平成30年1月19日（金）,suiexcel10 (36).xls
はまぐり,476,1kg,1836,432,,平成30年1月19日（金）,suiexcel10 (36).xls
あさり,2364,1kg,1043.6241610738255,324,,平成30年1月19日（金）,suiexcel10 (36).xls
かき,3049,1kg,2700,864,,平成30年1月19日（金）,suiexcel10 (36).xls
