品目,数量,単位,高値,安値,主な産地,日付,元ファイル
さごし,332,1Kg,1080,0,864,日付不明,suiexcel-5 (63).xls
養成はまち,421,1kg,1300,0,900,日付不明,suiexcel-5 (63).xls
養成かんぱち,879,1Kg,2106,0,1080,日付不明,suiexcel-5 (63).xls
するめいか,372,1Kg,1296,0,1188,日付不明,suiexcel-5 (63).xls
さけ,1306,1Kg,2160,0,1944,日付不明,suiexcel-5 (63).xls
養成ふぐ,440,1kg,4800,0,1600,日付不明,suiexcel-5 (63).xls
たこ,137,1kg,3900,0,1600,日付不明,suiexcel-5 (63).xls
かに,202,1Kg,2700,0,2484,日付不明,suiexcel-5 (63).xls
はまぐり,247,1Kg,1944,0,756,日付不明,suiexcel-5 (63).xls
あさり,539,1Kg,1512,0,432,日付不明,suiexcel-5 (63).xls
かき,2451,1kg,5600,0,600,日付不明,suiexcel-5 (63).xls
冷凍もんごいか,125,1Kg,4320,3240,1080,日付不明,suiexcel-5 (63).xls
冷凍たこ,0,0,0,0,0,日付不明,suiexcel-5 (63).xls
冷凍えび,1486,1Kg,4320,1944,972,日付不明,suiexcel-5 (63).xls
塩さば,800,1kg,1000,0,500,日付不明,suiexcel-5 (63).xls
塩さけ,2251,1kg,2520,0,500,日付不明,suiexcel-5 (63).xls
塩すけそうこ,133,1kg,2640,0,2190,日付不明,suiexcel-5 (63).xls
塩いわし,1820,1kg,700,0,460,日付不明,suiexcel-5 (63).xls
開干あじ,333,1Kg,1944,0,972,日付不明,suiexcel-5 (63).xls
若干かれい,200,1Kg,1944,0,972,日付不明,suiexcel-5 (63).xls
ちりめん,667,1Kg,3240,0,972,日付不明,suiexcel-5 (63).xls
茹かに,50,1Kg,3240,0,2700,日付不明,suiexcel-5 (63).xls
かますごかまあげ,30,1Kg,1188,1188,1188,日付不明,suiexcel-5 (63).xls
くろまぐろ,863,1Kg,3996,3618,3024,日付不明,suiexcel-6 (58).xls
きわだ,483,1Kg,2700,2592,1728,日付不明,suiexcel-6 (58).xls
あじ,264,1kg,2150,0,330,日付不明,suiexcel-6 (58).xls
さば,1425,1kg,1100,0,290,日付不明,suiexcel-6 (58).xls
まいわし,1350,1Kg,486,0,378,日付不明,suiexcel-6 (58).xls
養成ぶり,2232,1kg,1650,0,950,日付不明,suiexcel-6 (58).xls
養成まだい,4555,1kg,1200,0,900,日付不明,suiexcel-6 (58).xls
さごし,644,1Kg,1080,0,864,日付不明,suiexcel-6 (58).xls
養成はまち,598,1Kg,1404,0,1026,日付不明,suiexcel-6 (58).xls
養成かんぱち,1046,1Kg,2106,0,1080,日付不明,suiexcel-6 (58).xls
するめいか,744,1Kg,1404,0,1296,日付不明,suiexcel-6 (58).xls
さけ,1665,1Kg,2052,0,1836,日付不明,suiexcel-6 (58).xls
養成ふぐ,354,1Kg,3780,0,3564,日付不明,suiexcel-6 (58).xls
たこ,99,1kg,2500,0,810,日付不明,suiexcel-6 (58).xls
かに,248,1kg,8600,0,510,日付不明,suiexcel-6 (58).xls
はまぐり,330,1Kg,1944,0,756,日付不明,suiexcel-6 (58).xls
あさり,614,1Kg,1512,0,324,日付不明,suiexcel-6 (58).xls
かき,3763,1kg,5000,0,500,日付不明,suiexcel-6 (58).xls
冷凍もんごいか,130,1Kg,4320,3240,1080,日付不明,suiexcel-6 (58).xls
冷凍たこ,0,0,0,0,0,日付不明,suiexcel-6 (58).xls
冷凍えび,2019,1Kg,4320,1944,972,日付不明,suiexcel-6 (58).xls
塩さば,2552,1kg,930,0,590,日付不明,suiexcel-6 (58).xls
塩さけ,3118,1kg,1600,0,680,日付不明,suiexcel-6 (58).xls
塩すけそうこ,175,1kg,2780,0,1050,日付不明,suiexcel-6 (58).xls
塩いわし,2050,1kg,740,0,460,日付不明,suiexcel-6 (58).xls
開干あじ,612,1Kg,1944,0,1080,日付不明,suiexcel-6 (58).xls
若干かれい,300,1Kg,2592,0,972,日付不明,suiexcel-6 (58).xls
ちりめん,300,1Kg,2700,0,1728,日付不明,suiexcel-6 (58).xls
茹かに,100,1Kg,4320,0,3240,日付不明,suiexcel-6 (58).xls
かますごかまあげ,70,1Kg,1188,1188,1188,日付不明,suiexcel-6 (58).xls
くろまぐろ,624,1Kg,3996,3780,3564,日付不明,suiexcel-7 (57).xls
きわだ,727,1Kg,2916,0,2620,日付不明,suiexcel-7 (57).xls
あじ,508,1Kg,810,0,702,日付不明,suiexcel-7 (57).xls
さば,2991,1Kg,540,0,432,日付不明,suiexcel-7 (57).xls
まいわし,1518,1kg,430,0,300,日付不明,suiexcel-7 (57).xls
養成ぶり,1816,1kg,1650,0,900,日付不明,suiexcel-7 (57).xls
養成まだい,4288,1kg,1300,0,920,日付不明,suiexcel-7 (57).xls
さごし,728,1Kg,972,0,756,日付不明,suiexcel-7 (57).xls
養成はまち,628,1kg,1300,0,930,日付不明,suiexcel-7 (57).xls
養成かんぱち,1366,1kg,1800,0,1550,日付不明,suiexcel-7 (57).xls
するめいか,320,1Kg,1350,0,1242,日付不明,suiexcel-7 (57).xls
さけ,1695,1kg,2800,0,1200,日付不明,suiexcel-7 (57).xls
養成ふぐ,279,1Kg,3780,0,3564,日付不明,suiexcel-7 (57).xls
たこ,120,1kg,6000,0,2000,日付不明,suiexcel-7 (57).xls
かに,151,1Kg,2916,0,2700,日付不明,suiexcel-7 (57).xls
はまぐり,295,1Kg,1944,0,756,日付不明,suiexcel-7 (57).xls
あさり,748,1Kg,1512,0,432,日付不明,suiexcel-7 (57).xls
かき,2419,1kg,5000,0,600,日付不明,suiexcel-7 (57).xls
冷凍もんごいか,140,1Kg,4320,3240,1080,日付不明,suiexcel-7 (57).xls
冷凍たこ,0,0,0,0,0,日付不明,suiexcel-7 (57).xls
冷凍えび,2082,1Kg,4320,1944,972,日付不明,suiexcel-7 (57).xls
塩さば,474,1kg,920,0,300,日付不明,suiexcel-7 (57).xls
塩さけ,266,1kg,1350,0,600,日付不明,suiexcel-7 (57).xls
塩すけそうこ,392,1kg,2780,0,700,日付不明,suiexcel-7 (57).xls
塩いわし,3650,1kg,760,0,460,日付不明,suiexcel-7 (57).xls
開干あじ,448,1kg,900,0,420,日付不明,suiexcel-7 (57).xls
若干かれい,100,1Kg,1944,0,972,日付不明,suiexcel-7 (57).xls
ちりめん,273,1Kg,2160,0,1944,日付不明,suiexcel-7 (57).xls
茹かに,0,0,0,0,0,日付不明,suiexcel-7 (57).xls
かますごかまあげ,60,1Kg,1188,1188,1188,日付不明,suiexcel-7 (57).xls
くろまぐろ,529,1Kg,3996,3780,2160,日付不明,suiexcel-8 (55).xls
きわだ,687,1Kg,2700,1944,1512,日付不明,suiexcel-8 (55).xls
あじ,1239,1Kg,756,0,648,日付不明,suiexcel-8 (55).xls
さば,2423,1Kg,486,0,378,日付不明,suiexcel-8 (55).xls
まいわし,2273,1Kg,432,0,324,日付不明,suiexcel-8 (55).xls
養成ぶり,1379,1kg,1650,0,900,日付不明,suiexcel-8 (55).xls
養成まだい,2900,1Kg,1350,0,540,日付不明,suiexcel-8 (55).xls
さごし,1028,1Kg,864,0,648,日付不明,suiexcel-8 (55).xls
養成はまち,370,1Kg,1404,0,1026,日付不明,suiexcel-8 (55).xls
養成かんぱち,825,1Kg,2106,0,1080,日付不明,suiexcel-8 (55).xls
するめいか,710,1Kg,1296,0,1188,日付不明,suiexcel-8 (55).xls
さけ,1469,1kg,2800,0,1300,日付不明,suiexcel-8 (55).xls
養成ふぐ,181,1Kg,3780,0,3564,日付不明,suiexcel-8 (55).xls
たこ,232,1kg,4500,0,2000,日付不明,suiexcel-8 (55).xls
かに,120,1kg,8600,0,490,日付不明,suiexcel-8 (55).xls
はまぐり,300,1Kg,1944,0,756,日付不明,suiexcel-8 (55).xls
あさり,667,1Kg,1512,0,432,日付不明,suiexcel-8 (55).xls
かき,2583,1kg,5000,0,600,日付不明,suiexcel-8 (55).xls
冷凍もんごいか,120,1Kg,4320,3240,1080,日付不明,suiexcel-8 (55).xls
冷凍たこ,0,0,0,0,0,日付不明,suiexcel-8 (55).xls
冷凍えび,1661,1Kg,4320,1944,972,日付不明,suiexcel-8 (55).xls
塩さば,748,1kg,920,920,920,日付不明,suiexcel-8 (55).xls
塩さけ,104,1kg,1100,1100,1100,日付不明,suiexcel-8 (55).xls
塩すけそうこ,499,1kg,2250,0,980,日付不明,suiexcel-8 (55).xls
塩いわし,3225,1kg,760,0,600,日付不明,suiexcel-8 (55).xls
開干あじ,153,1Kg,1944,0,1080,日付不明,suiexcel-8 (55).xls
若干かれい,100,1Kg,1944,0,972,日付不明,suiexcel-8 (55).xls
ちりめん,1062,1Kg,2808,0,1620,日付不明,suiexcel-8 (55).xls
茹かに,0,0,0,0,0,日付不明,suiexcel-8 (55).xls
かますごかまあげ,40,1Kg,1188,1188,1188,日付不明,suiexcel-8 (55).xls
くろまぐろ,933,1kg,3996,3726,2808,日付不明,suiexcel-9 (21).xlsx
きわだ,701,1kg,1782,1415,1026,日付不明,suiexcel-9 (21).xlsx
あじ,245,1kg,2250,0,260,日付不明,suiexcel-9 (21).xlsx
さば,1831,1kg,594,0,486,日付不明,suiexcel-9 (21).xlsx
まいわし,1125,1kg,486,0,378,日付不明,suiexcel-9 (21).xlsx
養成ぶり,1732,1kg,1296,0,972,日付不明,suiexcel-9 (21).xlsx
養成まだい,3510,1kg,1300,0,880,日付不明,suiexcel-9 (21).xlsx
さごし,332,1kg,1080,0,864,日付不明,suiexcel-9 (21).xlsx
養成はまち,548,1kg,1300,0,900,日付不明,suiexcel-9 (21).xlsx
養成かんぱち,1336,1kg,1800,0,1500,日付不明,suiexcel-9 (21).xlsx
するめいか,688,1kg,1566,0,1458,日付不明,suiexcel-9 (21).xlsx
さけ,1863,1kg,2800,0,1400,日付不明,suiexcel-9 (21).xlsx
養成ふぐ,455,1kg,4200,0,1600,日付不明,suiexcel-9 (21).xlsx
たこ,86,1kg,3900,0,2000,日付不明,suiexcel-9 (21).xlsx
かに,190,1kg,3024,0,1188,日付不明,suiexcel-9 (21).xlsx
はまぐり,225,1kg,1944,0,756,日付不明,suiexcel-9 (21).xlsx
あさり,703,1kg,1512,0,324,日付不明,suiexcel-9 (21).xlsx
かき,2414,1kg,5600,0,600,日付不明,suiexcel-9 (21).xlsx
冷凍もんごいか,110,1kg,4320,3240,1080,日付不明,suiexcel-9 (21).xlsx
冷凍たこ,0,0,0,0,0,日付不明,suiexcel-9 (21).xlsx
冷凍えび,1824,1kg,4320,1944,972,日付不明,suiexcel-9 (21).xlsx
塩さば,3116,1kg,840,0,530,日付不明,suiexcel-9 (21).xlsx
塩さけ,3150,1kg,1350,0,500,日付不明,suiexcel-9 (21).xlsx
塩すけそうこ,127,1kg,2250,0,1600,日付不明,suiexcel-9 (21).xlsx
塩いわし,550,1kg,700,0,500,日付不明,suiexcel-9 (21).xlsx
開干あじ,102,1kg,2160,0,972,日付不明,suiexcel-9 (21).xlsx
若干かれい,100,1kg,1944,0,972,日付不明,suiexcel-9 (21).xlsx
ちりめん,125,1kg,3800,0,750,日付不明,suiexcel-9 (21).xlsx
茹かに,70,1kg,3240,0,2160,日付不明,suiexcel-9 (21).xlsx
かますごかまあげ,80,1kg,1188,1188,1188,日付不明,suiexcel-9 (21).xlsx
くろまぐろ,1557,1Kg,3996,3564,2160,日付不明,suiexcel (121).xls
きわだ,1655,1Kg,3564,2376,1674,日付不明,suiexcel (121).xls
あじ,1371,1Kg,648,0,540,日付不明,suiexcel (121).xls
さば,2259,1Kg,594,0,486,日付不明,suiexcel (121).xls
まいわし,3163,1Kg,486,0,378,日付不明,suiexcel (121).xls
養成ぶり,2013,1kg,1650,0,900,日付不明,suiexcel (121).xls
養成まだい,3710,1kg,1300,0,850,日付不明,suiexcel (121).xls
さごし,864,1Kg,756,0,540,日付不明,suiexcel (121).xls
かれい,1882,1kg,2500,0,500,日付不明,suiexcel (121).xls
養成はまち,551,1kg,1300,0,950,日付不明,suiexcel (121).xls
養成かんぱち,1233,1kg,1850,0,1500,日付不明,suiexcel (121).xls
するめいか,804,1Kg,1242,0,1134,日付不明,suiexcel (121).xls
さけ,3203,1kg,2800,0,1600,日付不明,suiexcel (121).xls
たこ,186,1kg,4500,0,1400,日付不明,suiexcel (121).xls
かに,510,1kg,8600,0,680,日付不明,suiexcel (121).xls
はまぐり,315,1Kg,1944,0,756,日付不明,suiexcel (121).xls
あさり,886,1Kg,1620,0,324,日付不明,suiexcel (121).xls
かき,2760,1kg,5000,0,600,日付不明,suiexcel (121).xls
冷凍もんごいか,100,1Kg,4320,3456,1188,日付不明,suiexcel (121).xls
冷凍たこ,0,0,0,0,0,日付不明,suiexcel (121).xls
冷凍えび,1877,1kg,4000,0,910,日付不明,suiexcel (121).xls
塩さば,1342,1kg,1000,0,530,日付不明,suiexcel (121).xls
塩さけ,4697,1kg,1500,0,400,日付不明,suiexcel (121).xls
塩すけそうこ,933,1kg,2730,0,950,日付不明,suiexcel (121).xls
塩さんま,0,0,0,0,0,日付不明,suiexcel (121).xls
開干さんま,200,1Kg,2160,0,1080,日付不明,suiexcel (121).xls
開干あじ,540,1Kg,1944,0,972,日付不明,suiexcel (121).xls
若干かれい,200,1Kg,2160,0,864,日付不明,suiexcel (121).xls
ちりめん,748,1kg,2310,0,800,日付不明,suiexcel (121).xls
かますごかまあげ,50,1Kg,1188,1188,1188,日付不明,suiexcel (121).xls
くろまぐろ,1966,1Kg,3996,3240,2808,日付不明,suiexcel-1 (73).xls
きわだ,952,1Kg,2700,1782,1188,日付不明,suiexcel-1 (73).xls
あじ,1043,1Kg,540,0,432,日付不明,suiexcel-1 (73).xls
さば,1233,1kg,600,0,300,日付不明,suiexcel-1 (73).xls
まいわし,5905,1Kg,486,0,378,日付不明,suiexcel-1 (73).xls
養成ぶり,1888,1Kg,1296,0,1080,日付不明,suiexcel-1 (73).xls
養成まだい,4107,1kg,1300,0,910,日付不明,suiexcel-1 (73).xls
さごし,467,1kg,520,0,390,日付不明,suiexcel-1 (73).xls
かれい,2412,1kg,900,0,310,日付不明,suiexcel-1 (73).xls
養成はまち,472,1kg,1360,0,930,日付不明,suiexcel-1 (73).xls
養成かんぱち,1002,1Kg,2106,0,1080,日付不明,suiexcel-1 (73).xls
するめいか,180,1Kg,1188,0,1080,日付不明,suiexcel-1 (73).xls
さけ,1897,1kg,2800,0,1600,日付不明,suiexcel-1 (73).xls
たこ,188,1kg,3500,0,1400,日付不明,suiexcel-1 (73).xls
かに,298,1Kg,2376,0,2160,日付不明,suiexcel-1 (73).xls
はまぐり,410,1Kg,1944,0,756,日付不明,suiexcel-1 (73).xls
あさり,858,1Kg,1620,0,432,日付不明,suiexcel-1 (73).xls
かき,2216,1kg,5000,0,600,日付不明,suiexcel-1 (73).xls
冷凍もんごいか,138,1Kg,4320,3456,1188,日付不明,suiexcel-1 (73).xls
冷凍たこ,0,0,0,0,0,日付不明,suiexcel-1 (73).xls
冷凍えび,1277,1Kg,4320,1836,972,日付不明,suiexcel-1 (73).xls
塩さば,1376,1kg,1430,0,240,日付不明,suiexcel-1 (73).xls
塩さけ,2492,1kg,2100,0,850,日付不明,suiexcel-1 (73).xls
塩すけそうこ,264,1kg,4000,0,1000,日付不明,suiexcel-1 (73).xls
塩さんま,0,0,0,0,0,日付不明,suiexcel-1 (73).xls
開干さんま,200,1Kg,2160,0,972,日付不明,suiexcel-1 (73).xls
開干あじ,376,1Kg,1944,0,972,日付不明,suiexcel-1 (73).xls
若干かれい,100,1Kg,2160,0,864,日付不明,suiexcel-1 (73).xls
ちりめん,564,1kg,1860,0,960,日付不明,suiexcel-1 (73).xls
かますごかまあげ,50,1Kg,1188,1188,1188,日付不明,suiexcel-1 (73).xls
くろまぐろ,587,1kg,4200,0,3000,日付不明,suiexcel-2 (72).xls
きわだ,836,1Kg,1728,1512,1080,日付不明,suiexcel-2 (72).xls
あじ,802,1Kg,864,0,756,日付不明,suiexcel-2 (72).xls
さば,2407,1kg,800,0,330,日付不明,suiexcel-2 (72).xls
まいわし,1928,1Kg,378,0,270,日付不明,suiexcel-2 (72).xls
養成ぶり,2694,1kg,1650,0,800,日付不明,suiexcel-2 (72).xls
養成まだい,6087,1kg,1260,0,830,日付不明,suiexcel-2 (72).xls
さごし,264,1Kg,648,0,432,日付不明,suiexcel-2 (72).xls
かれい,1175,1Kg,864,0,648,日付不明,suiexcel-2 (72).xls
養成はまち,806,1kg,1450,0,950,日付不明,suiexcel-2 (72).xls
養成かんぱち,1877,1kg,2390,0,1410,日付不明,suiexcel-2 (72).xls
するめいか,1348,1Kg,1296,0,1188,日付不明,suiexcel-2 (72).xls
さけ,2385,1Kg,1728,0,1512,日付不明,suiexcel-2 (72).xls
たこ,126,1kg,6500,0,1600,日付不明,suiexcel-2 (72).xls
かに,125,1Kg,4860,0,4644,日付不明,suiexcel-2 (72).xls
はまぐり,350,1Kg,1944,0,756,日付不明,suiexcel-2 (72).xls
あさり,979,1Kg,1944,0,432,日付不明,suiexcel-2 (72).xls
かき,3549,1kg,5000,0,500,日付不明,suiexcel-2 (72).xls
冷凍もんごいか,100,1Kg,4320,3456,1188,日付不明,suiexcel-2 (72).xls
冷凍たこ,0,0,0,0,0,日付不明,suiexcel-2 (72).xls
冷凍えび,1015,1Kg,4320,1836,972,日付不明,suiexcel-2 (72).xls
塩さば,980,1kg,800,0,560,日付不明,suiexcel-2 (72).xls
塩さけ,1601,1kg,3000,0,780,日付不明,suiexcel-2 (72).xls
塩すけそうこ,250,1kg,2780,0,1350,日付不明,suiexcel-2 (72).xls
塩さんま,0,0,0,0,0,日付不明,suiexcel-2 (72).xls
開干さんま,200,1Kg,2160,0,1080,日付不明,suiexcel-2 (72).xls
開干あじ,311,1Kg,1944,0,1080,日付不明,suiexcel-2 (72).xls
若干かれい,200,1Kg,1944,0,864,日付不明,suiexcel-2 (72).xls
ちりめん,300,1Kg,2808,0,2376,日付不明,suiexcel-2 (72).xls
かますごかまあげ,56,1Kg,1188,1188,1188,日付不明,suiexcel-2 (72).xls
くろまぐろ,875,1Kg,3996,3672,3132,日付不明,suiexcel-3 (71).xls
きわだ,1114,1Kg,2376,1512,1080,日付不明,suiexcel-3 (71).xls
あじ,327,1kg,1900,0,300,日付不明,suiexcel-3 (71).xls
さば,3521,1Kg,432,0,324,日付不明,suiexcel-3 (71).xls
まいわし,1424,1Kg,432,0,324,日付不明,suiexcel-3 (71).xls
養成ぶり,2362,1kg,1650,0,900,日付不明,suiexcel-3 (71).xls
養成まだい,4405,1kg,1250,0,900,日付不明,suiexcel-3 (71).xls
さごし,652,1Kg,864,0,648,日付不明,suiexcel-3 (71).xls
かれい,922,1Kg,1080,0,864,日付不明,suiexcel-3 (71).xls
養成はまち,422,1kg,1300,0,930,日付不明,suiexcel-3 (71).xls
養成かんぱち,982,1Kg,2106,0,1080,日付不明,suiexcel-3 (71).xls
するめいか,829,1Kg,1188,0,1080,日付不明,suiexcel-3 (71).xls
さけ,1508,1Kg,1620,0,1404,日付不明,suiexcel-3 (71).xls
たこ,177,1kg,4000,0,1800,日付不明,suiexcel-3 (71).xls
かに,317,1kg,8600,0,380,日付不明,suiexcel-3 (71).xls
はまぐり,345,1Kg,1944,0,756,日付不明,suiexcel-3 (71).xls
あさり,896,1Kg,1512,0,324,日付不明,suiexcel-3 (71).xls
かき,3163,1kg,5000,0,570,日付不明,suiexcel-3 (71).xls
冷凍もんごいか,693,1kg,3570,0,860,日付不明,suiexcel-3 (71).xls
冷凍たこ,0,0,0,0,0,日付不明,suiexcel-3 (71).xls
冷凍えび,760,1Kg,4320,1836,972,日付不明,suiexcel-3 (71).xls
塩さば,1404,1kg,590,590,590,日付不明,suiexcel-3 (71).xls
塩さけ,4504,1kg,1600,0,500,日付不明,suiexcel-3 (71).xls
塩すけそうこ,122,1kg,2640,0,1350,日付不明,suiexcel-3 (71).xls
塩さんま,0,0,0,0,0,日付不明,suiexcel-3 (71).xls
開干さんま,308,1Kg,2160,0,1080,日付不明,suiexcel-3 (71).xls
開干あじ,342,1Kg,1944,0,1080,日付不明,suiexcel-3 (71).xls
若干かれい,116,1Kg,1620,0,864,日付不明,suiexcel-3 (71).xls
ちりめん,163,1kg,3100,0,1350,日付不明,suiexcel-3 (71).xls
かますごかまあげ,52,1Kg,1188,1188,1188,日付不明,suiexcel-3 (71).xls
くろまぐろ,730,1Kg,3996,3726,3564,日付不明,suiexcel-4 (69).xls
きわだ,836,1Kg,2160,1728,1566,日付不明,suiexcel-4 (69).xls
あじ,1650,1Kg,594,0,486,日付不明,suiexcel-4 (69).xls
さば,2678,1Kg,486,0,378,日付不明,suiexcel-4 (69).xls
まいわし,1856,1Kg,378,0,270,日付不明,suiexcel-4 (69).xls
養成ぶり,1800,1kg,1650,0,900,日付不明,suiexcel-4 (69).xls
養成まだい,5003,1kg,1300,0,900,日付不明,suiexcel-4 (69).xls
さごし,432,1Kg,972,0,756,日付不明,suiexcel-4 (69).xls
かれい,3679,1kg,900,0,280,日付不明,suiexcel-4 (69).xls
養成はまち,565,1kg,1300,0,840,日付不明,suiexcel-4 (69).xls
養成かんぱち,1452,1kg,1900,0,1550,日付不明,suiexcel-4 (69).xls
するめいか,250,1Kg,1620,0,1512,日付不明,suiexcel-4 (69).xls
さけ,1680,1Kg,2268,0,2052,日付不明,suiexcel-4 (69).xls
たこ,142,1kg,4000,0,1000,日付不明,suiexcel-4 (69).xls
かに,203,1Kg,4212,0,3996,日付不明,suiexcel-4 (69).xls
はまぐり,300,1Kg,1944,0,756,日付不明,suiexcel-4 (69).xls
あさり,823,1Kg,1512,0,432,日付不明,suiexcel-4 (69).xls
かき,2223,1kg,5000,0,600,日付不明,suiexcel-4 (69).xls
冷凍もんごいか,100,1Kg,4320,3456,1188,日付不明,suiexcel-4 (69).xls
冷凍たこ,0,0,0,0,0,日付不明,suiexcel-4 (69).xls
冷凍えび,1151,1Kg,4320,1836,972,日付不明,suiexcel-4 (69).xls
塩さば,1334,1kg,920,0,200,日付不明,suiexcel-4 (69).xls
塩さけ,172,1kg,2100,0,900,日付不明,suiexcel-4 (69).xls
塩すけそうこ,143,1kg,2830,0,1100,日付不明,suiexcel-4 (69).xls
塩さんま,0,0,0,0,0,日付不明,suiexcel-4 (69).xls
開干さんま,216,1Kg,2160,0,1080,日付不明,suiexcel-4 (69).xls
開干あじ,287,1Kg,1944,0,1080,日付不明,suiexcel-4 (69).xls
若干かれい,100,1Kg,1620,0,702,日付不明,suiexcel-4 (69).xls
ちりめん,703,1Kg,2700,0,1296,日付不明,suiexcel-4 (69).xls
かますごかまあげ,30,1Kg,1188,1188,1188,日付不明,suiexcel-4 (69).xls
くろまぐろ,490.4,1Kg,3996,3888,3780,日付不明,suiexcel-5 (64).xls
きわだ,1109,1Kg,1566,0,1296,日付不明,suiexcel-5 (64).xls
あじ,1695,1Kg,648,0,540,日付不明,suiexcel-5 (64).xls
さば,2778,1Kg,594,0,486,日付不明,suiexcel-5 (64).xls
まいわし,1173,1Kg,270,0,162,日付不明,suiexcel-5 (64).xls
養成ぶり,802,1kg,1650,0,800,日付不明,suiexcel-5 (64).xls
養成まだい,3031,1Kg,1350,0,540,日付不明,suiexcel-5 (64).xls
さごし,344,1Kg,972,0,756,日付不明,suiexcel-5 (64).xls
かれい,1904,1Kg,648,0,432,日付不明,suiexcel-5 (64).xls
養成はまち,374,1Kg,1404,0,1026,日付不明,suiexcel-5 (64).xls
養成かんぱち,893,1Kg,2106,0,1080,日付不明,suiexcel-5 (64).xls
するめいか,664,1Kg,1404,0,1296,日付不明,suiexcel-5 (64).xls
さけ,1079,1Kg,2052,0,1836,日付不明,suiexcel-5 (64).xls
たこ,138,1kg,5000,0,2000,日付不明,suiexcel-5 (64).xls
かに,91,1kg,5600,0,630,日付不明,suiexcel-5 (64).xls
はまぐり,245,1Kg,2160,0,756,日付不明,suiexcel-5 (64).xls
あさり,516,1Kg,1512,0,432,日付不明,suiexcel-5 (64).xls
かき,1844,1kg,5000,0,600,日付不明,suiexcel-5 (64).xls
冷凍もんごいか,100,1Kg,4320,3456,1188,日付不明,suiexcel-5 (64).xls
冷凍たこ,0,0,0,0,0,日付不明,suiexcel-5 (64).xls
冷凍えび,1324,1Kg,4320,1836,972,日付不明,suiexcel-5 (64).xls
塩さば,500,1kg,920,0,500,日付不明,suiexcel-5 (64).xls
塩さけ,3641,1kg,1500,0,590,日付不明,suiexcel-5 (64).xls
塩すけそうこ,164,1kg,2780,0,2190,日付不明,suiexcel-5 (64).xls
塩さんま,0,0,0,0,0,日付不明,suiexcel-5 (64).xls
開干さんま,200,1Kg,2160,0,1296,日付不明,suiexcel-5 (64).xls
開干あじ,274,1Kg,1944,0,1080,日付不明,suiexcel-5 (64).xls
若干かれい,200,1Kg,1620,0,864,日付不明,suiexcel-5 (64).xls
ちりめん,948,1Kg,5184,0,648,日付不明,suiexcel-5 (64).xls
かますごかまあげ,48,1Kg,1188,1188,1188,日付不明,suiexcel-5 (64).xls
くろまぐろ,716.5,1Kg,3700,3600,2500,日付不明,suiexcel-6 (59).xls
きわだ,813,1Kg,1450,0,1200,日付不明,suiexcel-6 (59).xls
あじ,332,1kg,1400,0,340,日付不明,suiexcel-6 (59).xls
さば,982,1Kg,378,0,270,日付不明,suiexcel-6 (59).xls
まいわし,930,1Kg,270,0,162,日付不明,suiexcel-6 (59).xls
養成ぶり,661,1Kg,1188,0,972,日付不明,suiexcel-6 (59).xls
養成まだい,2676,1Kg,1350,0,540,日付不明,suiexcel-6 (59).xls
さごし,120,1Kg,972,0,756,日付不明,suiexcel-6 (59).xls
かれい,1194,1Kg,972,0,756,日付不明,suiexcel-6 (59).xls
養成はまち,338,1Kg,1404,0,1026,日付不明,suiexcel-6 (59).xls
養成かんぱち,733,1Kg,2106,0,1080,日付不明,suiexcel-6 (59).xls
するめいか,193,1Kg,1296,0,1188,日付不明,suiexcel-6 (59).xls
さけ,1008,1Kg,2160,0,1944,日付不明,suiexcel-6 (59).xls
たこ,75,1kg,2800,0,1800,日付不明,suiexcel-6 (59).xls
かに,19,1Kg,6588,0,6372,日付不明,suiexcel-6 (59).xls
はまぐり,220,1Kg,2160,0,756,日付不明,suiexcel-6 (59).xls
あさり,406,1Kg,1512,0,324,日付不明,suiexcel-6 (59).xls
かき,1086,1kg,5000,0,600,日付不明,suiexcel-6 (59).xls
冷凍もんごいか,100,1Kg,4320,3456,1188,日付不明,suiexcel-6 (59).xls
冷凍たこ,0,0,0,0,0,日付不明,suiexcel-6 (59).xls
冷凍えび,1463,1Kg,4320,1836,972,日付不明,suiexcel-6 (59).xls
塩さば,178,1kg,680,0,560,日付不明,suiexcel-6 (59).xls
塩さけ,1416,1kg,1450,0,450,日付不明,suiexcel-6 (59).xls
塩すけそうこ,105,1kg,2570,0,2190,日付不明,suiexcel-6 (59).xls
塩さんま,0,0,0,0,0,日付不明,suiexcel-6 (59).xls
開干さんま,100,1Kg,1620,0,1080,日付不明,suiexcel-6 (59).xls
開干あじ,398,1Kg,1944,0,1080,日付不明,suiexcel-6 (59).xls
若干かれい,100,1Kg,2160,0,972,日付不明,suiexcel-6 (59).xls
ちりめん,351,1Kg,3240,0,1728,日付不明,suiexcel-6 (59).xls
かますごかまあげ,30,1Kg,1188,1188,1188,日付不明,suiexcel-6 (59).xls
くろまぐろ,979,1kg,3996,3888,3726,日付不明,suiexcel-8 (19).xlsx
きわだ,649,1kg,2600,0,1450,日付不明,suiexcel-8 (19).xlsx
あじ,523,1kg,1026,0,918,日付不明,suiexcel-8 (19).xlsx
さば,2289,1kg,432,0,324,日付不明,suiexcel-8 (19).xlsx
まいわし,1225,1kg,270,0,162,日付不明,suiexcel-8 (19).xlsx
養成ぶり,995,1kg,1296,0,972,日付不明,suiexcel-8 (19).xlsx
