品目,数量,単位,高値,安値,主な産地,日付,元ファイル
くろまぐろ,202,1kg,5000,4100,,令和4年1月5日（水）,suiexcel (98).xls
きわだ,1033,1kg,3300,600,,令和4年1月5日（水）,suiexcel (98).xls
あじ,2094,1kg,2000,150,,令和4年1月5日（水）,suiexcel (98).xls
さば,505,1kg,594,486,,令和4年1月5日（水）,suiexcel (98).xls
まいわし,232,1kg,540,432,,令和4年1月5日（水）,suiexcel (98).xls
養成ぶり,3960,1kg,1500,700,,令和4年1月5日（水）,suiexcel (98).xls
養成まだい,11649,1kg,1350,120,,令和4年1月5日（水）,suiexcel (98).xls
さごし,380,1kg,864,648,,令和4年1月5日（水）,suiexcel (98).xls
養成はまち,2010,1kg,1458,600,,令和4年1月5日（水）,suiexcel (98).xls
養成かんぱち,3759,1kg,3050,1100,,令和4年1月5日（水）,suiexcel (98).xls
するめいか,148,1kg,1512,1404,,令和4年1月5日（水）,suiexcel (98).xls
さけ,9433,1kg,1512,250,,令和4年1月5日（水）,suiexcel (98).xls
養成ふぐ,2982,1kg,3500,1250,,令和4年1月5日（水）,suiexcel (98).xls
たこ,250,1kg,2500,1188,,令和4年1月5日（水）,suiexcel (98).xls
かに,1040,1kg,3456,864,,令和4年1月5日（水）,suiexcel (98).xls
はまぐり,560,1kg,3000,630,,令和4年1月5日（水）,suiexcel (98).xls
あさり,2174,1kg,940,400,,令和4年1月5日（水）,suiexcel (98).xls
かき,5163,1kg,2850,580,,令和4年1月5日（水）,suiexcel (98).xls
冷凍もんごいか,200,1kg,3240,1026,,令和4年1月5日（水）,suiexcel (98).xls
冷凍たこ,100,1kg,2700,1296,,令和4年1月5日（水）,suiexcel (98).xls
冷凍えび,1723,1kg,4860,756,,令和4年1月5日（水）,suiexcel (98).xls
塩さば,428,1kg,500,400,,令和4年1月5日（水）,suiexcel (98).xls
塩さけ,3076,1kg,1450,830,,令和4年1月5日（水）,suiexcel (98).xls
塩すけそうこ,903,1kg,2310,454,,令和4年1月5日（水）,suiexcel (98).xls
開干あじ,138,1kg,1620,700,,令和4年1月5日（水）,suiexcel (98).xls
若干かれい,64,1kg,1200,1200,,令和4年1月5日（水）,suiexcel (98).xls
ちりめん,1622,1kg,2000,450,,令和4年1月5日（水）,suiexcel (98).xls
かますごかまあげ,100,1kg,972,972,,令和4年1月5日（水）,suiexcel (98).xls
くろまぐろ,250,1kg,3240,3078,,令和4年1月6日（木）,suiexcel-1 (50).xls
きわだ,714,1kg,2700,1296,,令和4年1月6日（木）,suiexcel-1 (50).xls
あじ,941,1kg,1500,250,,令和4年1月6日（木）,suiexcel-1 (50).xls
さば,1706,1kg,3500,250,,令和4年1月6日（木）,suiexcel-1 (50).xls
まいわし,1365,1kg,324,216,,令和4年1月6日（木）,suiexcel-1 (50).xls
養成ぶり,1483,1kg,1350,1080,,令和4年1月6日（木）,suiexcel-1 (50).xls
養成まだい,3487,1kg,1350,510,,令和4年1月6日（木）,suiexcel-1 (50).xls
さごし,510,1kg,756,540,,令和4年1月6日（木）,suiexcel-1 (50).xls
養成はまち,418,1kg,1458,1000,,令和4年1月6日（木）,suiexcel-1 (50).xls
養成かんぱち,1157,1kg,1566,1200,,令和4年1月6日（木）,suiexcel-1 (50).xls
するめいか,150,1kg,1580,1080,,令和4年1月6日（木）,suiexcel-1 (50).xls
さけ,2802,1kg,3400,1000,,令和4年1月6日（木）,suiexcel-1 (50).xls
養成ふぐ,502,1kg,3500,1610,,令和4年1月6日（木）,suiexcel-1 (50).xls
たこ,176,1Kg,2376,1100,,令和4年1月6日（木）,suiexcel-1 (50).xls
かに,44,1kg,7560,2860,,令和4年1月6日（木）,suiexcel-1 (50).xls
はまぐり,1430,1kg,2700,700,,令和4年1月6日（木）,suiexcel-1 (50).xls
あさり,938,1kg,940,486,,令和4年1月6日（木）,suiexcel-1 (50).xls
かき,2930,1kg,2700,630,,令和4年1月6日（木）,suiexcel-1 (50).xls
冷凍もんごいか,200,1kg,3240,1026,,令和4年1月6日（木）,suiexcel-1 (50).xls
冷凍たこ,112,1kg,2700,900,,令和4年1月6日（木）,suiexcel-1 (50).xls
冷凍えび,1534,1kg,4860,756,,令和4年1月6日（木）,suiexcel-1 (50).xls
塩さば,2682,1kg,780,324,,令和4年1月6日（木）,suiexcel-1 (50).xls
塩さけ,3798,1kg,1350,750,,令和4年1月6日（木）,suiexcel-1 (50).xls
塩すけそうこ,585,1kg,4000,1350,,令和4年1月6日（木）,suiexcel-1 (50).xls
開干あじ,530,1kg,1620,140,,令和4年1月6日（木）,suiexcel-1 (50).xls
若干かれい,200,1kg,1620,864,,令和4年1月6日（木）,suiexcel-1 (50).xls
ちりめん,525,1kg,1620,600,,令和4年1月6日（木）,suiexcel-1 (50).xls
茹かに,30,1kg,3240,2700,,令和4年1月6日（木）,suiexcel-1 (50).xls
かますごかまあげ,30,1kg,972,972,,令和4年1月6日（木）,suiexcel-1 (50).xls
くろまぐろ,770,1kg,3186,2862,,令和4年1月7日（金）,suiexcel-2 (50).xls
きわだ,798,1kg,3300,700,,令和4年1月7日（金）,suiexcel-2 (50).xls
あじ,1121,1kg,3500,300,,令和4年1月7日（金）,suiexcel-2 (50).xls
さば,2464,1kg,3500,50,,令和4年1月7日（金）,suiexcel-2 (50).xls
まいわし,2454,1kg,378,230,,令和4年1月7日（金）,suiexcel-2 (50).xls
養成ぶり,1908,1kg,1350,1030,,令和4年1月7日（金）,suiexcel-2 (50).xls
養成まだい,3789,1kg,1350,150,,令和4年1月7日（金）,suiexcel-2 (50).xls
さごし,1432,1kg,1080,630,,令和4年1月7日（金）,suiexcel-2 (50).xls
養成はまち,465,1kg,1458,1200,,令和4年1月7日（金）,suiexcel-2 (50).xls
養成かんぱち,1272,1kg,1630,1200,,令和4年1月7日（金）,suiexcel-2 (50).xls
するめいか,100,1kg,1620,1100,,令和4年1月7日（金）,suiexcel-2 (50).xls
さけ,4228,1kg,1512,550,,令和4年1月7日（金）,suiexcel-2 (50).xls
養成ふぐ,166,1kg,3500,3000,,令和4年1月7日（金）,suiexcel-2 (50).xls
たこ,36,1kg,2500,1600,,令和4年1月7日（金）,suiexcel-2 (50).xls
かに,80,1kg,7560,520,,令和4年1月7日（金）,suiexcel-2 (50).xls
はまぐり,315,1kg,1836,864,,令和4年1月7日（金）,suiexcel-2 (50).xls
あさり,1081,1kg,940,378,,令和4年1月7日（金）,suiexcel-2 (50).xls
かき,3095,1kg,3000,450,,令和4年1月7日（金）,suiexcel-2 (50).xls
冷凍もんごいか,200,1kg,3240,1026,,令和4年1月7日（金）,suiexcel-2 (50).xls
冷凍たこ,100,1kg,2700,1296,,令和4年1月7日（金）,suiexcel-2 (50).xls
冷凍えび,1630,1kg,4860,756,,令和4年1月7日（金）,suiexcel-2 (50).xls
塩さば,2624,1kg,880,324,,令和4年1月7日（金）,suiexcel-2 (50).xls
塩さけ,2202,1kg,1620,700,,令和4年1月7日（金）,suiexcel-2 (50).xls
塩すけそうこ,950,1kg,2300,900,,令和4年1月7日（金）,suiexcel-2 (50).xls
開干あじ,347,1kg,1620,140,,令和4年1月7日（金）,suiexcel-2 (50).xls
若干かれい,200,1kg,1620,864,,令和4年1月7日（金）,suiexcel-2 (50).xls
ちりめん,987,1kg,4000,500,,令和4年1月7日（金）,suiexcel-2 (50).xls
茹かに,30,1kg,5400,2700,,令和4年1月7日（金）,suiexcel-2 (50).xls
かますごかまあげ,100,1kg,1080,972,,令和4年1月7日（金）,suiexcel-2 (50).xls
くろまぐろ,978,1kg,4300,2430,,令和4年1月8日（土）,suiexcel-3 (50).xls
きわだ,708,1kg,2916,756,,令和4年1月8日（土）,suiexcel-3 (50).xls
あじ,2029,1kg,3500,150,,令和4年1月8日（土）,suiexcel-3 (50).xls
さば,2805,1kg,3500,300,,令和4年1月8日（土）,suiexcel-3 (50).xls
まいわし,2490,1kg,630,220,,令和4年1月8日（土）,suiexcel-3 (50).xls
養成ぶり,4000,1kg,1700,210,,令和4年1月8日（土）,suiexcel-3 (50).xls
養成まだい,5388,1kg,1350,300,,令和4年1月8日（土）,suiexcel-3 (50).xls
さごし,1320,1kg,756,540,,令和4年1月8日（土）,suiexcel-3 (50).xls
養成はまち,655,1kg,1458,1000,,令和4年1月8日（土）,suiexcel-3 (50).xls
養成かんぱち,1546,1kg,1566,1200,,令和4年1月8日（土）,suiexcel-3 (50).xls
するめいか,99,1kg,2060,1100,,令和4年1月8日（土）,suiexcel-3 (50).xls
さけ,3794,1kg,1500,750,,令和4年1月8日（土）,suiexcel-3 (50).xls
養成ふぐ,485,1kg,35000,1600,,令和4年1月8日（土）,suiexcel-3 (50).xls
たこ,200,1kg,4330,1080,,令和4年1月8日（土）,suiexcel-3 (50).xls
かに,234,1kg,6480,830,,令和4年1月8日（土）,suiexcel-3 (50).xls
はまぐり,495,1kg,3000,600,,令和4年1月8日（土）,suiexcel-3 (50).xls
あさり,1161,1kg,940,378,,令和4年1月8日（土）,suiexcel-3 (50).xls
かき,5592,1kg,5140,450,,令和4年1月8日（土）,suiexcel-3 (50).xls
冷凍もんごいか,400,1kg,3240,1026,,令和4年1月8日（土）,suiexcel-3 (50).xls
冷凍たこ,100,1kg,2700,1296,,令和4年1月8日（土）,suiexcel-3 (50).xls
冷凍えび,2023,1kg,4890,756,,令和4年1月8日（土）,suiexcel-3 (50).xls
塩さば,2102,1kg,1050,300,,令和4年1月8日（土）,suiexcel-3 (50).xls
塩さけ,3248,1kg,1900,400,,令和4年1月8日（土）,suiexcel-3 (50).xls
塩すけそうこ,282,1kg,2160,648,,令和4年1月8日（土）,suiexcel-3 (50).xls
開干あじ,207,1kg,2000,620,,令和4年1月8日（土）,suiexcel-3 (50).xls
若干かれい,100,1kg,2160,864,,令和4年1月8日（土）,suiexcel-3 (50).xls
ちりめん,460,1kg,2310,700,,令和4年1月8日（土）,suiexcel-3 (50).xls
茹かに,30,1kg,5400,3240,,令和4年1月8日（土）,suiexcel-3 (50).xls
かますごかまあげ,100,1kg,1080,864,,令和4年1月8日（土）,suiexcel-3 (50).xls
くろまぐろ,700,1kg,3024,2700,,令和4年1月11日（火）,suiexcel-4 (50).xls
きわだ,1064,1kg,3000,864,,令和4年1月11日（火）,suiexcel-4 (50).xls
あじ,3629,1kg,5710,120,,令和4年1月11日（火）,suiexcel-4 (50).xls
さば,4311,1kg,3500,320,,令和4年1月11日（火）,suiexcel-4 (50).xls
まいわし,1820,1kg,450,130,,令和4年1月11日（火）,suiexcel-4 (50).xls
養成ぶり,2561,1kg,1500,210,,令和4年1月11日（火）,suiexcel-4 (50).xls
養成まだい,6953,1kg,1350,540,,令和4年1月11日（火）,suiexcel-4 (50).xls
さごし,920,1kg,756,540,,令和4年1月11日（火）,suiexcel-4 (50).xls
養成はまち,1053,1kg,1458,800,,令和4年1月11日（火）,suiexcel-4 (50).xls
養成かんぱち,1714,1kg,1660,1200,,令和4年1月11日（火）,suiexcel-4 (50).xls
するめいか,921,1kg,2170,756,,令和4年1月11日（火）,suiexcel-4 (50).xls
さけ,4303,1kg,1750,850,,令和4年1月11日（火）,suiexcel-4 (50).xls
養成ふぐ,287,1kg,6000,1600,,令和4年1月11日（火）,suiexcel-4 (50).xls
たこ,298,1kg,4330,1188,,令和4年1月11日（火）,suiexcel-4 (50).xls
かに,114,1kg,8240,1710,,令和4年1月11日（火）,suiexcel-4 (50).xls
はまぐり,328,1kg,2160,600,,令和4年1月11日（火）,suiexcel-4 (50).xls
あさり,2667,1kg,1200,400,,令和4年1月11日（火）,suiexcel-4 (50).xls
かき,4569,1kg,30000,330,,令和4年1月11日（火）,suiexcel-4 (50).xls
冷凍もんごいか,210,1kg,3240,1026,,令和4年1月11日（火）,suiexcel-4 (50).xls
冷凍たこ,100,1kg,2700,1296,,令和4年1月11日（火）,suiexcel-4 (50).xls
冷凍えび,1573,1kg,4860,756,,令和4年1月11日（火）,suiexcel-4 (50).xls
塩さば,1566,1kg,648,250,,令和4年1月11日（火）,suiexcel-4 (50).xls
塩さけ,1744,1kg,1450,830,,令和4年1月11日（火）,suiexcel-4 (50).xls
塩すけそうこ,503,1kg,4298,1080,,令和4年1月11日（火）,suiexcel-4 (50).xls
塩いわし,10,1kg,500,500,,令和4年1月11日（火）,suiexcel-4 (50).xls
開干あじ,373,1kg,1620,140,,令和4年1月11日（火）,suiexcel-4 (50).xls
若干かれい,200,1kg,2160,864,,令和4年1月11日（火）,suiexcel-4 (50).xls
ちりめん,1112,1kg,1900,600,,令和4年1月11日（火）,suiexcel-4 (50).xls
茹かに,30,1kg,6480,2700,,令和4年1月11日（火）,suiexcel-4 (50).xls
かますごかまあげ,100,1kg,1080,864,,令和4年1月11日（火）,suiexcel-4 (50).xls
くろまぐろ,488,1kg,3500,2700,,令和4年1月12日（水）,suiexcel-5 (50).xls
きわだ,769,1kg,3000,864,,令和4年1月12日（水）,suiexcel-5 (50).xls
あじ,420,1kg,2670,300,,令和4年1月12日（水）,suiexcel-5 (50).xls
さば,2196,1kg,3500,270,,令和4年1月12日（水）,suiexcel-5 (50).xls
まいわし,1116,1kg,380,200,,令和4年1月12日（水）,suiexcel-5 (50).xls
養成ぶり,1009,1kg,1500,210,,令和4年1月12日（水）,suiexcel-5 (50).xls
養成まだい,3160,1kg,1350,300,,令和4年1月12日（水）,suiexcel-5 (50).xls
さごし,360,1kg,756,540,,令和4年1月12日（水）,suiexcel-5 (50).xls
養成はまち,560,1kg,1458,1140,,令和4年1月12日（水）,suiexcel-5 (50).xls
養成かんぱち,849,1kg,5200,1200,,令和4年1月12日（水）,suiexcel-5 (50).xls
するめいか,160,1kg,1404,940,,令和4年1月12日（水）,suiexcel-5 (50).xls
さけ,1951,1kg,1512,430,,令和4年1月12日（水）,suiexcel-5 (50).xls
養成ふぐ,204,1kg,3500,3000,,令和4年1月12日（水）,suiexcel-5 (50).xls
たこ,196,1kg,4000,1080,,令和4年1月12日（水）,suiexcel-5 (50).xls
かに,84,1kg,7270,800,,令和4年1月12日（水）,suiexcel-5 (50).xls
はまぐり,215,1kg,2160,700,,令和4年1月12日（水）,suiexcel-5 (50).xls
あさり,1028,1kg,1620,378,,令和4年1月12日（水）,suiexcel-5 (50).xls
かき,2406,1kg,3000,330,,令和4年1月12日（水）,suiexcel-5 (50).xls
冷凍もんごいか,200,1kg,3240,1026,,令和4年1月12日（水）,suiexcel-5 (50).xls
冷凍たこ,5380,1kg,2700,1296,,令和4年1月12日（水）,suiexcel-5 (50).xls
冷凍えび,1494,1kg,4860,756,,令和4年1月12日（水）,suiexcel-5 (50).xls
塩さば,1298,1kg,700,300,,令和4年1月12日（水）,suiexcel-5 (50).xls
塩さけ,2061,1kg,1350,820,,令和4年1月12日（水）,suiexcel-5 (50).xls
塩すけそうこ,205,1kg,2300,1380,,令和4年1月12日（水）,suiexcel-5 (50).xls
開干あじ,337,1kg,1620,620,,令和4年1月12日（水）,suiexcel-5 (50).xls
若干かれい,100,1kg,2376,864,,令和4年1月12日（水）,suiexcel-5 (50).xls
ちりめん,568,1kg,2310,864,,令和4年1月12日（水）,suiexcel-5 (50).xls
茹かに,30,1kg,6480,3240,,令和4年1月12日（水）,suiexcel-5 (50).xls
かますごかまあげ,50,1kg,1080,972,,令和4年1月12日（水）,suiexcel-5 (50).xls
くろまぐろ,370,1kg,3500,2700,,令和4年1月13日（木）,suiexcel-6 (50).xls
きわだ,719,1kg,2916,600,,令和4年1月13日（木）,suiexcel-6 (50).xls
あじ,2671,1kg,3500,216,,令和4年1月13日（木）,suiexcel-6 (50).xls
さば,2172,1kg,3500,260,,令和4年1月13日（木）,suiexcel-6 (50).xls
まいわし,1661,1kg,350,100,,令和4年1月13日（木）,suiexcel-6 (50).xls
養成ぶり,1686,1kg,1350,210,,令和4年1月13日（木）,suiexcel-6 (50).xls
養成まだい,3589,1kg,1350,350,,令和4年1月13日（木）,suiexcel-6 (50).xls
さごし,580,1kg,648,432,,令和4年1月13日（木）,suiexcel-6 (50).xls
養成はまち,392,1kg,1458,1130,,令和4年1月13日（木）,suiexcel-6 (50).xls
養成かんぱち,915,1kg,2170,1200,,令和4年1月13日（木）,suiexcel-6 (50).xls
するめいか,107,1kg,1404,960,,令和4年1月13日（木）,suiexcel-6 (50).xls
さけ,1959,1kg,1512,1150,,令和4年1月13日（木）,suiexcel-6 (50).xls
養成ふぐ,201,1kg,5360,3000,,令和4年1月13日（木）,suiexcel-6 (50).xls
たこ,226,1kg,4330,1080,,令和4年1月13日（木）,suiexcel-6 (50).xls
かに,102,1kg,10340,840,,令和4年1月13日（木）,suiexcel-6 (50).xls
はまぐり,214,1kg,1836,700,,令和4年1月13日（木）,suiexcel-6 (50).xls
あさり,888,1kg,940,432,,令和4年1月13日（木）,suiexcel-6 (50).xls
かき,2654,1kg,5330,570,,令和4年1月13日（木）,suiexcel-6 (50).xls
冷凍もんごいか,200,1kg,3240,1026,,令和4年1月13日（木）,suiexcel-6 (50).xls
冷凍たこ,100,1kg,2700,1296,,令和4年1月13日（木）,suiexcel-6 (50).xls
冷凍えび,1677,1kg,45600,756,,令和4年1月13日（木）,suiexcel-6 (50).xls
塩さば,1593,1kg,1230,324,,令和4年1月13日（木）,suiexcel-6 (50).xls
塩さけ,1076,1kg,1350,780,,令和4年1月13日（木）,suiexcel-6 (50).xls
塩すけそうこ,408,1kg,2300,1200,,令和4年1月13日（木）,suiexcel-6 (50).xls
塩いわし,20,1kg,640,480,,令和4年1月13日（木）,suiexcel-6 (50).xls
開干あじ,247,1kg,1620,100,,令和4年1月13日（木）,suiexcel-6 (50).xls
若干かれい,100,1kg,2160,864,,令和4年1月13日（木）,suiexcel-6 (50).xls
ちりめん,280,1kg,1600,600,,令和4年1月13日（木）,suiexcel-6 (50).xls
茹かに,30,1kg,7560,3240,,令和4年1月13日（木）,suiexcel-6 (50).xls
かますごかまあげ,100,1kg,1080,864,,令和4年1月13日（木）,suiexcel-6 (50).xls
くろまぐろ,515,1kg,3400,2700,,令和4年1月14日（金）,suiexcel-7 (50).xls
きわだ,848,1kg,2916,600,,令和4年1月14日（金）,suiexcel-7 (50).xls
あじ,1055,1kg,3500,250,,令和4年1月14日（金）,suiexcel-7 (50).xls
さば,2050,1kg,3500,320,,令和4年1月14日（金）,suiexcel-7 (50).xls
まいわし,1506,1kg,330,108,,令和4年1月14日（金）,suiexcel-7 (50).xls
養成ぶり,1501,1kg,1350,210,,令和4年1月14日（金）,suiexcel-7 (50).xls
養成まだい,4774,1kg,1350,540,,令和4年1月14日（金）,suiexcel-7 (50).xls
さごし,870,1kg,756,540,,令和4年1月14日（金）,suiexcel-7 (50).xls
養成はまち,377,1kg,1458,1100,,令和4年1月14日（金）,suiexcel-7 (50).xls
養成かんぱち,967,1kg,1840,1200,,令和4年1月14日（金）,suiexcel-7 (50).xls
するめいか,95,1kg,1520,972,,令和4年1月14日（金）,suiexcel-7 (50).xls
さけ,2894,1kg,1750,750,,令和4年1月14日（金）,suiexcel-7 (50).xls
養成ふぐ,455,1kg,3500,302,,令和4年1月14日（金）,suiexcel-7 (50).xls
たこ,79,1kg,4330,1100,,令和4年1月14日（金）,suiexcel-7 (50).xls
かに,146,1kg,5330,710,,令和4年1月14日（金）,suiexcel-7 (50).xls
はまぐり,215,1kg,1836,864,,令和4年1月14日（金）,suiexcel-7 (50).xls
あさり,1237,1kg,1620,324,,令和4年1月14日（金）,suiexcel-7 (50).xls
かき,2820,1kg,5330,450,,令和4年1月14日（金）,suiexcel-7 (50).xls
冷凍もんごいか,210,1kg,3240,1026,,令和4年1月14日（金）,suiexcel-7 (50).xls
冷凍たこ,100,1kg,2700,1296,,令和4年1月14日（金）,suiexcel-7 (50).xls
冷凍えび,1724,1kg,4860,756,,令和4年1月14日（金）,suiexcel-7 (50).xls
塩さば,1516,1kg,700,324,,令和4年1月14日（金）,suiexcel-7 (50).xls
塩さけ,1644,1kg,2700,800,,令和4年1月14日（金）,suiexcel-7 (50).xls
塩すけそうこ,481,1kg,2310,800,,令和4年1月14日（金）,suiexcel-7 (50).xls
開干あじ,372,1kg,1620,110,,令和4年1月14日（金）,suiexcel-7 (50).xls
若干かれい,200,1kg,2160,864,,令和4年1月14日（金）,suiexcel-7 (50).xls
ちりめん,553,1kg,2310,630,,令和4年1月14日（金）,suiexcel-7 (50).xls
茹かに,30,1kg,6480,3240,,令和4年1月14日（金）,suiexcel-7 (50).xls
かますごかまあげ,50,1kg,1080,972,,令和4年1月14日（金）,suiexcel-7 (50).xls
くろまぐろ,785,1Kg,3024,2550,,令和4年1月15日（土）,suiexcel-8 (50).xls
きわだ,1173,1Kg,3600,600,,令和4年1月15日（土）,suiexcel-8 (50).xls
あじ,513,1Kg,3500,300,,令和4年1月15日（土）,suiexcel-8 (50).xls
さば,1245,1Kg,3500,378,,令和4年1月15日（土）,suiexcel-8 (50).xls
まいわし,1600,1Kg,270,162,,令和4年1月15日（土）,suiexcel-8 (50).xls
養成ぶり,2217,1kg,1700,210,,令和4年1月15日（土）,suiexcel-8 (50).xls
養成まだい,7988,1kg,1350,300,,令和4年1月15日（土）,suiexcel-8 (50).xls
さごし,410,1Kg,648,432,,令和4年1月15日（土）,suiexcel-8 (50).xls
養成はまち,551,1kg,1458,1200,,令和4年1月15日（土）,suiexcel-8 (50).xls
養成かんぱち,1408,1Kg,2140,1200,,令和4年1月15日（土）,suiexcel-8 (50).xls
するめいか,91,1Kg,1188,1080,,令和4年1月15日（土）,suiexcel-8 (50).xls
さけ,3289,1Kg,1500,750,,令和4年1月15日（土）,suiexcel-8 (50).xls
養成ふぐ,628,1kg,35000,2830,,令和4年1月15日（土）,suiexcel-8 (50).xls
たこ,125,1kg,4330,1850,,令和4年1月15日（土）,suiexcel-8 (50).xls
かに,72,1kg,6480,2000,,令和4年1月15日（土）,suiexcel-8 (50).xls
はまぐり,270,1Kg,1836,864,,令和4年1月15日（土）,suiexcel-8 (50).xls
あさり,1172,1Kg,940,400,,令和4年1月15日（土）,suiexcel-8 (50).xls
かき,5558,1kg,5000,450,,令和4年1月15日（土）,suiexcel-8 (50).xls
冷凍もんごいか,200,1Kg,3240,1026,,令和4年1月15日（土）,suiexcel-8 (50).xls
冷凍たこ,100,1Kg,2700,1296,,令和4年1月15日（土）,suiexcel-8 (50).xls
冷凍えび,1704,1Kg,4860,756,,令和4年1月15日（土）,suiexcel-8 (50).xls
塩さば,3934,1Kg,780,320,,令和4年1月15日（土）,suiexcel-8 (50).xls
塩さけ,2444,1kg,2700,830,,令和4年1月15日（土）,suiexcel-8 (50).xls
塩すけそうこ,269,1kg,2430,1090,,令和4年1月15日（土）,suiexcel-8 (50).xls
塩いわし,3530,1kg,560,440,,令和4年1月15日（土）,suiexcel-8 (50).xls
開干あじ,115,1Kg,1620,700,,令和4年1月15日（土）,suiexcel-8 (50).xls
若干かれい,100,1Kg,1944,864,,令和4年1月15日（土）,suiexcel-8 (50).xls
ちりめん,394,1Kg,2592,400,,令和4年1月15日（土）,suiexcel-8 (50).xls
茹かに,50,1Kg,8640,3240,,令和4年1月15日（土）,suiexcel-8 (50).xls
かますごかまあげ,100,1Kg,1080,972,,令和4年1月15日（土）,suiexcel-8 (50).xls
くろまぐろ,746,1Kg,3024,2700,,令和4年1月17日（月）,suiexcel-9 (50).xls
きわだ,1089,1Kg,2500,600,,令和4年1月17日（月）,suiexcel-9 (50).xls
あじ,1246,1Kg,3500,380,,令和4年1月17日（月）,suiexcel-9 (50).xls
さば,3136,1Kg,3500,300,,令和4年1月17日（月）,suiexcel-9 (50).xls
まいわし,1710,1Kg,324,170,,令和4年1月17日（月）,suiexcel-9 (50).xls
養成ぶり,1828,1kg,1500,210,,令和4年1月17日（月）,suiexcel-9 (50).xls
養成まだい,5079,1kg,1350,380,,令和4年1月17日（月）,suiexcel-9 (50).xls
さごし,456,1Kg,864,580,,令和4年1月17日（月）,suiexcel-9 (50).xls
養成はまち,634,1kg,3020,800,,令和4年1月17日（月）,suiexcel-9 (50).xls
養成かんぱち,1173,1kg,3430,1200,,令和4年1月17日（月）,suiexcel-9 (50).xls
するめいか,345,1Kg,1188,1080,,令和4年1月17日（月）,suiexcel-9 (50).xls
さけ,2457,1kg,1512,1150,,令和4年1月17日（月）,suiexcel-9 (50).xls
養成ふぐ,363,1Kg,3500,1600,,令和4年1月17日（月）,suiexcel-9 (50).xls
たこ,101,1Kg,4110,1188,,令和4年1月17日（月）,suiexcel-9 (50).xls
かに,54,1kg,7560,2000,,令和4年1月17日（月）,suiexcel-9 (50).xls
はまぐり,220,1Kg,1800,864,,令和4年1月17日（月）,suiexcel-9 (50).xls
あさり,1548,1Kg,940,280,,令和4年1月17日（月）,suiexcel-9 (50).xls
かき,3147,1kg,3400,450,,令和4年1月17日（月）,suiexcel-9 (50).xls
冷凍もんごいか,200,1Kg,3240,1026,,令和4年1月17日（月）,suiexcel-9 (50).xls
冷凍たこ,100,1Kg,2700,1296,,令和4年1月17日（月）,suiexcel-9 (50).xls
冷凍えび,2008,1Kg,4860,756,,令和4年1月17日（月）,suiexcel-9 (50).xls
塩さば,3190,1kg,700,250,,令和4年1月17日（月）,suiexcel-9 (50).xls
塩さけ,1960,1kg,1404,830,,令和4年1月17日（月）,suiexcel-9 (50).xls
塩すけそうこ,281,1kg,2200,1200,,令和4年1月17日（月）,suiexcel-9 (50).xls
塩いわし,3060,1kg,2350,410,,令和4年1月17日（月）,suiexcel-9 (50).xls
開干あじ,398,1kg,1620,140,,令和4年1月17日（月）,suiexcel-9 (50).xls
若干かれい,100,1Kg,1620,1080,,令和4年1月17日（月）,suiexcel-9 (50).xls
ちりめん,917,1kg,2310,400,,令和4年1月17日（月）,suiexcel-9 (50).xls
茹かに,30,1Kg,6480,3240,,令和4年1月17日（月）,suiexcel-9 (50).xls
かますごかまあげ,100,1Kg,1080,972,,令和4年1月17日（月）,suiexcel-9 (50).xls
くろまぐろ,200,1Kg,3024,2700,,令和4年1月18日（火）,suiexcel-10 (50).xls
きわだ,582,1kg,2320,600,,令和4年1月18日（火）,suiexcel-10 (50).xls
あじ,452,1kg,1250,300,,令和4年1月18日（火）,suiexcel-10 (50).xls
さば,2249,1Kg,3500,210,,令和4年1月18日（火）,suiexcel-10 (50).xls
まいわし,1560,1Kg,324,190,,令和4年1月18日（火）,suiexcel-10 (50).xls
養成ぶり,1758,1kg,1350,210,,令和4年1月18日（火）,suiexcel-10 (50).xls
養成まだい,3328,1kg,1350,300,,令和4年1月18日（火）,suiexcel-10 (50).xls
さごし,292,1Kg,756,540,,令和4年1月18日（火）,suiexcel-10 (50).xls
養成はまち,361,1kg,1458,1000,,令和4年1月18日（火）,suiexcel-10 (50).xls
養成かんぱち,1001,1Kg,1566,1200,,令和4年1月18日（火）,suiexcel-10 (50).xls
するめいか,245,1Kg,2060,1080,,令和4年1月18日（火）,suiexcel-10 (50).xls
さけ,2710,1kg,1800,730,,令和4年1月18日（火）,suiexcel-10 (50).xls
養成ふぐ,109,1Kg,3780,3000,,令和4年1月18日（火）,suiexcel-10 (50).xls
たこ,139,1kg,4330,1500,,令和4年1月18日（火）,suiexcel-10 (50).xls
かに,112,1kg,20000,890,,令和4年1月18日（火）,suiexcel-10 (50).xls
はまぐり,256,1Kg,1944,864,,令和4年1月18日（火）,suiexcel-10 (50).xls
あさり,1460,1Kg,1620,432,,令和4年1月18日（火）,suiexcel-10 (50).xls
かき,4550,1kg,3400,450,,令和4年1月18日（火）,suiexcel-10 (50).xls
冷凍もんごいか,200,1Kg,3240,1026,,令和4年1月18日（火）,suiexcel-10 (50).xls
冷凍たこ,100,1Kg,2700,1296,,令和4年1月18日（火）,suiexcel-10 (50).xls
冷凍えび,1710,1Kg,4860,756,,令和4年1月18日（火）,suiexcel-10 (50).xls
