品目,数量,単位,高値,安値,主な産地,日付,元ファイル
まいわし,2734,1kg,324,216,,平成31年2月7日（木）,suiexcel-4 (3).xls
養成ぶり,2232,1kg,1294.2913580246914,850,,平成31年2月7日（木）,suiexcel-4 (3).xls
養成まだい,4497,1kg,2225.1939437635183,972,,平成31年2月7日（木）,suiexcel-4 (3).xls
さごし,1499,1kg,648,432,,平成31年2月7日（木）,suiexcel-4 (3).xls
かれい,3160,1kg,9600,638,,平成31年2月7日（木）,suiexcel-4 (3).xls
養成はまち,822,1kg,1547.045751633987,700,,平成31年2月7日（木）,suiexcel-4 (3).xls
養成かんぱち,1801,1kg,1843.0762620837809,1000,,平成31年2月7日（木）,suiexcel-4 (3).xls
するめいか,2562,1kg,864,756,,平成31年2月7日（木）,suiexcel-4 (3).xls
さけ,3046,1kg,2336.781976744186,1205,,平成31年2月7日（木）,suiexcel-4 (3).xls
たこ,435,1kg,11000,1296,,平成31年2月7日（木）,suiexcel-4 (3).xls
かに,297,1kg,5639.222222222223,1080,,平成31年2月7日（木）,suiexcel-4 (3).xls
はまぐり,428,1kg,1836,540,,平成31年2月7日（木）,suiexcel-4 (3).xls
あさり,2384,1kg,1012.5315904139434,432,,平成31年2月7日（木）,suiexcel-4 (3).xls
かき,4159,1kg,2160,864,,平成31年2月7日（木）,suiexcel-4 (3).xls
冷凍もんごいか,308,1kg,4104,648,,平成31年2月7日（木）,suiexcel-4 (3).xls
冷凍たこ,200,1kg,2592,1404,,平成31年2月7日（木）,suiexcel-4 (3).xls
冷凍えび,686,1kg,4617.488372093023,972,,平成31年2月7日（木）,suiexcel-4 (3).xls
塩さば,7656,1kg,648,432,,平成31年2月7日（木）,suiexcel-4 (3).xls
塩さけ,2248,1kg,1047,1047,,平成31年2月7日（木）,suiexcel-4 (3).xls
塩すけそうこ,471,1kg,3835.8514285714286,1512,,平成31年2月7日（木）,suiexcel-4 (3).xls
塩さんま,7015,1kg,938.4,378,,平成31年2月7日（木）,suiexcel-4 (3).xls
開干さんま,438,1kg,1343.0642201834862,672,,平成31年2月7日（木）,suiexcel-4 (3).xls
開干あじ,942,1kg,1080,769,,平成31年2月7日（木）,suiexcel-4 (3).xls
若干かれい,100,1kg,1296,972,,平成31年2月7日（木）,suiexcel-4 (3).xls
ちりめん,217,1kg,5723.076923076923,1728,,平成31年2月7日（木）,suiexcel-4 (3).xls
かますごかまあげ,243,1kg,3186,1080,,平成31年2月7日（木）,suiexcel-4 (3).xls
くろまぐろ,765,1kg,873.6585365853658,120,,平成31年2月8日（金）,suiexcel-5 (3).xls
きわだ,3316,1kg,2052,1050,,平成31年2月8日（金）,suiexcel-5 (3).xls
あじ,1922,1kg,648,233,,平成31年2月8日（金）,suiexcel-5 (3).xls
さば,2941,1kg,514.1276595744681,216,,平成31年2月8日（金）,suiexcel-5 (3).xls
まいわし,2220,1kg,6600,162,,平成31年2月8日（金）,suiexcel-5 (3).xls
養成ぶり,1491,1kg,1245.3353658536585,1000,,平成31年2月8日（金）,suiexcel-5 (3).xls
養成まだい,3633,1kg,2348.4378478664194,500,,平成31年2月8日（金）,suiexcel-5 (3).xls
さごし,1150,1kg,756,540,,平成31年2月8日（金）,suiexcel-5 (3).xls
かれい,2442,1kg,2492.211870773854,540,,平成31年2月8日（金）,suiexcel-5 (3).xls
養成はまち,476,1kg,11000,1026,,平成31年2月8日（金）,suiexcel-5 (3).xls
養成かんぱち,1093,1kg,5425.223880597015,1350,,平成31年2月8日（金）,suiexcel-5 (3).xls
するめいか,2027,1kg,1191.794032723773,594,,平成31年2月8日（金）,suiexcel-5 (3).xls
さけ,2632,1kg,2143.059313215401,1172,,平成31年2月8日（金）,suiexcel-5 (3).xls
たこ,362,1kg,4314.210909090909,1404,,平成31年2月8日（金）,suiexcel-5 (3).xls
かに,971,1kg,3240,1000,,平成31年2月8日（金）,suiexcel-5 (3).xls
はまぐり,524,1kg,1836,540,,平成31年2月8日（金）,suiexcel-5 (3).xls
あさり,1679,1kg,1011.8885793871866,432,,平成31年2月8日（金）,suiexcel-5 (3).xls
かき,3879,1kg,2160,864,,平成31年2月8日（金）,suiexcel-5 (3).xls
冷凍もんごいか,208,1kg,4104,648,,平成31年2月8日（金）,suiexcel-5 (3).xls
冷凍たこ,100,1kg,2592,1404,,平成31年2月8日（金）,suiexcel-5 (3).xls
冷凍えび,623,1kg,3240,972,,平成31年2月8日（金）,suiexcel-5 (3).xls
塩さば,3858,1kg,648,378,,平成31年2月8日（金）,suiexcel-5 (3).xls
塩さけ,750,1kg,661.4,403,,平成31年2月8日（金）,suiexcel-5 (3).xls
塩すけそうこ,1496,1kg,2916,1080,,平成31年2月8日（金）,suiexcel-5 (3).xls
塩さんま,490,1kg,3647.566744730679,1841,,平成31年2月8日（金）,suiexcel-5 (3).xls
開干さんま,200,1kg,1188,972,,平成31年2月8日（金）,suiexcel-5 (3).xls
開干あじ,421,1kg,1080,687,,平成31年2月8日（金）,suiexcel-5 (3).xls
若干かれい,286,1kg,1944,210.97674418604652,,平成31年2月8日（金）,suiexcel-5 (3).xls
ちりめん,387,1kg,6424.894545454546,2376,,平成31年2月8日（金）,suiexcel-5 (3).xls
かますごかまあげ,214,1kg,2160,1080,,平成31年2月8日（金）,suiexcel-5 (3).xls
くろまぐろ,246,1kg,3512.4333333333334,2650,,平成31年2月9日（土）,suiexcel-6 (3).xls
きわだ,2997,1kg,3480.243315508021,1080,,平成31年2月9日（土）,suiexcel-6 (3).xls
あじ,2018,1kg,486,322,,平成31年2月9日（土）,suiexcel-6 (3).xls
さば,4710,1kg,355,200,,平成31年2月9日（土）,suiexcel-6 (3).xls
まいわし,3078,1kg,249,108,,平成31年2月9日（土）,suiexcel-6 (3).xls
養成ぶり,3354,1kg,1362.1355932203392,800,,平成31年2月9日（土）,suiexcel-6 (3).xls
養成まだい,5214,1kg,2155.0657507360156,972,,平成31年2月9日（土）,suiexcel-6 (3).xls
さごし,440,1kg,756,540,,平成31年2月9日（土）,suiexcel-6 (3).xls
かれい,870,1kg,8200,864,,平成31年2月9日（土）,suiexcel-6 (3).xls
養成はまち,812,1kg,1550.5611940298509,648,,平成31年2月9日（土）,suiexcel-6 (3).xls
養成かんぱち,2174,1kg,1872.949053857351,1000,,平成31年2月9日（土）,suiexcel-6 (3).xls
するめいか,855,1kg,918,810,,平成31年2月9日（土）,suiexcel-6 (3).xls
さけ,4011,1kg,1850.2290598290597,350,,平成31年2月9日（土）,suiexcel-6 (3).xls
たこ,361,1kg,12600,195,,平成31年2月9日（土）,suiexcel-6 (3).xls
かに,290,1kg,5853.08280254777,2160,,平成31年2月9日（土）,suiexcel-6 (3).xls
はまぐり,618,1kg,1836,540,,平成31年2月9日（土）,suiexcel-6 (3).xls
あさり,1977,1kg,1024.6540447504303,432,,平成31年2月9日（土）,suiexcel-6 (3).xls
かき,7681,1kg,2160,857,,平成31年2月9日（土）,suiexcel-6 (3).xls
冷凍もんごいか,408,1kg,4104,648,,平成31年2月9日（土）,suiexcel-6 (3).xls
冷凍たこ,200,1kg,2592,1404,,平成31年2月9日（土）,suiexcel-6 (3).xls
冷凍えび,946,1kg,3240,972,,平成31年2月9日（土）,suiexcel-6 (3).xls
塩さば,3616,1kg,648,432,,平成31年2月9日（土）,suiexcel-6 (3).xls
塩さけ,1312,1kg,2243.051948051948,756,,平成31年2月9日（土）,suiexcel-6 (3).xls
塩すけそうこ,568,1kg,3718.2579365079364,1877,,平成31年2月9日（土）,suiexcel-6 (3).xls
開干さんま,554,1kg,1342.2155688622754,671,,平成31年2月9日（土）,suiexcel-6 (3).xls
開干あじ,381,1kg,1188,240,,平成31年2月9日（土）,suiexcel-6 (3).xls
若干かれい,200,1kg,2160,756,,平成31年2月9日（土）,suiexcel-6 (3).xls
ちりめん,450,1kg,3780,1458,,平成31年2月9日（土）,suiexcel-6 (3).xls
かますごかまあげ,429,1kg,2714.5,1080,,平成31年2月9日（土）,suiexcel-6 (3).xls
くろまぐろ,287,1kg,4314.210909090909,1800,,平成31年2月12日（火）,suiexcel-7 (3).xls
きわだ,1651,1kg,3137.814953271028,1000,,平成31年2月12日（火）,suiexcel-7 (3).xls
あじ,2865,1kg,873.6585365853658,120,,平成31年2月12日（火）,suiexcel-7 (3).xls
さば,7216,1kg,424,216,,平成31年2月12日（火）,suiexcel-7 (3).xls
まいわし,2722,1kg,324,216,,平成31年2月12日（火）,suiexcel-7 (3).xls
養成ぶり,1899,1kg,1191.794032723773,850,,平成31年2月12日（火）,suiexcel-7 (3).xls
養成まだい,4132,1kg,2143.059313215401,972,,平成31年2月12日（火）,suiexcel-7 (3).xls
さごし,791,1kg,756,507,,平成31年2月12日（火）,suiexcel-7 (3).xls
かれい,1820,1kg,6600,170,,平成31年2月12日（火）,suiexcel-7 (3).xls
養成はまち,705,1kg,1245.3353658536585,1000,,平成31年2月12日（火）,suiexcel-7 (3).xls
養成かんぱち,1447,1kg,2348.4378478664194,500,,平成31年2月12日（火）,suiexcel-7 (3).xls
するめいか,1110,1kg,872,745,,平成31年2月12日（火）,suiexcel-7 (3).xls
さけ,3242,1kg,2492.211870773854,1296,,平成31年2月12日（火）,suiexcel-7 (3).xls
たこ,174,1kg,11000,1404,,平成31年2月12日（火）,suiexcel-7 (3).xls
かに,119,1kg,5425.223880597015,2788,,平成31年2月12日（火）,suiexcel-7 (3).xls
はまぐり,524,1kg,1836,540,,平成31年2月12日（火）,suiexcel-7 (3).xls
あさり,1679,1kg,1011.8885793871866,432,,平成31年2月12日（火）,suiexcel-7 (3).xls
かき,3879,1kg,2160,864,,平成31年2月12日（火）,suiexcel-7 (3).xls
冷凍もんごいか,208,1kg,4104,648,,平成31年2月12日（火）,suiexcel-7 (3).xls
冷凍たこ,100,1kg,2592,1404,,平成31年2月12日（火）,suiexcel-7 (3).xls
冷凍えび,623,1kg,3240,972,,平成31年2月12日（火）,suiexcel-7 (3).xls
塩さば,2958,1kg,648,324,,平成31年2月12日（火）,suiexcel-7 (3).xls
塩さけ,1336,1kg,1116,486,,平成31年2月12日（火）,suiexcel-7 (3).xls
塩すけそうこ,690,1kg,3647.566744730679,1188,,平成31年2月12日（火）,suiexcel-7 (3).xls
塩さんま,750,1kg,794.4,403,,平成31年2月12日（火）,suiexcel-7 (3).xls
開干さんま,321,1kg,1188,687,,平成31年2月12日（火）,suiexcel-7 (3).xls
開干あじ,286,1kg,1080,240,,平成31年2月12日（火）,suiexcel-7 (3).xls
若干かれい,200,1kg,2160,972,,平成31年2月12日（火）,suiexcel-7 (3).xls
ちりめん,437,1kg,6424.894545454546,2160,,平成31年2月12日（火）,suiexcel-7 (3).xls
かますごかまあげ,414,1kg,2250.5235294117647,1080,,平成31年2月12日（火）,suiexcel-7 (3).xls
くろまぐろ,85,1kg,3976.752941176471,2300,,平成31年2月13日（水）,suiexcel-8 (3).xls
きわだ,1761,1kg,2619.584745762712,400,,平成31年2月13日（水）,suiexcel-8 (3).xls
あじ,290,1kg,864,709,,平成31年2月13日（水）,suiexcel-8 (3).xls
さば,4700,1kg,335,216,,平成31年2月13日（水）,suiexcel-8 (3).xls
まいわし,1278,1kg,270,162,,平成31年2月13日（水）,suiexcel-8 (3).xls
養成ぶり,1456,1kg,1188,800,,平成31年2月13日（水）,suiexcel-8 (3).xls
養成まだい,3890,1kg,1580.0776942355888,700,,平成31年2月13日（水）,suiexcel-8 (3).xls
さごし,688,1kg,1178.909090909091,648,,平成31年2月13日（水）,suiexcel-8 (3).xls
かれい,1850,1kg,1043,432,,平成31年2月13日（水）,suiexcel-8 (3).xls
養成はまち,452,1kg,1351.7004048582994,900,,平成31年2月13日（水）,suiexcel-8 (3).xls
養成かんぱち,1211,1kg,1746.5488372093023,1100,,平成31年2月13日（水）,suiexcel-8 (3).xls
するめいか,1676,1kg,1504.0801815431164,195,,平成31年2月13日（水）,suiexcel-8 (3).xls
さけ,1312,1kg,2612.8839907192573,1188,,平成31年2月13日（水）,suiexcel-8 (3).xls
たこ,170,1kg,7000,1404,,平成31年2月13日（水）,suiexcel-8 (3).xls
かに,94,1kg,6688.363636363636,1080,,平成31年2月13日（水）,suiexcel-8 (3).xls
はまぐり,408,1kg,1836,540,,平成31年2月13日（水）,suiexcel-8 (3).xls
あさり,1666,1kg,990.983606557377,110,,平成31年2月13日（水）,suiexcel-8 (3).xls
かき,3290,1kg,2160,848,,平成31年2月13日（水）,suiexcel-8 (3).xls
冷凍もんごいか,100,1kg,4104,648,,平成31年2月13日（水）,suiexcel-8 (3).xls
冷凍たこ,100,1kg,2592,1404,,平成31年2月13日（水）,suiexcel-8 (3).xls
冷凍えび,364,1kg,3240,972,,平成31年2月13日（水）,suiexcel-8 (3).xls
塩さば,2650,1kg,648,432,,平成31年2月13日（水）,suiexcel-8 (3).xls
塩さけ,420,1kg,2099.51875,756,,平成31年2月13日（水）,suiexcel-8 (3).xls
塩すけそうこ,539,1kg,4101.941634241245,1296,,平成31年2月13日（水）,suiexcel-8 (3).xls
開干さんま,198,1kg,1482.2448979591836,741,,平成31年2月13日（水）,suiexcel-8 (3).xls
開干あじ,378,1kg,1188,461,,平成31年2月13日（水）,suiexcel-8 (3).xls
若干かれい,100,1kg,2160,972,,平成31年2月13日（水）,suiexcel-8 (3).xls
ちりめん,381,1kg,4820.727272727273,2160,,平成31年2月13日（水）,suiexcel-8 (3).xls
かますごかまあげ,202,1kg,2227.2294117647057,1080,,平成31年2月13日（水）,suiexcel-8 (3).xls
くろまぐろ,203,1kg,3535.8216560509554,2150,,平成31年2月14日（木）,suiexcel-9 (3).xls
きわだ,1978,1kg,2560.2350791717417,700,,平成31年2月14日（木）,suiexcel-9 (3).xls
あじ,845,1kg,707.5611650485437,350,,平成31年2月14日（木）,suiexcel-9 (3).xls
さば,5217,1kg,302,162,,平成31年2月14日（木）,suiexcel-9 (3).xls
まいわし,2296,1kg,275,162,,平成31年2月14日（木）,suiexcel-9 (3).xls
養成ぶり,1671,1kg,1321.9100591715978,850,,平成31年2月14日（木）,suiexcel-9 (3).xls
養成まだい,3979,1kg,1590.3929824561405,700,,平成31年2月14日（木）,suiexcel-9 (3).xls
さごし,1100,1kg,756,540,,平成31年2月14日（木）,suiexcel-9 (3).xls
かれい,1279,1kg,6800,864,,平成31年2月14日（木）,suiexcel-9 (3).xls
養成はまち,569,1kg,1448.4722222222222,800,,平成31年2月14日（木）,suiexcel-9 (3).xls
養成かんぱち,1304,1kg,2336.751196172249,500,,平成31年2月14日（木）,suiexcel-9 (3).xls
するめいか,855,1kg,864,658,,平成31年2月14日（木）,suiexcel-9 (3).xls
さけ,1941,1kg,2063.459265890779,1077,,平成31年2月14日（木）,suiexcel-9 (3).xls
たこ,276,1kg,11100,1728,,平成31年2月14日（木）,suiexcel-9 (3).xls
かに,127,1kg,6586.666666666667,2160,,平成31年2月14日（木）,suiexcel-9 (3).xls
はまぐり,468,1kg,1836,540,,平成31年2月14日（木）,suiexcel-9 (3).xls
あさり,1991,1kg,1016.1185185185186,432,,平成31年2月14日（木）,suiexcel-9 (3).xls
かき,4122,1kg,2160,703,,平成31年2月14日（木）,suiexcel-9 (3).xls
冷凍もんごいか,140,1kg,4104,648,,平成31年2月14日（木）,suiexcel-9 (3).xls
冷凍えび,469,1kg,3510.1463414634145,972,,平成31年2月14日（木）,suiexcel-9 (3).xls
塩さば,2376,1kg,648,432,,平成31年2月14日（木）,suiexcel-9 (3).xls
塩さけ,2346,1kg,2301.980244590781,1151,,平成31年2月14日（木）,suiexcel-9 (3).xls
塩すけそうこ,514,1kg,3311.4375,1296,,平成31年2月14日（木）,suiexcel-9 (3).xls
開干さんま,388,1kg,1492.468085106383,746,,平成31年2月14日（木）,suiexcel-9 (3).xls
開干あじ,425,1kg,1188,532,,平成31年2月14日（木）,suiexcel-9 (3).xls
若干かれい,200,1kg,2052,864,,平成31年2月14日（木）,suiexcel-9 (3).xls
ちりめん,350,1kg,7128,2160,,平成31年2月14日（木）,suiexcel-9 (3).xls
かますごかまあげ,213,1kg,2067.347058823529,1080,,平成31年2月14日（木）,suiexcel-9 (3).xls
くろまぐろ,287,1kg,4314.210909090909,1800,,平成31年2月15日（金）,suiexcel-10 (3).xls
きわだ,2051,1kg,3137.814953271028,324,,平成31年2月15日（金）,suiexcel-10 (3).xls
あじ,1085,1kg,873.6585365853658,497,,平成31年2月15日（金）,suiexcel-10 (3).xls
さば,5216,1kg,424,162,,平成31年2月15日（金）,suiexcel-10 (3).xls
まいわし,1852,1kg,324,216,,平成31年2月15日（金）,suiexcel-10 (3).xls
養成ぶり,1867,1kg,1191.794032723773,850,,平成31年2月15日（金）,suiexcel-10 (3).xls
養成まだい,4132,1kg,2143.059313215401,972,,平成31年2月15日（金）,suiexcel-10 (3).xls
さごし,881,1kg,648,432,,平成31年2月15日（金）,suiexcel-10 (3).xls
かれい,1550,1kg,6600,634,,平成31年2月15日（金）,suiexcel-10 (3).xls
養成はまち,657,1kg,1245.3353658536585,1000,,平成31年2月15日（金）,suiexcel-10 (3).xls
養成かんぱち,1662,1kg,2348.4378478664194,500,,平成31年2月15日（金）,suiexcel-10 (3).xls
するめいか,1020,1kg,864,745,,平成31年2月15日（金）,suiexcel-10 (3).xls
さけ,2738,1kg,2492.211870773854,1188,,平成31年2月15日（金）,suiexcel-10 (3).xls
たこ,183,1kg,11000,1620,,平成31年2月15日（金）,suiexcel-10 (3).xls
かに,169,1kg,5425.223880597015,2160,,平成31年2月15日（金）,suiexcel-10 (3).xls
はまぐり,524,1kg,1836,540,,平成31年2月15日（金）,suiexcel-10 (3).xls
あさり,1679,1kg,1011.8885793871866,432,,平成31年2月15日（金）,suiexcel-10 (3).xls
かき,3879,1kg,2160,864,,平成31年2月15日（金）,suiexcel-10 (3).xls
冷凍もんごいか,208,1kg,4104,648,,平成31年2月15日（金）,suiexcel-10 (3).xls
冷凍たこ,100,1kg,2592,1404,,平成31年2月15日（金）,suiexcel-10 (3).xls
冷凍えび,623,1kg,3240,972,,平成31年2月15日（金）,suiexcel-10 (3).xls
塩さば,4458,1kg,648,324,,平成31年2月15日（金）,suiexcel-10 (3).xls
塩さけ,1376,1kg,1116,648,,平成31年2月15日（金）,suiexcel-10 (3).xls
塩すけそうこ,1690,1kg,3647.566744730679,1080,,平成31年2月15日（金）,suiexcel-10 (3).xls
塩さんま,750,1kg,794.4,403,,平成31年2月15日（金）,suiexcel-10 (3).xls
開干さんま,221,1kg,1188,687,,平成31年2月15日（金）,suiexcel-10 (3).xls
開干あじ,186,1kg,1188,240,,平成31年2月15日（金）,suiexcel-10 (3).xls
若干かれい,100,1kg,1944,1080,,平成31年2月15日（金）,suiexcel-10 (3).xls
ちりめん,537,1kg,6424.894545454546,1998,,平成31年2月15日（金）,suiexcel-10 (3).xls
かますごかまあげ,414,1kg,2250.5235294117647,1080,,平成31年2月15日（金）,suiexcel-10 (3).xls
くろまぐろ,174,1kg,3425.068965517241,2650,,平成31年2月16日（土）,suiexcel-11 (1).xls
きわだ,2899,1Kg,2643.3370786516853,864,,平成31年2月16日（土）,suiexcel-11 (1).xls
あじ,536,1kg,1127.6878048780488,216,,平成31年2月16日（土）,suiexcel-11 (1).xls
さば,5270,1Kg,324,216,,平成31年2月16日（土）,suiexcel-11 (1).xls
まいわし,3146,1Kg,324,213.636186770428,,平成31年2月16日（土）,suiexcel-11 (1).xls
養成ぶり,2169,1Kg,1378.2070275403607,800,,平成31年2月16日（土）,suiexcel-11 (1).xls
養成まだい,5190,1Kg,1644.0467380720547,700,,平成31年2月16日（土）,suiexcel-11 (1).xls
さごし,1400,1Kg,648,432,,平成31年2月16日（土）,suiexcel-11 (1).xls
かれい,2106,1kg,2810,400,,平成31年2月16日（土）,suiexcel-11 (1).xls
養成はまち,763,1Kg,1251.1543624161072,1000,,平成31年2月16日（土）,suiexcel-11 (1).xls
養成かんぱち,2009,1Kg,2117.456366237482,700,,平成31年2月16日（土）,suiexcel-11 (1).xls
するめいか,1170,1Kg,864,756,,平成31年2月16日（土）,suiexcel-11 (1).xls
さけ,3016,1kg,2302.591144335825,1181,,平成31年2月16日（土）,suiexcel-11 (1).xls
たこ,281,1kg,12300,1620,,平成31年2月16日（土）,suiexcel-11 (1).xls
かに,314,1Kg,7316.905263157894,1080,,平成31年2月16日（土）,suiexcel-11 (1).xls
はまぐり,490,1Kg,1836,540,,平成31年2月16日（土）,suiexcel-11 (1).xls
あさり,1879,1Kg,1081.3509127789046,432,,平成31年2月16日（土）,suiexcel-11 (1).xls
かき,6680,1kg,2160,850,,平成31年2月16日（土）,suiexcel-11 (1).xls
冷凍もんごいか,200,1Kg,4104,648,,平成31年2月16日（土）,suiexcel-11 (1).xls
冷凍たこ,100,1Kg,2592,1404,,平成31年2月16日（土）,suiexcel-11 (1).xls
冷凍えび,530,1Kg,3240,972,,平成31年2月16日（土）,suiexcel-11 (1).xls
塩さば,4060,1kg,648,534.386138613861,,平成31年2月16日（土）,suiexcel-11 (1).xls
塩さけ,3424,1kg,1814.2989417989418,907,,平成31年2月16日（土）,suiexcel-11 (1).xls
塩すけそうこ,892,1kg,3695.2389078498295,1512,,平成31年2月16日（土）,suiexcel-11 (1).xls
開干さんま,378,1kg,1314.0575539568345,657,,平成31年2月16日（土）,suiexcel-11 (1).xls
開干あじ,175,1Kg,1188,676.08,,平成31年2月16日（土）,suiexcel-11 (1).xls
若干かれい,200,1Kg,1944,972,,平成31年2月16日（土）,suiexcel-11 (1).xls
ちりめん,172,1Kg,6797.64705882353,1566,,平成31年2月16日（土）,suiexcel-11 (1).xls
かますごかまあげ,211,1kg,1979.4647058823532,1080,,平成31年2月16日（土）,suiexcel-11 (1).xls
くろまぐろ,89,1kg,4497.013333333333,2900,,平成31年2月18日（月）,suiexcel-12 (1).xls
きわだ,3232,1Kg,2459.1497076023393,600,,平成31年2月18日（月）,suiexcel-12 (1).xls
あじ,101,1kg,721.6039603960396,406,,平成31年2月18日（月）,suiexcel-12 (1).xls
さば,1644,1Kg,677.3100616016427,324,,平成31年2月18日（月）,suiexcel-12 (1).xls
まいわし,2711,1Kg,232,108,,平成31年2月18日（月）,suiexcel-12 (1).xls
養成ぶり,2566,1Kg,1679.9272404614019,990,,平成31年2月18日（月）,suiexcel-12 (1).xls
養成まだい,4903,1kg,2092.821572002295,972,,平成31年2月18日（月）,suiexcel-12 (1).xls
さごし,200,1Kg,540,324,,平成31年2月18日（月）,suiexcel-12 (1).xls
かれい,2481,1Kg,1000,540,,平成31年2月18日（月）,suiexcel-12 (1).xls
養成はまち,976,1kg,1433.157894736842,700,,平成31年2月18日（月）,suiexcel-12 (1).xls
養成かんぱち,1833,1kg,1823.9960199004977,1000,,平成31年2月18日（月）,suiexcel-12 (1).xls
するめいか,2142,1Kg,1418.1694915254238,756,,平成31年2月18日（月）,suiexcel-12 (1).xls
さけ,2317,1kg,2292.295731707317,1246,,平成31年2月18日（月）,suiexcel-12 (1).xls
たこ,358,1kg,8000,1404,,平成31年2月18日（月）,suiexcel-12 (1).xls
かに,173,1Kg,4834.925,1080,,平成31年2月18日（月）,suiexcel-12 (1).xls
はまぐり,448,1Kg,1836,540,,平成31年2月18日（月）,suiexcel-12 (1).xls
あさり,2500,1Kg,1063.6346863468634,432,,平成31年2月18日（月）,suiexcel-12 (1).xls
かき,4318,1kg,2160,864,,平成31年2月18日（月）,suiexcel-12 (1).xls
冷凍もんごいか,108,1Kg,4104,648,,平成31年2月18日（月）,suiexcel-12 (1).xls
冷凍たこ,100,1Kg,2592,1404,,平成31年2月18日（月）,suiexcel-12 (1).xls
冷凍えび,519,1kg,3313.3333333333335,972,,平成31年2月18日（月）,suiexcel-12 (1).xls
塩さば,1379,1Kg,648,432,,平成31年2月18日（月）,suiexcel-12 (1).xls
塩さけ,3281,1kg,2169.557465775231,756,,平成31年2月18日（月）,suiexcel-12 (1).xls
塩すけそうこ,706,1kg,3756.614849187935,972,,平成31年2月18日（月）,suiexcel-12 (1).xls
開干さんま,264,1kg,1432.9756097560976,716,,平成31年2月18日（月）,suiexcel-12 (1).xls
開干あじ,274,1Kg,1188,832,,平成31年2月18日（月）,suiexcel-12 (1).xls
若干かれい,200,1Kg,1296,864,,平成31年2月18日（月）,suiexcel-12 (1).xls
ちりめん,657,1kg,4910.057522123894,1620,,平成31年2月18日（月）,suiexcel-12 (1).xls
かますごかまあげ,301,1Kg,2656.374157303371,1080,,平成31年2月18日（月）,suiexcel-12 (1).xls
くろまぐろ,127,1kg,2616.7839999999997,1500,,平成31年2月19日（火）,suiexcel-13 (1).xls
きわだ,1167,1Kg,2186.681632653061,540,,平成31年2月19日（火）,suiexcel-13 (1).xls
あじ,308,1kg,379.646103896104,379.6461038961039,,平成31年2月19日（火）,suiexcel-13 (1).xls
さば,5378,1Kg,378,270,,平成31年2月19日（火）,suiexcel-13 (1).xls
まいわし,3808,1Kg,270,162,,平成31年2月19日（火）,suiexcel-13 (1).xls
養成ぶり,1768,1kg,1287.3586744639374,800,,平成31年2月19日（火）,suiexcel-13 (1).xls
養成まだい,4109,1Kg,2073.2340862423,972,,平成31年2月19日（火）,suiexcel-13 (1).xls
さごし,508,1Kg,648,432,,平成31年2月19日（火）,suiexcel-13 (1).xls
かれい,2734,1Kg,958.9700214132763,230,,平成31年2月19日（火）,suiexcel-13 (1).xls
養成はまち,527,1Kg,1449.1769911504425,750,,平成31年2月19日（火）,suiexcel-13 (1).xls
養成かんぱち,1235,1Kg,1854.3887587822014,1000,,平成31年2月19日（火）,suiexcel-13 (1).xls
するめいか,1680,1Kg,756,648,,平成31年2月19日（火）,suiexcel-13 (1).xls
さけ,2437,1kg,2392.927181418707,1188,,平成31年2月19日（火）,suiexcel-13 (1).xls
たこ,396,1Kg,9600,1404,,平成31年2月19日（火）,suiexcel-13 (1).xls
かに,133,1kg,6450,2160,,平成31年2月19日（火）,suiexcel-13 (1).xls
はまぐり,458,1Kg,1836,540,,平成31年2月19日（火）,suiexcel-13 (1).xls
あさり,2138,1Kg,1029.695585996956,432,,平成31年2月19日（火）,suiexcel-13 (1).xls
かき,5047,1kg,2160,856,,平成31年2月19日（火）,suiexcel-13 (1).xls
冷凍もんごいか,300,1Kg,4104,648,,平成31年2月19日（火）,suiexcel-13 (1).xls
冷凍たこ,100,1Kg,2592,1404,,平成31年2月19日（火）,suiexcel-13 (1).xls
冷凍えび,950,1Kg,3240,972,,平成31年2月19日（火）,suiexcel-13 (1).xls
塩さば,3814,1kg,648,432,,平成31年2月19日（火）,suiexcel-13 (1).xls
塩さけ,1592,1kg,2047.3976510067114,1024,,平成31年2月19日（火）,suiexcel-13 (1).xls
塩すけそうこ,444,1kg,3785.3249097472926,1080,,平成31年2月19日（火）,suiexcel-13 (1).xls
開干さんま,313,1kg,1355.0704225352113,723,,平成31年2月19日（火）,suiexcel-13 (1).xls
開干あじ,494,1kg,1188,623.3557046979865,,平成31年2月19日（火）,suiexcel-13 (1).xls
若干かれい,248,1kg,2901.608108108108,972,,平成31年2月19日（火）,suiexcel-13 (1).xls
ちりめん,429,1Kg,4609.327731092437,810,,平成31年2月19日（火）,suiexcel-13 (1).xls
かますごかまあげ,138,1kg,4741.3,2477,,平成31年2月19日（火）,suiexcel-13 (1).xls
くろまぐろ,118,1kg,3370.4576271186443,2500,,平成31年2月21日（木）,suiexcel-14 (1).xls
きわだ,2509,1kg,2636.2625698324023,420,,平成31年2月21日（木）,suiexcel-14 (1).xls
あじ,639,1Kg,1218.9162011173185,170,,平成31年2月21日（木）,suiexcel-14 (1).xls
さば,2992,1kg,439.9431279620853,216,,平成31年2月21日（木）,suiexcel-14 (1).xls
まいわし,1462,1Kg,216,108,,平成31年2月21日（木）,suiexcel-14 (1).xls
養成ぶり,1838,1kg,1270.9905123339659,850,,平成31年2月21日（木）,suiexcel-14 (1).xls
