品目,数量,単位,高値,安値,主な産地,日付,元ファイル
養成まだい,5190,1Kg,1644.0467380720547,700,,平成31年2月16日（土）,suiexcel-11.xls
さごし,1400,1Kg,648,432,,平成31年2月16日（土）,suiexcel-11.xls
かれい,2106,1kg,2810,400,,平成31年2月16日（土）,suiexcel-11.xls
養成はまち,763,1Kg,1251.1543624161072,1000,,平成31年2月16日（土）,suiexcel-11.xls
養成かんぱち,2009,1Kg,2117.456366237482,700,,平成31年2月16日（土）,suiexcel-11.xls
するめいか,1170,1Kg,864,756,,平成31年2月16日（土）,suiexcel-11.xls
さけ,3016,1kg,2302.591144335825,1181,,平成31年2月16日（土）,suiexcel-11.xls
たこ,281,1kg,12300,1620,,平成31年2月16日（土）,suiexcel-11.xls
かに,314,1Kg,7316.905263157894,1080,,平成31年2月16日（土）,suiexcel-11.xls
はまぐり,490,1Kg,1836,540,,平成31年2月16日（土）,suiexcel-11.xls
あさり,1879,1Kg,1081.3509127789046,432,,平成31年2月16日（土）,suiexcel-11.xls
かき,6680,1kg,2160,850,,平成31年2月16日（土）,suiexcel-11.xls
冷凍もんごいか,200,1Kg,4104,648,,平成31年2月16日（土）,suiexcel-11.xls
冷凍たこ,100,1Kg,2592,1404,,平成31年2月16日（土）,suiexcel-11.xls
冷凍えび,530,1Kg,3240,972,,平成31年2月16日（土）,suiexcel-11.xls
塩さば,4060,1kg,648,534.386138613861,,平成31年2月16日（土）,suiexcel-11.xls
塩さけ,3424,1kg,1814.2989417989418,907,,平成31年2月16日（土）,suiexcel-11.xls
塩すけそうこ,892,1kg,3695.2389078498295,1512,,平成31年2月16日（土）,suiexcel-11.xls
開干さんま,378,1kg,1314.0575539568345,657,,平成31年2月16日（土）,suiexcel-11.xls
開干あじ,175,1Kg,1188,676.08,,平成31年2月16日（土）,suiexcel-11.xls
若干かれい,200,1Kg,1944,972,,平成31年2月16日（土）,suiexcel-11.xls
ちりめん,172,1Kg,6797.64705882353,1566,,平成31年2月16日（土）,suiexcel-11.xls
かますごかまあげ,211,1kg,1979.4647058823532,1080,,平成31年2月16日（土）,suiexcel-11.xls
くろまぐろ,89,1kg,4497.013333333333,2900,,平成31年2月18日（月）,suiexcel-12.xls
きわだ,3232,1Kg,2459.1497076023393,600,,平成31年2月18日（月）,suiexcel-12.xls
あじ,101,1kg,721.6039603960396,406,,平成31年2月18日（月）,suiexcel-12.xls
さば,1644,1Kg,677.3100616016427,324,,平成31年2月18日（月）,suiexcel-12.xls
まいわし,2711,1Kg,232,108,,平成31年2月18日（月）,suiexcel-12.xls
養成ぶり,2566,1Kg,1679.9272404614019,990,,平成31年2月18日（月）,suiexcel-12.xls
養成まだい,4903,1kg,2092.821572002295,972,,平成31年2月18日（月）,suiexcel-12.xls
さごし,200,1Kg,540,324,,平成31年2月18日（月）,suiexcel-12.xls
かれい,2481,1Kg,1000,540,,平成31年2月18日（月）,suiexcel-12.xls
養成はまち,976,1kg,1433.157894736842,700,,平成31年2月18日（月）,suiexcel-12.xls
養成かんぱち,1833,1kg,1823.9960199004977,1000,,平成31年2月18日（月）,suiexcel-12.xls
するめいか,2142,1Kg,1418.1694915254238,756,,平成31年2月18日（月）,suiexcel-12.xls
さけ,2317,1kg,2292.295731707317,1246,,平成31年2月18日（月）,suiexcel-12.xls
たこ,358,1kg,8000,1404,,平成31年2月18日（月）,suiexcel-12.xls
かに,173,1Kg,4834.925,1080,,平成31年2月18日（月）,suiexcel-12.xls
はまぐり,448,1Kg,1836,540,,平成31年2月18日（月）,suiexcel-12.xls
あさり,2500,1Kg,1063.6346863468634,432,,平成31年2月18日（月）,suiexcel-12.xls
かき,4318,1kg,2160,864,,平成31年2月18日（月）,suiexcel-12.xls
冷凍もんごいか,108,1Kg,4104,648,,平成31年2月18日（月）,suiexcel-12.xls
冷凍たこ,100,1Kg,2592,1404,,平成31年2月18日（月）,suiexcel-12.xls
冷凍えび,519,1kg,3313.3333333333335,972,,平成31年2月18日（月）,suiexcel-12.xls
塩さば,1379,1Kg,648,432,,平成31年2月18日（月）,suiexcel-12.xls
塩さけ,3281,1kg,2169.557465775231,756,,平成31年2月18日（月）,suiexcel-12.xls
塩すけそうこ,706,1kg,3756.614849187935,972,,平成31年2月18日（月）,suiexcel-12.xls
開干さんま,264,1kg,1432.9756097560976,716,,平成31年2月18日（月）,suiexcel-12.xls
開干あじ,274,1Kg,1188,832,,平成31年2月18日（月）,suiexcel-12.xls
若干かれい,200,1Kg,1296,864,,平成31年2月18日（月）,suiexcel-12.xls
ちりめん,657,1kg,4910.057522123894,1620,,平成31年2月18日（月）,suiexcel-12.xls
かますごかまあげ,301,1Kg,2656.374157303371,1080,,平成31年2月18日（月）,suiexcel-12.xls
くろまぐろ,127,1kg,2616.7839999999997,1500,,平成31年2月19日（火）,suiexcel-13.xls
きわだ,1167,1Kg,2186.681632653061,540,,平成31年2月19日（火）,suiexcel-13.xls
あじ,308,1kg,379.646103896104,379.6461038961039,,平成31年2月19日（火）,suiexcel-13.xls
さば,5378,1Kg,378,270,,平成31年2月19日（火）,suiexcel-13.xls
まいわし,3808,1Kg,270,162,,平成31年2月19日（火）,suiexcel-13.xls
養成ぶり,1768,1kg,1287.3586744639374,800,,平成31年2月19日（火）,suiexcel-13.xls
養成まだい,4109,1Kg,2073.2340862423,972,,平成31年2月19日（火）,suiexcel-13.xls
さごし,508,1Kg,648,432,,平成31年2月19日（火）,suiexcel-13.xls
かれい,2734,1Kg,958.9700214132763,230,,平成31年2月19日（火）,suiexcel-13.xls
養成はまち,527,1Kg,1449.1769911504425,750,,平成31年2月19日（火）,suiexcel-13.xls
養成かんぱち,1235,1Kg,1854.3887587822014,1000,,平成31年2月19日（火）,suiexcel-13.xls
するめいか,1680,1Kg,756,648,,平成31年2月19日（火）,suiexcel-13.xls
さけ,2437,1kg,2392.927181418707,1188,,平成31年2月19日（火）,suiexcel-13.xls
たこ,396,1Kg,9600,1404,,平成31年2月19日（火）,suiexcel-13.xls
かに,133,1kg,6450,2160,,平成31年2月19日（火）,suiexcel-13.xls
はまぐり,458,1Kg,1836,540,,平成31年2月19日（火）,suiexcel-13.xls
あさり,2138,1Kg,1029.695585996956,432,,平成31年2月19日（火）,suiexcel-13.xls
かき,5047,1kg,2160,856,,平成31年2月19日（火）,suiexcel-13.xls
冷凍もんごいか,300,1Kg,4104,648,,平成31年2月19日（火）,suiexcel-13.xls
冷凍たこ,100,1Kg,2592,1404,,平成31年2月19日（火）,suiexcel-13.xls
冷凍えび,950,1Kg,3240,972,,平成31年2月19日（火）,suiexcel-13.xls
塩さば,3814,1kg,648,432,,平成31年2月19日（火）,suiexcel-13.xls
塩さけ,1592,1kg,2047.3976510067114,1024,,平成31年2月19日（火）,suiexcel-13.xls
塩すけそうこ,444,1kg,3785.3249097472926,1080,,平成31年2月19日（火）,suiexcel-13.xls
開干さんま,313,1kg,1355.0704225352113,723,,平成31年2月19日（火）,suiexcel-13.xls
開干あじ,494,1kg,1188,623.3557046979865,,平成31年2月19日（火）,suiexcel-13.xls
若干かれい,248,1kg,2901.608108108108,972,,平成31年2月19日（火）,suiexcel-13.xls
ちりめん,429,1Kg,4609.327731092437,810,,平成31年2月19日（火）,suiexcel-13.xls
かますごかまあげ,138,1kg,4741.3,2477,,平成31年2月19日（火）,suiexcel-13.xls
くろまぐろ,118,1kg,3370.4576271186443,2500,,平成31年2月21日（木）,suiexcel-14.xls
きわだ,2509,1kg,2636.2625698324023,420,,平成31年2月21日（木）,suiexcel-14.xls
あじ,639,1Kg,1218.9162011173185,170,,平成31年2月21日（木）,suiexcel-14.xls
さば,2992,1kg,439.9431279620853,216,,平成31年2月21日（木）,suiexcel-14.xls
まいわし,1462,1Kg,216,108,,平成31年2月21日（木）,suiexcel-14.xls
養成ぶり,1838,1kg,1270.9905123339659,850,,平成31年2月21日（木）,suiexcel-14.xls
養成まだい,4753,1kg,2117.873354231975,972,,平成31年2月21日（木）,suiexcel-14.xls
さごし,670,1kg,650.2173913043478,432,,平成31年2月21日（木）,suiexcel-14.xls
かれい,2110,1kg,1192.4941176470588,432,,平成31年2月21日（木）,suiexcel-14.xls
養成はまち,875,1kg,1527.252236135957,700,,平成31年2月21日（木）,suiexcel-14.xls
養成かんぱち,1748,1Kg,2316.856465005931,500,,平成31年2月21日（木）,suiexcel-14.xls
するめいか,680,1kg,864,752,,平成31年2月21日（木）,suiexcel-14.xls
さけ,3346,1kg,2218.287598944591,1142,,平成31年2月21日（木）,suiexcel-14.xls
たこ,356,1kg,13000,1188,,平成31年2月21日（木）,suiexcel-14.xls
かに,306,1kg,5041.4162679425835,2160,,平成31年2月21日（木）,suiexcel-14.xls
はまぐり,450,1Kg,1836,540,,平成31年2月21日（木）,suiexcel-14.xls
あさり,2850,1kg,1064.1575585521646,432,,平成31年2月21日（木）,suiexcel-14.xls
かき,4322,1kg,2160,864,,平成31年2月21日（木）,suiexcel-14.xls
冷凍もんごいか,250,1Kg,4104,648,,平成31年2月21日（木）,suiexcel-14.xls
冷凍たこ,100,1Kg,2592,1404,,平成31年2月21日（木）,suiexcel-14.xls
冷凍えび,514,1Kg,3240,972,,平成31年2月21日（木）,suiexcel-14.xls
塩さば,4795,1kg,648,432,,平成31年2月21日（木）,suiexcel-14.xls
塩さけ,1484,1kg,1836,1024,,平成31年2月21日（木）,suiexcel-14.xls
塩すけそうこ,603,1kg,3523.701438848921,1792,,平成31年2月21日（木）,suiexcel-14.xls
塩さんま,475,1kg,1188,347,,平成31年2月21日（木）,suiexcel-14.xls
開干さんま,190,1Kg,1683.6,842,,平成31年2月21日（木）,suiexcel-14.xls
開干あじ,668,1kg,1188,827,,平成31年2月21日（木）,suiexcel-14.xls
若干かれい,100,1Kg,2052,972,,平成31年2月21日（木）,suiexcel-14.xls
ちりめん,308,1kg,3164,2214,,平成31年2月21日（木）,suiexcel-14.xls
かますごかまあげ,405,1Kg,3478.7588235294115,1080,,平成31年2月21日（木）,suiexcel-14.xls
くろまぐろ,371,1kg,3952.520547945205,1300,,平成31年2月22日（金）,suiexcel-15.xls
きわだ,1726,1Kg,2674.9676674364896,540,,平成31年2月22日（金）,suiexcel-15.xls
あじ,448,1kg,1026,550,,平成31年2月22日（金）,suiexcel-15.xls
さば,3600,1Kg,482.660777385159,270,,平成31年2月22日（金）,suiexcel-15.xls
まいわし,2688,1Kg,216,108,,平成31年2月22日（金）,suiexcel-15.xls
養成ぶり,2053,1kg,1188,850,,平成31年2月22日（金）,suiexcel-15.xls
養成まだい,4043,1Kg,2130.838502673797,972,,平成31年2月22日（金）,suiexcel-15.xls
さごし,220,1Kg,648,432,,平成31年2月22日（金）,suiexcel-15.xls
かれい,1031,1Kg,3200,648,,平成31年2月22日（金）,suiexcel-15.xls
養成はまち,792,1kg,1242,883.983505154639,,平成31年2月22日（金）,suiexcel-15.xls
養成かんぱち,1686,1Kg,1840.9983136593592,1000,,平成31年2月22日（金）,suiexcel-15.xls
するめいか,445,1Kg,929,810,,平成31年2月22日（金）,suiexcel-15.xls
さけ,2280,1kg,2770.183856502242,1404,,平成31年2月22日（金）,suiexcel-15.xls
たこ,258,1kg,10500,1296,,平成31年2月22日（金）,suiexcel-15.xls
かに,199,1kg,4706.923076923077,2160,,平成31年2月22日（金）,suiexcel-15.xls
はまぐり,494,1Kg,1836,210,,平成31年2月22日（金）,suiexcel-15.xls
あさり,1969,1Kg,990.2090592334496,100,,平成31年2月22日（金）,suiexcel-15.xls
かき,3780,1kg,2160,864,,平成31年2月22日（金）,suiexcel-15.xls
冷凍もんごいか,200,1Kg,4104,648,,平成31年2月22日（金）,suiexcel-15.xls
冷凍たこ,100,1Kg,2592,1404,,平成31年2月22日（金）,suiexcel-15.xls
冷凍えび,490,1Kg,3650.5157894736844,972,,平成31年2月22日（金）,suiexcel-15.xls
塩さば,2184,1Kg,648,324,,平成31年2月22日（金）,suiexcel-15.xls
塩さけ,363,1kg,2615.025936599424,930,,平成31年2月22日（金）,suiexcel-15.xls
塩すけそうこ,580,1Kg,3637,1188,,平成31年2月22日（金）,suiexcel-15.xls
塩さんま,1444,1kg,2117.429149797571,1084,,平成31年2月22日（金）,suiexcel-15.xls
開干さんま,251,1kg,1188,745.556291390728,,平成31年2月22日（金）,suiexcel-15.xls
開干あじ,346,1Kg,1188,776.7692307692307,,平成31年2月22日（金）,suiexcel-15.xls
若干かれい,100,1Kg,1944,972,,平成31年2月22日（金）,suiexcel-15.xls
ちりめん,155,1Kg,6004.8,2106,,平成31年2月22日（金）,suiexcel-15.xls
かますごかまあげ,199,1kg,3208.4971014492753,1080,,平成31年2月22日（金）,suiexcel-15.xls
くろまぐろ,366,1kg,4378.875968992248,1450,,平成31年2月23日（土）,suiexcel-16.xls
きわだ,2609,1kg,2737.6085858585857,600,,平成31年2月23日（土）,suiexcel-16.xls
あじ,629,1kg,1296,800,,平成31年2月23日（土）,suiexcel-16.xls
さば,6965,1kg,944.529636711281,103,,平成31年2月23日（土）,suiexcel-16.xls
まいわし,2634,1kg,216,108,,平成31年2月23日（土）,suiexcel-16.xls
養成ぶり,2402,1kg,1387.4385650224217,800,,平成31年2月23日（土）,suiexcel-16.xls
養成まだい,5360,1kg,2263.2890829694325,972,,平成31年2月23日（土）,suiexcel-16.xls
さごし,25,1kg,767,432,,平成31年2月23日（土）,suiexcel-16.xls
かれい,3103,1kg,795.2842639593908,170,,平成31年2月23日（土）,suiexcel-16.xls
養成はまち,794,1kg,1540.628099173554,700,,平成31年2月23日（土）,suiexcel-16.xls
養成かんぱち,2135,1kg,1859.7064471879285,1000,,平成31年2月23日（土）,suiexcel-16.xls
するめいか,200,1kg,864,756,,平成31年2月23日（土）,suiexcel-16.xls
さけ,2896,1kg,2267.7545344619107,1166,,平成31年2月23日（土）,suiexcel-16.xls
たこ,326,1kg,16300,1620,,平成31年2月23日（土）,suiexcel-16.xls
かに,178,1kg,6399.6,2160,,平成31年2月23日（土）,suiexcel-16.xls
はまぐり,487,1kg,1836,540,,平成31年2月23日（土）,suiexcel-16.xls
あさり,2181,1kg,1059.8706766917294,432,,平成31年2月23日（土）,suiexcel-16.xls
かき,5796,1kg,2160,853,,平成31年2月23日（土）,suiexcel-16.xls
冷凍もんごいか,216,1kg,4400,648,,平成31年2月23日（土）,suiexcel-16.xls
冷凍たこ,100,1kg,2592,1404,,平成31年2月23日（土）,suiexcel-16.xls
冷凍えび,465,1kg,3240,972,,平成31年2月23日（土）,suiexcel-16.xls
塩さば,6205,1kg,648,324,,平成31年2月23日（土）,suiexcel-16.xls
塩さけ,616,1kg,2115.407258064516,1058,,平成31年2月23日（土）,suiexcel-16.xls
塩すけそうこ,446,1kg,6120,1903,,平成31年2月23日（土）,suiexcel-16.xls
開干さんま,100,1kg,1188,972,,平成31年2月23日（土）,suiexcel-16.xls
開干あじ,248,1kg,1188,463,,平成31年2月23日（土）,suiexcel-16.xls
若干かれい,221,1kg,1296,250,,平成31年2月23日（土）,suiexcel-16.xls
ちりめん,658,1kg,6263.452261306533,1458,,平成31年2月23日（土）,suiexcel-16.xls
かますごかまあげ,368,1kg,3313.0333333333333,1080,,平成31年2月23日（土）,suiexcel-16.xls
くろまぐろ,287,1kg,4314.210909090909,1800,,平成31年2月25日（月）,suiexcel-17.xls
きわだ,2251,1kg,3137.814953271028,864,,平成31年2月25日（月）,suiexcel-17.xls
あじ,2265,1kg,873.6585365853658,120,,平成31年2月25日（月）,suiexcel-17.xls
さば,3816,1kg,424,270,,平成31年2月25日（月）,suiexcel-17.xls
まいわし,1682,1kg,270,162,,平成31年2月25日（月）,suiexcel-17.xls
養成ぶり,2144,1kg,1191.794032723773,850,,平成31年2月25日（月）,suiexcel-17.xls
養成まだい,4132,1kg,2143.059313215401,972,,平成31年2月25日（月）,suiexcel-17.xls
さごし,141,1kg,507,507,,平成31年2月25日（月）,suiexcel-17.xls
かれい,2920,1kg,6600,432,,平成31年2月25日（月）,suiexcel-17.xls
養成はまち,716,1kg,1245.3353658536585,1000,,平成31年2月25日（月）,suiexcel-17.xls
養成かんぱち,1357,1kg,2348.4378478664194,500,,平成31年2月25日（月）,suiexcel-17.xls
するめいか,665,1kg,864,745,,平成31年2月25日（月）,suiexcel-17.xls
さけ,2742,1kg,2492.211870773854,1188,,平成31年2月25日（月）,suiexcel-17.xls
たこ,218,1kg,11000,1512,,平成31年2月25日（月）,suiexcel-17.xls
かに,102,1kg,5425.223880597015,2160,,平成31年2月25日（月）,suiexcel-17.xls
はまぐり,524,1kg,1836,540,,平成31年2月25日（月）,suiexcel-17.xls
あさり,1679,1kg,1011.8885793871866,432,,平成31年2月25日（月）,suiexcel-17.xls
かき,3879,1kg,2160,864,,平成31年2月25日（月）,suiexcel-17.xls
冷凍もんごいか,208,1kg,4104,648,,平成31年2月25日（月）,suiexcel-17.xls
冷凍たこ,100,1kg,2592,1404,,平成31年2月25日（月）,suiexcel-17.xls
冷凍えび,523,1kg,3240,972,,平成31年2月25日（月）,suiexcel-17.xls
塩さば,2258,1kg,648,432,,平成31年2月25日（月）,suiexcel-17.xls
塩さけ,1396,1kg,1116,648,,平成31年2月25日（月）,suiexcel-17.xls
塩すけそうこ,990,1kg,3647.566744730679,972,,平成31年2月25日（月）,suiexcel-17.xls
塩さんま,750,1kg,794.4,403,,平成31年2月25日（月）,suiexcel-17.xls
開干さんま,221,1kg,1188,687,,平成31年2月25日（月）,suiexcel-17.xls
開干あじ,186,1kg,1080,240,,平成31年2月25日（月）,suiexcel-17.xls
若干かれい,100,1kg,1620,972,,平成31年2月25日（月）,suiexcel-17.xls
ちりめん,387,1kg,6424.894545454546,1512,,平成31年2月25日（月）,suiexcel-17.xls
かますごかまあげ,214,1kg,2250.5235294117647,1080,,平成31年2月25日（月）,suiexcel-17.xls
きわだ,1815,1kg,2601.4820846905536,540,,平成31年2月26日（火）,suiexcel-18.xls
あじ,3052,1kg,486,353,,平成31年2月26日（火）,suiexcel-18.xls
さば,7314,1kg,350,216,,平成31年2月26日（火）,suiexcel-18.xls
まいわし,2051,1kg,219,108,,平成31年2月26日（火）,suiexcel-18.xls
養成ぶり,2106,1kg,1263.0919324577862,830,,平成31年2月26日（火）,suiexcel-18.xls
養成まだい,3979,1kg,2235.010477299185,972,,平成31年2月26日（火）,suiexcel-18.xls
さごし,1748,1kg,648,450,,平成31年2月26日（火）,suiexcel-18.xls
かれい,3155,1kg,4400,170,,平成31年2月26日（火）,suiexcel-18.xls
養成はまち,532,1kg,1536.4812030075186,700,,平成31年2月26日（火）,suiexcel-18.xls
養成かんぱち,1293,1kg,1907.8423423423424,1000,,平成31年2月26日（火）,suiexcel-18.xls
するめいか,605,1kg,810,702,,平成31年2月26日（火）,suiexcel-18.xls
さけ,2134,1kg,2426.3501577287066,1242,,平成31年2月26日（火）,suiexcel-18.xls
たこ,211,1kg,12000,1404,,平成31年2月26日（火）,suiexcel-18.xls
かに,232,1kg,4056.090909090909,2103,,平成31年2月26日（火）,suiexcel-18.xls
はまぐり,500,1kg,1836,540,,平成31年2月26日（火）,suiexcel-18.xls
あさり,2095,1kg,1016.9028213166143,432,,平成31年2月26日（火）,suiexcel-18.xls
かき,6567,1kg,2160,840,,平成31年2月26日（火）,suiexcel-18.xls
冷凍もんごいか,208,1kg,4104,648,,平成31年2月26日（火）,suiexcel-18.xls
冷凍たこ,100,1kg,2592,1404,,平成31年2月26日（火）,suiexcel-18.xls
冷凍えび,805,1kg,3240,972,,平成31年2月26日（火）,suiexcel-18.xls
塩さば,3074,1kg,648,432,,平成31年2月26日（火）,suiexcel-18.xls
塩さけ,1976,1kg,2238.945431472081,756,,平成31年2月26日（火）,suiexcel-18.xls
塩すけそうこ,377,1kg,3617.7490347490348,972,,平成31年2月26日（火）,suiexcel-18.xls
開干さんま,315,1kg,1373.860465116279,687,,平成31年2月26日（火）,suiexcel-18.xls
開干あじ,227,1kg,1080,632,,平成31年2月26日（火）,suiexcel-18.xls
若干かれい,100,1kg,2376,972,,平成31年2月26日（火）,suiexcel-18.xls
ちりめん,525,1kg,4223.585365853659,1512,,平成31年2月26日（火）,suiexcel-18.xls
かますごかまあげ,347,1kg,3136.4659574468083,1080,,平成31年2月26日（火）,suiexcel-18.xls
くろまぐろ,148,1kg,3279.0188679245284,1200,,平成31年2月28日（木）,suiexcel-19.xls
きわだ,1240,1kg,2626.9701492537315,540,,平成31年2月28日（木）,suiexcel-19.xls
あじ,2125,1kg,648,350,,平成31年2月28日（木）,suiexcel-19.xls
さば,3278,1kg,324,216,,平成31年2月28日（木）,suiexcel-19.xls
まいわし,2058,1kg,270,162,,平成31年2月28日（木）,suiexcel-19.xls
養成ぶり,1474,1kg,1303.2462203023756,800,,平成31年2月28日（木）,suiexcel-19.xls
養成まだい,4701,1kg,2088.820641913153,972,,平成31年2月28日（木）,suiexcel-19.xls
さごし,918,1kg,540,324,,平成31年2月28日（木）,suiexcel-19.xls
かれい,2272,1kg,6300,324,,平成31年2月28日（木）,suiexcel-19.xls
養成はまち,908,1kg,1521.708542713568,700,,平成31年2月28日（木）,suiexcel-19.xls
養成かんぱち,1785,1kg,1891.771556550952,1000,,平成31年2月28日（木）,suiexcel-19.xls
するめいか,1045,1kg,810,639,,平成31年2月28日（木）,suiexcel-19.xls
さけ,3707,1kg,1898.8831683168319,1139,,平成31年2月28日（木）,suiexcel-19.xls
たこ,331,1kg,17000,1404,,平成31年2月28日（木）,suiexcel-19.xls
かに,169,1kg,6251.47572815534,200,,平成31年2月28日（木）,suiexcel-19.xls
はまぐり,1204,1kg,2700,540,,平成31年2月28日（木）,suiexcel-19.xls
あさり,2427,1kg,1057.4942084942086,432,,平成31年2月28日（木）,suiexcel-19.xls
かき,3708,1kg,1836,216,,平成31年2月28日（木）,suiexcel-19.xls
冷凍もんごいか,240,1kg,4104,648,,平成31年2月28日（木）,suiexcel-19.xls
冷凍たこ,100,1kg,2592,1404,,平成31年2月28日（木）,suiexcel-19.xls
冷凍えび,380,1kg,3240,972,,平成31年2月28日（木）,suiexcel-19.xls
塩さば,2170,1kg,648,324,,平成31年2月28日（木）,suiexcel-19.xls
塩さけ,170,1kg,3240,1044,,平成31年2月28日（木）,suiexcel-19.xls
塩すけそうこ,168,1kg,3917.8079470198677,1976,,平成31年2月28日（木）,suiexcel-19.xls
開干さんま,255,1kg,1441.3951219512196,721,,平成31年2月28日（木）,suiexcel-19.xls
開干あじ,148,1kg,1188,722,,平成31年2月28日（木）,suiexcel-19.xls
若干かれい,50,1kg,1296,864,,平成31年2月28日（木）,suiexcel-19.xls
ちりめん,464,1kg,5885.24203821656,2916,,平成31年2月28日（木）,suiexcel-19.xls
かますごかまあげ,119,1kg,3992.5,1080,,平成31年2月28日（木）,suiexcel-19.xls
くろまぐろ,480,1kg,3901.417218543046,1600,,平成31年1月5日（土）,suiexcel (50).xls
きわだ,3058,1kg,3110.3959731543623,1490,,平成31年1月5日（土）,suiexcel (50).xls
あじ,469,1kg,662.4520255863539,170,,平成31年1月5日（土）,suiexcel (50).xls
さば,1820,1kg,648,378,,平成31年1月5日（土）,suiexcel (50).xls
養成ぶり,12118,1kg,1604.7027707808566,600,,平成31年1月5日（土）,suiexcel (50).xls
養成まだい,10629,1kg,2408.7690689110996,972,,平成31年1月5日（土）,suiexcel (50).xls
さごし,766,1kg,648,432,,平成31年1月5日（土）,suiexcel (50).xls
養成はまち,2281,1kg,1603.341786743516,432,,平成31年1月5日（土）,suiexcel (50).xls
養成かんぱち,6640,1kg,2067.8845437616387,700,,平成31年1月5日（土）,suiexcel (50).xls
するめいか,1025,1kg,864,756,,平成31年1月5日（土）,suiexcel (50).xls
さけ,7650,1kg,2633.7878359264496,1296,,平成31年1月5日（土）,suiexcel (50).xls
養成ふぐ,4353,1kg,4380.901476510067,1836,,平成31年1月5日（土）,suiexcel (50).xls
たこ,147,1kg,13600,1404,,平成31年1月5日（土）,suiexcel (50).xls
かに,58,1kg,4536,1315,,平成31年1月5日（土）,suiexcel (50).xls
はまぐり,4144,1kg,1836,540,,平成31年1月5日（土）,suiexcel (50).xls
あさり,2586,1kg,1068.571906354515,432,,平成31年1月5日（土）,suiexcel (50).xls
かき,9357,1kg,2700,864,,平成31年1月5日（土）,suiexcel (50).xls
冷凍もんごいか,416,1kg,4748,864,,平成31年1月5日（土）,suiexcel (50).xls
冷凍たこ,400,1kg,2700,1296,,平成31年1月5日（土）,suiexcel (50).xls
冷凍えび,1896,1kg,3123.6414141414143,972,,平成31年1月5日（土）,suiexcel (50).xls
塩さば,1906,1kg,508,508,,平成31年1月5日（土）,suiexcel (50).xls
塩さけ,968,1kg,1107,1107,,平成31年1月5日（土）,suiexcel (50).xls
塩すけそうこ,616,1kg,4313.819397993311,2182,,平成31年1月5日（土）,suiexcel (50).xls
開干あじ,231,1kg,1260.6259541984732,665,,平成31年1月5日（土）,suiexcel (50).xls
若干かれい,100,1kg,1728,972,,平成31年1月5日（土）,suiexcel (50).xls
ちりめん,1041,1kg,2916,2160,,平成31年1月5日（土）,suiexcel (50).xls
かますごかまあげ,300,1kg,1080,1080,,平成31年1月5日（土）,suiexcel (50).xls
くろまぐろ,158,1kg,3250.8727272727274,2750,,平成31年1月17日（木）,suiexcel-1 (2).xls
きわだ,2490,1kg,2714.8289885297186,500,,平成31年1月17日（木）,suiexcel-1 (2).xls
あじ,1216,1kg,702,170,,平成31年1月17日（木）,suiexcel-1 (2).xls
さば,2219,1kg,913.7931034482758,270,,平成31年1月17日（木）,suiexcel-1 (2).xls
まいわし,450,1kg,216,108,,平成31年1月17日（木）,suiexcel-1 (2).xls
養成ぶり,1601,1kg,1325.2729357798166,850,,平成31年1月17日（木）,suiexcel-1 (2).xls
養成まだい,4462,1kg,2190.9228855721394,972,,平成31年1月17日（木）,suiexcel-1 (2).xls
さごし,268,1kg,648,252,,平成31年1月17日（木）,suiexcel-1 (2).xls
養成はまち,431,1kg,1279.7297297297296,1026,,平成31年1月17日（木）,suiexcel-1 (2).xls
養成かんぱち,1368,1kg,1872.8830022075053,900,,平成31年1月17日（木）,suiexcel-1 (2).xls
するめいか,355,1kg,962,756,,平成31年1月17日（木）,suiexcel-1 (2).xls
さけ,2761,1kg,2182.8061721710883,1124,,平成31年1月17日（木）,suiexcel-1 (2).xls
養成ふぐ,498,1kg,3691.72972972973,1836,,平成31年1月17日（木）,suiexcel-1 (2).xls
たこ,341,1kg,12300,972,,平成31年1月17日（木）,suiexcel-1 (2).xls
かに,172,1kg,6027.8133333333335,2484,,平成31年1月17日（木）,suiexcel-1 (2).xls
はまぐり,344,1kg,1620,540,,平成31年1月17日（木）,suiexcel-1 (2).xls
あさり,2216,1kg,1009.9811676082863,100,,平成31年1月17日（木）,suiexcel-1 (2).xls
かき,3540,1kg,3240,894,,平成31年1月17日（木）,suiexcel-1 (2).xls
冷凍もんごいか,530,1kg,3696,864,,平成31年1月17日（木）,suiexcel-1 (2).xls
冷凍たこ,400,1kg,2700,1296,,平成31年1月17日（木）,suiexcel-1 (2).xls
冷凍えび,1886,1kg,4180.79792746114,972,,平成31年1月17日（木）,suiexcel-1 (2).xls
塩さば,2812,1kg,648,432,,平成31年1月17日（木）,suiexcel-1 (2).xls
塩さけ,1224,1kg,1052.46895424837,1052.4689542483661,,平成31年1月17日（木）,suiexcel-1 (2).xls
塩すけそうこ,478,1kg,3589.0313479623824,1296,,平成31年1月17日（木）,suiexcel-1 (2).xls
塩いわし,2630,1kg,504.889733840304,504.8897338403042,,平成31年1月17日（木）,suiexcel-1 (2).xls
開干あじ,201,1kg,1080,383,,平成31年1月17日（木）,suiexcel-1 (2).xls
若干かれい,100,1kg,1620,972,,平成31年1月17日（木）,suiexcel-1 (2).xls
ちりめん,549,1kg,3966.54441260745,1080,,平成31年1月17日（木）,suiexcel-1 (2).xls
