品目,数量,単位,高値,中値,安値,主な産地,日付,元ファイル
あじ,2905,1kg,540,0,432,佐賀  和歌山  他,令和6年4月30日（火）,suiexcel-12 (29).xlsx
さば,2082,1kg,432,0,324,千葉  他,令和6年4月30日（火）,suiexcel-12 (29).xlsx
まいわし,1427,1kg,324,0,216,三重  石川  他,令和6年4月30日（火）,suiexcel-12 (29).xlsx
養成ぶり,669,1kg,1900,0,700,愛媛  長崎  他,令和6年4月30日（火）,suiexcel-12 (29).xlsx
かつお,4524,1kg,540,0,324,宮崎  他,令和6年4月30日（火）,suiexcel-12 (29).xlsx
養成まだい,6196,1kg,1250,0,670,愛媛  他,令和6年4月30日（火）,suiexcel-12 (29).xlsx
さわら,833,1kg,1296,0,1080,香川  韓国  他,令和6年4月30日（火）,suiexcel-12 (29).xlsx
かれい,1703,1kg,756,0,540,鳥取  青森  他,令和6年4月30日（火）,suiexcel-12 (29).xlsx
養成はまち,866,1kg,1300,0,900,徳島  他,令和6年4月30日（火）,suiexcel-12 (29).xlsx
養成かんぱち,1883,1kg,1950,0,1600,鹿児島  他,令和6年4月30日（火）,suiexcel-12 (29).xlsx
さけ,3692,1kg,2160,0,1944,ﾁﾘ  ﾉﾙｳｪｰ  他,令和6年4月30日（火）,suiexcel-12 (29).xlsx
たこ,284,1kg,3900,0,1200,岩手  宮城  他,令和6年4月30日（火）,suiexcel-12 (29).xlsx
はまぐり,540,1kg,2808,0,756,千葉  他,令和6年4月30日（火）,suiexcel-12 (29).xlsx
しじみ,1255,1kg,1296,0,432,島根  他,令和6年4月30日（火）,suiexcel-12 (29).xlsx
あさり,1178,1kg,1620,0,324,中国  他,令和6年4月30日（火）,suiexcel-12 (29).xlsx
ほたて貝,569,1kg,1026,0,540,北海道  他,令和6年4月30日（火）,suiexcel-12 (29).xlsx
冷凍もんごいか,110,1kg,4320,3564,1296,ﾓﾛｯｺ  他,令和6年4月30日（火）,suiexcel-12 (29).xlsx
冷凍たこ,0,0,0,0,0,,令和6年4月30日（火）,suiexcel-12 (29).xlsx
冷凍えび,1634,1kg,4320,2160,1188,ｲﾝﾄﾞ  他,令和6年4月30日（火）,suiexcel-12 (29).xlsx
塩さば,942,1kg,560,560,560,ﾉﾙｳｪｰ  他,令和6年4月30日（火）,suiexcel-12 (29).xlsx
塩さけ,1461,1kg,1360,0,250,ﾁﾘ  他,令和6年4月30日（火）,suiexcel-12 (29).xlsx
塩すけそうこ,104,1kg,2850,0,1550,大阪  他,令和6年4月30日（火）,suiexcel-12 (29).xlsx
開干さんま,216,1kg,2180,0,1296,北海道  他,令和6年4月30日（火）,suiexcel-12 (29).xlsx
開干あじ,334,1kg,1944,0,1080,長崎  他,令和6年4月30日（火）,suiexcel-12 (29).xlsx
若干かれい,100,1kg,1944,0,1080,島根  他,令和6年4月30日（火）,suiexcel-12 (29).xlsx
ちりめん,1700,1kg,3672,0,1296,愛知  他,令和6年4月30日（火）,suiexcel-12 (29).xlsx
なまりぶし,5,1kg,1950,1950,1950,静岡  他,令和6年4月30日（火）,suiexcel-12 (29).xlsx
ほたるいか,618,1kg,1620,0,972,富山  兵庫  他,令和6年4月30日（火）,suiexcel-12 (29).xlsx
くろまぐろ,1704,1Kg,4374,3456,3024,宮城  他,令和6年5月11日（土）,suiexcel (136).xls
きわだ,1236,1Kg,1782,1296,486,和歌山  沖縄  他,令和6年5月11日（土）,suiexcel (136).xls
あじ,2766,1Kg,540,0,432,長崎  和歌山  他,令和6年5月11日（土）,suiexcel (136).xls
さば,2360,1Kg,432,0,324,静岡  千葉  他,令和6年5月11日（土）,suiexcel (136).xls
まいわし,2328,1Kg,324,0,216,神奈川  石川  他,令和6年5月11日（土）,suiexcel (136).xls
養成ぶり,825,1kg,1900,0,900,愛媛  長崎  他,令和6年5月11日（土）,suiexcel (136).xls
かつお,5755,1Kg,432,0,216,高知  宮崎  他,令和6年5月11日（土）,suiexcel (136).xls
養成まだい,5970,1Kg,1350,0,540,愛媛  他,令和6年5月11日（土）,suiexcel (136).xls
さわら,1479,1Kg,1188,0,972,香川  韓国  他,令和6年5月11日（土）,suiexcel (136).xls
かれい,2273,1kg,6000,0,330,青森  福井  他,令和6年5月11日（土）,suiexcel (136).xls
養成はまち,665,1kg,1300,0,900,徳島  他,令和6年5月11日（土）,suiexcel (136).xls
養成かんぱち,1225,1Kg,2106,0,1080,鹿児島  他,令和6年5月11日（土）,suiexcel (136).xls
するめいか,797,1Kg,1242,0,1134,富山  兵庫  他,令和6年5月11日（土）,suiexcel (136).xls
さけ,2599,1kg,2800,0,1090,ﾉﾙｳｪｰ  宮城  他,令和6年5月11日（土）,suiexcel (136).xls
しじみ,1420,1Kg,1296,0,216,島根  他,令和6年5月11日（土）,suiexcel (136).xls
あさり,829,1Kg,1620,0,324,中国  他,令和6年5月11日（土）,suiexcel (136).xls
さざえ,300,1Kg,1728,0,1512,山口  三重  他,令和6年5月11日（土）,suiexcel (136).xls
ほたて貝,1043,1Kg,972,0,540,北海道  他,令和6年5月11日（土）,suiexcel (136).xls
冷凍もんごいか,150,1Kg,4320,3456,1296,ﾓﾛｯｺ  他,令和6年5月11日（土）,suiexcel (136).xls
冷凍たこ,0,0,0,0,0,,令和6年5月11日（土）,suiexcel (136).xls
冷凍えび,1643,1Kg,4320,2268,1296,ｲﾝﾄﾞ  他,令和6年5月11日（土）,suiexcel (136).xls
塩さば,1298,1kg,920,0,530,ﾉﾙｳｪｰ  他,令和6年5月11日（土）,suiexcel (136).xls
塩さけ,3096,1kg,1600,0,800,ﾁﾘ  他,令和6年5月11日（土）,suiexcel (136).xls
塩すけそうこ,49,1kg,2570,0,2000,大阪  他,令和6年5月11日（土）,suiexcel (136).xls
開干さんま,200,1Kg,2180,0,1296,北海道  他,令和6年5月11日（土）,suiexcel (136).xls
開干あじ,468,1Kg,1944,0,1080,長崎  他,令和6年5月11日（土）,suiexcel (136).xls
若干かれい,300,1Kg,1944,0,972,兵庫  島根  他,令和6年5月11日（土）,suiexcel (136).xls
ちりめん,350,1Kg,3240,0,1296,和歌山  大分  他,令和6年5月11日（土）,suiexcel (136).xls
なまりぶし,40,1kg,1880,0,980,静岡  他,令和6年5月11日（土）,suiexcel (136).xls
ほたるいか,351,1Kg,1620,0,972,富山  兵庫  他,令和6年5月11日（土）,suiexcel (136).xls
くろまぐろ,733,1Kg,3996,3456,2700,長崎  他,令和6年5月14日（火）,suiexcel-1 (88).xls
きわだ,1354,1kg,2300,0,1400,沖縄  宮崎  他,令和6年5月14日（火）,suiexcel-1 (88).xls
あじ,4910,1Kg,432,0,324,和歌山  他,令和6年5月14日（火）,suiexcel-1 (88).xls
さば,2490,1Kg,432,0,324,石川  千葉  他,令和6年5月14日（火）,suiexcel-1 (88).xls
まいわし,1942,1Kg,432,0,324,鳥取  石川  他,令和6年5月14日（火）,suiexcel-1 (88).xls
養成ぶり,396,1kg,1900,0,750,愛媛  長崎  他,令和6年5月14日（火）,suiexcel-1 (88).xls
かつお,8584,1Kg,432,0,216,高知  宮崎  他,令和6年5月14日（火）,suiexcel-1 (88).xls
養成まだい,3126,1Kg,1350,0,540,愛媛  他,令和6年5月14日（火）,suiexcel-1 (88).xls
さわら,887,1Kg,1296,0,1080,香川  韓国  他,令和6年5月14日（火）,suiexcel-1 (88).xls
かれい,915,1Kg,756,0,540,青森  他,令和6年5月14日（火）,suiexcel-1 (88).xls
養成はまち,362,1Kg,1404,0,648,徳島  他,令和6年5月14日（火）,suiexcel-1 (88).xls
養成かんぱち,835,1Kg,2106,0,1080,鹿児島  他,令和6年5月14日（火）,suiexcel-1 (88).xls
するめいか,646,1kg,2880,0,540,兵庫  鳥取  他,令和6年5月14日（火）,suiexcel-1 (88).xls
さけ,3155,1Kg,1728,0,1512,宮城  ﾉﾙｳｪｰ  他,令和6年5月14日（火）,suiexcel-1 (88).xls
しじみ,1330,1Kg,1296,0,216,島根  他,令和6年5月14日（火）,suiexcel-1 (88).xls
あさり,779,1Kg,1620,0,324,中国  他,令和6年5月14日（火）,suiexcel-1 (88).xls
さざえ,200,1Kg,1944,0,1080,山口  他,令和6年5月14日（火）,suiexcel-1 (88).xls
ほたて貝,901,1Kg,972,0,432,北海道  他,令和6年5月14日（火）,suiexcel-1 (88).xls
冷凍もんごいか,226,1Kg,4320,3456,1296,ﾓﾛｯｺ  ｵﾏｰﾝ  他,令和6年5月14日（火）,suiexcel-1 (88).xls
冷凍たこ,0,0,0,0,0,,令和6年5月14日（火）,suiexcel-1 (88).xls
冷凍えび,1706,1Kg,4320,2268,1296,ｲﾝﾄﾞ  他,令和6年5月14日（火）,suiexcel-1 (88).xls
塩さば,802,1kg,1110,0,500,ﾉﾙｳｪｰ  他,令和6年5月14日（火）,suiexcel-1 (88).xls
塩さけ,681,1kg,1250,0,650,ﾁﾘ  他,令和6年5月14日（火）,suiexcel-1 (88).xls
塩すけそうこ,153,1kg,2250,0,1050,大阪  他,令和6年5月14日（火）,suiexcel-1 (88).xls
開干さんま,208,1Kg,2180,0,1296,北海道  他,令和6年5月14日（火）,suiexcel-1 (88).xls
開干あじ,431,1Kg,1944,0,1080,長崎  他,令和6年5月14日（火）,suiexcel-1 (88).xls
若干かれい,150,1Kg,1836,0,972,島根  兵庫  他,令和6年5月14日（火）,suiexcel-1 (88).xls
ちりめん,355,1Kg,3240,0,864,徳島  山口  兵庫  他,令和6年5月14日（火）,suiexcel-1 (88).xls
なまりぶし,15,1kg,2000,0,1130,静岡  他,令和6年5月14日（火）,suiexcel-1 (88).xls
ほたるいか,308,1Kg,1620,0,972,富山  兵庫  他,令和6年5月14日（火）,suiexcel-1 (88).xls
くろまぐろ,814,1Kg,3996,3456,2700,長崎  他,令和6年5月16日（木）,suiexcel-2 (87).xls
きわだ,1088,1kg,3000,0,1400,宮崎  沖縄  他,令和6年5月16日（木）,suiexcel-2 (87).xls
あじ,4421,1Kg,432,0,324,佐賀  和歌山  他,令和6年5月16日（木）,suiexcel-2 (87).xls
さば,1285,1Kg,486,0,378,富山  千葉  他,令和6年5月16日（木）,suiexcel-2 (87).xls
まいわし,1664,1Kg,324,0,216,神奈川  石川  他,令和6年5月16日（木）,suiexcel-2 (87).xls
養成ぶり,393,1kg,1900,0,800,愛媛  長崎  他,令和6年5月16日（木）,suiexcel-2 (87).xls
かつお,2642,1Kg,432,0,216,高知  宮崎  他,令和6年5月16日（木）,suiexcel-2 (87).xls
養成まだい,4553,1kg,1250,0,830,愛媛  他,令和6年5月16日（木）,suiexcel-2 (87).xls
さわら,1161,1Kg,1512,0,1296,愛媛  韓国  他,令和6年5月16日（木）,suiexcel-2 (87).xls
かれい,1040,1kg,3000,0,200,青森  他,令和6年5月16日（木）,suiexcel-2 (87).xls
養成はまち,464,1kg,1300,0,800,徳島  他,令和6年5月16日（木）,suiexcel-2 (87).xls
養成かんぱち,1037,1kg,1950,0,1720,鹿児島  他,令和6年5月16日（木）,suiexcel-2 (87).xls
するめいか,2145,1Kg,1080,0,972,島根  兵庫  他,令和6年5月16日（木）,suiexcel-2 (87).xls
さけ,1815,1kg,2680,0,1160,ﾉﾙｳｪｰ  宮城  他,令和6年5月16日（木）,suiexcel-2 (87).xls
しじみ,935,1Kg,1296,0,486,島根  他,令和6年5月16日（木）,suiexcel-2 (87).xls
あさり,697,1Kg,1728,0,324,中国  他,令和6年5月16日（木）,suiexcel-2 (87).xls
さざえ,440,1Kg,1728,0,756,山口  三重  他,令和6年5月16日（木）,suiexcel-2 (87).xls
ほたて貝,444,1Kg,972,0,540,北海道  他,令和6年5月16日（木）,suiexcel-2 (87).xls
冷凍もんごいか,428,1kg,2290,0,1000,ｵﾏｰﾝ  ﾓﾛｯｺ  他,令和6年5月16日（木）,suiexcel-2 (87).xls
冷凍たこ,0,0,0,0,0,,令和6年5月16日（木）,suiexcel-2 (87).xls
冷凍えび,2027,1kg,4500,0,900,ｲﾝﾄﾞ  他,令和6年5月16日（木）,suiexcel-2 (87).xls
塩さば,2750,1kg,920,0,500,ﾉﾙｳｪｰ  他,令和6年5月16日（木）,suiexcel-2 (87).xls
塩さけ,1837,1kg,2100,0,880,ﾁﾘ  他,令和6年5月16日（木）,suiexcel-2 (87).xls
塩すけそうこ,878,1kg,2830,0,950,大阪  他,令和6年5月16日（木）,suiexcel-2 (87).xls
開干さんま,208,1Kg,2180,0,1296,北海道  他,令和6年5月16日（木）,suiexcel-2 (87).xls
開干あじ,609,1kg,1250,0,740,長崎  他,令和6年5月16日（木）,suiexcel-2 (87).xls
若干かれい,300,1Kg,1944,0,864,島根  他,令和6年5月16日（木）,suiexcel-2 (87).xls
ちりめん,1800,1Kg,4320,0,1404,兵庫  徳島  熊本  大分  他,令和6年5月16日（木）,suiexcel-2 (87).xls
なまりぶし,11,1kg,1950,0,1880,静岡  他,令和6年5月16日（木）,suiexcel-2 (87).xls
ほたるいか,398,1Kg,2700,0,1080,富山  兵庫  他,令和6年5月16日（木）,suiexcel-2 (87).xls
くろまぐろ,965,1Kg,3888,3456,2700,長崎  他,令和6年5月17日（金）,suiexcel-3 (86).xls
きわだ,1187,1Kg,1350,1188,324,和歌山  沖縄  他,令和6年5月17日（金）,suiexcel-3 (86).xls
あじ,2129,1Kg,486,0,378,長崎  和歌山  他,令和6年5月17日（金）,suiexcel-3 (86).xls
さば,1545,1kg,800,0,300,千葉  鹿児島  他,令和6年5月17日（金）,suiexcel-3 (86).xls
まいわし,991,1Kg,324,0,216,鳥取  石川  他,令和6年5月17日（金）,suiexcel-3 (86).xls
養成ぶり,928,1Kg,1296,0,810,長崎  愛媛  他,令和6年5月17日（金）,suiexcel-3 (86).xls
かつお,2920,1Kg,432,0,216,高知  宮崎  他,令和6年5月17日（金）,suiexcel-3 (86).xls
養成まだい,3246,1Kg,1350,0,540,愛媛  他,令和6年5月17日（金）,suiexcel-3 (86).xls
さわら,346,1Kg,1188,0,972,兵庫  韓国  他,令和6年5月17日（金）,suiexcel-3 (86).xls
かれい,806,1kg,2500,0,300,青森  他,令和6年5月17日（金）,suiexcel-3 (86).xls
養成はまち,533,1Kg,1404,0,648,徳島  他,令和6年5月17日（金）,suiexcel-3 (86).xls
養成かんぱち,993,1Kg,2106,0,1080,鹿児島  他,令和6年5月17日（金）,suiexcel-3 (86).xls
するめいか,620,1Kg,972,0,864,宮城  兵庫  他,令和6年5月17日（金）,suiexcel-3 (86).xls
さけ,2650,1kg,2680,0,1160,ﾉﾙｳｪｰ  宮城  他,令和6年5月17日（金）,suiexcel-3 (86).xls
しじみ,725,1Kg,1296,0,486,島根  他,令和6年5月17日（金）,suiexcel-3 (86).xls
あさり,655,1Kg,1404,0,324,中国  他,令和6年5月17日（金）,suiexcel-3 (86).xls
さざえ,290,1Kg,1728,0,756,山口  三重  他,令和6年5月17日（金）,suiexcel-3 (86).xls
ほたて貝,688,1Kg,972,0,540,北海道  他,令和6年5月17日（金）,suiexcel-3 (86).xls
冷凍もんごいか,162,1Kg,4320,3456,1296,ﾓﾛｯｺ  ｵﾏｰﾝ  他,令和6年5月17日（金）,suiexcel-3 (86).xls
冷凍たこ,0,0,0,0,0,,令和6年5月17日（金）,suiexcel-3 (86).xls
冷凍えび,1614,1Kg,4320,2268,1296,ｲﾝﾄﾞ  他,令和6年5月17日（金）,suiexcel-3 (86).xls
塩さば,1312,1kg,1430,0,500,ﾉﾙｳｪｰ  他,令和6年5月17日（金）,suiexcel-3 (86).xls
塩さけ,300,1kg,1500,0,1060,ﾁﾘ  他,令和6年5月17日（金）,suiexcel-3 (86).xls
塩すけそうこ,339,1kg,2250,0,900,大阪  他,令和6年5月17日（金）,suiexcel-3 (86).xls
開干さんま,223,1Kg,2180,0,1296,北海道  他,令和6年5月17日（金）,suiexcel-3 (86).xls
開干あじ,610,1kg,900,0,720,長崎  他,令和6年5月17日（金）,suiexcel-3 (86).xls
若干かれい,200,1Kg,1944,0,972,兵庫  島根  他,令和6年5月17日（金）,suiexcel-3 (86).xls
ちりめん,630,1Kg,2916,0,1188,山口  和歌山  大分  他,令和6年5月17日（金）,suiexcel-3 (86).xls
なまりぶし,15,1kg,1950,0,900,静岡  他,令和6年5月17日（金）,suiexcel-3 (86).xls
ほたるいか,467,1Kg,1620,0,972,富山  兵庫  他,令和6年5月17日（金）,suiexcel-3 (86).xls
くろまぐろ,1165,1Kg,3996,3456,2160,長崎  他,令和6年5月24日（金）,suiexcel-4 (84).xls
きわだ,1157,1Kg,1620,1296,756,和歌山  沖縄  他,令和6年5月24日（金）,suiexcel-4 (84).xls
あじ,3003,1Kg,540,0,432,和歌山  他,令和6年5月24日（金）,suiexcel-4 (84).xls
さば,1630,1Kg,324,0,216,三重  千葉  他,令和6年5月24日（金）,suiexcel-4 (84).xls
まいわし,1337,1Kg,432,0,324,千葉  石川  他,令和6年5月24日（金）,suiexcel-4 (84).xls
養成ぶり,367,1kg,1900,0,850,愛媛  長崎  他,令和6年5月24日（金）,suiexcel-4 (84).xls
かつお,4435,1Kg,324,0,108,高知  宮崎  他,令和6年5月24日（金）,suiexcel-4 (84).xls
養成まだい,3197,1Kg,1350,0,540,愛媛  他,令和6年5月24日（金）,suiexcel-4 (84).xls
さわら,361,1Kg,972,0,756,兵庫  韓国  他,令和6年5月24日（金）,suiexcel-4 (84).xls
かれい,1244,1Kg,756,0,540,福井  青森  他,令和6年5月24日（金）,suiexcel-4 (84).xls
養成はまち,523,1Kg,1404,0,648,徳島  他,令和6年5月24日（金）,suiexcel-4 (84).xls
養成かんぱち,999,1Kg,2106,0,1080,鹿児島  他,令和6年5月24日（金）,suiexcel-4 (84).xls
するめいか,93,1kg,1100,0,640,兵庫  他,令和6年5月24日（金）,suiexcel-4 (84).xls
さけ,2816,1kg,2680,0,1160,ﾉﾙｳｪｰ  宮城  他,令和6年5月24日（金）,suiexcel-4 (84).xls
しじみ,755,1Kg,1296,0,486,島根  他,令和6年5月24日（金）,suiexcel-4 (84).xls
あさり,714,1Kg,1620,0,378,中国  他,令和6年5月24日（金）,suiexcel-4 (84).xls
さざえ,325,1Kg,1728,0,756,山口  三重  他,令和6年5月24日（金）,suiexcel-4 (84).xls
ほたて貝,391,1Kg,972,0,540,北海道  他,令和6年5月24日（金）,suiexcel-4 (84).xls
冷凍もんごいか,150,1Kg,4320,3456,1296,ﾓﾛｯｺ  他,令和6年5月24日（金）,suiexcel-4 (84).xls
冷凍たこ,0,0,0,0,0,,令和6年5月24日（金）,suiexcel-4 (84).xls
冷凍えび,1600,1Kg,4320,2268,1296,ｲﾝﾄﾞ  他,令和6年5月24日（金）,suiexcel-4 (84).xls
塩さば,938,1kg,680,0,630,ﾉﾙｳｪｰ  他,令和6年5月24日（金）,suiexcel-4 (84).xls
塩さけ,4994,1kg,1190,0,300,ﾁﾘ  他,令和6年5月24日（金）,suiexcel-4 (84).xls
塩すけそうこ,317,1kg,2780,0,1050,大阪  他,令和6年5月24日（金）,suiexcel-4 (84).xls
開干さんま,208,1Kg,2180,0,1296,北海道  他,令和6年5月24日（金）,suiexcel-4 (84).xls
開干あじ,391,1Kg,1944,0,1080,長崎  他,令和6年5月24日（金）,suiexcel-4 (84).xls
若干かれい,200,1Kg,1620,0,972,兵庫  島根  他,令和6年5月24日（金）,suiexcel-4 (84).xls
ちりめん,1500,1Kg,4536,0,756,兵庫  熊本  徳島  他,令和6年5月24日（金）,suiexcel-4 (84).xls
なまりぶし,23,1kg,2000,0,900,静岡  他,令和6年5月24日（金）,suiexcel-4 (84).xls
ほたるいか,300,1Kg,2160,0,1944,兵庫  他,令和6年5月24日（金）,suiexcel-4 (84).xls
くろまぐろ,1164,1kg,3996,3672,3240,長崎  他,令和6年5月10日（金）,suiexcel-5 (17).xlsx
きわだ,1185,1kg,2160,1620,864,ｲﾝﾄﾞﾈｼｱ  沖縄  他,令和6年5月10日（金）,suiexcel-5 (17).xlsx
あじ,875,1kg,486,0,378,三重  和歌山  他,令和6年5月10日（金）,suiexcel-5 (17).xlsx
さば,1575,1kg,432,0,324,石川  千葉  他,令和6年5月10日（金）,suiexcel-5 (17).xlsx
まいわし,0,0,0,0,0,,令和6年5月10日（金）,suiexcel-5 (17).xlsx
養成ぶり,451,1kg,1900,0,850,愛媛  長崎  他,令和6年5月10日（金）,suiexcel-5 (17).xlsx
かつお,4000,1kg,432,0,216,高知  宮崎  他,令和6年5月10日（金）,suiexcel-5 (17).xlsx
養成まだい,3410,1Kg,1350,0,540,愛媛  他,令和6年5月10日（金）,suiexcel-5 (17).xlsx
さわら,1060,1kg,1296,0,1080,兵庫  韓国  他,令和6年5月10日（金）,suiexcel-5 (17).xlsx
かれい,320,1kg,3000,0,540,青森  他,令和6年5月10日（金）,suiexcel-5 (17).xlsx
養成はまち,495,1kg,1404,0,432,徳島  他,令和6年5月10日（金）,suiexcel-5 (17).xlsx
養成かんぱち,1007,1kg,2106,0,1080,鹿児島  他,令和6年5月10日（金）,suiexcel-5 (17).xlsx
するめいか,779,1kg,1296,0,1188,宮城  兵庫  他,令和6年5月10日（金）,suiexcel-5 (17).xlsx
さけ,2332,1kg,2800,0,1160,ﾉﾙｳｪｰ  宮城  他,令和6年5月10日（金）,suiexcel-5 (17).xlsx
しじみ,745,1kg,1296,0,486,島根  他,令和6年5月10日（金）,suiexcel-5 (17).xlsx
あさり,792,1kg,1620,0,324,中国  他,令和6年5月10日（金）,suiexcel-5 (17).xlsx
さざえ,170,1kg,1728,0,1188,山口  三重  他,令和6年5月10日（金）,suiexcel-5 (17).xlsx
ほたて貝,543,1kg,972,0,540,北海道  他,令和6年5月10日（金）,suiexcel-5 (17).xlsx
冷凍もんごいか,187,1kg,4320,3456,1296,ﾓﾛｯｺ  ｵﾏｰﾝ  他,令和6年5月10日（金）,suiexcel-5 (17).xlsx
冷凍たこ,0,0,0,0,0,,令和6年5月10日（金）,suiexcel-5 (17).xlsx
冷凍えび,1570,1kg,4320,2268,1296,ｲﾝﾄﾞ  他,令和6年5月10日（金）,suiexcel-5 (17).xlsx
塩さば,1016,1kg,880,0,480,ﾉﾙｳｪｰ  他,令和6年5月10日（金）,suiexcel-5 (17).xlsx
塩さけ,2388,1kg,1400,0,480,ﾁﾘ  他,令和6年5月10日（金）,suiexcel-5 (17).xlsx
塩すけそうこ,417,1kg,2780,0,950,大阪  他,令和6年5月10日（金）,suiexcel-5 (17).xlsx
開干さんま,216,1kg,2180,0,1296,北海道  他,令和6年5月10日（金）,suiexcel-5 (17).xlsx
開干あじ,308,1kg,1944,0,1080,長崎  他,令和6年5月10日（金）,suiexcel-5 (17).xlsx
若干かれい,200,1kg,1944,0,972,兵庫  他,令和6年5月10日（金）,suiexcel-5 (17).xlsx
ちりめん,100,1kg,3240,0,2052,鹿児島  他,令和6年5月10日（金）,suiexcel-5 (17).xlsx
なまりぶし,18,1kg,2000,0,1950,静岡  他,令和6年5月10日（金）,suiexcel-5 (17).xlsx
ほたるいか,405,1kg,1620,0,972,富山  兵庫  他,令和6年5月10日（金）,suiexcel-5 (17).xlsx
くろまぐろ,911,1kg,3888,3672,3564,宮城  他,令和6年5月13日（月）,suiexcel-6 (23).xlsx
きわだ,727,1kg,1620,864,324,和歌山  沖縄  他,令和6年5月13日（月）,suiexcel-6 (23).xlsx
