品目,数量,単位,高値,安値,主な産地,日付,元ファイル
あさり,3020,1kg,996.4000000000001,432,,平成27年1月6日（火）,suiexcel1.xls
かき,2765,1kg,3672,1396,,平成27年1月6日（火）,suiexcel1.xls
冷凍もんごいか,238,1kg,3045,630,,平成27年1月6日（火）,suiexcel1.xls
冷凍たこ,200,1kg,945,756,,平成27年1月6日（火）,suiexcel1.xls
冷凍えび,1927,1kg,3330.747433264887,788,,平成27年1月6日（火）,suiexcel1.xls
塩さば,5826,1kg,767.102755026061,324,,平成27年1月6日（火）,suiexcel1.xls
塩さけ,802,1kg,948.2456359102245,948.2456359102245,,平成27年1月6日（火）,suiexcel1.xls
塩すけそうこ,611,1kg,4320,1026,,平成27年1月6日（火）,suiexcel1.xls
開干あじ,1274,1kg,1347.2076923076922,287,,平成27年1月6日（火）,suiexcel1.xls
若干かれい,71,1kg,4752,864,,平成27年1月6日（火）,suiexcel1.xls
ちりめん,4630,1kg,3348,972,,平成27年1月6日（火）,suiexcel1.xls
茹かに,200,1kg,3510,2160,,平成27年1月6日（火）,suiexcel1.xls
かますごかまあげ,6,1kg,720,720,,平成27年1月6日（火）,suiexcel1.xls
くろまぐろ,127,1kg,3681.354330708661,3241,,平成27年1月8日（木）,suiexcel2.xls
きわだ,891,1kg,2597.9268292682927,216,,平成27年1月8日（木）,suiexcel2.xls
あじ,490,1kg,2500,548,,平成27年1月8日（木）,suiexcel2.xls
さば,13426,1kg,1400,438,,平成27年1月8日（木）,suiexcel2.xls
まいわし,4455,1kg,500,108,,平成27年1月8日（木）,suiexcel2.xls
養成ぶり,7188,1kg,1188,918,,平成27年1月8日（木）,suiexcel2.xls
養成まだい,9584,1kg,1484.2978354978354,540,,平成27年1月8日（木）,suiexcel2.xls
さごし,1320,1kg,540,324,,平成27年1月8日（木）,suiexcel2.xls
養成はまち,1304,1kg,1871.5093632958801,802,,平成27年1月8日（木）,suiexcel2.xls
養成かんぱち,2778,1kg,2123.6861966236347,648,,平成27年1月8日（木）,suiexcel2.xls
するめいか,3370,1kg,901.8,432,,平成27年1月8日（木）,suiexcel2.xls
さけ,2569,1kg,1778.6911083017278,864,,平成27年1月8日（木）,suiexcel2.xls
養成ふぐ,861,1kg,4172.669745958429,1650,,平成27年1月8日（木）,suiexcel2.xls
たこ,361,1kg,13300,864,,平成27年1月8日（木）,suiexcel2.xls
かに,659,1kg,9000,1296,,平成27年1月8日（木）,suiexcel2.xls
はまぐり,992,1kg,1620,526,,平成27年1月8日（木）,suiexcel2.xls
あさり,3431,1kg,947.0942593905031,432,,平成27年1月8日（木）,suiexcel2.xls
かき,3282,1kg,3780,1440,,平成27年1月8日（木）,suiexcel2.xls
冷凍もんごいか,200,1kg,3045,630,,平成27年1月8日（木）,suiexcel2.xls
冷凍たこ,200,1kg,945,756,,平成27年1月8日（木）,suiexcel2.xls
冷凍えび,879,1kg,3805.9098712446353,788,,平成27年1月8日（木）,suiexcel2.xls
塩さば,5124,1kg,1167.5778267254038,324,,平成27年1月8日（木）,suiexcel2.xls
塩さけ,6632,1kg,1188,911.6057213930349,,平成27年1月8日（木）,suiexcel2.xls
塩すけそうこ,251,1kg,3755.6494023904384,1903,,平成27年1月8日（木）,suiexcel2.xls
開干あじ,710,1kg,1912,287,,平成27年1月8日（木）,suiexcel2.xls
若干かれい,87,1kg,1404,828.2337662337662,,平成27年1月8日（木）,suiexcel2.xls
ちりめん,3677,1kg,3024,1944,,平成27年1月8日（木）,suiexcel2.xls
茹かに,200,1kg,3510,1814,,平成27年1月8日（木）,suiexcel2.xls
くろまぐろ,550,1kg,3956.4260869565214,2978,,平成27年1月9日（金）,suiexcel3.xls
きわだ,1251,1kg,2631.7211155378486,216,,平成27年1月9日（金）,suiexcel3.xls
あじ,281,1kg,2300,475,,平成27年1月9日（金）,suiexcel3.xls
さば,6985,1kg,1300,270,,平成27年1月9日（金）,suiexcel3.xls
まいわし,2088,1kg,400,199,,平成27年1月9日（金）,suiexcel3.xls
養成ぶり,5656,1kg,1188,923,,平成27年1月9日（金）,suiexcel3.xls
養成まだい,5505,1kg,1404,648,,平成27年1月9日（金）,suiexcel3.xls
さごし,1550,1kg,756,540,,平成27年1月9日（金）,suiexcel3.xls
養成はまち,1022,1kg,1706.8727272727274,1048,,平成27年1月9日（金）,suiexcel3.xls
養成かんぱち,1694,1kg,1761.7982905982908,648,,平成27年1月9日（金）,suiexcel3.xls
するめいか,2345,1kg,876.8571428571429,432,,平成27年1月9日（金）,suiexcel3.xls
さけ,2123,1kg,1888.0367149758454,972,,平成27年1月9日（金）,suiexcel3.xls
養成ふぐ,2720,1kg,3788.340909090909,756,,平成27年1月9日（金）,suiexcel3.xls
たこ,324,1kg,16000,864,,平成27年1月9日（金）,suiexcel3.xls
かに,289,1kg,3713.2897196261683,1917,,平成27年1月9日（金）,suiexcel3.xls
はまぐり,970,1kg,1512,508,,平成27年1月9日（金）,suiexcel3.xls
あさり,2697,1kg,963.4177583697235,432,,平成27年1月9日（金）,suiexcel3.xls
かき,4655,1kg,3024,1318,,平成27年1月9日（金）,suiexcel3.xls
冷凍もんごいか,279,1kg,3350.9620253164558,630,,平成27年1月9日（金）,suiexcel3.xls
冷凍たこ,200,1kg,945,756,,平成27年1月9日（金）,suiexcel3.xls
冷凍えび,1425,1kg,3230.0810810810813,788,,平成27年1月9日（金）,suiexcel3.xls
塩さば,9720,1kg,727.7842639593908,324,,平成27年1月9日（金）,suiexcel3.xls
塩さけ,1305,1kg,1080,918,,平成27年1月9日（金）,suiexcel3.xls
塩すけそうこ,1290,1kg,4320,1458,,平成27年1月9日（金）,suiexcel3.xls
開干あじ,694,1kg,767.7021276595744,284,,平成27年1月9日（金）,suiexcel3.xls
若干かれい,150,1kg,3024,1318,,平成27年1月9日（金）,suiexcel3.xls
ちりめん,4936,1kg,3132,1350,,平成27年1月9日（金）,suiexcel3.xls
茹かに,150,1kg,3510,1814,,平成27年1月9日（金）,suiexcel3.xls
くろまぐろ,322,1kg,3801.918518518519,3251,,平成27年1月10日（土）,suiexcel4.xls
きわだ,1618,1kg,2627.358361774744,216,,平成27年1月10日（土）,suiexcel4.xls
あじ,577,1kg,6500,972,,平成27年1月10日（土）,suiexcel4.xls
さば,7846,1kg,1300,270,,平成27年1月10日（土）,suiexcel4.xls
まいわし,4775,1kg,400,198,,平成27年1月10日（土）,suiexcel4.xls
養成ぶり,8486,1kg,1441.0074884792627,921,,平成27年1月10日（土）,suiexcel4.xls
養成まだい,7478,1kg,1389.820426487093,540,,平成27年1月10日（土）,suiexcel4.xls
さごし,2710,1kg,540,324,,平成27年1月10日（土）,suiexcel4.xls
養成はまち,1190,1kg,1719.1298701298701,702,,平成27年1月10日（土）,suiexcel4.xls
養成かんぱち,2660,1kg,1623.8479262672813,540,,平成27年1月10日（土）,suiexcel4.xls
するめいか,3120,1kg,1900,486,,平成27年1月10日（土）,suiexcel4.xls
さけ,2966,1kg,1797.9436734693877,972,,平成27年1月10日（土）,suiexcel4.xls
養成ふぐ,1476,1kg,4040.631794871795,1728,,平成27年1月10日（土）,suiexcel4.xls
たこ,618,1kg,15500,1462,,平成27年1月10日（土）,suiexcel4.xls
かに,947,1kg,3942.7751937984494,1836,,平成27年1月10日（土）,suiexcel4.xls
はまぐり,1220,1kg,1620,514,,平成27年1月10日（土）,suiexcel4.xls
あさり,2778,1kg,1009.4862385321101,432,,平成27年1月10日（土）,suiexcel4.xls
かき,4510,1kg,3024,1324,,平成27年1月10日（土）,suiexcel4.xls
冷凍もんごいか,238,1kg,3045,630,,平成27年1月10日（土）,suiexcel4.xls
冷凍たこ,200,1kg,945,756,,平成27年1月10日（土）,suiexcel4.xls
冷凍えび,716,1kg,3574.689655172414,788,,平成27年1月10日（土）,suiexcel4.xls
塩さば,6262,1kg,796.4863718958208,324,,平成27年1月10日（土）,suiexcel4.xls
塩さけ,496,1kg,1052.5100806451612,1052.5100806451612,,平成27年1月10日（土）,suiexcel4.xls
塩すけそうこ,1796,1kg,4320,972,,平成27年1月10日（土）,suiexcel4.xls
塩いわし,5,1kg,900,540,,平成27年1月10日（土）,suiexcel4.xls
開干あじ,1214,1kg,1302.561403508772,287,,平成27年1月10日（土）,suiexcel4.xls
若干かれい,408,1kg,2862,734,,平成27年1月10日（土）,suiexcel4.xls
ちりめん,1864,1kg,2700,1296,,平成27年1月10日（土）,suiexcel4.xls
茹かに,200,1kg,3780,2160,,平成27年1月10日（土）,suiexcel4.xls
くろまぐろ,91,1kg,4266.373626373626,3133,,平成27年1月13日（火）,suiexcel5.xls
きわだ,1219,1kg,2161.231884057971,216,,平成27年1月13日（火）,suiexcel5.xls
あじ,494,1kg,2400,849,,平成27年1月13日（火）,suiexcel5.xls
さば,12090,1kg,1400,324,,平成27年1月13日（火）,suiexcel5.xls
まいわし,2890,1kg,500,216,,平成27年1月13日（火）,suiexcel5.xls
養成ぶり,10565,1kg,1395.1432043751265,923,,平成27年1月13日（火）,suiexcel5.xls
養成まだい,14598,1kg,2484,540,,平成27年1月13日（火）,suiexcel5.xls
さごし,1560,1kg,540,324,,平成27年1月13日（火）,suiexcel5.xls
養成はまち,1525,1kg,1817.3333333333335,435,,平成27年1月13日（火）,suiexcel5.xls
養成かんぱち,2913,1kg,1733.50989010989,972,,平成27年1月13日（火）,suiexcel5.xls
するめいか,4321,1kg,700,486,,平成27年1月13日（火）,suiexcel5.xls
さけ,3006,1kg,1874.461218836565,972,,平成27年1月13日（火）,suiexcel5.xls
養成ふぐ,1686,1kg,3897,1728,,平成27年1月13日（火）,suiexcel5.xls
たこ,281,1Kg,16000,864,,平成27年1月13日（火）,suiexcel5.xls
かに,547,1kg,4543.1509433962265,1836,,平成27年1月13日（火）,suiexcel5.xls
はまぐり,1218,1kg,1404,538,,平成27年1月13日（火）,suiexcel5.xls
あさり,3805,1kg,971.8960893854749,486,,平成27年1月13日（火）,suiexcel5.xls
かき,17083,1kg,3780,344,,平成27年1月13日（火）,suiexcel5.xls
冷凍もんごいか,200,1kg,3045,630,,平成27年1月13日（火）,suiexcel5.xls
冷凍たこ,200,1kg,945,756,,平成27年1月13日（火）,suiexcel5.xls
冷凍えび,754,1kg,4138.727272727273,788,,平成27年1月13日（火）,suiexcel5.xls
塩さば,5898,1kg,731.8416715715126,324,,平成27年1月13日（火）,suiexcel5.xls
塩さけ,705,1kg,1174.0878048780487,918,,平成27年1月13日（火）,suiexcel5.xls
塩すけそうこ,1087,1kg,4320,972,,平成27年1月13日（火）,suiexcel5.xls
塩いわし,12,1kg,918,918,,平成27年1月13日（火）,suiexcel5.xls
開干あじ,1241,1kg,800,270,,平成27年1月13日（火）,suiexcel5.xls
若干かれい,300,1kg,3564,702,,平成27年1月13日（火）,suiexcel5.xls
ちりめん,5644,1kg,2808,1998,,平成27年1月13日（火）,suiexcel5.xls
茹かに,200,1kg,3375,935,,平成27年1月13日（火）,suiexcel5.xls
きわだ,600,1kg,2160,216,,平成27年1月14日（水）,suiexcel6.xls
あじ,314,1kg,1026,428,,平成27年1月14日（水）,suiexcel6.xls
さば,3965,1kg,1400,270,,平成27年1月14日（水）,suiexcel6.xls
まいわし,3198,1kg,450,209,,平成27年1月14日（水）,suiexcel6.xls
養成ぶり,3594,1kg,1188,924,,平成27年1月14日（水）,suiexcel6.xls
養成まだい,1494,1kg,1418.968363136176,759,,平成27年1月14日（水）,suiexcel6.xls
さごし,1900,1kg,432,216,,平成27年1月14日（水）,suiexcel6.xls
養成はまち,841,1kg,1654.2568807339449,810,,平成27年1月14日（水）,suiexcel6.xls
養成かんぱち,1611,1kg,1724.5063829787232,497,,平成27年1月14日（水）,suiexcel6.xls
するめいか,3114,1kg,588.7579214195184,378,,平成27年1月14日（水）,suiexcel6.xls
さけ,2534,1kg,1670.349779735683,972,,平成27年1月14日（水）,suiexcel6.xls
養成ふぐ,795,1kg,4178.730158730159,1836,,平成27年1月14日（水）,suiexcel6.xls
たこ,344,1Kg,14500,864,,平成27年1月14日（水）,suiexcel6.xls
かに,632,1kg,3937.2,1296,,平成27年1月14日（水）,suiexcel6.xls
はまぐり,734,1kg,1600,507,,平成27年1月14日（水）,suiexcel6.xls
あさり,2625,1kg,994.1354838709678,486,,平成27年1月14日（水）,suiexcel6.xls
かき,1863,1kg,3780,1446,,平成27年1月14日（水）,suiexcel6.xls
冷凍もんごいか,210,1kg,3045,630,,平成27年1月14日（水）,suiexcel6.xls
冷凍たこ,200,1kg,945,756,,平成27年1月14日（水）,suiexcel6.xls
冷凍えび,1194,1kg,3831.6299559471368,788,,平成27年1月14日（水）,suiexcel6.xls
塩さば,2362,1kg,903.8919803600654,324,,平成27年1月14日（水）,suiexcel6.xls
塩さけ,1056,1kg,868.7462121212121,868.7462121212121,,平成27年1月14日（水）,suiexcel6.xls
塩すけそうこ,1286,1kg,4320,1080,,平成27年1月14日（水）,suiexcel6.xls
塩いわし,8,1kg,738,459,,平成27年1月14日（水）,suiexcel6.xls
開干あじ,1012,1kg,1658,351,,平成27年1月14日（水）,suiexcel6.xls
若干かれい,134,1kg,3888,702,,平成27年1月14日（水）,suiexcel6.xls
ちりめん,2483,1kg,3132,1527.6690017513135,,平成27年1月14日（水）,suiexcel6.xls
茹かに,200,1kg,3672,2025,,平成27年1月14日（水）,suiexcel6.xls
くろまぐろ,349,1kg,4880.234957020058,2840,,平成27年1月16日（金）,suiexcel7.xls
きわだ,1916,1kg,2591.253499222395,216,,平成27年1月16日（金）,suiexcel7.xls
あじ,3972,1kg,1500,324,,平成27年1月16日（金）,suiexcel7.xls
さば,6500,1kg,700,216,,平成27年1月16日（金）,suiexcel7.xls
まいわし,2593,1kg,216,108,,平成27年1月16日（金）,suiexcel7.xls
養成ぶり,4711,1kg,1188,910,,平成27年1月16日（金）,suiexcel7.xls
養成まだい,5085,1kg,1404,702,,平成27年1月16日（金）,suiexcel7.xls
さごし,790,1kg,540,324,,平成27年1月16日（金）,suiexcel7.xls
養成はまち,953,1kg,1824.0565552699227,657,,平成27年1月16日（金）,suiexcel7.xls
養成かんぱち,1747,1kg,1729.2123411978223,540,,平成27年1月16日（金）,suiexcel7.xls
するめいか,3545,1kg,1300,324,,平成27年1月16日（金）,suiexcel7.xls
さけ,3833,1kg,2016.1695161877046,972,,平成27年1月16日（金）,suiexcel7.xls
養成ふぐ,1265,1kg,3618.0140679953106,1934,,平成27年1月16日（金）,suiexcel7.xls
たこ,206,1kg,12000,1080,,平成27年1月16日（金）,suiexcel7.xls
かに,586,1kg,2954.042253521127,1527,,平成27年1月16日（金）,suiexcel7.xls
はまぐり,841,1kg,1404,530,,平成27年1月16日（金）,suiexcel7.xls
あさり,2454,1kg,980.3738738738739,486,,平成27年1月16日（金）,suiexcel7.xls
かき,2578,1kg,2700,1296,,平成27年1月16日（金）,suiexcel7.xls
冷凍もんごいか,242,1kg,3167.523809523809,630,,平成27年1月16日（金）,suiexcel7.xls
冷凍たこ,200,1kg,945,756,,平成27年1月16日（金）,suiexcel7.xls
冷凍えび,1682,1kg,5218.904977375566,788,,平成27年1月16日（金）,suiexcel7.xls
塩さば,8540,1kg,858.350588235294,324,,平成27年1月16日（金）,suiexcel7.xls
塩さけ,1232,1kg,2400,898,,平成27年1月16日（金）,suiexcel7.xls
塩すけそうこ,1234,1kg,4320,1026,,平成27年1月16日（金）,suiexcel7.xls
塩いわし,2060,1kg,550.5902912621359,550.5902912621359,,平成27年1月16日（金）,suiexcel7.xls
開干あじ,468,1kg,832,351,,平成27年1月16日（金）,suiexcel7.xls
若干かれい,300,1kg,1863,702,,平成27年1月16日（金）,suiexcel7.xls
ちりめん,3627,1kg,2592,724,,平成27年1月16日（金）,suiexcel7.xls
茹かに,200,1kg,3780,1404,,平成27年1月16日（金）,suiexcel7.xls
くろまぐろ,349,1kg,4880.234957020058,2840,,平成27年1月16日（金）,suiexcel8.xls
きわだ,1916,1kg,2591.253499222395,216,,平成27年1月16日（金）,suiexcel8.xls
あじ,3972,1kg,1500,324,,平成27年1月16日（金）,suiexcel8.xls
さば,6500,1kg,700,216,,平成27年1月16日（金）,suiexcel8.xls
まいわし,2593,1kg,216,108,,平成27年1月16日（金）,suiexcel8.xls
養成ぶり,4711,1kg,1188,910,,平成27年1月16日（金）,suiexcel8.xls
養成まだい,5085,1kg,1404,702,,平成27年1月16日（金）,suiexcel8.xls
さごし,790,1kg,540,324,,平成27年1月16日（金）,suiexcel8.xls
養成はまち,953,1kg,1824.0565552699227,657,,平成27年1月16日（金）,suiexcel8.xls
養成かんぱち,1747,1kg,1729.2123411978223,540,,平成27年1月16日（金）,suiexcel8.xls
するめいか,3545,1kg,1300,324,,平成27年1月16日（金）,suiexcel8.xls
さけ,3833,1kg,2016.1695161877046,972,,平成27年1月16日（金）,suiexcel8.xls
養成ふぐ,1265,1kg,3618.0140679953106,1934,,平成27年1月16日（金）,suiexcel8.xls
たこ,206,1kg,12000,1080,,平成27年1月16日（金）,suiexcel8.xls
かに,586,1kg,2954.042253521127,1527,,平成27年1月16日（金）,suiexcel8.xls
はまぐり,841,1kg,1404,530,,平成27年1月16日（金）,suiexcel8.xls
あさり,2454,1kg,980.3738738738739,486,,平成27年1月16日（金）,suiexcel8.xls
かき,2578,1kg,2700,1296,,平成27年1月16日（金）,suiexcel8.xls
冷凍もんごいか,242,1kg,3167.523809523809,630,,平成27年1月16日（金）,suiexcel8.xls
冷凍たこ,200,1kg,945,756,,平成27年1月16日（金）,suiexcel8.xls
冷凍えび,1682,1kg,5218.904977375566,788,,平成27年1月16日（金）,suiexcel8.xls
塩さば,8540,1kg,858.350588235294,324,,平成27年1月16日（金）,suiexcel8.xls
塩さけ,1232,1kg,2400,898,,平成27年1月16日（金）,suiexcel8.xls
塩すけそうこ,1234,1kg,4320,1026,,平成27年1月16日（金）,suiexcel8.xls
塩いわし,2060,1kg,550.5902912621359,550.5902912621359,,平成27年1月16日（金）,suiexcel8.xls
開干あじ,468,1kg,832,351,,平成27年1月16日（金）,suiexcel8.xls
若干かれい,300,1kg,1863,702,,平成27年1月16日（金）,suiexcel8.xls
ちりめん,3627,1kg,2592,724,,平成27年1月16日（金）,suiexcel8.xls
茹かに,200,1kg,3780,1404,,平成27年1月16日（金）,suiexcel8.xls
くろまぐろ,238,1kg,3655.142857142857,2228,,平成27年1月17日（土）,suiexcel9.xls
きわだ,2411,1kg,2197.513432835821,324,,平成27年1月17日（土）,suiexcel9.xls
あじ,2113,1kg,6700,300,,平成27年1月17日（土）,suiexcel9.xls
さば,8018,1kg,1000,216,,平成27年1月17日（土）,suiexcel9.xls
まいわし,1570,1kg,500,216,,平成27年1月17日（土）,suiexcel9.xls
養成ぶり,6222,1kg,1188,901,,平成27年1月17日（土）,suiexcel9.xls
養成まだい,6383,1kg,1355.1617565314064,540,,平成27年1月17日（土）,suiexcel9.xls
さごし,740,1kg,1500,324,,平成27年1月17日（土）,suiexcel9.xls
養成はまち,1289,1kg,1698.0338266384779,702,,平成27年1月17日（土）,suiexcel9.xls
養成かんぱち,930,1kg,1740.9533678756475,1270,,平成27年1月17日（土）,suiexcel9.xls
するめいか,3704,1kg,509.89237668161434,378,,平成27年1月17日（土）,suiexcel9.xls
さけ,3758,1kg,1894.2593333333334,972,,平成27年1月17日（土）,suiexcel9.xls
養成ふぐ,1379,1kg,4369.889101338432,1620,,平成27年1月17日（土）,suiexcel9.xls
たこ,676,1Kg,13000,864,,平成27年1月17日（土）,suiexcel9.xls
かに,954,1kg,2985.790476190476,1558,,平成27年1月17日（土）,suiexcel9.xls
はまぐり,926,1kg,1728,468,,平成27年1月17日（土）,suiexcel9.xls
あさり,2221,1kg,983.829839704069,432,,平成27年1月17日（土）,suiexcel9.xls
かき,3472,1kg,3024,1289,,平成27年1月17日（土）,suiexcel9.xls
冷凍もんごいか,245,1kg,3045,630,,平成27年1月17日（土）,suiexcel9.xls
冷凍たこ,290,1kg,1590,756,,平成27年1月17日（土）,suiexcel9.xls
冷凍えび,837,1kg,3963.367088607595,788,,平成27年1月17日（土）,suiexcel9.xls
塩さば,6918,1kg,759.4551772063933,324,,平成27年1月17日（土）,suiexcel9.xls
塩さけ,837,1kg,879.5615292712067,879.5615292712067,,平成27年1月17日（土）,suiexcel9.xls
塩すけそうこ,1565,1kg,4320,972,,平成27年1月17日（土）,suiexcel9.xls
塩いわし,50,1kg,1200,518,,平成27年1月17日（土）,suiexcel9.xls
開干あじ,520,1kg,2862,725,,平成27年1月17日（土）,suiexcel9.xls
若干かれい,80,1kg,1015.2,1015.2,,平成27年1月17日（土）,suiexcel9.xls
ちりめん,2871,1kg,3240,1135.4307192198294,,平成27年1月17日（土）,suiexcel9.xls
茹かに,200,1kg,3780,2160,,平成27年1月17日（土）,suiexcel9.xls
くろまぐろ,137,1kg,3691.8978102189785,2596,,平成27年1月19日（月）,suiexcel10.xls
きわだ,1451,1kg,2052.5835294117646,216,,平成27年1月19日（月）,suiexcel10.xls
あじ,820,1kg,650,378,,平成27年1月19日（月）,suiexcel10.xls
さば,8013,1kg,1200,216,,平成27年1月19日（月）,suiexcel10.xls
まいわし,2375,1kg,400,207,,平成27年1月19日（月）,suiexcel10.xls
養成ぶり,5427,1kg,1727.5724465558194,914,,平成27年1月19日（月）,suiexcel10.xls
養成まだい,9300,1kg,1404,486,,平成27年1月19日（月）,suiexcel10.xls
さごし,450,1kg,864,302.4,,平成27年1月19日（月）,suiexcel10.xls
養成はまち,1697,1kg,1350,702,,平成27年1月19日（月）,suiexcel10.xls
養成かんぱち,3038,1kg,1717.0368852459014,653,,平成27年1月19日（月）,suiexcel10.xls
するめいか,7030,1kg,1500,324,,平成27年1月19日（月）,suiexcel10.xls
さけ,2722,1kg,1692.1724137931035,946,,平成27年1月19日（月）,suiexcel10.xls
養成ふぐ,856,1kg,4038.111553784861,2000,,平成27年1月19日（月）,suiexcel10.xls
たこ,325,1kg,8400,861,,平成27年1月19日（月）,suiexcel10.xls
かに,466,1kg,3819.458064516129,1728,,平成27年1月19日（月）,suiexcel10.xls
はまぐり,888,1kg,1728,538,,平成27年1月19日（月）,suiexcel10.xls
あさり,3043,1kg,944.9736070381232,486,,平成27年1月19日（月）,suiexcel10.xls
かき,3197,1kg,3780,1134,,平成27年1月19日（月）,suiexcel10.xls
冷凍もんごいか,361,1kg,4475.670807453416,630,,平成27年1月19日（月）,suiexcel10.xls
冷凍たこ,200,1kg,945,756,,平成27年1月19日（月）,suiexcel10.xls
冷凍えび,745,1kg,3376.865671641791,788,,平成27年1月19日（月）,suiexcel10.xls
塩さば,3324,1kg,789.5714285714286,324,,平成27年1月19日（月）,suiexcel10.xls
塩さけ,4392,1kg,2200,920,,平成27年1月19日（月）,suiexcel10.xls
塩すけそうこ,1244,1kg,4320,1026,,平成27年1月19日（月）,suiexcel10.xls
塩いわし,450,1kg,648,489.6,,平成27年1月19日（月）,suiexcel10.xls
開干あじ,708,1kg,2009,259,,平成27年1月19日（月）,suiexcel10.xls
若干かれい,95,1kg,3564,918,,平成27年1月19日（月）,suiexcel10.xls
ちりめん,1939,1kg,2538,1458,,平成27年1月19日（月）,suiexcel10.xls
茹かに,200,1kg,3375,1148,,平成27年1月19日（月）,suiexcel10.xls
きわだ,1375,1kg,1836,216,,平成27年1月20日（火）,suiexcel11.xls
あじ,1328,1kg,486,300,,平成27年1月20日（火）,suiexcel11.xls
さば,1420,1kg,6000,324,,平成27年1月20日（火）,suiexcel11.xls
まいわし,6875,1kg,500,108,,平成27年1月20日（火）,suiexcel11.xls
養成ぶり,5881,1kg,1188,700,,平成27年1月20日（火）,suiexcel11.xls
養成まだい,6594,1kg,1289.8871331828443,300,,平成27年1月20日（火）,suiexcel11.xls
さごし,20,1kg,540,324,,平成27年1月20日（火）,suiexcel11.xls
養成はまち,803,1kg,1358.4505928853755,953,,平成27年1月20日（火）,suiexcel11.xls
養成かんぱち,1600,1kg,1734.2169625246547,800,,平成27年1月20日（火）,suiexcel11.xls
するめいか,4710,1kg,1100,378,,平成27年1月20日（火）,suiexcel11.xls
さけ,3487,1kg,1420.4333748443337,440,,平成27年1月20日（火）,suiexcel11.xls
