品目,数量,単位,高値,安値,主な産地,日付,元ファイル
ちりめん,1465,1kg,4489.558139534884,864,,平成27年4月4日（土）,suiexcel3 (3).xls
なまりぶし,22,1kg,2390.090909090909,1300,,平成27年4月4日（土）,suiexcel3 (3).xls
ほたるいか,2033,1kg,2620.38407960199,864,,平成27年4月4日（土）,suiexcel3 (3).xls
くろまぐろ,152,1kg,4600.789473684211,2000,,平成27年4月6日（月）,suiexcel4 (3).xls
きわだ,1770,1kg,2224.9594813614262,540,,平成27年4月6日（月）,suiexcel4 (3).xls
あじ,533,1kg,1620,500,,平成27年4月6日（月）,suiexcel4 (3).xls
さば,584,1kg,1800,324,,平成27年4月6日（月）,suiexcel4 (3).xls
まいわし,2441,1kg,450,108,,平成27年4月6日（月）,suiexcel4 (3).xls
養成ぶり,2625,1kg,1188,600,,平成27年4月6日（月）,suiexcel4 (3).xls
かつお,2346,1kg,1128.2913165266107,648,,平成27年4月6日（月）,suiexcel4 (3).xls
養成まだい,6834,1kg,1455.680098431252,648,,平成27年4月6日（月）,suiexcel4 (3).xls
さわら,807,1kg,2017.9642147117297,864,,平成27年4月6日（月）,suiexcel4 (3).xls
かれい,500,1kg,3000,540,,平成27年4月6日（月）,suiexcel4 (3).xls
養成はまち,1211,1kg,1669.1242774566472,1026,,平成27年4月6日（月）,suiexcel4 (3).xls
養成かんぱち,2371,1kg,1696.9402228976696,950,,平成27年4月6日（月）,suiexcel4 (3).xls
さけ,3051,1kg,1390.4602649006624,680,,平成27年4月6日（月）,suiexcel4 (3).xls
たこ,79,1kg,15000,2146,,平成27年4月6日（月）,suiexcel4 (3).xls
はまぐり,506,1kg,2000,486,,平成27年4月6日（月）,suiexcel4 (3).xls
しじみ,1048,1kg,4000,216,,平成27年4月6日（月）,suiexcel4 (3).xls
あさり,6291,1kg,1026.9361979166667,432,,平成27年4月6日（月）,suiexcel4 (3).xls
ほたて貝,1503,1kg,4320,350,,平成27年4月6日（月）,suiexcel4 (3).xls
冷凍もんごいか,281,1kg,3132,700,,平成27年4月6日（月）,suiexcel4 (3).xls
冷凍たこ,790,1kg,1080,918,,平成27年4月6日（月）,suiexcel4 (3).xls
冷凍えび,1076,1kg,4281.591836734694,1188,,平成27年4月6日（月）,suiexcel4 (3).xls
塩さば,5266,1kg,1800,324,,平成27年4月6日（月）,suiexcel4 (3).xls
塩さけ,714,1kg,1450.9623188405799,750,,平成27年4月6日（月）,suiexcel4 (3).xls
塩すけそうこ,819,1kg,4320,1188,,平成27年4月6日（月）,suiexcel4 (3).xls
開干さんま,1294,1kg,1045.0629921259842,568,,平成27年4月6日（月）,suiexcel4 (3).xls
開干あじ,1078,1kg,1347.5731707317073,714,,平成27年4月6日（月）,suiexcel4 (3).xls
若干かれい,600,1kg,972,756,,平成27年4月6日（月）,suiexcel4 (3).xls
ちりめん,1576,1kg,3552.1791907514453,1180,,平成27年4月6日（月）,suiexcel4 (3).xls
なまりぶし,45,1kg,2127.2,1154,,平成27年4月6日（月）,suiexcel4 (3).xls
ほたるいか,1454,1kg,2950.1555285540703,864,,平成27年4月6日（月）,suiexcel4 (3).xls
きわだ,1531,1kg,2592.9418604651164,216,,平成27年4月7日（火）,suiexcel5 (3).xls
あじ,1683,1kg,972,423,,平成27年4月7日（火）,suiexcel5 (3).xls
さば,3485,1kg,1800,270,,平成27年4月7日（火）,suiexcel5 (3).xls
まいわし,3320,1kg,450,108,,平成27年4月7日（火）,suiexcel5 (3).xls
養成ぶり,2687,1kg,1188,600,,平成27年4月7日（火）,suiexcel5 (3).xls
かつお,2996,1kg,1094.871921182266,648,,平成27年4月7日（火）,suiexcel5 (3).xls
養成まだい,5381,1kg,1296,600,,平成27年4月7日（火）,suiexcel5 (3).xls
さわら,393,1kg,1512,900,,平成27年4月7日（火）,suiexcel5 (3).xls
かれい,1386,1kg,6600,610,,平成27年4月7日（火）,suiexcel5 (3).xls
養成はまち,1011,1kg,1374.21103117506,550,,平成27年4月7日（火）,suiexcel5 (3).xls
養成かんぱち,1829,1kg,1665.2600000000002,950,,平成27年4月7日（火）,suiexcel5 (3).xls
さけ,2299,1kg,1863.7474639615589,864,,平成27年4月7日（火）,suiexcel5 (3).xls
たこ,363,1kg,18000,1110,,平成27年4月7日（火）,suiexcel5 (3).xls
はまぐり,532,1kg,1728,486,,平成27年4月7日（火）,suiexcel5 (3).xls
しじみ,1184,1kg,1500,324,,平成27年4月7日（火）,suiexcel5 (3).xls
あさり,5146,1kg,999.3116531165313,324,,平成27年4月7日（火）,suiexcel5 (3).xls
ほたて貝,2047,1kg,1417.3174224343675,540,,平成27年4月7日（火）,suiexcel5 (3).xls
冷凍もんごいか,567,1kg,3132,700,,平成27年4月7日（火）,suiexcel5 (3).xls
冷凍たこ,2130,1kg,1080,918,,平成27年4月7日（火）,suiexcel5 (3).xls
冷凍えび,2731,1kg,4109.392070484581,1188,,平成27年4月7日（火）,suiexcel5 (3).xls
塩さば,3734,1kg,2500,324,,平成27年4月7日（火）,suiexcel5 (3).xls
塩さけ,454,1kg,1207.125581395349,980,,平成27年4月7日（火）,suiexcel5 (3).xls
塩すけそうこ,346,1kg,4469.843137254902,1188,,平成27年4月7日（火）,suiexcel5 (3).xls
開干さんま,1134,1kg,1018.2355371900826,542,,平成27年4月7日（火）,suiexcel5 (3).xls
開干あじ,886,1kg,1481.7394366197184,771,,平成27年4月7日（火）,suiexcel5 (3).xls
若干かれい,300,1kg,864,735,,平成27年4月7日（火）,suiexcel5 (3).xls
ちりめん,1411,1kg,3803.150812064965,756,,平成27年4月7日（火）,suiexcel5 (3).xls
なまりぶし,123,1kg,3378.8695652173915,756,,平成27年4月7日（火）,suiexcel5 (3).xls
ほたるいか,2046,1kg,2584.838021338506,648,,平成27年4月7日（火）,suiexcel5 (3).xls
くろまぐろ,364,1kg,4235.395522388059,2000,,平成27年4月9日（木）,suiexcel6 (3).xls
きわだ,2924,1kg,2029.846931407942,300,,平成27年4月9日（木）,suiexcel6 (3).xls
あじ,211,1kg,2900.8,432,,平成27年4月9日（木）,suiexcel6 (3).xls
さば,4980,1kg,1700,378,,平成27年4月9日（木）,suiexcel6 (3).xls
まいわし,5135,1kg,350,65,,平成27年4月9日（木）,suiexcel6 (3).xls
養成ぶり,3012,1kg,1188,600,,平成27年4月9日（木）,suiexcel6 (3).xls
かつお,2403,1kg,1367.5061728395062,648,,平成27年4月9日（木）,suiexcel6 (3).xls
養成まだい,6324,1kg,1296,400,,平成27年4月9日（木）,suiexcel6 (3).xls
さわら,1413,1kg,1747.386091127098,888,,平成27年4月9日（木）,suiexcel6 (3).xls
かれい,489,1kg,1010,432,,平成27年4月9日（木）,suiexcel6 (3).xls
養成はまち,1293,1kg,1459.6862210095499,550,,平成27年4月9日（木）,suiexcel6 (3).xls
養成かんぱち,2081,1kg,1717.9977653631286,850,,平成27年4月9日（木）,suiexcel6 (3).xls
さけ,3253,1kg,1611.4529080675422,210,,平成27年4月9日（木）,suiexcel6 (3).xls
たこ,135,1kg,18000,2160,,平成27年4月9日（木）,suiexcel6 (3).xls
はまぐり,463,1kg,1944,486,,平成27年4月9日（木）,suiexcel6 (3).xls
しじみ,1038,1kg,1188,400,,平成27年4月9日（木）,suiexcel6 (3).xls
あさり,6817,1kg,996.34516765286,432,,平成27年4月9日（木）,suiexcel6 (3).xls
ほたて貝,1654,1kg,1973.9896800825595,392,,平成27年4月9日（木）,suiexcel6 (3).xls
冷凍もんごいか,687,1kg,3132,750.6842105263158,,平成27年4月9日（木）,suiexcel6 (3).xls
冷凍たこ,2700,1kg,1080,918,,平成27年4月9日（木）,suiexcel6 (3).xls
冷凍えび,3793,1kg,3947.8098471986414,1188,,平成27年4月9日（木）,suiexcel6 (3).xls
塩さば,2856,1kg,1800,378,,平成27年4月9日（木）,suiexcel6 (3).xls
塩さけ,608,1kg,883.3766666666668,730,,平成27年4月9日（木）,suiexcel6 (3).xls
塩すけそうこ,606,1kg,3664.7903780068727,1080,,平成27年4月9日（木）,suiexcel6 (3).xls
開干さんま,656,1kg,1098.6923076923076,464,,平成27年4月9日（木）,suiexcel6 (3).xls
開干あじ,204,1kg,1561.1764705882354,346,,平成27年4月9日（木）,suiexcel6 (3).xls
若干かれい,50,1kg,1836,1404,,平成27年4月9日（木）,suiexcel6 (3).xls
ちりめん,1048,1kg,3441.0277078085646,1100,,平成27年4月9日（木）,suiexcel6 (3).xls
なまりぶし,34,1kg,2434.705882352941,1327,,平成27年4月9日（木）,suiexcel6 (3).xls
ほたるいか,2211,1kg,2916,972,,平成27年4月9日（木）,suiexcel6 (3).xls
くろまぐろ,273,1kg,4676.770642201835,1800,,平成27年4月10日（金）,suiexcel7 (3).xls
きわだ,2263,1kg,2149.261802575107,540,,平成27年4月10日（金）,suiexcel7 (3).xls
あじ,977,1kg,972,259,,平成27年4月10日（金）,suiexcel7 (3).xls
さば,7178,1kg,350.1519925857275,216,,平成27年4月10日（金）,suiexcel7 (3).xls
まいわし,5442,1kg,400,108,,平成27年4月10日（金）,suiexcel7 (3).xls
養成ぶり,1979,1kg,1188,600,,平成27年4月10日（金）,suiexcel7 (3).xls
かつお,2354,1kg,1209.2740740740742,648,,平成27年4月10日（金）,suiexcel7 (3).xls
養成まだい,5582,1kg,1296,600,,平成27年4月10日（金）,suiexcel7 (3).xls
さわら,1401,1kg,1457.0745341614906,756,,平成27年4月10日（金）,suiexcel7 (3).xls
かれい,1092,1kg,6500,756,,平成27年4月10日（金）,suiexcel7 (3).xls
養成はまち,1246,1kg,1598.8129675810474,1026,,平成27年4月10日（金）,suiexcel7 (3).xls
養成かんぱち,2039,1kg,1664.237837837838,850,,平成27年4月10日（金）,suiexcel7 (3).xls
さけ,3295,1kg,1574.2688524590164,864,,平成27年4月10日（金）,suiexcel7 (3).xls
たこ,367,1kg,20000,648,,平成27年4月10日（金）,suiexcel7 (3).xls
はまぐり,478,1kg,1728,486,,平成27年4月10日（金）,suiexcel7 (3).xls
しじみ,805,1kg,4000,270,,平成27年4月10日（金）,suiexcel7 (3).xls
あさり,4253,1kg,1102.503367003367,432,,平成27年4月10日（金）,suiexcel7 (3).xls
ほたて貝,1575,1kg,1616.4948453608247,400,,平成27年4月10日（金）,suiexcel7 (3).xls
冷凍もんごいか,711,1kg,3132,756,,平成27年4月10日（金）,suiexcel7 (3).xls
冷凍たこ,2728,1kg,1978.5714285714284,625,,平成27年4月10日（金）,suiexcel7 (3).xls
冷凍えび,3923,1kg,5406.588679245283,1188,,平成27年4月10日（金）,suiexcel7 (3).xls
塩さば,4388,1kg,2500,324,,平成27年4月10日（金）,suiexcel7 (3).xls
塩さけ,623,1kg,1611.4253611556983,700,,平成27年4月10日（金）,suiexcel7 (3).xls
塩すけそうこ,602,1kg,3702.2366863905327,1080,,平成27年4月10日（金）,suiexcel7 (3).xls
開干さんま,441,1kg,1092.5352697095436,579,,平成27年4月10日（金）,suiexcel7 (3).xls
開干あじ,206,1kg,1593.5094339622642,756,,平成27年4月10日（金）,suiexcel7 (3).xls
若干かれい,500,1kg,756,648,,平成27年4月10日（金）,suiexcel7 (3).xls
ちりめん,1321,1kg,4368.952164009112,1350,,平成27年4月10日（金）,suiexcel7 (3).xls
なまりぶし,28,1kg,2367.785714285714,1289,,平成27年4月10日（金）,suiexcel7 (3).xls
ほたるいか,1815,1kg,3091.4790286975717,972,,平成27年4月10日（金）,suiexcel7 (3).xls
くろまぐろ,221,1kg,4191.1533742331285,2600,,平成27年4月11日（土）,suiexcel8 (3).xls
きわだ,2026,1kg,2432.040404040404,324,,平成27年4月11日（土）,suiexcel8 (3).xls
あじ,38,1kg,234.47368421052633,234.47368421052633,,平成27年4月11日（土）,suiexcel8 (3).xls
さば,7796,1kg,500,75,,平成27年4月11日（土）,suiexcel8 (3).xls
まいわし,4675,1kg,590,108,,平成27年4月11日（土）,suiexcel8 (3).xls
養成ぶり,2747,1kg,1188,890,,平成27年4月11日（土）,suiexcel8 (3).xls
かつお,2634,1kg,1295.9185185185183,648,,平成27年4月11日（土）,suiexcel8 (3).xls
養成まだい,8906,1kg,1296,648,,平成27年4月11日（土）,suiexcel8 (3).xls
さわら,1334,1kg,1379.963963963964,900,,平成27年4月11日（土）,suiexcel8 (3).xls
かれい,2206,1kg,4500,500,,平成27年4月11日（土）,suiexcel8 (3).xls
養成はまち,1238,1kg,1649.5031315240085,400,,平成27年4月11日（土）,suiexcel8 (3).xls
養成かんぱち,2694,1kg,1852.675749318801,800,,平成27年4月11日（土）,suiexcel8 (3).xls
さけ,2734,1kg,1917.8912319644837,864,,平成27年4月11日（土）,suiexcel8 (3).xls
たこ,390,1kg,19000,1510,,平成27年4月11日（土）,suiexcel8 (3).xls
はまぐり,574,1kg,2000,486,,平成27年4月11日（土）,suiexcel8 (3).xls
しじみ,1049,1kg,1400,324,,平成27年4月11日（土）,suiexcel8 (3).xls
あさり,1608,1kg,1075.2780656303974,410,,平成27年4月11日（土）,suiexcel8 (3).xls
ほたて貝,2096,1kg,1358.9618768328446,405,,平成27年4月11日（土）,suiexcel8 (3).xls
冷凍もんごいか,865,1kg,3132,700,,平成27年4月11日（土）,suiexcel8 (3).xls
冷凍たこ,3580,1kg,1080,918,,平成27年4月11日（土）,suiexcel8 (3).xls
冷凍えび,4615,1kg,3779.446808510638,1015,,平成27年4月11日（土）,suiexcel8 (3).xls
塩さば,4936,1kg,2000,324,,平成27年4月11日（土）,suiexcel8 (3).xls
塩さけ,1317,1kg,970.6484434320425,740,,平成27年4月11日（土）,suiexcel8 (3).xls
塩すけそうこ,704,1kg,4212,972,,平成27年4月11日（土）,suiexcel8 (3).xls
開干さんま,608,1kg,1081.7537688442212,65,,平成27年4月11日（土）,suiexcel8 (3).xls
開干あじ,216,1kg,1407.8103448275863,744,,平成27年4月11日（土）,suiexcel8 (3).xls
若干かれい,700,1kg,864,540,,平成27年4月11日（土）,suiexcel8 (3).xls
ちりめん,1214,1kg,3438.0275229357794,1264,,平成27年4月11日（土）,suiexcel8 (3).xls
なまりぶし,55,1kg,2494.4727272727273,1337,,平成27年4月11日（土）,suiexcel8 (3).xls
ほたるいか,2079,1kg,3275.4723004694833,648,,平成27年4月11日（土）,suiexcel8 (3).xls
くろまぐろ,200,1kg,4093.59,2000,,平成27年4月13日（月）,suiexcel9 (3).xls
きわだ,1689,1kg,2170.7813620071684,810,,平成27年4月13日（月）,suiexcel9 (3).xls
あじ,321,1kg,2953.142857142857,1242,,平成27年4月13日（月）,suiexcel9 (3).xls
さば,6156,1kg,500,162,,平成27年4月13日（月）,suiexcel9 (3).xls
まいわし,3820,1kg,250,108,,平成27年4月13日（月）,suiexcel9 (3).xls
養成ぶり,4547,1kg,1188,580,,平成27年4月13日（月）,suiexcel9 (3).xls
かつお,3420,1kg,780.1527777777778,540,,平成27年4月13日（月）,suiexcel9 (3).xls
養成まだい,6612,1kg,1296,400,,平成27年4月13日（月）,suiexcel9 (3).xls
さわら,677,1kg,1875.457142857143,850,,平成27年4月13日（月）,suiexcel9 (3).xls
かれい,1458,1kg,2220,756,,平成27年4月13日（月）,suiexcel9 (3).xls
養成はまち,1068,1kg,1723.7959866220735,550,,平成27年4月13日（月）,suiexcel9 (3).xls
養成かんぱち,2388,1kg,1795.6632558139536,800,,平成27年4月13日（月）,suiexcel9 (3).xls
さけ,2463,1kg,1791.7069116360456,864,,平成27年4月13日（月）,suiexcel9 (3).xls
たこ,335,1kg,13000,1010,,平成27年4月13日（月）,suiexcel9 (3).xls
はまぐり,547,1kg,1728,486,,平成27年4月13日（月）,suiexcel9 (3).xls
しじみ,1045,1kg,3800,324,,平成27年4月13日（月）,suiexcel9 (3).xls
あさり,5659,1kg,1159.0352771778257,432,,平成27年4月13日（月）,suiexcel9 (3).xls
ほたて貝,1543,1kg,1871.1843817787417,392,,平成27年4月13日（月）,suiexcel9 (3).xls
冷凍もんごいか,413,1kg,3132,756,,平成27年4月13日（月）,suiexcel9 (3).xls
冷凍たこ,1560,1kg,1080,918,,平成27年4月13日（月）,suiexcel9 (3).xls
冷凍えび,3511,1kg,3240,1188,,平成27年4月13日（月）,suiexcel9 (3).xls
塩さば,3636,1kg,2000,324,,平成27年4月13日（月）,suiexcel9 (3).xls
塩さけ,3267,1kg,863.4001578531966,432,,平成27年4月13日（月）,suiexcel9 (3).xls
塩すけそうこ,1299,1kg,4092.9628378378375,1296,,平成27年4月13日（月）,suiexcel9 (3).xls
開干さんま,305,1kg,1045.819512195122,555,,平成27年4月13日（月）,suiexcel9 (3).xls
開干あじ,618,1kg,1768.8967741935485,864,,平成27年4月13日（月）,suiexcel9 (3).xls
若干かれい,800,1kg,756,648,,平成27年4月13日（月）,suiexcel9 (3).xls
ちりめん,1868,1kg,4201.646082949309,1458,,平成27年4月13日（月）,suiexcel9 (3).xls
なまりぶし,47,1kg,1696.8085106382978,952,,平成27年4月13日（月）,suiexcel9 (3).xls
ほたるいか,1242,1kg,2571.55980861244,540,,平成27年4月13日（月）,suiexcel9 (3).xls
きわだ,892,1kg,2009.5789473684213,500,,平成27年4月14日（火）,suiexcel10 (3).xls
あじ,509,1kg,324,216,,平成27年4月14日（火）,suiexcel10 (3).xls
さば,4385,1kg,400,162,,平成27年4月14日（火）,suiexcel10 (3).xls
まいわし,5100,1kg,300,108,,平成27年4月14日（火）,suiexcel10 (3).xls
養成ぶり,2145,1kg,1188,580,,平成27年4月14日（火）,suiexcel10 (3).xls
かつお,4032,1kg,756,300,,平成27年4月14日（火）,suiexcel10 (3).xls
養成まだい,5082,1kg,1296,648,,平成27年4月14日（火）,suiexcel10 (3).xls
さわら,1217,1kg,1439.1206225680935,950,,平成27年4月14日（火）,suiexcel10 (3).xls
かれい,2437,1kg,1386.3548387096773,756,,平成27年4月14日（火）,suiexcel10 (3).xls
養成はまち,980,1kg,1451.0690909090908,850,,平成27年4月14日（火）,suiexcel10 (3).xls
養成かんぱち,1867,1kg,1718.9540229885056,900,,平成27年4月14日（火）,suiexcel10 (3).xls
さけ,3702,1kg,1188,550,,平成27年4月14日（火）,suiexcel10 (3).xls
たこ,222,1kg,22000,1188,,平成27年4月14日（火）,suiexcel10 (3).xls
はまぐり,478,1kg,2000,486,,平成27年4月14日（火）,suiexcel10 (3).xls
しじみ,1250,1kg,3500,324,,平成27年4月14日（火）,suiexcel10 (3).xls
あさり,5301,1kg,1001.7822191592006,432,,平成27年4月14日（火）,suiexcel10 (3).xls
ほたて貝,1547,1kg,1964.7844827586205,486,,平成27年4月14日（火）,suiexcel10 (3).xls
冷凍もんごいか,640,1kg,3132,756,,平成27年4月14日（火）,suiexcel10 (3).xls
冷凍たこ,2050,1kg,1080,918,,平成27年4月14日（火）,suiexcel10 (3).xls
冷凍えび,4076,1kg,3240,507,,平成27年4月14日（火）,suiexcel10 (3).xls
塩さば,3566,1kg,1800,324,,平成27年4月14日（火）,suiexcel10 (3).xls
塩さけ,578,1kg,1402.9711191335741,789,,平成27年4月14日（火）,suiexcel10 (3).xls
塩すけそうこ,672,1kg,4158.809430255403,1512,,平成27年4月14日（火）,suiexcel10 (3).xls
開干さんま,621,1kg,1029.7947214076246,550,,平成27年4月14日（火）,suiexcel10 (3).xls
開干あじ,434,1kg,1220.2077922077922,650,,平成27年4月14日（火）,suiexcel10 (3).xls
若干かれい,564,1kg,1350,648,,平成27年4月14日（火）,suiexcel10 (3).xls
ちりめん,1522,1kg,4746.760124610591,972,,平成27年4月14日（火）,suiexcel10 (3).xls
なまりぶし,111,1kg,2046.3963963963965,1133,,平成27年4月14日（火）,suiexcel10 (3).xls
ほたるいか,2226,1kg,3240,648,,平成27年4月14日（火）,suiexcel10 (3).xls
くろまぐろ,174,1kg,3721.1126760563384,2000,,平成27年4月16日（木）,suiexcel11 (3).xls
きわだ,2052,1kg,2505.8038768529077,864,,平成27年4月16日（木）,suiexcel11 (3).xls
あじ,741,1kg,1296,650,,平成27年4月16日（木）,suiexcel11 (3).xls
さば,4840,1kg,750,216,,平成27年4月16日（木）,suiexcel11 (3).xls
まいわし,5740,1kg,300,108,,平成27年4月16日（木）,suiexcel11 (3).xls
養成ぶり,2235,1kg,1188,580,,平成27年4月16日（木）,suiexcel11 (3).xls
かつお,4599,1kg,756,489,,平成27年4月16日（木）,suiexcel11 (3).xls
養成まだい,6043,1kg,1422.7996749288907,648,,平成27年4月16日（木）,suiexcel11 (3).xls
さわら,987,1kg,2071.4193548387098,950,,平成27年4月16日（木）,suiexcel11 (3).xls
かれい,1901,1kg,2200,660,,平成27年4月16日（木）,suiexcel11 (3).xls
養成はまち,1056,1kg,1313.89453125,1000,,平成27年4月16日（木）,suiexcel11 (3).xls
養成かんぱち,2101,1kg,1697.9026548672568,900,,平成27年4月16日（木）,suiexcel11 (3).xls
さけ,2990,1kg,1559.4228243021346,864,,平成27年4月16日（木）,suiexcel11 (3).xls
たこ,542,1kg,12000,500,,平成27年4月16日（木）,suiexcel11 (3).xls
はまぐり,441,1kg,1512,486,,平成27年4月16日（木）,suiexcel11 (3).xls
しじみ,876,1kg,1200,270,,平成27年4月16日（木）,suiexcel11 (3).xls
あさり,7454,1kg,975.9944427292373,432,,平成27年4月16日（木）,suiexcel11 (3).xls
ほたて貝,1338,1kg,2136.566371681416,486,,平成27年4月16日（木）,suiexcel11 (3).xls
冷凍もんごいか,622,1kg,3132,700,,平成27年4月16日（木）,suiexcel11 (3).xls
冷凍たこ,2300,1kg,1080,918,,平成27年4月16日（木）,suiexcel11 (3).xls
冷凍えび,3243,1kg,3998.0858895705524,1188,,平成27年4月16日（木）,suiexcel11 (3).xls
塩さば,5332,1kg,1800,378,,平成27年4月16日（木）,suiexcel11 (3).xls
塩さけ,1112,1kg,1390.3636363636365,702,,平成27年4月16日（木）,suiexcel11 (3).xls
塩すけそうこ,900,1kg,3426.910891089109,1566,,平成27年4月16日（木）,suiexcel11 (3).xls
開干さんま,427,1kg,1024.7441077441079,555,,平成27年4月16日（木）,suiexcel11 (3).xls
開干あじ,285,1kg,1342.4133333333334,701,,平成27年4月16日（木）,suiexcel11 (3).xls
若干かれい,500,1kg,864,648,,平成27年4月16日（木）,suiexcel11 (3).xls
ちりめん,1752,1kg,4190.469433962264,1188,,平成27年4月16日（木）,suiexcel11 (3).xls
なまりぶし,61,1kg,2041.1475409836066,1126,,平成27年4月16日（木）,suiexcel11 (3).xls
ほたるいか,1359,1kg,2834.390041493776,648,,平成27年4月16日（木）,suiexcel11 (3).xls
くろまぐろ,244,1kg,3726.88524590164,2000,,平成27年4月17日（金）,suiexcel12 (3).xls
きわだ,1496,1kg,2363.3117932148625,918,,平成27年4月17日（金）,suiexcel12 (3).xls
あじ,615,1kg,1404,684,,平成27年4月17日（金）,suiexcel12 (3).xls
さば,5245,1kg,1200,162,,平成27年4月17日（金）,suiexcel12 (3).xls
まいわし,5558,1kg,300,108,,平成27年4月17日（金）,suiexcel12 (3).xls
養成ぶり,1567,1kg,1188,590,,平成27年4月17日（金）,suiexcel12 (3).xls
かつお,3166,1kg,1037.8141592920354,540,,平成27年4月17日（金）,suiexcel12 (3).xls
養成まだい,5999,1kg,1296,600,,平成27年4月17日（金）,suiexcel12 (3).xls
さわら,1227,1kg,2283.0037453183522,1000,,平成27年4月17日（金）,suiexcel12 (3).xls
かれい,1153,1kg,12500,541,,平成27年4月17日（金）,suiexcel12 (3).xls
養成はまち,902,1kg,2010.852564102564,1026,,平成27年4月17日（金）,suiexcel12 (3).xls
養成かんぱち,2174,1kg,1839.0223048327139,800,,平成27年4月17日（金）,suiexcel12 (3).xls
さけ,2968,1kg,1814.2245080500893,972,,平成27年4月17日（金）,suiexcel12 (3).xls
たこ,259,1kg,10500,1134,,平成27年4月17日（金）,suiexcel12 (3).xls
はまぐり,602,1kg,1620,486,,平成27年4月17日（金）,suiexcel12 (3).xls
しじみ,2370,1kg,1400,398,,平成27年4月17日（金）,suiexcel12 (3).xls
あさり,4508,1kg,1035.9527798933739,432,,平成27年4月17日（金）,suiexcel12 (3).xls
ほたて貝,1421,1kg,1570.4536741214058,400,,平成27年4月17日（金）,suiexcel12 (3).xls
冷凍もんごいか,686,1kg,3132,700,,平成27年4月17日（金）,suiexcel12 (3).xls
冷凍たこ,2280,1kg,1080,918,,平成27年4月17日（金）,suiexcel12 (3).xls
冷凍えび,2820,1kg,5075.45,1188,,平成27年4月17日（金）,suiexcel12 (3).xls
塩さば,5200,1kg,1800,324,,平成27年4月17日（金）,suiexcel12 (3).xls
塩さけ,3664,1kg,1080,700,,平成27年4月17日（金）,suiexcel12 (3).xls
塩すけそうこ,776,1kg,3513.6111111111113,1080,,平成27年4月17日（金）,suiexcel12 (3).xls
開干さんま,343,1kg,1060.5555555555557,563,,平成27年4月17日（金）,suiexcel12 (3).xls
開干あじ,558,1kg,1834.964824120603,864,,平成27年4月17日（金）,suiexcel12 (3).xls
若干かれい,548,1kg,1350,648,,平成27年4月17日（金）,suiexcel12 (3).xls
ちりめん,1842,1kg,4135.7402473834445,540,,平成27年4月17日（金）,suiexcel12 (3).xls
なまりぶし,56,1kg,2473.464285714286,1347,,平成27年4月17日（金）,suiexcel12 (3).xls
ほたるいか,1494,1kg,2895.112016293279,756,,平成27年4月17日（金）,suiexcel12 (3).xls
くろまぐろ,65,1kg,3654.8,3000,,平成27年4月18日（土）,suiexcel13 (3).xls
きわだ,1286,1kg,3115.0542056074764,800,,平成27年4月18日（土）,suiexcel13 (3).xls
あじ,577,1kg,1350,634,,平成27年4月18日（土）,suiexcel13 (3).xls
さば,5108,1kg,1150,216,,平成27年4月18日（土）,suiexcel13 (3).xls
まいわし,7365,1kg,270,162,,平成27年4月18日（土）,suiexcel13 (3).xls
養成ぶり,2467,1kg,1188,580,,平成27年4月18日（土）,suiexcel13 (3).xls
かつお,3312,1kg,1507.5151515151515,540,,平成27年4月18日（土）,suiexcel13 (3).xls
養成まだい,7871,1kg,1419.3823529411766,648,,平成27年4月18日（土）,suiexcel13 (3).xls
さわら,1143,1kg,1557.6923076923076,1188,,平成27年4月18日（土）,suiexcel13 (3).xls
かれい,815,1kg,8000,324,,平成27年4月18日（土）,suiexcel13 (3).xls
養成はまち,1241,1kg,1317.2539682539682,1000,,平成27年4月18日（土）,suiexcel13 (3).xls
養成かんぱち,2714,1kg,1730.8373493975905,900,,平成27年4月18日（土）,suiexcel13 (3).xls
さけ,4254,1kg,1617.4455010972933,964,,平成27年4月18日（土）,suiexcel13 (3).xls
たこ,299,1kg,15500,220,,平成27年4月18日（土）,suiexcel13 (3).xls
はまぐり,692,1kg,1620,486,,平成27年4月18日（土）,suiexcel13 (3).xls
しじみ,1950,1kg,3000,384,,平成27年4月18日（土）,suiexcel13 (3).xls
あさり,5238,1kg,1043.1536144578313,432,,平成27年4月18日（土）,suiexcel13 (3).xls
ほたて貝,2007,1kg,1324.8486842105262,486,,平成27年4月18日（土）,suiexcel13 (3).xls
冷凍もんごいか,614,1kg,3132,700,,平成27年4月18日（土）,suiexcel13 (3).xls
冷凍たこ,2304,1kg,1080,648,,平成27年4月18日（土）,suiexcel13 (3).xls
冷凍えび,3234,1kg,3455.121951219512,1188,,平成27年4月18日（土）,suiexcel13 (3).xls
塩さば,5264,1kg,648,216,,平成27年4月18日（土）,suiexcel13 (3).xls
塩さけ,1050,1kg,1512,750,,平成27年4月18日（土）,suiexcel13 (3).xls
塩すけそうこ,651,1kg,3531.5818540433925,1598,,平成27年4月18日（土）,suiexcel13 (3).xls
開干さんま,541,1kg,1123.633431085044,594,,平成27年4月18日（土）,suiexcel13 (3).xls
開干あじ,338,1kg,1632.842105263158,856,,平成27年4月18日（土）,suiexcel13 (3).xls
若干かれい,500,1kg,864,648,,平成27年4月18日（土）,suiexcel13 (3).xls
ちりめん,2124,1kg,3878.5718270571824,432,,平成27年4月18日（土）,suiexcel13 (3).xls
