品目,数量,単位,高値,中値,安値,主な産地,日付,元ファイル
養成はまち,353,1Kg,1512,0,1188,徳島  高知  他,令和5年9月26日（火）,suiexcel-7 (55).xls
養成かんぱち,974,1Kg,2106,0,1080,鹿児島  他,令和5年9月26日（火）,suiexcel-7 (55).xls
するめいか,414,1Kg,972,0,864,宮城  青森  他,令和5年9月26日（火）,suiexcel-7 (55).xls
さけ,3892,1Kg,1512,0,1296,北海道  三重  他,令和5年9月26日（火）,suiexcel-7 (55).xls
たちうお,161,1Kg,1404,0,1188,宮城  徳島  他,令和5年9月26日（火）,suiexcel-7 (55).xls
たこ,204,1kg,3900,0,1600,兵庫  宮城  他,令和5年9月26日（火）,suiexcel-7 (55).xls
はまぐり,310,1Kg,2160,0,756,千葉  他,令和5年9月26日（火）,suiexcel-7 (55).xls
あさり,632,1Kg,1296,0,648,韓国  熊本  他,令和5年9月26日（火）,suiexcel-7 (55).xls
冷凍もんごいか,315,1Kg,4320,3888,1080,ﾓﾛｯｺ  他,令和5年9月26日（火）,suiexcel-7 (55).xls
冷凍たこ,0,0,0,0,0,,令和5年9月26日（火）,suiexcel-7 (55).xls
冷凍えび,1673,1Kg,2268,1728,918,ｲﾝﾄﾞ  他,令和5年9月26日（火）,suiexcel-7 (55).xls
塩さば,933,1kg,880,0,500,ﾉﾙｳｪｰ  他,令和5年9月26日（火）,suiexcel-7 (55).xls
塩さけ,538,1kg,1150,0,310,ﾛｼｱ  他,令和5年9月26日（火）,suiexcel-7 (55).xls
塩すけそうこ,224,1kg,2570,0,980,ﾛｼｱ  他,令和5年9月26日（火）,suiexcel-7 (55).xls
塩さんま,2243,1Kg,1566,1404,1188,北海道  他,令和5年9月26日（火）,suiexcel-7 (55).xls
開干さんま,100,1Kg,2160,0,1404,北海道  他,令和5年9月26日（火）,suiexcel-7 (55).xls
開干あじ,310,1kg,1250,0,850,長崎  他,令和5年9月26日（火）,suiexcel-7 (55).xls
若干かれい,100,1Kg,1944,0,972,島根  他,令和5年9月26日（火）,suiexcel-7 (55).xls
ちりめん,1640,1Kg,3564,0,1188,兵庫  他,令和5年9月26日（火）,suiexcel-7 (55).xls
茹たこ,200,1Kg,2376,0,2160,ﾓｰﾘﾀﾆｱ  他,令和5年9月26日（火）,suiexcel-7 (55).xls
くろまぐろ,568,1Kg,3996,0,3700,三重  長崎  他,令和5年9月28日（木）,suiexcel-8 (54).xls
きわだ,719,1Kg,2700,1404,1080,沖縄  他,令和5年9月28日（木）,suiexcel-8 (54).xls
あじ,1453,1Kg,864,0,648,長崎  三重  他,令和5年9月28日（木）,suiexcel-8 (54).xls
さば,1632,1Kg,540,0,324,宮崎  鹿児島  他,令和5年9月28日（木）,suiexcel-8 (54).xls
まいわし,2214,1Kg,324,0,108,千葉  愛知  他,令和5年9月28日（木）,suiexcel-8 (54).xls
さんま,6912,1kg,2250,0,500,北海道  他,令和5年9月28日（木）,suiexcel-8 (54).xls
養成ぶり,297,1kg,1650,0,1150,熊本  宮崎  他,令和5年9月28日（木）,suiexcel-8 (54).xls
かつお,2887,1Kg,756,0,540,高知  京都  他,令和5年9月28日（木）,suiexcel-8 (54).xls
養成まだい,3652,1kg,1300,0,810,高知  愛媛  他,令和5年9月28日（木）,suiexcel-8 (54).xls
かれい,174,1kg,1000,0,700,石川  他,令和5年9月28日（木）,suiexcel-8 (54).xls
養成はまち,520,1kg,1400,0,1100,高知  徳島  他,令和5年9月28日（木）,suiexcel-8 (54).xls
養成かんぱち,1371,1kg,2180,0,1000,鹿児島  他,令和5年9月28日（木）,suiexcel-8 (54).xls
するめいか,1535,1Kg,1512,0,1296,長崎  青森  他,令和5年9月28日（木）,suiexcel-8 (54).xls
さけ,4979,1kg,2600,0,400,三重  北海道  他,令和5年9月28日（木）,suiexcel-8 (54).xls
たちうお,295,1Kg,2160,0,1944,宮城  徳島  他,令和5年9月28日（木）,suiexcel-8 (54).xls
たこ,220,1kg,3900,0,1600,兵庫  宮城  他,令和5年9月28日（木）,suiexcel-8 (54).xls
はまぐり,350,1Kg,2160,0,756,千葉  他,令和5年9月28日（木）,suiexcel-8 (54).xls
あさり,552,1Kg,1620,0,540,韓国  熊本  他,令和5年9月28日（木）,suiexcel-8 (54).xls
冷凍もんごいか,250,1Kg,4320,3888,1080,ﾓﾛｯｺ  他,令和5年9月28日（木）,suiexcel-8 (54).xls
冷凍たこ,0,0,0,0,0,,令和5年9月28日（木）,suiexcel-8 (54).xls
冷凍えび,1427,1Kg,2268,1728,918,ｲﾝﾄﾞ  他,令和5年9月28日（木）,suiexcel-8 (54).xls
塩さば,2078,1kg,900,0,500,ﾉﾙｳｪｰ  他,令和5年9月28日（木）,suiexcel-8 (54).xls
塩さけ,4518,1kg,2600,0,500,ﾛｼｱ  他,令和5年9月28日（木）,suiexcel-8 (54).xls
塩すけそうこ,117,1kg,2940,0,1400,ﾛｼｱ  他,令和5年9月28日（木）,suiexcel-8 (54).xls
塩さんま,15,1kg,960,960,960,北海道  他,令和5年9月28日（木）,suiexcel-8 (54).xls
開干さんま,215,1Kg,2160,0,1404,北海道  他,令和5年9月28日（木）,suiexcel-8 (54).xls
開干あじ,252,1Kg,1944,0,1080,長崎  他,令和5年9月28日（木）,suiexcel-8 (54).xls
若干かれい,200,1Kg,2160,0,972,島根  他,令和5年9月28日（木）,suiexcel-8 (54).xls
ちりめん,984,1Kg,3780,0,1296,兵庫  他,令和5年9月28日（木）,suiexcel-8 (54).xls
茹たこ,100,1Kg,2376,0,2160,ﾓｰﾘﾀﾆｱ  他,令和5年9月28日（木）,suiexcel-8 (54).xls
くろまぐろ,780,1kg,4320,3240,2700,長崎  他,令和5年9月21日（木）,suiexcel-9 (17).xlsx
きわだ,1190,1kg,3300,0,1200,沖縄  他,令和5年9月21日（木）,suiexcel-9 (17).xlsx
あじ,2459,1kg,648,0,432,佐賀  三重  他,令和5年9月21日（木）,suiexcel-9 (17).xlsx
さば,1948,1kg,432,0,216,富山  鹿児島  他,令和5年9月21日（木）,suiexcel-9 (17).xlsx
まいわし,1450,1kg,324,0,108,愛知  他,令和5年9月21日（木）,suiexcel-9 (17).xlsx
さんま,2100,1kg,3500,0,800,北海道  他,令和5年9月21日（木）,suiexcel-9 (17).xlsx
養成ぶり,260,1kg,1650,0,1200,熊本  宮崎  他,令和5年9月21日（木）,suiexcel-9 (17).xlsx
かつお,2200,1kg,972,0,756,鹿児島  京都  他,令和5年9月21日（木）,suiexcel-9 (17).xlsx
養成まだい,3315,1Kg,1350,0,540,高知  愛媛  他,令和5年9月21日（木）,suiexcel-9 (17).xlsx
かれい,356,1kg,1080,0,864,兵庫  石川  他,令和5年9月21日（木）,suiexcel-9 (17).xlsx
養成はまち,296,1kg,1512,0,1080,徳島  高知  他,令和5年9月21日（木）,suiexcel-9 (17).xlsx
養成かんぱち,898,1kg,2106,0,1080,鹿児島  他,令和5年9月21日（木）,suiexcel-9 (17).xlsx
するめいか,641,1kg,1188,0,972,鳥取  青森  他,令和5年9月21日（木）,suiexcel-9 (17).xlsx
さけ,4158,1kg,1512,0,1296,北海道  三重  他,令和5年9月21日（木）,suiexcel-9 (17).xlsx
たちうお,249,1kg,1728,0,1512,宮城  他,令和5年9月21日（木）,suiexcel-9 (17).xlsx
たこ,138,1kg,3900,0,1600,兵庫  他,令和5年9月21日（木）,suiexcel-9 (17).xlsx
はまぐり,325,1kg,2160,0,756,千葉  他,令和5年9月21日（木）,suiexcel-9 (17).xlsx
あさり,486,1kg,1620,0,432,韓国  熊本  他,令和5年9月21日（木）,suiexcel-9 (17).xlsx
冷凍もんごいか,190,1kg,4320,3888,1080,ﾓﾛｯｺ  他,令和5年9月21日（木）,suiexcel-9 (17).xlsx
冷凍たこ,0,0,0,0,0,,令和5年9月21日（木）,suiexcel-9 (17).xlsx
冷凍えび,1449,1kg,2268,1728,918,ｲﾝﾄﾞ  他,令和5年9月21日（木）,suiexcel-9 (17).xlsx
塩さば,1310,1kg,1430,0,500,ﾉﾙｳｪｰ  他,令和5年9月21日（木）,suiexcel-9 (17).xlsx
塩さけ,228,1kg,1200,0,1050,ﾛｼｱ  他,令和5年9月21日（木）,suiexcel-9 (17).xlsx
塩すけそうこ,161,1kg,4000,0,1050,ﾛｼｱ  他,令和5年9月21日（木）,suiexcel-9 (17).xlsx
塩さんま,2843,1kg,1430,0,730,北海道  他,令和5年9月21日（木）,suiexcel-9 (17).xlsx
開干さんま,208,1kg,2160,0,1404,北海道  国産  他,令和5年9月21日（木）,suiexcel-9 (17).xlsx
開干あじ,253,1kg,1944,0,1080,長崎  他,令和5年9月21日（木）,suiexcel-9 (17).xlsx
若干かれい,200,1kg,1944,0,972,島根  他,令和5年9月21日（木）,suiexcel-9 (17).xlsx
ちりめん,755,1kg,3888,0,2808,兵庫  他,令和5年9月21日（木）,suiexcel-9 (17).xlsx
茹たこ,100,1kg,2376,0,2160,ﾓｰﾘﾀﾆｱ  他,令和5年9月21日（木）,suiexcel-9 (17).xlsx
くろまぐろ,881,1kg,4320,3564,2700,長崎  他,令和5年9月29日（金）,suiexcel-10 (17).xlsx
きわだ,697,1kg,1836,1296,324,和歌山  他,令和5年9月29日（金）,suiexcel-10 (17).xlsx
あじ,771,1kg,648,0,540,和歌山  三重  他,令和5年9月29日（金）,suiexcel-10 (17).xlsx
さば,1531,1kg,2000,0,300,鹿児島  長崎  他,令和5年9月29日（金）,suiexcel-10 (17).xlsx
まいわし,1095,1kg,378,0,270,愛知  他,令和5年9月29日（金）,suiexcel-10 (17).xlsx
さんま,5074,1kg,972,0,864,北海道  他,令和5年9月29日（金）,suiexcel-10 (17).xlsx
養成ぶり,332,1kg,1620,0,1512,宮崎  熊本  他,令和5年9月29日（金）,suiexcel-10 (17).xlsx
かつお,2568,1kg,756,0,540,宮城  京都  他,令和5年9月29日（金）,suiexcel-10 (17).xlsx
養成まだい,2954,1Kg,1350,0,540,高知  愛媛  他,令和5年9月29日（金）,suiexcel-10 (17).xlsx
かれい,649,1kg,1404,0,1188,兵庫  石川  他,令和5年9月29日（金）,suiexcel-10 (17).xlsx
養成はまち,365,1kg,1400,0,1100,高知  徳島  他,令和5年9月29日（金）,suiexcel-10 (17).xlsx
養成かんぱち,1125,1kg,2106,0,1080,鹿児島  他,令和5年9月29日（金）,suiexcel-10 (17).xlsx
するめいか,901,1kg,1080,0,972,鳥取  青森  他,令和5年9月29日（金）,suiexcel-10 (17).xlsx
さけ,5164,1kg,1404,0,1188,北海道  三重  他,令和5年9月29日（金）,suiexcel-10 (17).xlsx
たちうお,320,1kg,2052,0,1836,鹿児島  他,令和5年9月29日（金）,suiexcel-10 (17).xlsx
たこ,157,1kg,4000,0,1500,宮城  兵庫  他,令和5年9月29日（金）,suiexcel-10 (17).xlsx
はまぐり,205,1kg,2160,0,756,千葉  他,令和5年9月29日（金）,suiexcel-10 (17).xlsx
あさり,660,1kg,1620,0,486,韓国  熊本  他,令和5年9月29日（金）,suiexcel-10 (17).xlsx
冷凍もんごいか,180,1kg,4320,3888,1080,ﾓﾛｯｺ  他,令和5年9月29日（金）,suiexcel-10 (17).xlsx
冷凍たこ,0,0,0,0,0,,令和5年9月29日（金）,suiexcel-10 (17).xlsx
冷凍えび,1509,1kg,2268,1728,918,ｲﾝﾄﾞ  他,令和5年9月29日（金）,suiexcel-10 (17).xlsx
塩さば,468,1kg,800,0,500,ﾉﾙｳｪｰ  他,令和5年9月29日（金）,suiexcel-10 (17).xlsx
塩さけ,3538,1kg,1550,0,400,ﾛｼｱ  他,令和5年9月29日（金）,suiexcel-10 (17).xlsx
塩すけそうこ,123,1kg,2940,0,1000,ﾛｼｱ  他,令和5年9月29日（金）,suiexcel-10 (17).xlsx
塩さんま,225,1kg,1430,0,960,北海道  他,令和5年9月29日（金）,suiexcel-10 (17).xlsx
開干さんま,100,1kg,2160,0,1404,北海道  他,令和5年9月29日（金）,suiexcel-10 (17).xlsx
開干あじ,164,1kg,1944,0,1080,長崎  他,令和5年9月29日（金）,suiexcel-10 (17).xlsx
若干かれい,100,1kg,2160,0,972,島根  他,令和5年9月29日（金）,suiexcel-10 (17).xlsx
ちりめん,751,1kg,3240,0,2376,兵庫  他,令和5年9月29日（金）,suiexcel-10 (17).xlsx
茹たこ,100,1kg,2376,0,2160,ﾓｰﾘﾀﾆｱ  他,令和5年9月29日（金）,suiexcel-10 (17).xlsx
くろまぐろ,694,1kg,3996,3996,3996,長崎  他,令和5年9月30日（土）,suiexcel-11 (17).xlsx
きわだ,865,1kg,3000,0,1250,宮崎  ｲﾝﾄﾞﾈｼｱ  他,令和5年9月30日（土）,suiexcel-11 (17).xlsx
あじ,1298,1kg,648,0,540,長崎  三重  他,令和5年9月30日（土）,suiexcel-11 (17).xlsx
さば,2392,1kg,540,0,432,三重  鹿児島  他,令和5年9月30日（土）,suiexcel-11 (17).xlsx
まいわし,324,1kg,432,0,324,長崎  愛知  他,令和5年9月30日（土）,suiexcel-11 (17).xlsx
さんま,9836,1kg,1134,0,1026,北海道  他,令和5年9月30日（土）,suiexcel-11 (17).xlsx
養成ぶり,438,1kg,1650,0,1200,熊本  宮崎  他,令和5年9月30日（土）,suiexcel-11 (17).xlsx
かつお,2595,1kg,648,0,432,宮城  京都  他,令和5年9月30日（土）,suiexcel-11 (17).xlsx
養成まだい,4396,1Kg,1350,0,540,高知  愛媛  他,令和5年9月30日（土）,suiexcel-11 (17).xlsx
かれい,504,1kg,1404,0,1188,兵庫  石川  他,令和5年9月30日（土）,suiexcel-11 (17).xlsx
養成はまち,484,1kg,1400,0,1100,高知  徳島  他,令和5年9月30日（土）,suiexcel-11 (17).xlsx
養成かんぱち,1381,1kg,2106,0,1080,鹿児島  他,令和5年9月30日（土）,suiexcel-11 (17).xlsx
するめいか,775,1kg,972,0,864,宮城  青森  他,令和5年9月30日（土）,suiexcel-11 (17).xlsx
さけ,7399,1kg,1296,0,1080,北海道  三重  他,令和5年9月30日（土）,suiexcel-11 (17).xlsx
たちうお,720,1kg,1080,0,864,宮城  他,令和5年9月30日（土）,suiexcel-11 (17).xlsx
たこ,199,1kg,3900,0,1000,兵庫  宮城  他,令和5年9月30日（土）,suiexcel-11 (17).xlsx
はまぐり,291,1kg,2160,0,756,千葉  愛知  他,令和5年9月30日（土）,suiexcel-11 (17).xlsx
あさり,578,1kg,1620,0,486,韓国  熊本  他,令和5年9月30日（土）,suiexcel-11 (17).xlsx
冷凍もんごいか,227,1kg,4320,3888,1080,ﾓﾛｯｺ  他,令和5年9月30日（土）,suiexcel-11 (17).xlsx
冷凍たこ,0,0,0,0,0,,令和5年9月30日（土）,suiexcel-11 (17).xlsx
冷凍えび,1664,1kg,2268,1728,918,ｲﾝﾄﾞ  他,令和5年9月30日（土）,suiexcel-11 (17).xlsx
塩さば,2510,1kg,1430,0,480,ﾉﾙｳｪｰ  他,令和5年9月30日（土）,suiexcel-11 (17).xlsx
塩さけ,1452,1kg,1140,0,1100,ﾛｼｱ  他,令和5年9月30日（土）,suiexcel-11 (17).xlsx
塩すけそうこ,105,1kg,2570,0,1600,ﾛｼｱ  他,令和5年9月30日（土）,suiexcel-11 (17).xlsx
塩さんま,68,1kg,960,960,960,北海道  他,令和5年9月30日（土）,suiexcel-11 (17).xlsx
開干さんま,100,1kg,2160,0,1404,北海道  他,令和5年9月30日（土）,suiexcel-11 (17).xlsx
開干あじ,130,1kg,1944,0,1080,長崎  他,令和5年9月30日（土）,suiexcel-11 (17).xlsx
若干かれい,124,1kg,2160,0,972,島根  北海道  他,令和5年9月30日（土）,suiexcel-11 (17).xlsx
ちりめん,715,1kg,2800,0,1850,兵庫  他,令和5年9月30日（土）,suiexcel-11 (17).xlsx
茹たこ,100,1kg,2376,0,2160,ﾓｰﾘﾀﾆｱ  他,令和5年9月30日（土）,suiexcel-11 (17).xlsx
くろまぐろ,597,1Kg,3996,2916,2484,新潟  他,令和5年10月17日（火）,suiexcel (117).xls
きわだ,964,1Kg,1620,1458,864,高知  千葉  他,令和5年10月17日（火）,suiexcel (117).xls
あじ,2725,1Kg,540,0,432,長崎  三重  他,令和5年10月17日（火）,suiexcel (117).xls
さば,1917,1kg,2100,0,320,鹿児島  和歌山  他,令和5年10月17日（火）,suiexcel (117).xls
まいわし,0,0,0,0,0,,令和5年10月17日（火）,suiexcel (117).xls
さんま,20208,1Kg,1080,0,972,北海道  他,令和5年10月17日（火）,suiexcel (117).xls
養成ぶり,459,1Kg,1512,0,1080,大分  愛媛  他,令和5年10月17日（火）,suiexcel (117).xls
養成まだい,3045,1Kg,1350,0,540,愛媛  他,令和5年10月17日（火）,suiexcel (117).xls
さわら,1094,1Kg,1188,0,972,ｱﾒﾘｶ  他,令和5年10月17日（火）,suiexcel (117).xls
かれい,478,1kg,900,0,470,高知  鳥取  他,令和5年10月17日（火）,suiexcel (117).xls
養成はまち,324,1kg,1400,0,1060,愛媛  徳島  他,令和5年10月17日（火）,suiexcel (117).xls
養成かんぱち,900,1Kg,2106,0,1080,鹿児島  他,令和5年10月17日（火）,suiexcel (117).xls
するめいか,1450,1Kg,1080,0,972,鳥取  青森  他,令和5年10月17日（火）,suiexcel (117).xls
いさぎ,32,1kg,2200,0,1400,長崎  島根  他,令和5年10月17日（火）,suiexcel (117).xls
さけ,5180,1kg,2600,0,350,ﾉﾙｳｪｰ  北海道  他,令和5年10月17日（火）,suiexcel (117).xls
はまぐり,200,1Kg,2160,0,756,千葉  他,令和5年10月17日（火）,suiexcel (117).xls
あさり,611,1Kg,1620,0,486,韓国  熊本  他,令和5年10月17日（火）,suiexcel (117).xls
かき,469,1kg,4000,0,1400,宮城  広島  他,令和5年10月17日（火）,suiexcel (117).xls
冷凍もんごいか,93,1kg,950,950,950,ﾓﾛｯｺ  ﾀｲ  他,令和5年10月17日（火）,suiexcel (117).xls
冷凍たこ,325,1kg,1910,1910,1910,ﾓﾛｯｺ  ﾓｰﾘﾀﾆｱ  他,令和5年10月17日（火）,suiexcel (117).xls
冷凍えび,1608,1Kg,2322,1826,972,ｲﾝﾄﾞ  他,令和5年10月17日（火）,suiexcel (117).xls
塩さば,600,1kg,880,0,500,ﾉﾙｳｪｰ  他,令和5年10月17日（火）,suiexcel (117).xls
塩さけ,2023,1Kg,1080,972,864,ｱﾒﾘｶ  ﾁﾘ  他,令和5年10月17日（火）,suiexcel (117).xls
塩すけそうこ,359,1kg,2780,0,1050,ﾛｼｱ  他,令和5年10月17日（火）,suiexcel (117).xls
塩さんま,158,1kg,1000,0,960,北海道  他,令和5年10月17日（火）,suiexcel (117).xls
開干さんま,216,1Kg,2160,0,1404,北海道  他,令和5年10月17日（火）,suiexcel (117).xls
開干あじ,586,1kg,1250,0,120,長崎  他,令和5年10月17日（火）,suiexcel (117).xls
若干かれい,200,1Kg,1620,0,972,島根  他,令和5年10月17日（火）,suiexcel (117).xls
ちりめん,1381,1Kg,3780,0,2808,兵庫  大分  他,令和5年10月17日（火）,suiexcel (117).xls
茹たこ,100,1Kg,2376,0,2160,ﾓｰﾘﾀﾆｱ  他,令和5年10月17日（火）,suiexcel (117).xls
くろまぐろ,848,1Kg,3996,3240,2160,スペイン  他,令和5年10月19日（木）,suiexcel-1 (69).xls
きわだ,894,1kg,3300,0,1500,ｲﾝﾄﾞﾈｼｱ  千葉  他,令和5年10月19日（木）,suiexcel-1 (69).xls
あじ,3197,1Kg,540,0,432,長崎  三重  他,令和5年10月19日（木）,suiexcel-1 (69).xls
さば,1306,1kg,2100,0,300,鹿児島  長崎  他,令和5年10月19日（木）,suiexcel-1 (69).xls
まいわし,1158,1Kg,486,0,378,長崎  千葉  他,令和5年10月19日（木）,suiexcel-1 (69).xls
さんま,4634,1kg,3500,0,650,北海道  他,令和5年10月19日（木）,suiexcel-1 (69).xls
養成ぶり,302,1kg,1650,0,1100,愛媛  大分  他,令和5年10月19日（木）,suiexcel-1 (69).xls
養成まだい,4038,1Kg,1350,0,540,愛媛  他,令和5年10月19日（木）,suiexcel-1 (69).xls
さわら,1403,1Kg,972,0,756,石川  ｱﾒﾘｶ  他,令和5年10月19日（木）,suiexcel-1 (69).xls
かれい,153,1kg,930,0,830,高知  他,令和5年10月19日（木）,suiexcel-1 (69).xls
養成はまち,483,1kg,1400,0,1070,愛媛  徳島  他,令和5年10月19日（木）,suiexcel-1 (69).xls
養成かんぱち,1171,1kg,1880,0,1550,鹿児島  他,令和5年10月19日（木）,suiexcel-1 (69).xls
するめいか,2346,1Kg,972,0,864,鳥取  青森  他,令和5年10月19日（木）,suiexcel-1 (69).xls
いさぎ,26,1kg,2200,0,900,長崎  他,令和5年10月19日（木）,suiexcel-1 (69).xls
さけ,5107,1kg,2480,0,360,ﾉﾙｳｪｰ  北海道  他,令和5年10月19日（木）,suiexcel-1 (69).xls
はまぐり,255,1Kg,2160,0,756,千葉  他,令和5年10月19日（木）,suiexcel-1 (69).xls
あさり,675,1Kg,1620,0,486,韓国  熊本  他,令和5年10月19日（木）,suiexcel-1 (69).xls
かき,658,1kg,6000,0,750,宮城  広島  他,令和5年10月19日（木）,suiexcel-1 (69).xls
冷凍もんごいか,43,1Kg,4320,3780,1026,ﾀｲ  他,令和5年10月19日（木）,suiexcel-1 (69).xls
冷凍たこ,80,1Kg,2376,2160,1566,ﾓｰﾘﾀﾆｱ  他,令和5年10月19日（木）,suiexcel-1 (69).xls
冷凍えび,1912,1kg,5000,0,860,ｲﾝﾄﾞ  他,令和5年10月19日（木）,suiexcel-1 (69).xls
塩さば,1000,1kg,800,0,500,ﾉﾙｳｪｰ  他,令和5年10月19日（木）,suiexcel-1 (69).xls
塩さけ,1370,1kg,2700,0,1000,ﾁﾘ  他,令和5年10月19日（木）,suiexcel-1 (69).xls
塩すけそうこ,370,1kg,2940,0,1080,ﾛｼｱ  他,令和5年10月19日（木）,suiexcel-1 (69).xls
塩さんま,15,1kg,1430,1430,1430,北海道  他,令和5年10月19日（木）,suiexcel-1 (69).xls
開干さんま,200,1Kg,2160,0,1404,北海道  他,令和5年10月19日（木）,suiexcel-1 (69).xls
開干あじ,253,1Kg,1944,0,1080,長崎  他,令和5年10月19日（木）,suiexcel-1 (69).xls
若干かれい,100,1Kg,1944,0,972,島根  他,令和5年10月19日（木）,suiexcel-1 (69).xls
ちりめん,2551,1Kg,3456,0,2700,兵庫  大分  他,令和5年10月19日（木）,suiexcel-1 (69).xls
茹たこ,100,1Kg,2484,0,2160,ﾓｰﾘﾀﾆｱ  他,令和5年10月19日（木）,suiexcel-1 (69).xls
くろまぐろ,968,1kg,3800,0,2200,長崎  他,令和5年10月20日（金）,suiexcel-2 (68).xls
きわだ,1446,1Kg,2376,1566,324,高知  千葉  他,令和5年10月20日（金）,suiexcel-2 (68).xls
あじ,1094,1kg,1100,0,300,三重  静岡  他,令和5年10月20日（金）,suiexcel-2 (68).xls
さば,1326,1kg,2100,0,340,鹿児島  他,令和5年10月20日（金）,suiexcel-2 (68).xls
まいわし,890,1Kg,432,0,324,長崎  千葉  他,令和5年10月20日（金）,suiexcel-2 (68).xls
さんま,4373,1kg,2000,0,750,北海道  他,令和5年10月20日（金）,suiexcel-2 (68).xls
養成ぶり,259,1Kg,1512,0,1080,大分  愛媛  他,令和5年10月20日（金）,suiexcel-2 (68).xls
養成まだい,3373,1Kg,1350,0,540,愛媛  他,令和5年10月20日（金）,suiexcel-2 (68).xls
さわら,1644,1Kg,972,0,756,鳥取  ｱﾒﾘｶ  他,令和5年10月20日（金）,suiexcel-2 (68).xls
かれい,250,1kg,900,0,170,高知  石川  他,令和5年10月20日（金）,suiexcel-2 (68).xls
養成はまち,385,1Kg,1512,0,1080,徳島  愛媛  他,令和5年10月20日（金）,suiexcel-2 (68).xls
養成かんぱち,1124,1Kg,2106,0,1080,鹿児島  他,令和5年10月20日（金）,suiexcel-2 (68).xls
するめいか,1225,1Kg,972,0,864,鳥取  青森  他,令和5年10月20日（金）,suiexcel-2 (68).xls
いさぎ,109,1Kg,1404,0,1188,長崎  他,令和5年10月20日（金）,suiexcel-2 (68).xls
さけ,6672,1kg,2600,0,410,ﾉﾙｳｪｰ  北海道  他,令和5年10月20日（金）,suiexcel-2 (68).xls
はまぐり,270,1Kg,2160,0,756,千葉  他,令和5年10月20日（金）,suiexcel-2 (68).xls
あさり,634,1Kg,1620,0,432,韓国  熊本  他,令和5年10月20日（金）,suiexcel-2 (68).xls
かき,577,1kg,6000,0,1000,宮城  広島  他,令和5年10月20日（金）,suiexcel-2 (68).xls
冷凍もんごいか,45,1Kg,4320,3780,1026,ﾀｲ  他,令和5年10月20日（金）,suiexcel-2 (68).xls
冷凍たこ,85,1Kg,2376,2160,1566,ﾓｰﾘﾀﾆｱ  他,令和5年10月20日（金）,suiexcel-2 (68).xls
冷凍えび,1205,1Kg,2322,1826,972,ｲﾝﾄﾞ  他,令和5年10月20日（金）,suiexcel-2 (68).xls
塩さば,958,1kg,780,0,590,ﾉﾙｳｪｰ  他,令和5年10月20日（金）,suiexcel-2 (68).xls
塩さけ,855,1kg,2450,0,350,ﾁﾘ  他,令和5年10月20日（金）,suiexcel-2 (68).xls
塩すけそうこ,103,1kg,2250,0,1600,ﾛｼｱ  他,令和5年10月20日（金）,suiexcel-2 (68).xls
塩さんま,15,1kg,1430,0,960,北海道  他,令和5年10月20日（金）,suiexcel-2 (68).xls
開干さんま,216,1Kg,2160,0,1404,北海道  他,令和5年10月20日（金）,suiexcel-2 (68).xls
開干あじ,386,1Kg,1944,0,1080,長崎  他,令和5年10月20日（金）,suiexcel-2 (68).xls
若干かれい,100,1Kg,1944,0,972,島根  他,令和5年10月20日（金）,suiexcel-2 (68).xls
ちりめん,2001,1Kg,4266,0,2268,兵庫  大分  他,令和5年10月20日（金）,suiexcel-2 (68).xls
茹たこ,100,1Kg,2376,0,2160,ﾓｰﾘﾀﾆｱ  他,令和5年10月20日（金）,suiexcel-2 (68).xls
くろまぐろ,898,1Kg,3996,3726,3240,長崎  他,令和5年10月27日（金）,suiexcel-3 (67).xls
きわだ,1171,1Kg,2214,1296,723,宮崎  千葉  他,令和5年10月27日（金）,suiexcel-3 (67).xls
あじ,1260,1kg,1400,0,300,三重  山口  他,令和5年10月27日（金）,suiexcel-3 (67).xls
さば,1621,1Kg,540,0,432,石川  鹿児島  他,令和5年10月27日（金）,suiexcel-3 (67).xls
まいわし,1070,1kg,450,0,300,千葉  他,令和5年10月27日（金）,suiexcel-3 (67).xls
さんま,3050,1kg,2500,0,880,北海道  他,令和5年10月27日（金）,suiexcel-3 (67).xls
養成ぶり,487,1Kg,1512,0,1080,大分  愛媛  他,令和5年10月27日（金）,suiexcel-3 (67).xls
養成まだい,3423,1Kg,1350,0,540,愛媛  他,令和5年10月27日（金）,suiexcel-3 (67).xls
さわら,734,1Kg,972,0,756,鳥取  ｱﾒﾘｶ  他,令和5年10月27日（金）,suiexcel-3 (67).xls
かれい,1068,1Kg,1404,0,1188,鳥取  高知  他,令和5年10月27日（金）,suiexcel-3 (67).xls
養成はまち,359,1Kg,1512,0,1080,高知  愛媛  他,令和5年10月27日（金）,suiexcel-3 (67).xls
養成かんぱち,987,1Kg,2106,0,1080,鹿児島  他,令和5年10月27日（金）,suiexcel-3 (67).xls
するめいか,1305,1Kg,918,0,810,鳥取  青森  他,令和5年10月27日（金）,suiexcel-3 (67).xls
いさぎ,152,1Kg,1080,0,864,長崎  他,令和5年10月27日（金）,suiexcel-3 (67).xls
さけ,4770,1kg,2600,0,400,ﾉﾙｳｪｰ  北海道  他,令和5年10月27日（金）,suiexcel-3 (67).xls
はまぐり,205,1Kg,2160,0,756,千葉  他,令和5年10月27日（金）,suiexcel-3 (67).xls
あさり,481,1Kg,1404,0,324,韓国  熊本  他,令和5年10月27日（金）,suiexcel-3 (67).xls
