品目,数量,単位,高値,安値,主な産地,日付,元ファイル
さば,1895,1kg,650,270,,令和2年6月15日（月）,suiexcel-10 (19).xls
まいわし,2965,1kg,350,216,,令和2年6月15日（月）,suiexcel-10 (19).xls
養成ぶり,690,1kg,1188,700,,令和2年6月15日（月）,suiexcel-10 (19).xls
かつお,1890,1kg,1300,324,,令和2年6月15日（月）,suiexcel-10 (19).xls
養成まだい,4627,1kg,1242,550,,令和2年6月15日（月）,suiexcel-10 (19).xls
さわら,432,1kg,1200,756,,令和2年6月15日（月）,suiexcel-10 (19).xls
かれい,360,1kg,2500,216,,令和2年6月15日（月）,suiexcel-10 (19).xls
養成はまち,992,1kg,1188,700,,令和2年6月15日（月）,suiexcel-10 (19).xls
養成かんぱち,1069,1kg,1890,1200,,令和2年6月15日（月）,suiexcel-10 (19).xls
するめいか,3605,1kg,650,350,,令和2年6月15日（月）,suiexcel-10 (19).xls
いさぎ,466,1kg,1296,800,,令和2年6月15日（月）,suiexcel-10 (19).xls
さけ,2586,1kg,1512,800,,令和2年6月15日（月）,suiexcel-10 (19).xls
はも,862,1kg,2000,648,,令和2年6月15日（月）,suiexcel-10 (19).xls
あさり,3398,1kg,1000,270,,令和2年6月15日（月）,suiexcel-10 (19).xls
あゆ,1055,1kg,1500,500,,令和2年6月15日（月）,suiexcel-10 (19).xls
冷凍たこ,160,1kg,2484,1188,,令和2年6月15日（月）,suiexcel-10 (19).xls
冷凍えび,1181,1kg,3780,702,,令和2年6月15日（月）,suiexcel-10 (19).xls
冷凍うなぎ蒲焼,1490,1kg,2700,1300,,令和2年6月15日（月）,suiexcel-10 (19).xls
塩さば,3224,1kg,648,324,,令和2年6月15日（月）,suiexcel-10 (19).xls
塩さけ,1496,1kg,900,650,,令和2年6月15日（月）,suiexcel-10 (19).xls
塩すけそうこ,939,1kg,3024,850,,令和2年6月15日（月）,suiexcel-10 (19).xls
開干さんま,315,1kg,1500,550,,令和2年6月15日（月）,suiexcel-10 (19).xls
開干あじ,507,1kg,1296,350,,令和2年6月15日（月）,suiexcel-10 (19).xls
若干かれい,100,1kg,1620,864,,令和2年6月15日（月）,suiexcel-10 (19).xls
ちりめん,2559,1kg,2376,540,,令和2年6月15日（月）,suiexcel-10 (19).xls
なまりぶし,26,1kg,1200,800,,令和2年6月15日（月）,suiexcel-10 (19).xls
茹たこ,1063,1kg,1850,950,,令和2年6月15日（月）,suiexcel-10 (19).xls
くろまぐろ,56,1kg,2100,2100,,令和2年6月16日（火）,suiexcel-11 (17).xls
きわだ,1659,1kg,1200,432,,令和2年6月16日（火）,suiexcel-11 (17).xls
あじ,964,1kg,1600,300,,令和2年6月16日（火）,suiexcel-11 (17).xls
さば,1865,1kg,650,350,,令和2年6月16日（火）,suiexcel-11 (17).xls
まいわし,1979,1kg,324,216,,令和2年6月16日（火）,suiexcel-11 (17).xls
養成ぶり,753,1kg,1188,700,,令和2年6月16日（火）,suiexcel-11 (17).xls
かつお,4715,1kg,1300,216,,令和2年6月16日（火）,suiexcel-11 (17).xls
養成まだい,3757,1kg,1242,550,,令和2年6月16日（火）,suiexcel-11 (17).xls
さわら,3997,1kg,1200,324,,令和2年6月16日（火）,suiexcel-11 (17).xls
かれい,472,1kg,5000,450,,令和2年6月16日（火）,suiexcel-11 (17).xls
養成はまち,579,1kg,1188,700,,令和2年6月16日（火）,suiexcel-11 (17).xls
養成かんぱち,718,1kg,1890,1200,,令和2年6月16日（火）,suiexcel-11 (17).xls
するめいか,100,1kg,1080,972,,令和2年6月16日（火）,suiexcel-11 (17).xls
いさぎ,455,1kg,1500,900,,令和2年6月16日（火）,suiexcel-11 (17).xls
さけ,3177,1kg,1404,800,,令和2年6月16日（火）,suiexcel-11 (17).xls
はも,1178,1kg,2000,648,,令和2年6月16日（火）,suiexcel-11 (17).xls
あさり,3436,1kg,1000,270,,令和2年6月16日（火）,suiexcel-11 (17).xls
あゆ,1433,1kg,1600,500,,令和2年6月16日（火）,suiexcel-11 (17).xls
冷凍たこ,160,1kg,2484,1188,,令和2年6月16日（火）,suiexcel-11 (17).xls
冷凍えび,1350,1kg,3780,702,,令和2年6月16日（火）,suiexcel-11 (17).xls
冷凍うなぎ蒲焼,1250,1kg,2700,1300,,令和2年6月16日（火）,suiexcel-11 (17).xls
塩さば,3696,1kg,648,324,,令和2年6月16日（火）,suiexcel-11 (17).xls
塩さけ,3053,1kg,1150,540,,令和2年6月16日（火）,suiexcel-11 (17).xls
塩すけそうこ,1339,1kg,2750,1000,,令和2年6月16日（火）,suiexcel-11 (17).xls
開干さんま,357,1kg,1500,550,,令和2年6月16日（火）,suiexcel-11 (17).xls
開干あじ,409,1kg,1700,350,,令和2年6月16日（火）,suiexcel-11 (17).xls
若干かれい,200,1kg,1944,972,,令和2年6月16日（火）,suiexcel-11 (17).xls
ちりめん,2070,1kg,2160,540,,令和2年6月16日（火）,suiexcel-11 (17).xls
なまりぶし,34,1kg,1200,800,,令和2年6月16日（火）,suiexcel-11 (17).xls
茹たこ,80,1kg,1728,1296,,令和2年6月16日（火）,suiexcel-11 (17).xls
くろまぐろ,262,1kg,2200,1800,,令和2年6月18日（木）,suiexcel-12 (17).xls
きわだ,2021,1kg,1620,600,,令和2年6月18日（木）,suiexcel-12 (17).xls
あじ,1738,1kg,1600,300,,令和2年6月18日（木）,suiexcel-12 (17).xls
さば,3346,1kg,650,270,,令和2年6月18日（木）,suiexcel-12 (17).xls
まいわし,1670,1kg,378,250,,令和2年6月18日（木）,suiexcel-12 (17).xls
養成ぶり,539,1kg,1188,700,,令和2年6月18日（木）,suiexcel-12 (17).xls
かつお,5927,1kg,800,216,,令和2年6月18日（木）,suiexcel-12 (17).xls
養成まだい,3411,1kg,1242,550,,令和2年6月18日（木）,suiexcel-12 (17).xls
さわら,760,1kg,648,432,,令和2年6月18日（木）,suiexcel-12 (17).xls
かれい,796,1kg,2390,400,,令和2年6月18日（木）,suiexcel-12 (17).xls
養成はまち,993,1kg,1188,700,,令和2年6月18日（木）,suiexcel-12 (17).xls
養成かんぱち,1001,1kg,1890,1200,,令和2年6月18日（木）,suiexcel-12 (17).xls
するめいか,3325,1kg,700,450,,令和2年6月18日（木）,suiexcel-12 (17).xls
いさぎ,544,1kg,1500,700,,令和2年6月18日（木）,suiexcel-12 (17).xls
さけ,2453,1kg,1600,800,,令和2年6月18日（木）,suiexcel-12 (17).xls
はも,1493,1kg,2000,400,,令和2年6月18日（木）,suiexcel-12 (17).xls
あさり,3453,1kg,1000,270,,令和2年6月18日（木）,suiexcel-12 (17).xls
あゆ,788,1kg,1600,500,,令和2年6月18日（木）,suiexcel-12 (17).xls
冷凍たこ,160,1kg,2484,1188,,令和2年6月18日（木）,suiexcel-12 (17).xls
冷凍えび,1353,1kg,3780,702,,令和2年6月18日（木）,suiexcel-12 (17).xls
冷凍うなぎ蒲焼,770,1kg,2700,1250,,令和2年6月18日（木）,suiexcel-12 (17).xls
塩さば,2884,1kg,800,324,,令和2年6月18日（木）,suiexcel-12 (17).xls
塩さけ,1706,1kg,1250,648,,令和2年6月18日（木）,suiexcel-12 (17).xls
塩すけそうこ,1175,1kg,2200,850,,令和2年6月18日（木）,suiexcel-12 (17).xls
開干さんま,267,1kg,1500,550,,令和2年6月18日（木）,suiexcel-12 (17).xls
開干あじ,310,1kg,1296,350,,令和2年6月18日（木）,suiexcel-12 (17).xls
若干かれい,100,1kg,1620,864,,令和2年6月18日（木）,suiexcel-12 (17).xls
ちりめん,20199,1kg,2376,378,,令和2年6月18日（木）,suiexcel-12 (17).xls
なまりぶし,36,1kg,1100,800,,令和2年6月18日（木）,suiexcel-12 (17).xls
茹たこ,726,1kg,1850,1080,,令和2年6月18日（木）,suiexcel-12 (17).xls
くろまぐろ,229,1kg,2900,2300,,令和2年6月19日（金）,suiexcel-13 (17).xls
きわだ,2168,1kg,1620,600,,令和2年6月19日（金）,suiexcel-13 (17).xls
あじ,1655,1kg,1400,300,,令和2年6月19日（金）,suiexcel-13 (17).xls
さば,2275,1kg,650,270,,令和2年6月19日（金）,suiexcel-13 (17).xls
まいわし,2640,1kg,850,250,,令和2年6月19日（金）,suiexcel-13 (17).xls
養成ぶり,500,1kg,1188,700,,令和2年6月19日（金）,suiexcel-13 (17).xls
かつお,2906,1kg,900,216,,令和2年6月19日（金）,suiexcel-13 (17).xls
養成まだい,3253,1kg,1242,550,,令和2年6月19日（金）,suiexcel-13 (17).xls
さわら,2716,1kg,1100,216,,令和2年6月19日（金）,suiexcel-13 (17).xls
かれい,939,1kg,2200,216,,令和2年6月19日（金）,suiexcel-13 (17).xls
養成はまち,600,1kg,1188,700,,令和2年6月19日（金）,suiexcel-13 (17).xls
養成かんぱち,825,1kg,1890,1200,,令和2年6月19日（金）,suiexcel-13 (17).xls
するめいか,2460,1kg,600,432,,令和2年6月19日（金）,suiexcel-13 (17).xls
いさぎ,327,1kg,1728,700,,令和2年6月19日（金）,suiexcel-13 (17).xls
さけ,2528,1kg,1512,700,,令和2年6月19日（金）,suiexcel-13 (17).xls
はも,813,1kg,3000,400,,令和2年6月19日（金）,suiexcel-13 (17).xls
あさり,3105,1kg,1000,270,,令和2年6月19日（金）,suiexcel-13 (17).xls
あゆ,1005,1kg,1600,500,,令和2年6月19日（金）,suiexcel-13 (17).xls
冷凍たこ,160,1kg,2484,1188,,令和2年6月19日（金）,suiexcel-13 (17).xls
冷凍えび,1307,1kg,3780,702,,令和2年6月19日（金）,suiexcel-13 (17).xls
冷凍うなぎ蒲焼,1700,1kg,2700,1250,,令和2年6月19日（金）,suiexcel-13 (17).xls
塩さば,2854,1kg,800,324,,令和2年6月19日（金）,suiexcel-13 (17).xls
塩さけ,1649,1kg,2160,650,,令和2年6月19日（金）,suiexcel-13 (17).xls
塩すけそうこ,188,1kg,2650,850,,令和2年6月19日（金）,suiexcel-13 (17).xls
開干さんま,280,1kg,1800,550,,令和2年6月19日（金）,suiexcel-13 (17).xls
開干あじ,200,1kg,1296,350,,令和2年6月19日（金）,suiexcel-13 (17).xls
若干かれい,50,1kg,2376,972,,令和2年6月19日（金）,suiexcel-13 (17).xls
ちりめん,11847,1kg,2322,551,,令和2年6月19日（金）,suiexcel-13 (17).xls
なまりぶし,22,1kg,800,800,,令和2年6月19日（金）,suiexcel-13 (17).xls
茹たこ,899,1kg,1850,1080,,令和2年6月19日（金）,suiexcel-13 (17).xls
くろまぐろ,562,1kg,2900,1500,,令和2年6月20日（土）,suiexcel-14 (17).xls
きわだ,2615,1kg,1620,540,,令和2年6月20日（土）,suiexcel-14 (17).xls
あじ,1699,1kg,1500,300,,令和2年6月20日（土）,suiexcel-14 (17).xls
さば,4600,1kg,600,162,,令和2年6月20日（土）,suiexcel-14 (17).xls
まいわし,1858,1kg,850,250,,令和2年6月20日（土）,suiexcel-14 (17).xls
養成ぶり,574,1kg,1188,700,,令和2年6月20日（土）,suiexcel-14 (17).xls
かつお,3669,1kg,800,216,,令和2年6月20日（土）,suiexcel-14 (17).xls
養成まだい,4521,1kg,1242,550,,令和2年6月20日（土）,suiexcel-14 (17).xls
さわら,1900,1kg,432,216,,令和2年6月20日（土）,suiexcel-14 (17).xls
かれい,440,1kg,2000,324,,令和2年6月20日（土）,suiexcel-14 (17).xls
養成はまち,763,1kg,1188,700,,令和2年6月20日（土）,suiexcel-14 (17).xls
養成かんぱち,1151,1kg,1890,1200,,令和2年6月20日（土）,suiexcel-14 (17).xls
するめいか,2401,1kg,600,432,,令和2年6月20日（土）,suiexcel-14 (17).xls
いさぎ,881,1kg,1400,700,,令和2年6月20日（土）,suiexcel-14 (17).xls
さけ,3047,1kg,1600,700,,令和2年6月20日（土）,suiexcel-14 (17).xls
はも,703,1kg,3000,400,,令和2年6月20日（土）,suiexcel-14 (17).xls
あさり,3075,1kg,1000,270,,令和2年6月20日（土）,suiexcel-14 (17).xls
あゆ,1360,1kg,1600,500,,令和2年6月20日（土）,suiexcel-14 (17).xls
冷凍たこ,160,1kg,2484,1188,,令和2年6月20日（土）,suiexcel-14 (17).xls
冷凍えび,1474,1kg,3780,702,,令和2年6月20日（土）,suiexcel-14 (17).xls
冷凍うなぎ蒲焼,1377,1kg,2700,1200,,令和2年6月20日（土）,suiexcel-14 (17).xls
塩さば,2632,1kg,648,324,,令和2年6月20日（土）,suiexcel-14 (17).xls
塩さけ,1588,1kg,1250,650,,令和2年6月20日（土）,suiexcel-14 (17).xls
塩すけそうこ,440,1kg,2700,1080,,令和2年6月20日（土）,suiexcel-14 (17).xls
開干さんま,348,1kg,1500,550,,令和2年6月20日（土）,suiexcel-14 (17).xls
開干あじ,284,1kg,1296,350,,令和2年6月20日（土）,suiexcel-14 (17).xls
若干かれい,50,1kg,1620,864,,令和2年6月20日（土）,suiexcel-14 (17).xls
ちりめん,5181,1kg,2484,540,,令和2年6月20日（土）,suiexcel-14 (17).xls
なまりぶし,18,1kg,850,850,,令和2年6月20日（土）,suiexcel-14 (17).xls
茹たこ,1330,1kg,1944,1050,,令和2年6月20日（土）,suiexcel-14 (17).xls
くろまぐろ,295,1kg,2900,1500,,令和2年6月22日（月）,suiexcel-15 (17).xls
きわだ,1639,1kg,1400,540,,令和2年6月22日（月）,suiexcel-15 (17).xls
あじ,3453,1kg,1400,300,,令和2年6月22日（月）,suiexcel-15 (17).xls
さば,3835,1kg,550,162,,令和2年6月22日（月）,suiexcel-15 (17).xls
まいわし,1439,1kg,750,250,,令和2年6月22日（月）,suiexcel-15 (17).xls
養成ぶり,585,1kg,1188,700,,令和2年6月22日（月）,suiexcel-15 (17).xls
かつお,1646,1kg,900,300,,令和2年6月22日（月）,suiexcel-15 (17).xls
養成まだい,4242,1kg,1242,550,,令和2年6月22日（月）,suiexcel-15 (17).xls
さわら,1600,1kg,432,216,,令和2年6月22日（月）,suiexcel-15 (17).xls
かれい,469,1kg,2500,216,,令和2年6月22日（月）,suiexcel-15 (17).xls
養成はまち,906,1kg,1188,700,,令和2年6月22日（月）,suiexcel-15 (17).xls
養成かんぱち,1166,1kg,1890,1200,,令和2年6月22日（月）,suiexcel-15 (17).xls
するめいか,1200,1kg,750,550,,令和2年6月22日（月）,suiexcel-15 (17).xls
いさぎ,572,1kg,1400,756,,令和2年6月22日（月）,suiexcel-15 (17).xls
さけ,3295,1kg,1512,700,,令和2年6月22日（月）,suiexcel-15 (17).xls
はも,956,1kg,2800,540,,令和2年6月22日（月）,suiexcel-15 (17).xls
あさり,3544,1kg,1000,270,,令和2年6月22日（月）,suiexcel-15 (17).xls
あゆ,1053,1kg,1650,500,,令和2年6月22日（月）,suiexcel-15 (17).xls
冷凍たこ,160,1kg,2484,1188,,令和2年6月22日（月）,suiexcel-15 (17).xls
冷凍えび,1262,1kg,3780,702,,令和2年6月22日（月）,suiexcel-15 (17).xls
冷凍うなぎ蒲焼,1130,1kg,2700,1200,,令和2年6月22日（月）,suiexcel-15 (17).xls
塩さば,3488,1kg,1100,324,,令和2年6月22日（月）,suiexcel-15 (17).xls
塩さけ,4640,1kg,1250,324,,令和2年6月22日（月）,suiexcel-15 (17).xls
塩すけそうこ,620,1kg,2000,1300,,令和2年6月22日（月）,suiexcel-15 (17).xls
開干さんま,270,1kg,1500,550,,令和2年6月22日（月）,suiexcel-15 (17).xls
開干あじ,214,1kg,1296,600,,令和2年6月22日（月）,suiexcel-15 (17).xls
若干かれい,50,1kg,1620,864,,令和2年6月22日（月）,suiexcel-15 (17).xls
ちりめん,7160,1kg,2500,886,,令和2年6月22日（月）,suiexcel-15 (17).xls
なまりぶし,30,1kg,1250,800,,令和2年6月22日（月）,suiexcel-15 (17).xls
茹たこ,1170,1kg,2800,1000,,令和2年6月22日（月）,suiexcel-15 (17).xls
くろまぐろ,212,1kg,1550,1300,,令和2年6月23日（火）,suiexcel-16 (17).xls
きわだ,1284,1kg,1300,540,,令和2年6月23日（火）,suiexcel-16 (17).xls
あじ,5873,1kg,2000,300,,令和2年6月23日（火）,suiexcel-16 (17).xls
さば,2910,1kg,1500,216,,令和2年6月23日（火）,suiexcel-16 (17).xls
まいわし,3202,1kg,650,216,,令和2年6月23日（火）,suiexcel-16 (17).xls
養成ぶり,717,1kg,1188,700,,令和2年6月23日（火）,suiexcel-16 (17).xls
かつお,2661,1kg,1000,300,,令和2年6月23日（火）,suiexcel-16 (17).xls
養成まだい,3391,1kg,1242,550,,令和2年6月23日（火）,suiexcel-16 (17).xls
さわら,2647,1kg,450,216,,令和2年6月23日（火）,suiexcel-16 (17).xls
かれい,566,1kg,1800,350,,令和2年6月23日（火）,suiexcel-16 (17).xls
養成はまち,579,1kg,1188,700,,令和2年6月23日（火）,suiexcel-16 (17).xls
養成かんぱち,779,1kg,1890,1200,,令和2年6月23日（火）,suiexcel-16 (17).xls
するめいか,2400,1kg,650,486,,令和2年6月23日（火）,suiexcel-16 (17).xls
いさぎ,830,1kg,1500,550,,令和2年6月23日（火）,suiexcel-16 (17).xls
さけ,4523,1kg,1600,700,,令和2年6月23日（火）,suiexcel-16 (17).xls
はも,1971,1kg,3000,540,,令和2年6月23日（火）,suiexcel-16 (17).xls
あさり,3469,1kg,972,270,,令和2年6月23日（火）,suiexcel-16 (17).xls
あゆ,1141,1kg,1650,500,,令和2年6月23日（火）,suiexcel-16 (17).xls
冷凍たこ,160,1kg,2484,1188,,令和2年6月23日（火）,suiexcel-16 (17).xls
冷凍えび,1273,1kg,3780,702,,令和2年6月23日（火）,suiexcel-16 (17).xls
冷凍うなぎ蒲焼,1330,1kg,2700,1200,,令和2年6月23日（火）,suiexcel-16 (17).xls
塩さば,1640,1kg,648,400,,令和2年6月23日（火）,suiexcel-16 (17).xls
塩さけ,2698,1kg,2160,650,,令和2年6月23日（火）,suiexcel-16 (17).xls
塩すけそうこ,661,1kg,2700,850,,令和2年6月23日（火）,suiexcel-16 (17).xls
開干さんま,388,1kg,1500,550,,令和2年6月23日（火）,suiexcel-16 (17).xls
開干あじ,331,1kg,1296,600,,令和2年6月23日（火）,suiexcel-16 (17).xls
若干かれい,100,1kg,1620,864,,令和2年6月23日（火）,suiexcel-16 (17).xls
ちりめん,9359,1kg,2500,648,,令和2年6月23日（火）,suiexcel-16 (17).xls
なまりぶし,30,1kg,1050,800,,令和2年6月23日（火）,suiexcel-16 (17).xls
茹たこ,1030,1kg,2650,1080,,令和2年6月23日（火）,suiexcel-16 (17).xls
くろまぐろ,274,1kg,2900,1500,,令和2年6月25日（木）,suiexcel-17 (17).xls
きわだ,1831,1kg,1300,530,,令和2年6月25日（木）,suiexcel-17 (17).xls
あじ,1984,1kg,2000,270,,令和2年6月25日（木）,suiexcel-17 (17).xls
さば,1614,1kg,1400,250,,令和2年6月25日（木）,suiexcel-17 (17).xls
まいわし,3512,1kg,800,200,,令和2年6月25日（木）,suiexcel-17 (17).xls
養成ぶり,299,1kg,1188,700,,令和2年6月25日（木）,suiexcel-17 (17).xls
かつお,1916,1kg,900,324,,令和2年6月25日（木）,suiexcel-17 (17).xls
養成まだい,3445,1kg,1242,550,,令和2年6月25日（木）,suiexcel-17 (17).xls
さわら,537,1kg,1800,324,,令和2年6月25日（木）,suiexcel-17 (17).xls
かれい,542,1kg,1000,350,,令和2年6月25日（木）,suiexcel-17 (17).xls
養成はまち,910,1kg,1188,700,,令和2年6月25日（木）,suiexcel-17 (17).xls
養成かんぱち,982,1kg,1890,1200,,令和2年6月25日（木）,suiexcel-17 (17).xls
するめいか,3010,1kg,750,450,,令和2年6月25日（木）,suiexcel-17 (17).xls
いさぎ,597,1kg,1400,648,,令和2年6月25日（木）,suiexcel-17 (17).xls
さけ,2723,1kg,1600,900,,令和2年6月25日（木）,suiexcel-17 (17).xls
はも,2322,1kg,2200,648,,令和2年6月25日（木）,suiexcel-17 (17).xls
あさり,3438,1kg,972,270,,令和2年6月25日（木）,suiexcel-17 (17).xls
あゆ,920,1kg,1650,500,,令和2年6月25日（木）,suiexcel-17 (17).xls
冷凍たこ,160,1kg,2484,1188,,令和2年6月25日（木）,suiexcel-17 (17).xls
冷凍えび,1032,1kg,3780,702,,令和2年6月25日（木）,suiexcel-17 (17).xls
冷凍うなぎ蒲焼,1450,1kg,2700,1200,,令和2年6月25日（木）,suiexcel-17 (17).xls
塩さば,3768,1kg,750,324,,令和2年6月25日（木）,suiexcel-17 (17).xls
塩さけ,1222,1kg,1150,648,,令和2年6月25日（木）,suiexcel-17 (17).xls
塩すけそうこ,638,1kg,2200,650,,令和2年6月25日（木）,suiexcel-17 (17).xls
開干さんま,381,1kg,1650,550,,令和2年6月25日（木）,suiexcel-17 (17).xls
開干あじ,531,1kg,1296,600,,令和2年6月25日（木）,suiexcel-17 (17).xls
若干かれい,100,1kg,2700,972,,令和2年6月25日（木）,suiexcel-17 (17).xls
ちりめん,27783,1kg,2862,540,,令和2年6月25日（木）,suiexcel-17 (17).xls
なまりぶし,24,1kg,900,800,,令和2年6月25日（木）,suiexcel-17 (17).xls
茹たこ,780,1kg,2800,1200,,令和2年6月25日（木）,suiexcel-17 (17).xls
くろまぐろ,615,1kg,2900,1500,,令和2年6月26日（金）,suiexcel-18 (17).xls
きわだ,1876,1kg,1300,540,,令和2年6月26日（金）,suiexcel-18 (17).xls
あじ,1637,1kg,1800,270,,令和2年6月26日（金）,suiexcel-18 (17).xls
さば,2253,1kg,1000,216,,令和2年6月26日（金）,suiexcel-18 (17).xls
まいわし,3044,1kg,350,162,,令和2年6月26日（金）,suiexcel-18 (17).xls
養成ぶり,534,1kg,1188,700,,令和2年6月26日（金）,suiexcel-18 (17).xls
かつお,2326,1kg,900,324,,令和2年6月26日（金）,suiexcel-18 (17).xls
養成まだい,3559,1kg,1242,550,,令和2年6月26日（金）,suiexcel-18 (17).xls
さわら,1644,1kg,1800,216,,令和2年6月26日（金）,suiexcel-18 (17).xls
かれい,538,1kg,2500,350,,令和2年6月26日（金）,suiexcel-18 (17).xls
養成はまち,542,1kg,1188,700,,令和2年6月26日（金）,suiexcel-18 (17).xls
養成かんぱち,847,1kg,1836,1200,,令和2年6月26日（金）,suiexcel-18 (17).xls
するめいか,2678,1kg,650,432,,令和2年6月26日（金）,suiexcel-18 (17).xls
いさぎ,681,1kg,1200,500,,令和2年6月26日（金）,suiexcel-18 (17).xls
さけ,2882,1kg,1404,900,,令和2年6月26日（金）,suiexcel-18 (17).xls
はも,1427,1kg,3200,540,,令和2年6月26日（金）,suiexcel-18 (17).xls
あさり,2960,1kg,1080,270,,令和2年6月26日（金）,suiexcel-18 (17).xls
あゆ,1031,1kg,1650,500,,令和2年6月26日（金）,suiexcel-18 (17).xls
冷凍たこ,160,1kg,2484,1188,,令和2年6月26日（金）,suiexcel-18 (17).xls
冷凍えび,1040,1kg,3780,702,,令和2年6月26日（金）,suiexcel-18 (17).xls
冷凍うなぎ蒲焼,1227,1kg,2700,1200,,令和2年6月26日（金）,suiexcel-18 (17).xls
塩さば,3524,1kg,750,324,,令和2年6月26日（金）,suiexcel-18 (17).xls
塩さけ,1492,1kg,1512,650,,令和2年6月26日（金）,suiexcel-18 (17).xls
塩すけそうこ,597,1kg,2750,650,,令和2年6月26日（金）,suiexcel-18 (17).xls
開干さんま,362,1kg,1500,550,,令和2年6月26日（金）,suiexcel-18 (17).xls
開干あじ,579,1kg,1296,600,,令和2年6月26日（金）,suiexcel-18 (17).xls
若干かれい,114,1kg,1728,864,,令和2年6月26日（金）,suiexcel-18 (17).xls
ちりめん,23951,1kg,3456,540,,令和2年6月26日（金）,suiexcel-18 (17).xls
なまりぶし,26,1kg,1100,800,,令和2年6月26日（金）,suiexcel-18 (17).xls
茹たこ,879,1kg,2100,1080,,令和2年6月26日（金）,suiexcel-18 (17).xls
くろまぐろ,145,1kg,2900,2700,,令和2年6月27日（土）,suiexcel-19 (16).xls
きわだ,2203,1kg,1200,432,,令和2年6月27日（土）,suiexcel-19 (16).xls
あじ,1686,1kg,1600,162,,令和2年6月27日（土）,suiexcel-19 (16).xls
さば,3324,1kg,2000,216,,令和2年6月27日（土）,suiexcel-19 (16).xls
まいわし,1998,1kg,432,200,,令和2年6月27日（土）,suiexcel-19 (16).xls
養成ぶり,512,1kg,1188,700,,令和2年6月27日（土）,suiexcel-19 (16).xls
かつお,3275,1kg,900,324,,令和2年6月27日（土）,suiexcel-19 (16).xls
養成まだい,4767,1kg,1242,550,,令和2年6月27日（土）,suiexcel-19 (16).xls
さわら,896,1kg,1600,216,,令和2年6月27日（土）,suiexcel-19 (16).xls
かれい,48,1kg,700,700,,令和2年6月27日（土）,suiexcel-19 (16).xls
養成はまち,730,1kg,1188,700,,令和2年6月27日（土）,suiexcel-19 (16).xls
養成かんぱち,1119,1kg,1836,1200,,令和2年6月27日（土）,suiexcel-19 (16).xls
するめいか,1365,1kg,756,500,,令和2年6月27日（土）,suiexcel-19 (16).xls
いさぎ,836,1kg,1400,540,,令和2年6月27日（土）,suiexcel-19 (16).xls
さけ,4964,1kg,1600,700,,令和2年6月27日（土）,suiexcel-19 (16).xls
はも,1551,1kg,2200,540,,令和2年6月27日（土）,suiexcel-19 (16).xls
あさり,3043,1kg,1080,270,,令和2年6月27日（土）,suiexcel-19 (16).xls
あゆ,1403,1kg,1650,500,,令和2年6月27日（土）,suiexcel-19 (16).xls
冷凍たこ,160,1kg,2484,1188,,令和2年6月27日（土）,suiexcel-19 (16).xls
冷凍えび,1068,1kg,3780,702,,令和2年6月27日（土）,suiexcel-19 (16).xls
冷凍うなぎ蒲焼,1132,1kg,2700,1300,,令和2年6月27日（土）,suiexcel-19 (16).xls
塩さば,2794,1kg,750,324,,令和2年6月27日（土）,suiexcel-19 (16).xls
塩さけ,808,1kg,1350,650,,令和2年6月27日（土）,suiexcel-19 (16).xls
塩すけそうこ,389,1kg,2750,850,,令和2年6月27日（土）,suiexcel-19 (16).xls
開干さんま,268,1kg,1800,550,,令和2年6月27日（土）,suiexcel-19 (16).xls
開干あじ,395,1kg,1296,600,,令和2年6月27日（土）,suiexcel-19 (16).xls
若干かれい,100,1kg,1620,864,,令和2年6月27日（土）,suiexcel-19 (16).xls
ちりめん,11158,1kg,2106,648,,令和2年6月27日（土）,suiexcel-19 (16).xls
なまりぶし,40,1kg,1100,800,,令和2年6月27日（土）,suiexcel-19 (16).xls
茹たこ,1004,1kg,2650,1080,,令和2年6月27日（土）,suiexcel-19 (16).xls
くろまぐろ,332,1kg,2900,1300,,令和2年6月29日（月）,suiexcel-20 (14).xls
きわだ,3367,1kg,1512,324,,令和2年6月29日（月）,suiexcel-20 (14).xls
あじ,1582,1kg,1800,300,,令和2年6月29日（月）,suiexcel-20 (14).xls
さば,2988,1kg,2000,216,,令和2年6月29日（月）,suiexcel-20 (14).xls
まいわし,1681,1kg,600,250,,令和2年6月29日（月）,suiexcel-20 (14).xls
養成ぶり,470,1kg,1188,700,,令和2年6月29日（月）,suiexcel-20 (14).xls
かつお,3234,1kg,750,216,,令和2年6月29日（月）,suiexcel-20 (14).xls
養成まだい,3978,1kg,1242,550,,令和2年6月29日（月）,suiexcel-20 (14).xls
さわら,911,1kg,1600,324,,令和2年6月29日（月）,suiexcel-20 (14).xls
かれい,808,1kg,3000,324,,令和2年6月29日（月）,suiexcel-20 (14).xls
養成はまち,1112,1kg,1188,700,,令和2年6月29日（月）,suiexcel-20 (14).xls
養成かんぱち,1087,1kg,1836,1200,,令和2年6月29日（月）,suiexcel-20 (14).xls
するめいか,1825,1kg,700,500,,令和2年6月29日（月）,suiexcel-20 (14).xls
いさぎ,866,1kg,1400,500,,令和2年6月29日（月）,suiexcel-20 (14).xls
さけ,3026,1kg,1404,700,,令和2年6月29日（月）,suiexcel-20 (14).xls
はも,1432,1kg,2000,540,,令和2年6月29日（月）,suiexcel-20 (14).xls
あさり,3411,1kg,1080,270,,令和2年6月29日（月）,suiexcel-20 (14).xls
