品目,数量,単位,高値,中値,安値,主な産地,日付,元ファイル
冷凍うなぎ蒲焼,1410,1Kg,9504,6048,2646,中国  他,令和4年6月9日（木）,suiexcel-5 (2).xlsx
塩さば,2118,1kg,790,0,400,ﾉﾙｳｪｰ  千葉  他,令和4年6月9日（木）,suiexcel-5 (2).xlsx
塩さけ,2728,1kg,1450,0,950,ﾁﾘ  他,令和4年6月9日（木）,suiexcel-5 (2).xlsx
塩すけそうこ,412,1kg,2300,0,850,ｱﾒﾘｶ  他,令和4年6月9日（木）,suiexcel-5 (2).xlsx
開干さんま,200,1Kg,1944,0,1404,北海道  他,令和4年6月9日（木）,suiexcel-5 (2).xlsx
開干あじ,587,1kg,800,0,350,島根  長崎  他,令和4年6月9日（木）,suiexcel-5 (2).xlsx
若干かれい,164,1Kg,2160,0,864,島根  他,令和4年6月9日（木）,suiexcel-5 (2).xlsx
ちりめん,10353,1Kg,2160,0,756,兵庫  他,令和4年6月9日（木）,suiexcel-5 (2).xlsx
なまりぶし,131,1Kg,1080,0,864,静岡  他,令和4年6月9日（木）,suiexcel-5 (2).xlsx
茹たこ,0,0,0,0,0,,令和4年6月9日（木）,suiexcel-5 (2).xlsx
くろまぐろ,815,1Kg,3564,3348,3132,長崎  他,令和4年6月10日（金）,suiexcel-6 (2).xlsx
きわだ,823,1Kg,1728,1188,864,沖縄  他,令和4年6月10日（金）,suiexcel-6 (2).xlsx
あじ,3923,1Kg,540,0,432,兵庫  大阪  他,令和4年6月10日（金）,suiexcel-6 (2).xlsx
さば,1720,1kg,3300,0,120,千葉  石川  他,令和4年6月10日（金）,suiexcel-6 (2).xlsx
まいわし,1486,1Kg,324,0,216,静岡  石川  他,令和4年6月10日（金）,suiexcel-6 (2).xlsx
養成ぶり,177,1Kg,1188,0,1080,大分  熊本  他,令和4年6月10日（金）,suiexcel-6 (2).xlsx
かつお,3876,1Kg,540,0,324,高知  鹿児島  他,令和4年6月10日（金）,suiexcel-6 (2).xlsx
養成まだい,3795,1Kg,1296,0,1080,愛媛  他,令和4年6月10日（金）,suiexcel-6 (2).xlsx
さわら,829,1Kg,1296,0,1080,兵庫  三重  他,令和4年6月10日（金）,suiexcel-6 (2).xlsx
かれい,416,1kg,12000,0,300,宮城  他,令和4年6月10日（金）,suiexcel-6 (2).xlsx
養成はまち,464,1kg,1660,0,1380,高知  大分  他,令和4年6月10日（金）,suiexcel-6 (2).xlsx
養成かんぱち,1163,1Kg,1890,0,1566,愛媛  鹿児島  他,令和4年6月10日（金）,suiexcel-6 (2).xlsx
するめいか,1980,1Kg,864,0,756,兵庫  石川  他,令和4年6月10日（金）,suiexcel-6 (2).xlsx
いさぎ,780,1Kg,972,0,756,三重  長崎  他,令和4年6月10日（金）,suiexcel-6 (2).xlsx
さけ,2550,1kg,2200,0,850,ﾉﾙｳｪｰ  宮城  他,令和4年6月10日（金）,suiexcel-6 (2).xlsx
はも,1338,1Kg,1728,0,540,宮崎  大分  他,令和4年6月10日（金）,suiexcel-6 (2).xlsx
あさり,807,1Kg,1296,0,378,中国  熊本  他,令和4年6月10日（金）,suiexcel-6 (2).xlsx
あゆ,378,1kg,2000,0,400,滋賀  岐阜  他,令和4年6月10日（金）,suiexcel-6 (2).xlsx
冷凍たこ,0,0,0,0,0,,令和4年6月10日（金）,suiexcel-6 (2).xlsx
冷凍えび,940,1Kg,4860,1620,756,ｲﾝﾄﾞ  他,令和4年6月10日（金）,suiexcel-6 (2).xlsx
冷凍うなぎ蒲焼,1525,1Kg,9504,6048,2646,中国  他,令和4年6月10日（金）,suiexcel-6 (2).xlsx
塩さば,1480,1kg,1230,0,410,ﾉﾙｳｪｰ  千葉  他,令和4年6月10日（金）,suiexcel-6 (2).xlsx
塩さけ,921,1kg,1460,0,950,ﾁﾘ  他,令和4年6月10日（金）,suiexcel-6 (2).xlsx
塩すけそうこ,178,1kg,1800,1800,1800,ｱﾒﾘｶ  他,令和4年6月10日（金）,suiexcel-6 (2).xlsx
開干さんま,204,1Kg,1944,0,1404,北海道  他,令和4年6月10日（金）,suiexcel-6 (2).xlsx
開干あじ,548,1kg,750,0,110,島根  長崎  他,令和4年6月10日（金）,suiexcel-6 (2).xlsx
若干かれい,200,1Kg,2160,0,864,島根  他,令和4年6月10日（金）,suiexcel-6 (2).xlsx
ちりめん,2841,1kg,2000,0,950,兵庫  他,令和4年6月10日（金）,suiexcel-6 (2).xlsx
なまりぶし,118,1Kg,1080,0,648,静岡  他,令和4年6月10日（金）,suiexcel-6 (2).xlsx
茹たこ,0,0,0,0,0,,令和4年6月10日（金）,suiexcel-6 (2).xlsx
くろまぐろ,999,1kg,3456,3294,3132,鳥取  長崎  他,令和4年6月11日（土）,suiexcel-7 (2).xlsx
きわだ,1317,1kg,2320,0,850,宮崎  沖縄  他,令和4年6月11日（土）,suiexcel-7 (2).xlsx
あじ,3749,1kg,594,0,486,兵庫  大阪  他,令和4年6月11日（土）,suiexcel-7 (2).xlsx
さば,3155,1kg,378,0,270,千葉  他,令和4年6月11日（土）,suiexcel-7 (2).xlsx
まいわし,2633,1kg,324,0,216,千葉  石川  他,令和4年6月11日（土）,suiexcel-7 (2).xlsx
養成ぶり,290,1kg,1188,0,1080,大分  熊本  他,令和4年6月11日（土）,suiexcel-7 (2).xlsx
かつお,5719,1kg,540,0,324,高知  鹿児島  他,令和4年6月11日（土）,suiexcel-7 (2).xlsx
養成まだい,4354,1kg,1100,0,300,愛媛  他,令和4年6月11日（土）,suiexcel-7 (2).xlsx
さわら,460,1kg,1300,0,1050,三重  兵庫  他,令和4年6月11日（土）,suiexcel-7 (2).xlsx
かれい,2358,1kg,324,0,108,宮城  他,令和4年6月11日（土）,suiexcel-7 (2).xlsx
養成はまち,505,1kg,1650,0,1400,高知  愛媛  他,令和4年6月11日（土）,suiexcel-7 (2).xlsx
養成かんぱち,1652,1kg,1890,0,1566,愛媛  鹿児島  他,令和4年6月11日（土）,suiexcel-7 (2).xlsx
するめいか,2245,1kg,810,0,702,新潟  石川  他,令和4年6月11日（土）,suiexcel-7 (2).xlsx
いさぎ,251,1kg,1080,0,864,山口  長崎  他,令和4年6月11日（土）,suiexcel-7 (2).xlsx
さけ,3923,1kg,1512,0,1296,宮城  ﾉﾙｳｪｰ  他,令和4年6月11日（土）,suiexcel-7 (2).xlsx
はも,2125,1kg,3000,0,400,愛媛  大分  他,令和4年6月11日（土）,suiexcel-7 (2).xlsx
あさり,830,1kg,1296,0,378,中国  熊本  他,令和4年6月11日（土）,suiexcel-7 (2).xlsx
あゆ,333,1kg,6000,0,800,滋賀  岐阜  他,令和4年6月11日（土）,suiexcel-7 (2).xlsx
冷凍たこ,0,0,0,0,0,,令和4年6月11日（土）,suiexcel-7 (2).xlsx
冷凍えび,713,1kg,4860,1620,756,ｲﾝﾄﾞ  他,令和4年6月11日（土）,suiexcel-7 (2).xlsx
冷凍うなぎ蒲焼,1506,1kg,9504,6048,2646,中国  他,令和4年6月11日（土）,suiexcel-7 (2).xlsx
塩さば,2134,1kg,790,0,500,ﾉﾙｳｪｰ  千葉  他,令和4年6月11日（土）,suiexcel-7 (2).xlsx
塩さけ,772,1kg,1550,0,1100,ﾁﾘ  他,令和4年6月11日（土）,suiexcel-7 (2).xlsx
塩すけそうこ,265,1kg,2310,0,850,ｱﾒﾘｶ  他,令和4年6月11日（土）,suiexcel-7 (2).xlsx
開干さんま,205,1kg,1944,0,1404,北海道  他,令和4年6月11日（土）,suiexcel-7 (2).xlsx
開干あじ,369,1kg,1944,0,1080,長崎  島根  他,令和4年6月11日（土）,suiexcel-7 (2).xlsx
若干かれい,200,1kg,1944,0,864,島根  他,令和4年6月11日（土）,suiexcel-7 (2).xlsx
ちりめん,4623,1kg,4800,0,600,兵庫  他,令和4年6月11日（土）,suiexcel-7 (2).xlsx
なまりぶし,1020,1kg,1080,0,648,静岡  他,令和4年6月11日（土）,suiexcel-7 (2).xlsx
茹たこ,0,0,0,0,0,,令和4年6月11日（土）,suiexcel-7 (2).xlsx
くろまぐろ,565,1kg,3348,3294,3186,鳥取  他,令和4年6月13日（月）,suiexcel-8 (2).xlsx
きわだ,1086,1kg,1836,1296,864,宮崎  沖縄  他,令和4年6月13日（月）,suiexcel-8 (2).xlsx
あじ,3533,1kg,486,0,378,兵庫  大阪  他,令和4年6月13日（月）,suiexcel-8 (2).xlsx
さば,2090,1kg,2000,0,120,千葉  石川  他,令和4年6月13日（月）,suiexcel-8 (2).xlsx
まいわし,2836,1kg,324,0,216,高知  石川  他,令和4年6月13日（月）,suiexcel-8 (2).xlsx
養成ぶり,232,1kg,1188,0,1080,大分  熊本  他,令和4年6月13日（月）,suiexcel-8 (2).xlsx
かつお,3074,1kg,540,0,324,千葉  鹿児島  他,令和4年6月13日（月）,suiexcel-8 (2).xlsx
養成まだい,4724,1kg,1100,0,500,愛媛  他,令和4年6月13日（月）,suiexcel-8 (2).xlsx
さわら,638,1kg,1188,0,972,兵庫  三重  他,令和4年6月13日（月）,suiexcel-8 (2).xlsx
かれい,2517,1kg,324,0,108,宮城  他,令和4年6月13日（月）,suiexcel-8 (2).xlsx
養成はまち,839,1kg,1890,0,1360,高知  愛媛  他,令和4年6月13日（月）,suiexcel-8 (2).xlsx
養成かんぱち,1457,1kg,2000,0,1450,鹿児島  愛媛  他,令和4年6月13日（月）,suiexcel-8 (2).xlsx
するめいか,3350,1kg,756,0,648,新潟  石川  他,令和4年6月13日（月）,suiexcel-8 (2).xlsx
いさぎ,784,1kg,2500,0,670,長崎  山口  他,令和4年6月13日（月）,suiexcel-8 (2).xlsx
さけ,3331,1kg,1404,0,1188,宮城  ﾉﾙｳｪｰ  他,令和4年6月13日（月）,suiexcel-8 (2).xlsx
はも,945,1kg,1728,0,972,兵庫  大分  他,令和4年6月13日（月）,suiexcel-8 (2).xlsx
あさり,781,1kg,1296,0,540,中国  熊本  他,令和4年6月13日（月）,suiexcel-8 (2).xlsx
あゆ,351,1kg,1700,0,800,滋賀  岐阜  他,令和4年6月13日（月）,suiexcel-8 (2).xlsx
冷凍たこ,0,0,0,0,0,,令和4年6月13日（月）,suiexcel-8 (2).xlsx
冷凍えび,756,1kg,4860,1620,756,ｲﾝﾄﾞ  他,令和4年6月13日（月）,suiexcel-8 (2).xlsx
冷凍うなぎ蒲焼,3478,1kg,2910,0,1660,中国  他,令和4年6月13日（月）,suiexcel-8 (2).xlsx
塩さば,2496,1kg,648,540,432,千葉  ﾉﾙｳｪｰ  他,令和4年6月13日（月）,suiexcel-8 (2).xlsx
塩さけ,800,1kg,1300,0,700,ﾁﾘ  他,令和4年6月13日（月）,suiexcel-8 (2).xlsx
塩すけそうこ,373,1kg,2240,0,1700,ｱﾒﾘｶ  他,令和4年6月13日（月）,suiexcel-8 (2).xlsx
開干さんま,200,1kg,1944,0,1404,北海道  他,令和4年6月13日（月）,suiexcel-8 (2).xlsx
開干あじ,284,1kg,1944,0,1080,長崎  島根  他,令和4年6月13日（月）,suiexcel-8 (2).xlsx
若干かれい,248,1kg,2160,0,864,島根  他,令和4年6月13日（月）,suiexcel-8 (2).xlsx
ちりめん,23646,1kg,2160,0,702,兵庫  他,令和4年6月13日（月）,suiexcel-8 (2).xlsx
なまりぶし,138,1kg,1080,0,648,静岡  他,令和4年6月13日（月）,suiexcel-8 (2).xlsx
茹たこ,0,0,0,0,0,,令和4年6月13日（月）,suiexcel-8 (2).xlsx
くろまぐろ,954,1kg,3348,3294,3240,宮城  他,令和4年6月14日（火）,suiexcel-9 (2).xlsx
きわだ,1183,1kg,1728,1188,864,宮崎  沖縄  他,令和4年6月14日（火）,suiexcel-9 (2).xlsx
あじ,2468,1kg,648,0,540,鳥取  大阪  他,令和4年6月14日（火）,suiexcel-9 (2).xlsx
さば,2277,1kg,2000,0,240,千葉  石川  他,令和4年6月14日（火）,suiexcel-9 (2).xlsx
まいわし,2681,1kg,270,0,162,静岡  石川  他,令和4年6月14日（火）,suiexcel-9 (2).xlsx
